Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,Supplier Type,Contract Number
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PHILIP J DAVIES (HOLDINGS) PLC,2160866,"£56,750.00",Quarterly rental for Oldham County Court,WA14 2QG,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222002-Other Property Costs,FZ999-Midlands Region,CALDER CONFERENCES LTD,2183253,"£79,950.00","Central Budgets Birmingham Region AS - CALDER CONFERENCES LTD - Ref. CAL15262/1 - Hire of 5 rooms, Mon to Fri from 01/10/12 to 30/09/13 to hold SSCS appeal hearings",LS16 6RF,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,WORKMAN,2175489,"£76,381.25",Quarterly rent for Salford County Court,BS1 6AL-M5 RENT,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,CBRE CB RICHARD ELLIS,2162936,"£25,981.00",Quarterly service charge for 1st Floor Liverpool Civil Justice Centre,G2 6UA-NWTCOM,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,2183799,"£96,927.17",Sheffield - Palecastle Ltd (WA14 2EX) - Unitary Charges for Sheffield PFI - Monthly,WA14 2EX,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,CBRE CB RICHARD ELLIS,2162936,"£26,405.25",Quarterly service charge for 2nd Floor Liverpool Civil Justice Centre,G2 6UA-NWTCOM,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,CBRE CB RICHARD ELLIS,2162936,"£26,364.25",Quarterly service charge for 3rd Floor Liverpool Civil Justice centre,G2 6UA-NWTCOM,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,SAVILLS COMMERCIAL LTD,2170850,"£109,403.75","Quarterly rent for Ground Floor, Chester CJC",M2 4AW,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2160642,"£133,370.00",,RM1 2AR-NIPA,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2165833,"£119,734.00",,RM1 2AR-NIPA,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2172455,"£122,580.00",,RM1 2AR-NIPA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2180493,"£154,950.00",,RM1 2AR-NIPA,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2188464,"£130,896.00",,RM1 2AR-NIPA,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£126,133.71",,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,2188471,"£43,290.45",CIS Labour - Waltham Forest Magistrates - Norlands - Provision of temporary enabling  works to heating and hot water systems - PAR 2149  (under term contract),CIS-SE1 1RU,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,532000-Tangible GBV - Additions,AG999-HQ - Estates,NORLAND MANAGED SERVICES LTD,2188471,"£25,000.00",CIS Labour-Maidstone Judges' Lodgings-Norland Managed Services-Replace existing fire doors & upgrade other existing with intumescent strips & smoke seals,CIS-SE1 1RU,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£129,745.98",Quarterly rent for 2nd Floor Liverpool Civil Justice Centre,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£130,264.02",Quarterly rent for 3rd Floor Liverpool Civil Justice Centre,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£96,716.32",Quarterly rent for Ground Floor Liverpool Civil Justice Centre,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,CARLISLE CITY COUNCIL,2179848,"£26,793.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,LAING O'ROURKE CONSTRUCTION SOUTH LTD,2172357,"£678,053.98",CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2179961,"£55,418.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2179961,"£27,251.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2168391,"£491,885.00",Manchester- UK Court Services Ltd (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2181668,"£26,649.90",Manchester- UK Court Services Ltd (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2172319,"£494,934.00",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0000,Programme,SME,
Ministry of Justice,HMCTS,14/Sep/2012 ,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2172319,"£348,135.00",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0000,Programme,SME,
Ministry of Justice,HMCTS,14/Sep/2012 ,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2172319,"£456,653.98",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0000,Programme,SME,
Ministry of Justice,HMCTS,25/Sep/2012 ,265000-IT & Telecommunications,BZ999-London Region,BT TELECOMMUNICATIONS PLC,2183237,"£34,378.94",London Region Consolidated - BT One Bill - 2011/12,DH98 1BT,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2179961,"£54,502.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2179961,"£240,450.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PRESTON CITY COUNCIL,2179995,"£54,044.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,2179934,"£132,820.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,2179934,"£73,738.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,PKF UK LLP,2172675,"£64,237.32","Quarterly rent for Pocock Street, London",GU1 4HN,0000,Programme,SME,
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,2170870,"£39,203.75",Quarterly rent for Newcastle ETS (Level 2),EH2 2LL,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,2170870,"£35,537.50",Quarterly rent for Newcastle ETS (Level 1),EH2 2LL,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,EDDISONS,2162987,"£113,050.25",Quarterly rent for Bradford AIT,WC2H 0AU-RENT,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,STOREYS EDWARD SYMMONS,2163906,"£34,176.12",Quarterly service charge for Huddersfield County court,NE1 8AU,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,LAND SECURITIES PROPERTIES LTD,2170271,"£79,314.81",Quarterly rent for Leeds ETS,WC2N 5AF##,0000,Programme,,
Ministry of Justice,HMCTS,03/Sep/2012 ,223001-Printing Postage and Office expenditure,HZ999-North East Region,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1553,"£90,236.22",,NP20 9BB,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,GVA GRIMLEY LTD T/A GVA,2160426,"£46,323.25",Quarterly rent for West Riding House Leeds,B1 2JJ-MREF,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,221000-Property Rent and Rates,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2174732,"£113,500.00",Quarterly rent for North Shields AIT,W1B 1PN,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,222002-Other Property Costs,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2174732,"£31,980.00",Quarterly service charge for North Shields AIT,W1B 1PN,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,M J MAPP LTD,2174761,"£66,250.00",Quarterly rent for Leeds Civil Hearing centre,W1W 5QZ,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,M J MAPP LTD,2174761,"£26,521.84",Quarterly service charge for Leeds Civil Hearing Centre,W1W 5QZ,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,GVA GRIMLEY LTD T/A GVA,2160425,"£35,000.00",Quarterly rent for Ailsa House Leeds,B1 2JJ-A/C 9858,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,223000-Other Expenditure,HZ999-North East Region,NEOPOST LTD,2170328,"£33,619.20",,RM1 2AR-INVOICE,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MORDEN COLLEGE,2172435,"£47,875.00",Quarterly rent for York County Court,SE3 0PW,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,2180015,"£83,814.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,BRADFORD METROPOLITAN COUNCIL,2179834,"£56,334.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,HULL CITY COUNCIL,2179921,"£31,831.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,NEWCASTLE UPON TYNE CITY COUNCIL,2179975,"£67,784.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,2180003,"£26,564.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,2180015,"£41,449.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,2179931,"£66,410.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,2179931,"£51,296.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MIDDLESBROUGH COUNCIL,2179968,"£64,578.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MIDDLESBROUGH COUNCIL,2179968,"£30,457.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,221000-Property Rent and Rates,SJ999-Scotland,CBRE CB RICHARD ELLIS,2165514,"£90,357.75",Quarterly rent for Eagle Building Glasgow,G2 6UA-CLICOMRE,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,222002-Other Property Costs,SJ999-Scotland,CBRE CB RICHARD ELLIS,2165514,"£57,922.50",Quarterly service charge for Eagle Building Glasgow,G2 6UA-CLICOMRE,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,221000-Property Rent and Rates,SJ999-Scotland,CBRE CB RICHARD ELLIS,2165514,"£59,846.50",Quarterly rent Glasgow ETS,G2 6UA-CLICOMRE,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,222002-Other Property Costs,SJ999-Scotland,CBRE CB RICHARD ELLIS,2165514,"£38,350.00",Quarterly service charge Glasgow ETS,G2 6UA-CLICOMRE,0000,Programme,,
Ministry of Justice,HMCTS,20/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,730562,,,WA1 1GG,0000,Programme,,
Ministry of Justice,HMCTS,20/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,731538,,,BD3 7YD,0000,Programme,,
Ministry of Justice,HMCTS,20/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,730875,,,NG1 5ZZ,0000,Programme,,
Ministry of Justice,HMCTS,06/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,720908,,,NG1 5ZZ,0000,Programme,,
Ministry of Justice,HMCTS,06/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,720617,,,WA1 1GG,0000,Programme,,
Ministry of Justice,HMCTS,06/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,719465,,,BD19 4XT,0000,Programme,,
Ministry of Justice,HMCTS,27/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,736248,,,BD3 7YD,0000,Programme,,
Ministry of Justice,HMCTS,27/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,735583,,,NG1 5ZZ,0000,Programme,,
Ministry of Justice,HMCTS,13/Sep/2012 ,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,725503,,,NG1 5ZZ,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222002-Other Property Costs,SL999-Centralised Frontline,UKI CHARITABLE FOUNDATION,2183982,"£33,300.00",Quarterly service charge for Leicester AIT,LE1 7GJ,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS DASS SOLICITORS#DX 13006,2161181,"£31,701.34",,DX 13006,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS THOMPSONS SOLICITORS#CF24 0SW,2161296,"£31,654.08",,CF24 0SW,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS WARD HADAWAY SOLICITORS#DX 730360,717372,"£32,152.32",,DX 730360,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS M & M SOLICITORS#LE1 6BU,726853,"£27,865.16",,LE1 6BU,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS NOBLE SOLICITORS#DX 180461,717277,"£56,701.26",,DX 130461,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS KHAN SOLICITORS#DX 11788,717229,"£41,076.60",,DX 11788,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS HOGAN LOVELLS INTERNATIONAL LLP#DX 57,726805,"£158,443.69",,DX 57,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS EDWARD HAYES LLP#DX 432,726741,"£41,648.16",,DX 432,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS BINDMANS LLP#WC1X 8HB,2175572,"£45,712.32",,WC1X 8HB,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS LESLIE FRANKS SOLICITORS#DX 46458,2161233,"£69,052.40",,DX 46458,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS BEESLEY & CO#DX 20812,717074,"£56,818.44",,DX 20812,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MORTONS SOLICITORS#DX 22614,2175733,"£39,446.10",,DX 22614,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS MCHALE & CO#WA14 1QP,2161245,"£94,059.48",,WA14 1QP,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS SHAH LAW CHAMBERS#HA0 2AF,726938,"£26,692.80",,HA0 2AF,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS CARTWRIGHT CUNNINGHAM HASELGROVE & CO#IG8 0HL,717101,"£28,380.20",,IG8 0HL,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS SQUIRE SANDERS (UK) LLP#DX 708610,726947,"£30,000.00",,DX 708610,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,RADCLIFFES LEBRASSEUR#DX 10486,727046,"£54,952.13",,DX 10486,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS EDWARD HAYES LLP#DX 432,726741,"£94,776.00",,DX 432,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,226000-Court Costs,SL999-Centralised Frontline,MESSRS STOKOE PARTNERSHIP#DX 58205,2175703,"£39,326.42",,DX 58205,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS SWITALSKIS LLP SOLICITORS#DX 15017,717344,"£46,200.00",,DX 15017,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1563,"£283,416.99",,BD98 8AA-PAYE,0000,Balance Sheet,,
Ministry of Justice,HMCTS,05/Sep/2012 ,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1564,"£78,223.09",,BD98 8AA-PAYE,0000,Balance Sheet,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF LONDON,2179863,"£64,588.00",Scheduled rates payment,RATES,0000,Balance Sheet,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF ISLINGTON,2179950,"£80,782.00",Scheduled rates payment,RATES,0000,Balance Sheet,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF CAMDEN,2179939,"£31,309.00",Scheduled rates payment,RATES,0000,Balance Sheet,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF CAMDEN,2179939,"£40,152.00",Scheduled rates payment,RATES,0000,Balance Sheet,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF CAMDEN,2179939,"£58,794.00",Scheduled rates payment,RATES,0000,Balance Sheet,,
