Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
DEFRA,DEFRA ORGANISATION,30/12/2011,Business & Technical/Consultancy Assignments,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5812110652,34880,Infrastructure to support installation and operation of Oracle Configuration Controls Governor April-December 2011
DEFRA,DEFRA ORGANISATION,30/12/2011,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5812110856,123903.99,Service Management 01/02/2011-31/01/2018
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (GB),Green Economy and Corporate Services Group,Animal Health and Veterinary Laboratories Agency,50000005322,88963.09,Funding for Zoonoses -September 2011
DEFRA,DEFRA ORGANISATION,13/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PC008,32608.31,New Virology Containment Facility
DEFRA,DEFRA ORGANISATION,28/12/2011,Treasury Solicitors,Green Economy and Corporate Services Group,Treasury Solicitors Department,A1531,2130000,General Funding for Legal Services post 1 September 2011 
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments E,Green Economy and Corporate Services Group,Jacobs Engineering UK Ltd,B1472100009AH,42339.18,national Survey of Commercial and Industrial Waste 
DEFRA,DEFRA ORGANISATION,21/12/2011,Current Grants E,Green Economy and Corporate Services Group,Waste & Resources Action Programme,DEC1161211,2421423,Waste Resource Action Programme grant claim
DEFRA,DEFRA ORGANISATION,01/12/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA112,277069.17,DTZ Funding: property related costs - Rent and Service Charges and Insurance
DEFRA,DEFRA ORGANISATION,08/12/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA113,93504.28,DTZ Funding: property related costs - Rent and Service Charges and Insurance
DEFRA,DEFRA ORGANISATION,15/12/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA114,6561820.34,DTZ Funding: property related costs - Rent and Service Charges and Insurance
DEFRA,DEFRA ORGANISATION,22/12/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA115,1590827.18,DTZ Funding: property related costs - Rent and Service Charges and Insurance
DEFRA,DEFRA ORGANISATION,29/12/2011,Property Lease Costs,Green Economy and Corporate Services Group,D T Z,DEFRA116,29149.22,DTZ Funding: property related costs - Rent and Service Charges and Insurance
DEFRA,DEFRA ORGANISATION,01/12/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013216,190531.25,Facilities Management charges
DEFRA,DEFRA ORGANISATION,09/12/2011,Other recharges,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013218,30003.8,Feasibility study into the provision of an internal link between 55 whitehall and 3-8 Whitehall Place. 
DEFRA,DEFRA ORGANISATION,13/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013236,156404.74,Facilities Management charges
DEFRA,DEFRA ORGANISATION,13/12/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013685,3263571.06,Facilities service charges
DEFRA,DEFRA ORGANISATION,23/12/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013704,140890.54,Facilities Management charges
DEFRA,DEFRA ORGANISATION,23/12/2011,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013705,227327.03,Facilities Management charges
DEFRA,DEFRA ORGANISATION,28/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013706,106639.58,Modification to existing Animal Health units November 2011
DEFRA,DEFRA ORGANISATION,21/12/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013711,40154.23,"Maintance of Coldharbour Farm, Ashford, prior to Natural England taking occupation  November 2011. "
DEFRA,DEFRA ORGANISATION,21/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013713,29688.14,Feasibility to establish replacement options for obsolete plant located on the North East of the Weybridge Campus to include building 5 cold stores and farm buildings  October 2011
DEFRA,DEFRA ORGANISATION,13/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013714,264323.62,Shrewsbury- VIC Kendal Road. Further to the feasibility into the available options to facilitate Animal Health at the proposed site.Works to include demolish and grub out existing structure and foundations November 2011
DEFRA,DEFRA ORGANISATION,13/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013715,29414.22,Alterations to building facilities and site services to accommodate new tenants  November 2011.
DEFRA,DEFRA ORGANISATION,28/12/2011,Other recharges,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013717,84250.3,Food and Environment Research Agency. Refurbishment of existing space  November 2011.
DEFRA,DEFRA ORGANISATION,09/12/2011,Multiple,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013765,154171.44,Facilities service charges
DEFRA,DEFRA ORGANISATION,13/12/2011,Removal Expenses (Staff),Green Economy and Corporate Services Group,Countryside Council For Wales,H0000685,32290.01,Secondee’s salary costs for 01/04 – 30/09/2011
DEFRA,DEFRA ORGANISATION,21/12/2011,Other Current Payments E,Green Economy and Corporate Services Group,SKM Enviros,JW02161,31977.76,Server hosting for WasteDataFlow November 2011 
DEFRA,DEFRA ORGANISATION,01/12/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA091112,1400000,Grant-in-Aid payment  December 2011
DEFRA,DEFRA ORGANISATION,21/12/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA091112161211,850000,Grant-in-Aid payment December 2011
DEFRA,DEFRA ORGANISATION,30/12/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA101112,2000000,Grant-in-Aid payment January 2012
DEFRA,DEFRA ORGANISATION,07/12/2011,Publications - Storage & Distribution (C),Green Economy and Corporate Services Group,Iron Mountain (UK) Ltd,X936116X936127,37886.05,Defra Records Storage contract
DEFRA,DEFRA ORGANISATION,23/12/2011,Publications - Storage & Distribution (C),Green Economy and Corporate Services Group,Iron Mountain (UK) Ltd,Y036990Y037002,45166.61,Defra Records Storage contract
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Technology Strategy Board,515,53000,Knowledge Transfer Partnership
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Moredun Research Institute,7666,290118,AHW Research Project
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Food and Farming Group,A supplier,11211,29790,TB compensation payment
DEFRA,DEFRA ORGANISATION,01/12/2011,Current Grants E,Food and Farming Group,A supplier,31111,39153,TB compensation payment
DEFRA,DEFRA ORGANISATION,09/12/2011,Evidence Non R&D,Food and Farming Group,Identigen Ltd,Nov-11,69294.98,TSE Testing Private Labs - Identigen 2011/2012
DEFRA,DEFRA ORGANISATION,09/12/2011,Current Grants E,Food and Farming Group,A supplier,41111,32566,TB compensation payment
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,51211,78094.2,Understanding the Behaviour of Livestock Manure Multiple Pollutants through Contrasting Cracking Clay Soils
DEFRA,DEFRA ORGANISATION,30/12/2011,Current Grants E,Food and Farming Group,A supplier,91211,25152,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Food and Farming Group,A supplier,101111,38255,TB compensation payment
DEFRA,DEFRA ORGANISATION,07/12/2011,Current Grants E,Food and Farming Group,A supplier,101111,43338,TB compensation payment
DEFRA,DEFRA ORGANISATION,15/12/2011,Current Grants E,Food and Farming Group,A supplier,111111,69681,TB compensation payment
DEFRA,DEFRA ORGANISATION,01/12/2011,Current Grants E,Food and Farming Group,A supplier,201011,25163,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Food and Farming Group,A supplier,241111,29876,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Food and Farming Group,A supplier,251111,28624,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Food and Farming Group,A supplier,261111,48930,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments E,Food and Farming Group,Food Standards Agency,1701224,67298.66,Charges for work relating to the supervision of Cleansing and Disinfection of Livestock vehicles (Not for Research and Development).
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (GB),Food and Farming Group,Food Standards Agency,1701226,37792.94,Animal By-Product SLA 2011_12
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (GB),Food and Farming Group,Food Standards Agency,1701230,50982.44,Monitoring of sampling for testing for bovine spongiform encephalopathies
DEFRA,DEFRA ORGANISATION,23/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Lancaster University,8634506,26310.65,Perennial Field Margins with Combined Ecological and Agronomical Benefits for Vegetable Rotation Schemes
DEFRA,DEFRA ORGANISATION,09/12/2011,Evidence Non R&D,Food and Farming Group,L G C Limited,50118314,203926.22,TSE Testing Private Labs - LGC Ltd 2011/2012
DEFRA,DEFRA ORGANISATION,28/12/2011,EC Creditor,Food and Farming Group,The Scottish Government,80054676,25499.06,Farm Accounts Data Network
DEFRA,DEFRA ORGANISATION,13/12/2011,Evidence Non R&D,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,3000006761,51286.62,Testing of fallen stock samples for transmissible spongiform encephalopathies
DEFRA,DEFRA ORGANISATION,01/12/2011,Payments to Agencies GB,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000004437,376516.25,National Scrapie Plan Genotyping August - October 2011
DEFRA,DEFRA ORGANISATION,13/12/2011,Payments to Agencies GB,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000005323,610446.78,Payment for Field Vets on Veterinary Surveillance
DEFRA,DEFRA ORGANISATION,01/12/2011,Evidence Non R&D,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000005382,65348.89,Testing of fallen stock samples for transmissible spongiform encephalopathies
DEFRA,DEFRA ORGANISATION,28/12/2011,Payments to Agencies GB,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006103,1559514,Payment for Field Vets overheads
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006243,107304.68,Six Months' Funding of Food Chain (1st October 2011 to 31st January 2012)
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006244,44134.59,Enforcement of controls on the risk from transmissible spongiform encephalopathies
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006245,201786.28,Enforcement of animal by-products controls
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006246,79762.45,Registration and movement enforcement
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006248,740448.5,Animal Health Veterinary Laboratory Agency (SLA)
DEFRA,DEFRA ORGANISATION,28/12/2011,Payments to Agencies GB,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006250,525643.4,Payment for Field Vets on Veterinary Surveillance
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006283,56299.72,Poultrymeat marketing enforcement 
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006323,101792.06,Six Months' Funding of Food Chain (1st October 2011 to 31st January 2012)
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments E,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006324,58936.56,Six Months' Funding of Food Chain (1st October 2011 to 31st January 2012)
DEFRA,DEFRA ORGANISATION,28/12/2011,Payments to Agencies GB,Food and Farming Group,Animal Health and Veterinary Laboratories Agency,5000006330,505868.14,Payment for Field Vets on Veterinary Surveillance
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments (GB),Food and Farming Group,Natural England,8000005977,72185.74,Badger control project- 2011/12 
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,5.12E+11,25494.33,Greenhouse Gas Platform - Nitrous Oxide Emissions Factors
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,5.12E+11,28205,Potential for Nitrification Inhibitors and Fertiliser Nitrogen Application Timing Strategies to Reduce Direct and Indirect Nitrous Oxide Emissions
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,5.12E+11,29102.66,Air Quality Measurements on Cracking Clay Soils
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Sac Commercial Ltd,8.12E+11,32920,AHW Research Project
DEFRA,DEFRA ORGANISATION,19/12/2011,Current Grants E,Food and Farming Group,A supplier,2.51E+12,35638,TB compensation payment
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Bristol,ERS-07-DEC-11-37008,26888.83,OZ0623 - Protective effect of increased n3 polunsaturated fatty acid in feed on Campylobacter  colonisation of broiler chickens - Jan 12 - 
DEFRA,DEFRA ORGANISATION,07/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Nottingham,ERS-489544-36827,26236.9,OD0219 - EMIDA - Multi focal strategies to improve gut health and reduce enteritis in poultry and pigs 
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Edinburgh,ERS-490005-37015,26393.91,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-490007-37045,55124.41,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-490014-37050,48965.83,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-490015-37051,34304.83,AHW Research Project
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Institute For Animal Health,ERS-490038-36973,56287.33,AHW Research Project
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Institute For Animal Health,ERS-490039-36974,27198,AHW Research Project
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Institute For Animal Health,ERS-490053-36977,43293.35,AHW Research Project
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Institute For Animal Health,ERS-490060-36982,27220.08,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Animal Health and Veterinary Laboratories Agency,ERS-490074-37213,110715.75,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-490075-37072,46016.16,AHW Research Project
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Animal Health and Veterinary Laboratories Agency,ERS-490077-37214,36825.22,AHW Research Project
