Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,17/07/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333496RI,"£4,526.33","Cleaning Costs from 01/04/14 - 31/03/15 @£4,526.33 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333496RI,"£7,518.17","FM Costs from 01/04/14 - 31/03/15 @£7,518.17 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333496RI,"£1,623.83","Security Costs from 01/04/14 - 31/03/15 @£1,623.83 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333501RI,"£57,066.43","Building Maintenance Costs from 01/04/14 - 31/03/15 @£57,066.43",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333501RI,"£11,055.48","FM Costs from 01/04/14 - 31/03/15 @£11,055.48",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-314,"£240,142.06",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,17/07/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-343,"£277,192.22",April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,17/07/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-348,"£277,148.21",April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,17/07/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-362,"£277,178.28",April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44147730,"£24,089.00",RDD Programme Support - Miscellaneous,SO17 1BJ,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44148389,"£3,944,088.58",NETS-CC Management,SO17 1BJ,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-523716-91328,"£163,962.00",Health Protection Agency - research funding,WC1E 7HT,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-523719-91332,"£141,673.27",HTA Researcher Lead,CV4 7AL,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-523724-91335,"£34,209.00",Research for Patient Benefit,NR7 0WG,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-523726-91331,"£155,768.00",Invention for Innovation,E1 2AX,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-523729-91329,"£58,728.00",Invention for Innovation,WC1E 6BT,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-523733-91333,"£174,102.00",PROJECTS,CV4 7AL,,Programme,Public,
Department of Health,Department of Health,17/07/2014,Outsourcing Contract,DG: PHD,ANTHONY NOLAN TRUST,39379,"£442,478.40",Improving stem cell services in the UK.  ,NW3 2NU,,Programme,Voluntary,
Department of Health,Department of Health,17/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ERS-523696-91281,"£625,000.00",2014/021 DH Commissioned work programme for 2014/15,NW1 6AQ,,Programme,Voluntary,
Department of Health,Department of Health,17/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE PLACE2BE,ERS-523700-91282,"£41,532.00",2012-13 - ref 1765122 The Place2BE- Project: Improving outcomes for families with multiple problems by building capacity and capability to deliver early intervention non-stigmatising mental health services for children and their parents,E1 8LQ,,Other,Voluntary,
Department of Health,Department of Health,17/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL MENCAP SOCIETY,ERS-523714-91301,"£138,472.00",2012-13 IESD AIMs ref 1757309 Royal Mencap Society - project- Parents Pioneers (on AIMS known as Eleven Hundreds)- improving health and wellbeing outcomes for children and families living with parental disability,EC1Y 0RT,,Other,Voluntary,
Department of Health,Department of Health,17/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,AGE UK,ERS-523735-91339,"£27,050.00",IESD 54149273 2014/15 - Eatwell and Livewell,BD1 2AY,,Other,Voluntary,
Department of Health,Department of Health,17/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,BRITISH INSTITUTE OF HUMAN RIGHTS,ERS-523738-91341,"£44,150.40",IESD 54151344 2014/15 - Delivering Compassionate Care,WC2B 4LL,,Other,Voluntary,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-275,"£41,810.58",FSCK Pilot Support - SWAST (Invoice 090000137-296),SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-275,"£231,261.06",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-277,"£272,415.14",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-286,"£259,599.51",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-291,"£254,575.10",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-299,"£254,504.10",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-304,"£252,731.14",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-307,"£5,982.75",Airwaves - CCN Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-307,"£234,895.87",Airwaves - Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359880,"£2,452,960.41",Revenue: LSP South 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359881,"£927,170.32",Revenue: LSP South 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359886,"£4,551,174.92",Revenue: London LSP 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359890,"£1,067,496.96",Revenue: London LSP 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375081,"£263,993.46",Capital: LSP NME CSC - F/Y 2014/15 - Non Lorenzo Deployment. Capital cash requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375082,"£284,673.23",Revenue: LSP NME CSC - F/Y 2014/15 Lorenzo Service Charge Revenue requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,18/07/2014,Service charge,DG: GOAD,PGO FOREIGN CURRENCY PAYMENTS,1994001533633296,"£78,131.74",,RH10 1UH,,Programme,Public,
Department of Health,Department of Health,18/07/2014,Other Admin expenditure,,HM REVENUE AND CUSTOMS HMRC,FASTER PAYT18/7/14,"£30,850.91",,SS99 1AA,,Admin,Public,
Department of Health,Department of Health,18/07/2014,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00021304,"£80,198.05",GAD Payments for June-October 2014,EC4A 1AB,,Admin,Public,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17226,"£682,000.00",,SL2 4HL,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Central Technical,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17227,"£1,200,000.00",,SL2 4HL,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PENNINE ACUTE HOSPITALS NHS TRUST,HAFS-17228,"£50,000.00",,OL1 2PN,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PENNINE ACUTE HOSPITALS NHS TRUST,HAFS-17229,"£382,000.00",,OL1 2PN,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HAFS-17230,"£200,000.00",,PE3 6DA,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Central Technical,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,HAFS-17231,"£66,000.00",,OL6 9RW,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Central Technical,THE QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,HAFS-17232,"£1,100,000.00",,PE30 4ET,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-17233,"£320,000.00",,YO30 4RY,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-17234,"£624,000.00",,YO30 4RY,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17235,"£1,600,000.00",,TA6 5YA,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,BARKING HAVERING & REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-17236,"£12,000,000.00",,WF3 1WE,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-17237,"£6,900,000.00",,SG1 4AB,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-17238,"£2,000,000.00",,CM8 2TT,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,OXLEAS NHS FOUNDATION TRUST,HAFS-17239,"£5,256,000.00",,DA2 7WG,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,WYE VALLEY NHS TRUST,HAFS-17240,"£3,000,000.00",,HR1 2ER,,Other,NHS,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010834,"£126,646.13",CPA for ESR Contract - FY14/15 RPP Service charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010834,"£2,789,136.19",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010834,"£104,218.75",CPA for ESR - FY14/15 NLMS Service Charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010840,"£23,688.02",CPA for ESR Contract - SMART T&A Solution FY14/15 Service Charges - Executable options (Pass through costs),CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010841,"£30,189.58",CPA for ESR Contract - SMART T&A Solution FY14/15 Service Charges - Executable options (Pass through costs),CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010842,"£23,688.02",CPA for ESR Contract - SMART T&A Solution FY14/15 Service Charges - Executable options (Pass through costs),CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010950,"£104,218.75",CPA for ESR - FY14/15 NLMS Service Charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010950,"£2,789,136.19",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010950,"£126,646.13",CPA for ESR Contract - FY14/15 RPP Service charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV010956,"£88,450.10",CPA for ESR Contract - CCN 126 NHS Payslip Printing & Delivery Charges FY14/15,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011001,"£104,218.75",CPA for ESR - FY14/15 NLMS Service Charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011001,"£2,788,131.89",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011001,"£126,646.13",CPA for ESR Contract - FY14/15 RPP Service charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011028,"£3,176,389.00",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011029,"£95,245.39",CPA for ESR Contract - CCN 126 NHS Payslip Printing & Delivery Charges FY14/15,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011070,"£104,218.75",CPA for ESR - FY14/15 NLMS Service Charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011070,"£2,783,901.00",CPA for ESR - FY14/15 Service Charges inc Profit Share,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV011070,"£126,646.13",CPA for ESR Contract - FY14/15 RPP Service charges,CV34 6NZ,,Programme,Private,
Department of Health,Department of Health,21/07/2014,Other programme expenditure,DG: PHD,FAMILY PLANNING ASSOCIATION,592967,"£111,519.00",Family Planning Association - Sexual Health Information Services contract July 2012 to March 2015.  2014-15 Q1 payment,EC1Y 8QU,,Programme,Voluntary,
Department of Health,Department of Health,21/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL FAMILY CARER NETWORK,ERS-523790-91381,"£60,000.00",2014/026 Hosting National Valuing Families Forum,M15 4AX,,Programme,Voluntary,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,438255,"£74,144.26",NCCRCD Management,LS9 7TF,,Programme,NHS,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,438256,"£106,447.26",NCCRCD Management,LS9 7TF,,Programme,NHS,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-523922-91448,"£84,016.00",Programme Grants for NHS Trusts,L7 8XP,,Programme,NHS,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523923-91460,"£52,836.00",Programme Grants for NHS Trusts,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-523933-91441,"£208,996.00",Biomedical Units,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,22/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-322,"£235,996.47",December 13 to March 14 Indexation on Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-327,"£232,459.73",December 13 to March 14 Indexation on Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-332,"£232,419.92",December 13 to March 14 Indexation on Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-338,"£227,675.57",December 13 to March 14 Indexation on Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Outsourcing Contract,DG: SCLGCP,BDO LLP,1298501,"£22,375.00",BDO LLP - Care Provider Continuity support 14/15,W1U 7EU,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,2410080084,"£52,560.00",Technical review and evaluation of the ESR reprocurement,EC4A 3BZ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359209,"£133,169.37",Revenue: BT Spine - Committed 2014/15,NW9 5BA,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Addition Clearing - SW LIC,DG: GOAD,BT GROUP PLC,359233,"£47,800.14",Capital: Spine FY 2013/14 Committed,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,BT GROUP PLC,361126,"£7,658,416.77",N3: 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375080,"£6,973,079.71",Revenue: LSP NME CSC - F/Y 2014/15 Non Lorenzo Service Charge Revenue requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375276,"£82,107.04",Capital: CSC GPSoc Charges for the period 01 01 14. Software License Charges. Module Charges,PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375276,"£316,874.24",Capital: CSC - GPSoC -Charges for the period commencing 1/04/14 - 30/09/14. Software Licence charges. GPSoC module charges. Data migration charges,PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375276,"£8,036.34",Revenue: CSC GPSoC - 3 monthly charges for the period commencing 01-01-14. System Support. Hosting Charges,PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201375276,"£39,757.44",Revenue: CSC - GPSoC -Charges for the period commencing 1/04/14 - 30/09/14. Hosting Charges - Scanning Charges,PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162968,"£54,259.20",PPR0205-02: Z90D7 Replacement Deployment,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,22/07/2014,Outsourcing Contract,DG: SFNHS,ATOS IT SOLUTIONS AND SERVICES LTD,5584162998,"£30,360.61",Fincon heighten support 22/4/14 to 8/7/14 - 9.2.1 – Support Charges (One Time Charge) – Fixed price - WR0354,NW1 3HG,,Admin,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,BAZIAN LTD,766,"£27,885.60",Revenue: Bazian Choices - Research and delivery  for an evidence based media response ' behind the Headlines',E14 4QW,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,BAZIAN LTD,766-3,"£27,885.60",Revenue: Bazian Choices - Research and delivery  for an evidence based media response ' behind the Headlines',E14 4QW,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,BMJ PUBLISHING GROUP LTD,I0061570,"£136,795.00",Reviews Infrastructure (Existing),WC1H 9JR,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN81540-1,"£59,183.94",Revenue: EMIS GPSoC F/Y 2013/14,LS19 7BY,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10036,"£44,367.23",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10037,"£48,057.41",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10042,"£46,055.84",SUS Spine: Revenue - In Technologhy CCN017 OSC hosting,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-523926-91454,"£425,904.30",NIHR Public Health Research ( NETSCC ),G12 8QQ,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-523926-91454,"£85,884.93",NIHR Public Health Research ( NETSCC ),G12 8QQ,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-523929-91456,"£38,495.65",HTA Researcher Lead,SE1 8WA,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-523934-91453,"£241,524.78",HTA Commissioned Research,B15 2TT,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-523936-91455,"£518,123.00",PRU,WC1E 7HT,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-523937-91458,"£36,299.00",Consumers - Involve,LS2 9JT,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Revenue Grants to Other Bodies,DG: ERD,NURSING AND MIDWIFERY COUNCIL,ERS-523949-91461,"£156,421.00",Article 51 Grant. NMC. Overseas Registration Project,W1B 1JT,,Programme,Public,
Department of Health,Department of Health,22/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,BLISS THE NATIONAL CHARITY FOR THE NEWBORN,ERS-523952-91462,"£41,250.00",2012-13 - Ref 1781016- BLISS - project: The Bliss family friendly accreditation scheme,SE1 2EL,,Other,Voluntary,
Department of Health,Department of Health,23/07/2014,Outsourcing Contract,DG: SFNHS,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,16527009,"£87,500.00",CAMHS PbR development work by Tavistock and Portman NHS FT (2013-14),NW3 5BA,,Programme,NHS,
Department of Health,Department of Health,23/07/2014,Outsourcing Contract,DG: SFNHS,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,16527308,"£87,500.00",CAMHS PbR development work by Tavistock and Portman NHS FT (2013-14),NW3 5BA,,Programme,NHS,
Department of Health,Department of Health,23/07/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-361,"£2,519,915.15",April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,23/07/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-363,"£281,420.74",April 14 - March 15 CCN Charges,SL1 2EJ,,Programme,Private,
Department of Health,Department of Health,23/07/2014,Contractor/Staff Substitution,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90168130,"£95,580.00",horizon scanning,GU21 6QX,,Programme,Private,
Department of Health,Department of Health,23/07/2014,Consultancy/Professional Advice,DG: ERD,VERITA CONSULTANTS LLP,9442/2196,"£68,783.38",Consultancy support,W1D 4SN,,Admin,Private,
Department of Health,Department of Health,23/07/2014,Research & development,DG: RDD,PROYKUMA TECHNOLOGIES LTD,PK007-2014,"£60,085.79",Invention for Innovation,L3 5TF,,Programme,Private,
Department of Health,Department of Health,23/07/2014,Policy Payments,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,18000013652014,"£210,239.97",Corporate Fast Stream Funding - 2014/15,BN12 4XH,,Admin,Public,
Department of Health,Department of Health,23/07/2014,Outsourcing Contract,DG: PHD,NATIONAL GAMETE DONATION TRUST,00104,"£60,812.50",Gamete Donation Funding 2014/15.,GL19 4WT,,Programme,Voluntary,
