Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł9,373",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,MANAGEMENT CONSULTANCY,Change PMU,CAPITA RESOURCING LTD,2024852078,"Ł4,971",Professional Services,Professional Staff,Recruitment
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł23,433",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł35,621",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł33,308",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,OTHER EXPENDITURE,CIT,CAPITA RESOURCING LTD,2024852078,"Ł2,247",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł6,324",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł6,570",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2024852078,"Ł3,057",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2024852078,"Ł2,878",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2024852078,Ł496,Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2024852078,"Ł2,970",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,OTHER EXPENDITURE,PS,CAPITA RESOURCING LTD,2024852078,Ł574,Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,03-Apr-12,MANAGEMENT CONSULTANCY,PS,CAPITA RESOURCING LTD,2024852078,Ł884,Professional Services,Professional Staff,Recruitment
Department for Work and Pensions,Corporate,03-Apr-12,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2024852078,"Ł2,688",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł11,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł31,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł2,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł2,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł13,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł4,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,"Ł2,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,CAREERS DEVELOPMENT GROUP,2024852082,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,Help for unemployed people,COO,CDFA,2024852089,"Ł40,018",Welfare to Work,Client Facing,Help for unemployed people
Department for Work and Pensions,Employment Programmes,03-Apr-12,Financial Assets,COO,CDFA,2024852089,Ł0,Welfare to Work,Client Facing,Financial Assets
Department for Work and Pensions,Jobcentre Plus,03-Apr-12,PROFESSIONAL FEES,COO,CENTRE FOR ECONOMIC & SOCIAL INCLUSION,2024852092,"Ł25,522",Research,Social Research,Social Research
Department for Work and Pensions,Corporate,03-Apr-12,AOS CONTRACTED OUT SERVICES,F&C,COMMERCIAL COLLECTION SERVICES LTD,2024852113,"Ł35,025",Business & Financial Services,Financial Services,Debt Management
Department for Work and Pensions,Corporate,03-Apr-12,IS/IT,CIT,COMPUTACENTER UK LTD,2024852114,"Ł132,515",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,03-Apr-12,"OFFICE SUPPLIES, PRINTING AND PUBLICITY",Change PMU,DDB LONDON DIVISION OF DDB UK LTD,2024852397,"Ł24,888",Communications,Marketing & Communications,"Creative Advertising
s"
Department for Work and Pensions,Corporate,03-Apr-12,MANAGEMENT CONSULTANCY,PS,DELOITTE MCS LTD,2024852403,"Ł26,616",Professional Services,Consultancy,Business Consultancy
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł14,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł22,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł2,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł7,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł22,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,"Ł3,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,EOS WORKS LTD,2024854735,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł6,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł12,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł1,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł6,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł5,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,"Ł1,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ESG HOLDINGS LIMITED,2024854736,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,ESG HOLDINGS LTD,2024854737,"Ł44,107",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,03-Apr-12,CONFERENCES AND MEETINGS,F&C,FAIRFAX SOLICITORS LTD,2024854806,"Ł15,228",Business & Financial Services,Financial Services,Bailiffs
Department for Work and Pensions,Corporate,03-Apr-12,AOS CONTRACTED OUT SERVICES,F&C,FAIRFAX SOLICITORS LTD,2024854806,"Ł25,267",Business & Financial Services,Financial Services,Bailiffs
Department for Work and Pensions,Corporate,03-Apr-12,STAFF COSTS,HRD,FLETCHER CONSULTANCY,2024854820,"Ł31,800",Professional Services,Learning & Development,Learning & Development
Department for Work and Pensions,Corporate,03-Apr-12,STAFF COSTS,HRD,FLETCHER CONSULTANCY,2024854820,"Ł10,600",Professional Services,Learning & Development,Learning & Development
Department for Work and Pensions,Corporate,03-Apr-12,COMPUTER SERVICES,F&C,FUJITSU SERVICES LTD,2024854826,"Ł1,320",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Corporate,03-Apr-12,COMPUTER SERVICES,F&C,FUJITSU SERVICES LTD,2024854826,"Ł6,988",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Corporate,03-Apr-12,COMPUTER SERVICES,F&C,FUJITSU SERVICES LTD,2024854826,"Ł24,624",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Corporate,03-Apr-12,COMPUTER SERVICES,F&C,FUJITSU SERVICES LTD,2024854826,"Ł18,437",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł4,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł8,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł4,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł2,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł3,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł7,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł14,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł2,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł4,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł3,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł7,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł19,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł3,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł5,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł5,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł2,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,"Ł3,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024854983,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,"Pension, Disability Carers Services",03-Apr-12,OTHER EXPENDITURE,Change PMU,GFK NOP LTD,2024854995,"Ł50,311",Communications,Marketing & Communications,Market Research
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,INGEUS UK LTD,2024855195,"Ł3,561",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,INGEUS UK LTD,2024855195,"Ł5,750",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,03-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,INGEUS UK LTD,2024855195,"Ł17,825",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
