Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Calderdale M B C,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,HX1 1UN,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,15/04/2015,Current grants to charitable bodies,Policy Delivery DG,Canal & River Trust,90819731,"9,886,500.00",Grant payment - 2015-16 Quarter 1,MK9 1BB,,,00000000,Expense,,,,,
DEFRA,DEFRA,09/04/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10037223,"63,600.92",Various interim staff engaged across Defra - week ending 28 March 2015,SL6 1DP,,,00000000,Asset,,,,,
DEFRA,DEFRA,22/04/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10038259,"89,669.21",Various interim staff engaged across Defra - week ending 4 April 2015,SL6 1DP,,,00000000,Asset,,,,,
DEFRA,DEFRA,02/04/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10035334,"109,434.82",Various interim staff engaged across Defra - week ending 21 March 2015,SL6 1DP,,,00000000,Asset,,,,,
DEFRA,DEFRA,08/04/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR066,"36,089.35","Payment of rent, rates and service charges for various properties within the Defra Network - April 2013-September 2015",EC2V 7NQ,,,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR072,"52,328.34","Payment of rent, rates and service charges for various properties within the Defra Network - June 2013-March 2015",EC2V 7NQ,,,00000000,Expense,,,,,
DEFRA,DEFRA,27/04/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR073,"1,662,069.29","Payment of rent, rates and service charges for various properties within the Defra Network - April-May 2015",EC2V 7NQ,,,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-554958-51816,"26,291.00",Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) Networks - 2014-15,SN2 1EU,SME,Exempt,AQRDXXXX,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,7060007894,"80,134.00",Developing more effective models for managing water from the local to the national scale from a risk and pollution perspective - 2014-15,SN2 1EU,SME,LM0308,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-555352-51817,"185,704.00",Lowland peatland systems in England and Wales - evaluating greenhouse gas fluxes and carbon balances - 16 August 2011-15 August 2015,SN2 1EU,SME,exempt,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Capital LA Grant E,Policy Delivery DG,Chichester District Council,100046365,"27,443.50",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 3,PO19 1TY,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,Policy Delivery DG,Chilterns Conservation Board,130315,"103,217.00",Grant - Chilterns Area of Outstanding Natural Beauty (AONB) - 2015-16 Quarter 1,OX39 4HA,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Collingwood Environmental Planning,841,"92,000.00",Monitoring and evaluation of Nature Improvement Areas Phase 2 - 2014-15,SE1 7QY,SME,WC1061,BIODECOS,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Grant-in Aid Payments,Policy Delivery DG,Consumer Council for Water (CCW),100415,"1,282,500.00",Grant in Aid - 2015-16 Quarter 1,B2 4AJ,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Cornwall Council,270315,"74,300.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,TR1 3AY,,20575 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Current Grants E,Policy Delivery DG,Cornwall County Council,220115,"107,381.17",Grant - Tamar Valley Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarters 1-3,TR1 3AY,,,TAMARVAL,Expense,,,,,
DEFRA,DEFRA,15/04/2015,Current Grants E,Policy Delivery DG,Cornwall County Council,030215,"-93,894.22",Credit relating to a payment in February 2015 - Grant - Tamar Valley Area of Outstanding Natural Beauty (AONB) - April-December 2014,TR1 3AY,,,TAMARVAL,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,180315,"106,400.00",Grant - Cotswolds Valley Area of Outstanding Natural Beauty (AONB) - 2015-16 Quarter 1,GL54 3JH,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Council Of The Isles Of Scilly,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,TR21 0LW,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1426947,"30,361.00",Evaluating the potential of constructed wetland features for mitigating the impact of pesticide losses from agricultural land - 2014-15,MK43 0AL,,PS2248,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1429141,"26,667.00",Scaling up of the benefits of field-scale soil protection measures to understand their impact at the landscape scale - 2015-16 Milestone 1,MK45 4DT,,20608,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1429140,"43,033.00",Scaling up of the benefits of field-scale soil protection measures to understand their impact at the landscape scale - 2014-15,MK45 4DT,,SP1318,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1429183,"35,000.00",Scaling up of the benefits of field-scale soil protection measures to understand their impact at the landscape scale - 2015-16,MK45 4DT,,20608,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1428725,"34,998.75",Formation of Disinfection by-products (DBPs) during booster chlorination - 2014-15 Milestones 1-3,MK43 0AL,,WT1291,00000000,Expense,,,,,
DEFRA,DEFRA,29/04/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",D L O Holding/Prionics AG,39845,"188,743.70","Shipment of Tuberculin used in Tuberculosis testing delivered to Animal Health and Veterinary Laboratories Agency, Weybridge - April 2015",8952,,,TUBP0468,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments E,Policy Delivery DG,D S T L,MST008455,"72,024.55",Support to Defra's cyber defence programme relating to water sector cyber security strategy - report - 2014-15,PO14 9HL,,ecm_17238,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,080415,"997,101.00",Grant - Dartmoor National Park Authority - 2015-16 Quarter 1,TQ13 9JQ,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Contractor - Management Cover,Chief Operating Officer DG,Deloitte & Touche,2410087831,"86,841.60",Secondment for specialist support with business analysis and implementation planning to the Common Agricultural Policy Delivery - charges for three members of staff - February 2015,MK9 1FD,,CAP219,CAPDFA03,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Other Capital UK,Policy Delivery DG,"Department for Culture, Media & Sport",3619,"925,000.00",Rural Community Broadband funding - 2015-16,SW1Y 5DH,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Department Of Energy and Climate Change,1100024196,"65,000.00",Sea Surface Temperature project - March 2015,SW1A 2HD,SME,,EOBSTEAM,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,310315,"250,000.00",London Support Grant Services - April 2015,HP2 4XN,,,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,010415,"833,333.00",Local Services Support Grant (LSSG) - April 2015 ,HP2 4XN,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments E,Chief Operating Officer DG,Dept For Communities & Local Gov,1800021360,"3,200,000.00",Defra liability for local land charge property search fee,HP2 4XN,,EXEMPT,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Derby City Council.,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DE1 2YL,,Funding - Bravo 20472,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Derbyshire County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DE4 3AH,,20559/Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Doncaster Metropolitan B C,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DN5 9AN,,20503,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Dorset County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DT1 1XJ,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Dudley Metropolitan Borough,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DY2 8UZ,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Durham County Council,270315,"74,300.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DH1 5UE,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Capital LA Grant E,Policy Delivery DG,East Hertfordshire District Council,DVEX200266,"74,430.00",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,SG14 8EQ,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,East Malling Research,12771,"25,000.00",Exploration of winter and spring habitat preferences of Spotted Wing Drosophila: a new approach to control a new invasive pest affecting fruit growers - March 2015,ME19 6BJ,SME,CH0205,SFFS0006,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,East Riding Of Yorkshire Council,310315,"74,300.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,HU17 9BA,,,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Capital LA Grant E,Policy Delivery DG,East Riding Of Yorkshire Council,35076468,"80,639.69",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 3,HU17 9YR,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,East Sussex County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,BN7 1UE,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Clearing Scientific & Research,Policy Delivery DG,Enviro Technology Services,20608,"195,925.00",Air Quality Monitoring housing and Gaseous analysers to meet the requirements of EU legislation,GL5 2BY,SME,AQ0651,00000000,Asset,,,,,
DEFRA,DEFRA,07/04/2015,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EACPFGIAAPR15,"35,159,000.00",Defra contribution to Closed Pension Fund - 2015-16,BS1 5AH,,,00000000,Expense,,,,,
DEFRA,DEFRA,27/04/2015,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAAPRIL15,"100,000,000.00",Flood and non-flood grant in aid - April 2015,BS1 5AH,,G.I.A,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Exhibits & Exhibitions,Policy Delivery DG,Environment Agency,PF00000128,"27,891.36",Contribution to Sustainable Drainage Systems (SuDS) Capability Workshops - March 2015,BS1 5AH,,Exempt,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Environment Systems Ltd,ESINV746,"49,090.00",Cost effective methods to measure extent and condition of habitats: Earth Observation - Phase 3,SY23 3AH,SME,WC1082,BIODECOS,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Hospitality,Chief Operating Officer DG,Eurest,92800443,"26,318.97",Catering services at Sand Hutton - February 2015,B45 9PZ,SME,17275,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,Exeter City Council,41299993,"55,794.00",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,EX1 1RQ,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Current Grants E,Policy Delivery DG,Exmoor National Park Authority,180315780000,"780,000.00",Grant - Exmoor National Park Authority - 2015-16 Quarter 1,TA22 9HL,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Evidence Non R&D,Policy Delivery DG,Extrium Ltd,INV0330DEFRA,"44,464.15",Provision of Geographic Acoustic Data Management and Analysis (GADMA) - March 2015,TN1 2TU,SME,17411,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Other Current Payments E,Policy Delivery DG,Food & Agriculture Organisation Of The U N,150415,"133,559.91",UK Annual contribution to the International Treaty on Plant Genetics Resources for Food and Agriculture fund - 2015-16,00100,SME,,PGR00001,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Food & Environment Research Agency,F0000001,"1,442,234.38","Sand Hutton site - Capital Projects (This covers projects allocated in 2013/14. The site was originally on FERA’s books so they procured and led on the work, however partway through the financial year the asset transferred to Defra) - 2013-14",YO41 1LZ,,EXEMPT,B281P007,Asset,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Food & Environment Research Agency,F0042149,"45,270.00", Development of Metagenomic methods for determination of Origin - 2014-15 Phase 2,YO41 1LZ,,IGS,SFFS0003,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0042196,"25,000.00",Improving biosecurity in the United Kingdom Overseas Territories: Identification service for invasive alien plant pests - 2014-15,YO41 1LZ,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1703014,"36,067.36",Memorandum of Understanding - By-product staining work - March 2015,YO1 2YX,,,ABPO0001,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA013,"98,666.67",Aerial photography and height data - April 2015,RG27 8NW,SME,,AERPHOTO,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA12,"50,000.00",Aerial photography and height data - March 2015,RG27 8NW,SME,,AERPHOTO,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Government of St Helena,170315,"37,466.75",Sustainable development and management of St Helena fisheries and marine tourism (2015-17) Darwin Initiative Grant Scheme - April-June 2015,STHL 1ZZ,,21676,DARWPLUS,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Payments to Payroll Provider,Chief Operating Officer DG,Government Procurement Service,SINMIS5712,"32,119.22",Payroll consortium annual charge - 2014-15,L3 9PP,,IGS,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Agency temps - clerical,Chief Operating Officer DG,H M R C,18000040352014,"53,651.32",Corporate Fast Stream Graduate Learning and Development - 2014-15 Quarter 3 ,BN12 4XH,,IGS,FSTRMGEN,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Agency temps - clerical,Chief Operating Officer DG,H M R C,18000040282014,"497,491.34",Corporate Fast Stream Graduate salary costs - 2014-15 Quarter 3 ,BN12 4XH,,IGS,FSTRMGEN,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Agency temps - clerical,Chief Operating Officer DG,H M R C,18000044082014,"78,139.27",Corporate Fast Stream Graduate Talent Management costs - 2014-15 Quarter 3 ,BN12 4XH,,IGS,FSTRMGEN,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Halton Borough Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,WA8 6NB,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Consultancy Non-Scheme,Policy Delivery DG,Health & Safety Laboratory,40863,"34,755.00",Laboratory evaluation of hot air decontamination following a chemical incident - Phase 2,SK17 9JN,,21413,CHEM0004,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Other Current Payments E,Policy Delivery DG,Health & Safety Laboratory,40845,"33,000.00","Assessment of Health and Safety management performance of three suppliers and one waste disposal supplier - paperwork, Risk Assessment and Method Statement (RAMS) and assessment of practical evaluation and report writing",SK17 9JN,,FA000002,FA000002,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Herefordshire Council,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,HR4 0WZ,,20524,00000000,Expense,,,,,
