Departmental Family,Entity,Date,Expense Type,Expense Area ,Supplier,Expenditure Description,Supplier type,"Transaction
Number",Amount
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,Travel and Events,Children Young People and Families Directorate,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000064946,29.78
Department for Education,DEPARTMENT FOR EDUCATION,17/11/2011,Marketing and Media,Children Young People and Families Directorate,PROLOG,Publications and related services,Commercial,4000065555,379.04
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BRIGHTON & HOVE CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066092,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,CALDERDALE MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066096,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,CORNWALL COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066103,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,COVENTRY CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066106,"50,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DARLINGTON BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066108,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DERBYSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066110,"50,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DEVON COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066111,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,EAST SUSSEX COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066117,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,ESSEX COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066118,"50,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,GATESHEAD MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066119,"87,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,GLOUCESTERSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066120,"50,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HAMPSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066122,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HARTLEPOOL BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066123,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HERTFORDSHIRE,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066125,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,KENT COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066127,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,LEICESTER CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066133,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,LONDON BOROUGH OF BEXLEY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066139,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,LONDON BOROUGH OF BROMLEY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066141,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,LONDON BOROUGH OF GREENWICH,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066146,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,LONDON BOROUGH OF LEWISHAM,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066155,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,MANCHESTER CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066166,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,MEDWAY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066167,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,NEWCASTLE CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066171,"50,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,NORTH YORKSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066177,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,NORTHAMPTONSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066178,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,NOTTINGHAMSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066181,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,OLDHAM MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066182,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,ROCHDALE MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066190,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,SOLIHULL MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066200,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,SOUTHAMPTON CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066204,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,SURREY COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066213,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WEST SUSSEX COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066228,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WIGAN MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066229,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WILTSHIRE COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000066230,"37,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BARNSLEY MBC,Capital grants paid to Local Authorities,Public Sector,4000066083,"38,849.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BATH & NORTH EAST SOMERSET COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000066084,"18,213.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BEDFORD BOROUGH COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000066085,"24,958.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BIRMINGHAM CITY COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000066086,"210,214.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000066087,"23,182.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BLACKPOOL BOROUGH COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000066088,"22,122.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Capital Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BOLTON MBC,Capital grants paid to Local Authorities,Public Sector,4000066089,"100,365.00"
