Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
DEFRA,DEFRA,20/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Westminster,9801146,"31,230.00",Defra-funded Sustainable Development Research Network (SDRN) Phase 4 - October-December 2013.,W1W 6UP,,SD12022,00000000,Expense,,,
DEFRA,DEFRA,28/03/2014,Advisory Services,Policy Delivery DG,Ricardo-A E A Ltd,6155219,"43,334.40",Understanding the implications of the European Commission's proposals relating to radon in drinking water for England and Wales - Deliverable 1,OX11 0QR,,WT1292,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Creative Choice CIC,1245,"44,418.40",Editorial support for the Smarter Environmental Regulation Review (SERR) Guidance Project - 02-31 January 2014.,KT1 2SZ,SME,17825,BREXPERT,Expense,,,
DEFRA,DEFRA,25/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,ERS-535682-47962,"26,294.27","Non competitive, transnational phytosanitary research projects - March 2014.",YO41 1LZ,,TH0128,00000000,Expense,,,
DEFRA,DEFRA,25/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,ERS-535647-47955,"277,989.91",Future Proofing Plant Health 2013-14 - January-March 2014.,YO41 1LZ,,Exempt,00000000,Expense,,,
DEFRA,DEFRA,25/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Department For Business Innovation & Skills,BBSR11556,"500,000.00",Co-funded Research Projects on Chalara Ash Dieback - 2013-14,SW1H 0ET,,GIA,00000000,Expense,,,
DEFRA,DEFRA,27/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Forestry Commission Reserach Agency,ERS-535756-48041,"72,300.00",Mitigation of impacts of on ash dieback in the UK - an investigation of the epidemiology and pathogenicity of Hymenoscyphus pseudoalbidus (anamorph: Chalara fraxinea) and development of methods for detection and containment of disease spread - March 2014.,GU10 4LH,,TH0119,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Natural Environ Research Council,7060005765,"25,000.00",Desk study reviewing evidence on the status of pollinators in England,SN2 1EU,,PH0514,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0034846,"1,941,249.94",Plant Health Annex 7 - Structural Funding 2013-14 - December 2013-January 2014.,YO41 1LZ,,IDS FUNDING,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Birmingham City University,IC004809,"45,507.00","Honey bee health: mapping, analysis and improved understanding of stakeholders to help sustain honey bee health - 2013-14",B4 7XG,,PH0512,SFFS0002,Expense,,,
DEFRA,DEFRA,24/03/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0034844,"43,460.00",2013-14 Depreciation for a Defra IT asset transferred to Fera - January-March 2014,YO41 1LZ,,IDS FUNDING,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0034848,"711,000.00",2013-14 Legal Funding - IT costs and Estates - January-March 2014,YO41 1LZ,,IGS  FUNDING,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0034452,"25,134.00",Small Business Research Initiative (SBRI) project - Innovative approaches to detection and control of plant and tree pests - biosensors - 2013-14.,YO41 1LZ,,DFP,00000000,Expense,,,
DEFRA,DEFRA,20/03/2014,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA12A1314,"548,583.00",Grant In Aid - March 2014.,TW9 3AB,,GIA,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA121314,"654,000.00",Additional Grant in Aid - March 2014.,TW9 3AB,,GIA,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Mobile Phones,Central Finance Group,Vodafone Ltd,70941747,"66,626.55",Mobile phone charges - February 2014.,RG14 5FF,,,00000000,Asset,,,
DEFRA,DEFRA,12/03/2014,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,074466,"262,977.25",Travel costs incurred as per the Government Procurement Service contract - February 2014,BD1 3AZ,SME,,00000000,Asset,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Lincolnshire County Council,210114,"101,388.33",Grant for Lincolnshire Wolds Area of Outstanding Natural Beauty - April-December 2013.,LN1 1YG,,GIA,LINCWOLD,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Suffolk County Council,240114,"108,709.76",Grant for Suffolk Coast and Heath Area of Outstanding Natural Beauty - April-December 2013.,IP1 2BX,,GIA,SUFFOLK1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Staffordshire County Council,220114,"85,929.84",Grant for Cannock Chase Area of Outstanding Natural Beauty - April-December 2013.,ST16 2NF,,GIA,CANNOCK1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Somerset County Council,140114,"122,863.00",Grant for Quantock Hills Area of Outstanding Natural Beauty - April-December 2013.,TA1 4DY,,GIA,QUANTOCK,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Shropshire Hills AONB,220114,"136,083.00",Grant for Shropshire Hills Area of Outstanding Natural Beauty - April-December 2013.,SY2 6ND,,GIA,SHROPS01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Dorset County Council,120214,"150,870.00",Grant for Dorset Area of Outstanding Natural Beauty - April 2013-March 2014.,DT1 1XJ,,GIA,DORSET01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Cornwall Council,270114,"140,578.19",Grant for Cornwall Area of Outstanding Natural Beauty - April-December 2013.,TR16 5EH,,GIA,CORNWALL,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Nidderdale AONB,220114,"97,274.24",Grant for Nidderdale Area of Outstanding Natural Beauty - April-December 2013.,HG1 2SG,,GIA,NIDDDALE,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Lancashire County Council,310114,"168,266.97",Grant for Forest of Bowland Area of Outstanding Natural Beauty - April-December 2013.,PR1 0LD,,GIA,BOWLAND1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Suffolk County Council,290114,"79,542.56",Grant for Dedham Vale Area of Outstanding Natural Beauty - April-December 2013,IP1 2BX,,GIA,DEDHAM01,Expense,,,
DEFRA,DEFRA,26/03/2014,Current Grants E,Policy Delivery DG,Peak District National Park Auth,200314,"27,853.00",Redundancy payment to Peak District National Park Authority - 2012-13,DE45 1AE,SME,GIA,PEAKDIST,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Kent County Council,280114,"181,434.00",Grant for Kent Downs Area of Outstanding Natural Beauty - April-December 2013.,ME14 1XQ,,GIA,KENTDOWN,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Herefordshire Council,310114,"98,963.00",Grant for Wye Valley Area of Outstanding Natural Beauty - April-December 2013.,HR1 2XW,,GIA,WYEVAL01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Worcestershire County Council,270114,"94,787.00",Grant for Malvern Hills Area of Outstanding Natural Beauty - April-December 2013.,WR5 2XF,,GIA,MALVERN1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Allerdale Borough Council,220114,"80,107.47",Grant for Solway Coast Area of Outstanding Natural Beauty - April-December 2013.,CA14 2RS,,GIA,SOLWAY01,Expense,,,
DEFRA,DEFRA,26/03/2014,Current Grants E,Policy Delivery DG,Broads Authority,200314,"33,098.00",Redundancy payment to Broads Authority 2012-13,NR1 1RY,SME,Grant,BROADS01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Northumberland County Council,210114,"101,857.00",Grant for Northumberland Coast Area of Outstanding Natural Beauty - April-December 2013.,NE61 2EF,,GIA,NORTHMB1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,East Sussex County Council,310114,"207,323.25",Grant for High Weald Area of Outstanding Natural Beauty - April-December 2013,BN7 1UE,SME,GIA,HIWEALD1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,East Devon District Council,150114,"117,406.50",Grant for East Devon Area of Outstanding Natural Beauty - 01 April 2013-10 January 2014.,EX10 8HL,,GIA,EASTDEVN,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Durham County Council,300114,"246,617.25",Grant for North Pennines Area of Outstanding Natural Beauty - April-December 2013.,DH1 5UE,SME,GIA,NPENNINE,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Devon County Council,240114,"90,529.57",Grant for North Devon Area of Outstanding Natural Beauty - April-December 2013.,EX2 4QD,,GIA,NORDEVON,Expense,,,
DEFRA,DEFRA,18/03/2014,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,ESGE17,"510,073.00",Grant In Aid - March 2014.,DE12 6BA,SME,Exempt,00000000,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,South Hams District Council,100114,"120,893.00",Grant for South Devon Area of Outstanding Natural Beauty - April 2013-January 2014.,TQ9 5NE,,GIA,SOUTHDEV,Expense,,,
DEFRA,DEFRA,26/03/2014,Current Grants E,Policy Delivery DG,North York Moors National Park,200314,"40,892.00",Redundancy payment to North York Moors National Park Authority - 2012-13,YO62 5BP,SME,Grant,YORKMOOR,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,North Yorkshire County Council,210114,"94,184.00",Grant for Howardian Hills Area of Outstanding Natural Beauty - April 2013-January 2014.,DL7 8AL,,GIA,HOWARD01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Isle Of Wight Council,240114,"78,210.00",Grant for Isle of Wight Area of Outstanding Natural Beauty - April-December 2013.,PO3O 1UD,,GIA,IOFWIGHT,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Surrey Hills AONB,290114,"141,387.00",Grant for Surrey Hills Area of Outstanding Natural Beauty - April 2013-January 2014.,KT1 2DN,,GIA,SURREY01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Cornwall Council,27011414617005,"146,170.05",Grant for Tamar Area of Outstanding Natural Beauty - April-December 2013.,TR1 3AY,,GIA,TAMARVAL,Expense,,,
DEFRA,DEFRA,28/03/2014,Current Grants E,Policy Delivery DG,Chichester Harbour AONB,240114,"112,527.00",Grant to Chichester Harbour Area of Outstanding Natural Beauty - March-December 2013.,PO20 7AW,,GIA,CHICHEST,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Wiltshire Council,240113,"169,124.21",Grant to Chichester Harbour Area of Outstanding Natural Beauty - April-December 2013.,BA14 8JJ,,GIA,NWESSEX1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Devon County Council,24011411484354,"114,843.54",Grant for Blackdown Hills Area of Outstanding Natural Beauty - April-December 2013.,EX2 4QD,,GIA,BLACKDWN,Expense,,,
DEFRA,DEFRA,10/03/2014,Current Grants E,Policy Delivery DG,N A A O N B.,260214,"32,250.00",National Association of Areas of Outstanding Natural Beauty: grant claim for 2013-14 - September 2013-January 2014.,GL54 3JH,SME,GIA,NAAONB01,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Norfolk County Council,160114,"103,807.94",Grant for Norfolk Coast Area of Outstanding Natural Beauty - April-December 2013.,NR1 2SG,,GIA,NORFOLK1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Lancaster City Council,170114,"94,588.10",Grant for the Arnside and Silverdale Area of Outstanding Natural Beauty - April-December 2013.,LA1 1PJ,,GIA,ARNSIDE1,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Wiltshire Council,24011314431052,"144,310.52",Grant for Cranborne Chase and West Wiltshire Downs Area of Outstanding Natural Beauty - April-December 2013.,BA14 8JJ,,GIA,CRANBRNE,Expense,,,
DEFRA,DEFRA,06/03/2014,Current Grants E,Policy Delivery DG,Somerset County Council,200114,"107,022.25",Grant for Mendip Hills Area of Outstanding Natural Beauty - April-December 2013.,TA1 4DY,,GIA,MENDIP01,Expense,,,
DEFRA,DEFRA,27/03/2014,Evidence Non R&D,Policy Delivery DG,United Nations Environment Prog,060314,"138,450.00",Financial contribution towards the establishment of the Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES).,00100,,,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,Current Transfers Abroad UK,Policy Delivery DG,United Nations Environment Prog,070314,"30,000.00",2014 contribution to trust fund to support the activities of the Secretariat of the Memorandum Of Understanding on the Conservation of Migratory Sharks.,00100,,,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Economics for the Environment Consultancy Ltd,960,"41,075.00",2013-14 Research Project - Development of ecosystem accounts,W1W 7SQ,SME,NR0158,00000000,Expense,,,
DEFRA,DEFRA,17/03/2014,International Subscriptions (Foreign Payments),Policy Delivery DG,UNEP/CITES Secretariat,2013198,"192,075.21",Contribution to Convention on International Trade in Endangered Species (CITES) fund for 2014,CH 1219,,,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,Evidence Non R&D,Policy Delivery DG,Global Bio Info Facility Sec,2014UK15050314,"36,776.18",UK's 2014 contribution to Global Bio Information Facility (GBIF),,SME,,00000000,Expense,,,
DEFRA,DEFRA,10/03/2014,Current Transfers Abroad UK,Policy Delivery DG,UNEP-WCMC,0001676,"50,000.00",Defra contribution to the Species Survival Commission (SSC) of the International Union for the Conservation of Nature (IUCN).,CB3 0DL,SME,21007,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000040036,"97,775.00",Research and Development - Risk Analysis Mechanism: Non native species risk assessment - 2013-14,KT15 3NB,SME,DFP,INNWFDXX,Expense,,,
DEFRA,DEFRA,17/03/2014,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,FUND9090UK120314,"111,439.43",UK 2014 General trust fund for African Eurasian Water birds (AEWA).,00100,,,00000000,Expense,,,
DEFRA,DEFRA,27/03/2014,International Subscriptions (Foreign Payments),Policy Delivery DG,A C A P,ACP00301240314,"63,102.07",Annual contribution to Agreement on the Conservation of Albatrosses and Petrels (ACAP) 2014,7001,SME,,00000000,Expense,,,
DEFRA,DEFRA,25/03/2014,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,FUND850UK120314,"288,196.15",Annual contribution to the trust fund for the Convention on the Conservation of Migratory species of Wild Animals (MS) for 2014,00100,,,00000000,Expense,,,
DEFRA,DEFRA,28/03/2014,Evidence Non R&D,Policy Delivery DG,RBG Kew Enterprises Ltd,RBGIN00154,"25,748.74",Provision of Scientific Services for Flora - January-March 2014,TW9 3AB,,WC1053 IGS,00000000,Expense,,,
DEFRA,DEFRA,20/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,British Trust For Ornithology,14ACCS0207,"64,463.00",Net: Biological Impacts of Climate Change Observation Network - Phase 11,IP24 2PU,SME,WC1037/exempt,00000000,Expense,,,
DEFRA,DEFRA,06/03/2014,Evidence Non R&D,Policy Delivery DG,RBG Kew Enterprises Ltd,RBGIN00062,"28,843.17",Provision of Scientific Services for Flora - October-December 2013,TW9 3AB,,WC1053 IGS,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000038453,"158,877.84",Wildlife licensing and registration services November-December 2013.,KT15 3NB,SME,DFP/FUNDING,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Evidence Non R&D,Policy Delivery DG,Centre For Ecology & Hydrology,7060005933,"33,000.00",Analytical and methodological development to support UK Butterfly Recording - 2013-14.,SN2 1EU,SME,exempt,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000040136,"221,785.00",Non-Native Species Secretariat (NNSS) Core Funding - 2013-14,KT15 3NB,SME,DFP,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,International Subscriptions (Foreign Payments),Policy Delivery DG,UNEP/CITES Secretariat,2014006,"177,737.50",2014 contribution towards Convention on International Trade in Endangered Species (CITES) and The International Consortium on Combating Wildlife Crime (ICCWC) coordinators post; Workshop on operation controlled delivery and Anti-money laundering and asset recovery manual,CH 1219,,,00000000,Expense,,,
