Department of Health,Department of Health,03/07/2012,IT minor costs non capital,Group Operations & Assurance,SAS SOFTWARE LTD,LARGE,SL7 2EB,UK1200877,4728,,Renewal of SAS Software Licence Agreement  05431 - Site 84372 from 01/08/12-31/07/13 84372/SAS - WNDW Base SAS 8 Users ,Admin
Department of Health,Department of Health,03/07/2012,IT minor costs non capital,Group Operations & Assurance,SAS SOFTWARE LTD,LARGE,SL7 2EB,UK1200877,6936,,84372/INSIGHT - WNDW SAS/INSIGHT - 8 Users,Admin
Department of Health,Department of Health,03/07/2012,Travel -Trains,Group Operations & Assurance,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049606769,51331.14,,DH - Travel Services Apr 2012 - Jun 2012 (Non-Vatable) - Accounts Ref:203600102,Admin
Department of Health,Department of Health,04/07/2012,Rates,Group Operations & Assurance,READING BOROUGH COUNCIL,PUBLIC,RG1 7TD,51134617-JULY-SEPT2012,30090,,"Premier House - Annual  Business Rate 2012 - 2013 @ £100,302 Ref:51134617",Admin
Department of Health,Department of Health,04/07/2012,Policy Payments,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2896858,31710.64,,DWP Legal services. Increase the amount of PO 485595 to cover HR and Transition funding.,Admin
Department of Health,Department of Health,04/07/2012,Rates,Group Operations & Assurance,CAMDEN LONDON BOROUGH COUNCIL,PUBLIC,WC1H 8NG,00947000100068-JULY-SEPT2012,98946,,"Maple Street - Annual Business Rate 2012 - 2013 @ £329,820 Ref:68432635 (Apr-Dec 98,946per qtr & Jan 2013@£32,982)",Admin
Department of Health,Department of Health,04/07/2012,Policy Payments,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2894553,452623.77,,DWP Legal services. Increase the amount of PO 485595 to cover HR and Transition funding.,Admin
Department of Health,Department of Health,04/07/2012,Rates,Group Operations & Assurance,WESTMINSTER CITY COUNCIL,PUBLIC,WC2N 6NU,400871826-JULY-SEPT2012,473220,,"Richmond House - Annual  Business Rate 2012 - 2013 @ £473,220 per quarter Ref:400871826",Admin
Department of Health,Department of Health,04/07/2012,Rates,Group Operations & Assurance,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,NN25560080000001-JULY-SEPT2012,521020,,"Skipton House - Annual  Business Rate 2012 - 2013 @ £521,020 per quarter Ref:6323717",Admin
Department of Health,Department of Health,05/07/2012,Conferences & seminars,Group Operations & Assurance,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,807988,56385.64,,DH - Hotel Accommodation Bookings for period 01/04/2012 to 31/03/13,Admin
Department of Health,Department of Health,05/07/2012,Hotels Accomodation (UK),Group Operations & Assurance,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,808443,95014.21,,DH - Bulk Conference / Seminar Bookings for period 01/04/2012 to 31/03/13,Admin
Department of Health,Department of Health,06/07/2012,Travel -Trains,Group Operations & Assurance,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049606819,92782.91,,DH - Travel Services Apr 2012 - Jun 2012 (Non-Vatable) - Accounts Ref:203600102,Admin
Department of Health,Department of Health,06/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00243790RI,113401.47,,DH - FM Variable Operational Works 2012 - 2013,Admin
Department of Health,Department of Health,10/07/2012,Utilities,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025223,2677.17,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin
Department of Health,Department of Health,10/07/2012,Rates,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025223,122621.26,,"Quarry House Leeds - Accomm. Costs April 2012 - January 2013 Business Rates@£119,304.32 mthly.",Admin
Department of Health,Department of Health,10/07/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201292590,225818.35,,Managed Telecom Service Charge - From 1 April to 30 September 2012,Admin
Department of Health,Department of Health,10/07/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025223,515819.8,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin
Department of Health,Department of Health,13/07/2012,Utilities,Group Operations & Assurance,EDF ENERGY PLC,LARGE,PL3 5XQ,0003-18389205,40277.71,,Skipton House - EDF Electricity Charges for 2012 - 2013,Admin
Department of Health,Department of Health,17/07/2012,Policy Payments,Group Operations & Assurance,HM REVENUE AND CUSTOMS (HMRC),PUBLIC,BN12 4XH,1.80E+13,57000,,HMRC Payment for 2012 Fast Streamers,Admin
Department of Health,Department of Health,18/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00240571RI,36691.22,,Wellington House - York Chiller Refurbishment.,Admin
Department of Health,Department of Health,18/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00240568RI,48556.28,,"Richmond House - Ground Floor - Well Being Areas 1 and 2, Ref:JDE307493",Admin
Department of Health,Department of Health,18/07/2012,Training non pay costs,Group Operations & Assurance,OXFORD SAID BUSINESS SCHOOL LTD,PUBLIC,OX1 5NY,32822,90000,,Oxford Said Business School Ltd Major Projects Leadership Academy Fees 2012 - 2013,Admin
Department of Health,Department of Health,18/07/2012,Other Admin expenditure,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2895739,135811.92,,2011-12 Legal Services SLA,Admin
Department of Health,Department of Health,18/07/2012,Policy Payments,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2895739,803609.92,,DWP Legal services. Increase the amount of PO 485595 to cover HR and Transition funding.,Admin
Department of Health,Department of Health,18/07/2012,IT minor costs non capital,Group Operations & Assurance,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584110514,1489993,,Provision of a Capped Amount for Entry Costs during the contract definition phase for IMS3,Admin
Department of Health,Department of Health,19/07/2012,Carbon Offestting for Travel,Group Operations & Assurance,ENVIRONMENT AGENCY CRC PAYMENTS,PUBLIC,PE2 8YD,CRC4319174,82704,,CRC 2011/12 Offsetting payment for DH,Admin
Department of Health,Department of Health,20/07/2012,Addition Clearing - F&F,Group Operations & Assurance,HERMAN MILLER LTD,LARGE,SN14 0GF,377880,70449.83,,"DH Furniture - Provision of general office furniture, relocation and storage services and disposal services of unwanted furniture - re:PO:449665",Admin
Department of Health,Department of Health,20/07/2012,Addition Clearing - F&F,Group Operations & Assurance,HERMAN MILLER LTD,LARGE,SN14 0GF,378003,70947.12,,"DH Furniture - Provision of general office furniture, relocation and storage services and disposal services of unwanted furniture - re:PO:449665",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245267RI,3497.75,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£3,497.75 mthly",Admin
Department of Health,Department of Health,25/07/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245268RI,4947.75,,"Maple Street - Fixed Cleaning Costs from 01/04/12 - 31/03/2013 @4,947.75 mthly",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245273RI,5385.21,,"Accommodation Central - FM Fixed Costs from Apr 2012 - Mar 2013 @£5,385.19 mthly",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245271RI,9772.88,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£9,772.88 mthly.",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245268RI,11209.92,,"Maple Street - Fixed FM Costs from 01/04/12 - 31/03/2013 @11,209.92 mthly",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245269RI,12533.53,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£12,533.53mthly",Admin
Department of Health,Department of Health,25/07/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245271RI,13028.7,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£13,028.68 mthly.",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245268RI,13107.33,,"Maple Street - Fixed Building Maintenance Costs from 01/04/12 - 31/03/2013 @13,107.33 mthly",Admin
Department of Health,Department of Health,25/07/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245268RI,16487.5,,"Maple Street - Fixed Security Costs from 01/04/12 - 31/03/2013 @16,487.50 mthly",Admin
Department of Health,Department of Health,25/07/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245270RI,19049.25,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£19,049.25 mthly",Admin
Department of Health,Department of Health,25/07/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245269RI,19251.42,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning @£19,251.42mthly",Admin
Department of Health,Department of Health,25/07/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245271RI,25902.39,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£25,902.42 mthly.",Admin
Department of Health,Department of Health,25/07/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245269RI,26405.66,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Security @£26,405.67mthly",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245271RI,26814.04,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£26,814.04 mthly.",Admin
Department of Health,Department of Health,25/07/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245270RI,27299.1,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£27,299.10 mthly",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245267RI,31875.08,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£31,875.08 mthly",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245270RI,35756.01,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£35,756.01 mthly",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245269RI,36259.76,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£36,259.76mthly",Admin
Department of Health,Department of Health,25/07/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245270RI,43887.65,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£43,887.65 mthly",Admin
Department of Health,Department of Health,25/07/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245273RI,50048.92,,"Accommodation Central - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£50,048.95 mthly",Admin
Department of Health,Department of Health,26/07/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295118,651883.37,,CSC Baseline charges - From April to September 2012,Admin
Department of Health,Department of Health,27/07/2012,Addition Clearing - P&M,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245331RI,26181.55,,New LPG Fork Lift Truck Model H2.OFT,Admin
Department of Health,Department of Health,27/07/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295279,26193.96,,Managed Print Click Charges from 1 April - 30 September 2012,Admin
Department of Health,Department of Health,27/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245324RI,31160.54,,Wellington House - Replace 3 Defective Window Units,Admin
Department of Health,Department of Health,27/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245327RI,45312.65,,Richmond House - LTHW Bellow Repair works - Replacement of Rubber Expansion Joints. Ref:JDE 315396,Admin
Department of Health,Department of Health,27/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245326RI,87522.79,,"Richmond House - Ground Floor - Faith Rooms, Nursing Mothers Terrace - Long Spur, Ref:JDE307495",Admin
Department of Health,Department of Health,27/07/2012,CIP Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245325RI,168000,,Skipton House - Refurbish Inverted Roof. Proj.ref:J006801J00,Admin
Department of Health,Department of Health,27/07/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245328RI,278276.8,,Skipton House - 3rd Floor Areas A - D Restack works Ref:JDE316972,Admin
Department of Health,Department of Health,30/07/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295357,45150.82,,IMS2.1 deployment pre IMS3 - Other ALBs,Admin
Department of Health,Department of Health,31/07/2012,Contractor/Staff Substitution,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295665,1348.81,,Expenses -  to complete the work for this WAF,Admin
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295668,23969.6,,Maple Street Phase 2,Admin
Department of Health,Department of Health,31/07/2012,Contractor/Staff Substitution,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295665,25064.66,,CSC Labour charges for Discovery Phase work,Admin
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,Group Operations & Assurance,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100010813,90280.75,,NHS SBS  charges for BMS Support and Development Service from 1 April 2012 to 31 March 2013,Admin
Department of Health,Department of Health,02/07/2012,Outsourcing Contract,Health Protection,DURHAM UNIVERSITY OF,PUBLIC,TS17 6BH,241085,249727,,DH funding for the provision of the 3rd year of a Learning Disabilities Public Health Observatory contract,Admin
Department of Health,Department of Health,03/07/2012,Outsourcing Contract,Health Protection,2E2 UK LTD,LARGE,Berkshire,PRI046150,284500.08,,ImmForm Managed Service,Programme
Department of Health,Department of Health,03/07/2012,Other programme expenditure,Health Protection,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SW1W 9SZ,5381666,2393000,,Funding for costs in 2012/13 associated with the Olympic and Paralympic Games,Programme
Department of Health,Department of Health,04/07/2012,Storage costs,Health Protection,HEALTH PROTECTION AGENCY (HPA),PUBLIC,WC1V 7PP,5381675,46561.8,,Staff costs plus overheads for the distribution of Immunoglobulins & Vaccines for 2012/2013,Programme
Department of Health,Department of Health,04/07/2012,Outsourcing Contract,Health Protection,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,123566,70026.56,,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit (HSRU) - May 2012 estimate,Admin
Department of Health,Department of Health,05/07/2012,Outsourcing Contract,Health Protection,SERCO PUBLIC SERVICES LTD,LARGE,L34 1PJ,FI1500029,45096.7,,Vertex Ltd - For services provided on Healthy Start Issuing Unit - Cycle 117 actual - 9th April to 6th May 2012,Admin
Department of Health,Department of Health,05/07/2012,Outsourcing Contract,Health Protection,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,123697,71244.32,,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - June 2012 estimate,Admin
Department of Health,Department of Health,05/07/2012,Outsourcing Contract,Health Protection,SERCO PUBLIC SERVICES LTD,LARGE,L34 1PJ,FI1500029,337888.41,,Vertex Public Services Ltd - For services provided on  Healthy Start Issuing Unit - Cycle 118  - 7th May to 3rd June 2012,Admin
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during April 2012",Health Protection,GW Price Ltd,,,810526,29799.62,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during April 2012",Health Protection,GW Price Ltd,,,810526,29799.62,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during April 2012",Health Protection,GW Price Ltd,,,810532,36944.83,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during April 2012",Health Protection,GW Price Ltd,,,810532,36944.83,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during May 2012",Health Protection,Total Produce Plc,,,H12050131937,42951.85,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during May 2012",Health Protection,Total Produce Plc,,,H12050131937,42951.85,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during May 2012",Health Protection,Total Produce Plc,,,H12050131885,43458.93,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during May 2012",Health Protection,Total Produce Plc,,,H12050131885,43458.93,,,
Department of Health,Department of Health,06/07/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during May 2012",Health Protection,Total Produce Plc,,,H12050131916,43761.58,,,
