Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,group
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1148442,"34,865.02",FITS Transition Assurance Function charges - Lockheed Martin,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,6843,"2,402,847.04",Lockheed Martin - SIAM Transition costs,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1146537,"271,708.63",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1146281,"240,996.08",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1148442,"156,281.24",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1146281,"147,891.65",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1148442,"88,111.02",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1147161,"82,435.28",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1147161,"47,110.70",One-off Lockheed Martin charges for transition SIAM charges,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1147161,"533,067.94",Monthly Lockheed Martin costs for SIAM charges,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,LOCKHEED MARTIN UK LIMITED,6839,"232,184.00",Run and maintain service desk for NPS ICT ,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,LOCKHEED MARTIN UK LIMITED,1147161,"136,544.00",Run and maintain service desk for NPS ICT ,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,LOCKHEED MARTIN UK LIMITED,1147161,"46,126.79",Lockheed Martin service desk - phase 3 - implementation,
Ministry of Justice,MoJ HQ,28-Nov-14,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,6844,"708,776.56",Secure Training Centre for young offenders run by Hassockfield,
Ministry of Justice,MoJ HQ,27-Nov-14,223000-Other Expenditure,RG999-CFLAP Accumulator,MERRILL LEGAL SOLUTIONS T/A WORDWAVE INTERNATIONAL LTD,1148473,"22,651.58",Translation and document management services for the Hillsborough inquests,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"88,833.33",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"17,766.67",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"88,833.33",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"17,766.67",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"88,833.33",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,METHODS ADVISORY LTD,25894,"17,766.67",Methods Advisory Ltd - Consulting costs,
Ministry of Justice,MoJ HQ,03-Nov-14,222003-CIS Labour TFM Estates,NZ406-Strategic Estates Feeder,MITIE JUSTICE LTD,1146291,"61,672.28",Fixed Soft Services for the MOJ HQ Apr14 - Mar15.                  3.8 Internal Moves,
Ministry of Justice,MoJ HQ,13-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1147182,"33,966.04",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1147182,"6,793.21",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1146564,"22,706.87",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1146564,"4,541.37",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,RB999-JPG - CJRD,NATIONAL CRIME AGENCY (NCA)#RB31110914,1147492,"162,000.00",National Crime Agency - Witness Intermediary Service,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1147212,"313,939.85",PROVISION OF KEY SOFTWARE & LICENCE SERVICES TO OMNI ESTATE. AUGUST 2014 - JULY 2015.,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,"4,428.01",Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,"-4,428.01",Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,"22,140.06",Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,930.99,Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,"4,428.01",Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORANGE (EVERYTHING EVERYWHERE LTD),1146890,-0.03,Monthly HP Telephony (mobile) charges for NOMS,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,LZ600-Transforming Justice,PA CONSULTING GROUP,1146583,"30,350.00",Professional advice on support on HR issues during the evaluation stage,
Ministry of Justice,MoJ HQ,04-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR BEDFORDSHIRE#RB31110910,1146362,"108,004.00",2014/15 Competed Fund Grant Award - PCC for Bedfordshire,
Ministry of Justice,MoJ HQ,04-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR DURHAM#RB31110906,1146358,"107,067.00",2014/15 Competed Fund Grant Award - PCC for Durham,
Ministry of Justice,MoJ HQ,04-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR LINCOLNSHIRE#RB31110907,1146359,"124,216.50",2014/15 Competed Fund Grant Award - PCC for Lincolnshire,
Ministry of Justice,MoJ HQ,11-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR NORFOLK#RB31110913,1146971,"149,525.50",2014/15 Competed Fund Grant Award - PCC for Norfolk,
Ministry of Justice,MoJ HQ,07-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR NORTH WALES#RB31110911,1146696,"119,308.00",2014/15 Competed Fund Grant Award - PCC for North Wales,
Ministry of Justice,MoJ HQ,04-Nov-14,246000-Current Grants,RB999-JPG - CJRD,PCC FOR SOUTH YORKSHIRE#RB31110908,1146360,"233,652.50",2014/15 Competed Fund Grant Award - PCC for South Yorkshire,
Ministry of Justice,MoJ HQ,13-Nov-14,264000-Consultancy,LZ600-Transforming Justice,PENNA PLC,1147219,"52,720.00",Provision of professional outplacement support services,
Ministry of Justice,MoJ HQ,11-Nov-14,223000-Other Expenditure,KY600-Access to Justice,PRESS RECOGNITION PANEL#KY18311111,1146968,"850,000.00",Grant in accordance with Article 11 of the Royal Charter on self-regulation of the press,
Ministry of Justice,MoJ HQ,17-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,QINETIQ LTD,1147518,"39,811.00",Qinetiq Ltd - Security Transition costs,
Ministry of Justice,MoJ HQ,17-Nov-14,246000-Current Grants,RB999-JPG - CJRD,RAPE & SEXUAL ABUSE SUPPORT CENTRE#RB31110915,1147493,"67,822.50",Crawley Rape Crisis Centre - 1st instalment,
Ministry of Justice,MoJ HQ,03-Nov-14,246000-Current Grants,RB999-JPG - CJRD,RESTORATIVE SOLUTIONS CIC,1146319,"545,000.00",Restorative Solutions - second instalment of grant,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,SOLIRIUS LTD,1147867,"49,950.00","Solirius Ltd - Application, Maintenance & Support, consulting charges",
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,SOLIRIUS LTD,1147867,"9,990.00","Solirius Ltd - Application, Maintenance & Support, consulting charges",
Ministry of Justice,MoJ HQ,13-Nov-14,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,STC (MILTON KEYNES) LTD,1147281,"1,457,868.75",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. ,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,6851,"964,439.70",Network Charges including the provision of WAN Oct 2014,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"845,896.37",IT Hosting Charges Oct 2014,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,6848,"844,583.32",Desktop Charges Oct 14,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,6849,"844,538.76",Desktop Charges Oct 14,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,6850,"605,519.71",Application and Maintenance Support Charges Oct 2014,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"213,199.77",Licences Oct 14,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"168,362.77",Telephony Costs Oct 2014,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"33,672.55",Telephony Costs Oct 2014,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"97,384.07",Other IT Costs Oct 2014,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"63,279.24",Service Desk Support Oct 2014,
Ministry of Justice,MoJ HQ,20-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1147872,"1,321,216.06",NOMS : Transformation Rehabilitation Programme ,
Ministry of Justice,MoJ HQ,10-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1146935,"1,131,000.00",NOMS : Transformation Rehabilitation Programme ,
Ministry of Justice,MoJ HQ,03-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1146331,"233,447.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1147282,"119,138.06",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1147282,"23,827.61",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,24-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"99,202.34",NOMS : Transformation Rehabilitation Programme ,
Ministry of Justice,MoJ HQ,24-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1148154,"30,141.44",Browser Neutrality  nDelius,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1147282,"22,937.45",Generic Appeals Processing System -  monthly support costs,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1147282,"4,587.49",Generic Appeals Processing System -  monthly support costs,
Ministry of Justice,MoJ HQ,24-Nov-14,264000-Consultancy,LZ600-Transforming Justice,TAMESIDE METROPOLITAN BOROUGH,1148159,"276,497.00",Transfer of probation liabilities and assets from 35 LGPS Admin Authorities to the Greater Manchester Pension Fund. ,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"58,218.54",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"11,643.71",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"34,500.18",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"6,900.04",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"25,235.72",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"5,047.14",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"22,108.83",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"4,421.77",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"21,769.42",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LTD,1148587,"4,353.88",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,24-Nov-14,266000-Judicial Costs,LZ600-Transforming Justice,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1148170,"98,136.00",Judicial publications,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1146641,"300,000.00",Court Electronic File,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1146641,"60,000.00",Court Electronic File,
Ministry of Justice,MoJ HQ,20-Nov-14,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1147904,"72,538.80",Projects undertaken by TNT to securely destroy records,
Ministry of Justice,MoJ HQ,06-Nov-14,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1146648,"67,917.22",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories,
Ministry of Justice,MoJ HQ,27-Nov-14,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1148606,"62,471.07",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"81,900.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"16,380.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"69,900.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"13,980.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"50,300.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"10,060.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"27,050.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"5,410.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"22,300.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1146653,"4,460.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRUSTMARQUE SOLUTIONS LTD,1146654,"135,415.00",The Way we Work (TW3) ,
Ministry of Justice,MoJ HQ,24-Nov-14,246000-Current Grants,RB999-JPG - CJRD,VICTIM SUPPORT,1148177,"687,500.00",Victims support Q3 GiA payment,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE CORPORATE LTD,1147316,"250,072.54",FITS VVI Transition Milestone charges for Financial Years 2013-2014 and 2014-2015,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE CORPORATE LTD,1148625,"216,781.63",Criminal Justice Secure Mail Service - Monthly Charge,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE CORPORATE LTD,1148625,"43,356.33",Criminal Justice Secure Mail Service - Monthly Charge,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,XEROX (UK) LTD,1146684,"251,816.88",Xerox - Print Transition costs,
Ministry of Justice,MoJ HQ,03-Nov-14,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1146355,"11,758.96",Departmental wide Reward & Recognition scheme,
Ministry of Justice,MoJ HQ,03-Nov-14,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1146355,"-11,758.96",Departmental wide Reward & Recognition scheme,
Ministry of Justice,MoJ HQ,03-Nov-14,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1146355,"34,191.45",Departmental wide Reward & Recognition scheme,
Ministry of Justice,MoJ HQ,03-Nov-14,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1146355,"24,603.36",Departmental wide Reward & Recognition scheme,
Ministry of Justice,MoJ HQ,03-Nov-14,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1146355,"6,838.29",Departmental wide Reward & Recognition scheme,
Ministry of Justice,MoJ HQ,03-Nov-14,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,5075,"15,000,000.00",Monthly Grant in Aid to YJB (November 14),
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,103.12,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1146216,34.33,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,83.96,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,86.75,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"667,115.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"133,423.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"484,840.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"96,968.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"395,135.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1147344,"79,027.00",Fees for October 2014,FAC
Ministry of Justice,MoJ HQ,28-Nov-14,223000-Other Expenditure,QZ600-CPG Other,HMRC,5127,"195,000.00",MOJ Funding Contributrion 2014-15 to CS Local,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,85.87,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,17-Nov-14,262000-SCA Costs,NZ401-Finance Group Feeder,ORACLE CORPORATION UK LTD,1147503,"190,704.50","Hyperion licences - Enterprise Financial Planning Suite,  FinancialClose Suite, Hyperion licences & support and maintenance",FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,83.96,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,27-Nov-14,223000-Other Expenditure,NZ900-Finance & Corporate Services,TNS BMRB,1148604,"59,030.00",Report for completion of survey testing for the Justice Problem Resolution project,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,37.37,IT peripherals/individual ordered software and equipment,FAC
