Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-534192-100991,"104,333.00",CRFs - CRII,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-534192-100991,"174,666.00",CLAHRCs,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-534192-100991,"53,521.00",Network Research Capability Funding,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-534192-100991,"976,433.00",Comprehensive Networks,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-534192-100991,"68,968.00",Research Capability Funding (STANDARD),EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-534193-100985,"62,576.00",Research Capability Funding (STANDARD),NW3 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-534194-101006,"1,392,137.00",Comprehensive Networks,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-534194-101006,"60,581.00",Network Research Capability Funding,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-534194-101006,"109,384.00",Biomedical Units,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-534194-101006,"48,443.00",Research Capability Funding (STANDARD),L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-534196-100982,"56,070.00",Network Research Capability Funding,GU2 7XX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-534196-100982,"1,248,569.00",Comprehensive Networks,GU2 7XX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-534197-101001,"50,450.00",Research Capability Funding (STANDARD),M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-534197-101001,"129,191.00",Quality and Safety Research Centres,M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534198-100994,"111,762.00",Research Capability Funding (STANDARD),S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534198-100994,"55,172.00",CRFs - CRII,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534198-100994,"176,420.00",CLAHRCs,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534198-100994,"88,261.00",Network Research Capability Funding,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534198-100994,"2,394,252.00",Comprehensive Networks,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-534200-101016,"86,151.00",CRFs - CRII,BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-534200-101016,"120,251.00",Biomedical Units,BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-534200-101016,"859,149.00",Bio-Medical Centres,BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-534200-101016,"392,830.00",Research Capability Funding (STANDARD),BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-534202-100988,"81,818.00",CRFs - CRII,M20 4BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-534202-100988,"26,274.00",Research Capability Funding (STANDARD),M20 4BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-534204-101013,"337,477.00",Bio-Medical Centres,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-534204-101013,"87,700.00",Biomedical Units,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-534204-101013,"72,727.00",CRFs - CRII,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-534204-101013,"1,532,690.00",Comprehensive Networks,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-534204-101013,"167,994.00",Research Capability Funding (STANDARD),NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-534205-101005,"244,881.00",Research Capability Funding (STANDARD),SM2  5PT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-534205-101005,"1,034,062.00",Bio-Medical Centres,SM2  5PT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-534205-101005,"53,615.00",CRFs - CRII,SM2  5PT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-534206-100998,"2,411,750.00",Comprehensive Networks,WV10 0QP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-534206-100998,"88,202.00",Network Research Capability Funding,WV10 0QP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-534207-101037,"46,746.00",Research Capability Funding (STANDARD),SO16 4XE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-534208-101010,"553,694.00",Research Capability Funding (STANDARD),NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-534208-101010,"100,000.00",CRFs - CRII,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-534208-101010,"87,292.00",Bio-Medical Centres,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-534208-101010,"1,862,968.00",Bio-Medical Centres,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-534210-101009,"109,362.00",Biomedical Units,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-534210-101009,"190,373.00",Research Capability Funding (STANDARD),B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-534210-101009,"273,364.00",CRFs - CRII,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-534210-101009,"166,666.00",CLAHRCs,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-534212-101000,"45,455.00",CRFs - CRII,M23 9LT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-534212-101000,"46,170.00",Research Capability Funding (STANDARD),M23 9LT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"116,923.00",Research Capability Funding (STANDARD),SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"121,910.00",Biomedical Units,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"166,667.00",Bio-Medical Centres,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"168,076.00",CRFs - CRII,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"132,668.00",CLAHRCs,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"58,982.00",Network Research Capability Funding,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-534213-100993,"1,237,702.00",Comprehensive Networks,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534214-100983,"1,100,417.00",Comprehensive Networks,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534214-100983,"133,040.00",CLAHRCs,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534214-100983,"43,834.00",Biomedical Units,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534214-100983,"113,022.00",Research Capability Funding (STANDARD),BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534214-100983,"126,170.00",Biomedical Units,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-534215-100997,"45,294.00",Research Capability Funding (STANDARD),CV2 2DX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"165,497.00",Research Capability Funding (STANDARD),LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"83,333.00",Biomedical Units,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"91,604.00",Biomedical Units,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"126,799.00",Biomedical Units,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"68,295.00",Network Research Capability Funding,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-534216-101020,"1,794,953.00",Comprehensive Networks,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,RAINBOW MEDICAL ENGINEERING LTD,119,"31,829.33",Invention for Innovation,SG6 1RR,SME,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,INSTITUTE OF EDUCATION (IOE),ERS-534282-101082,"200,000.00",PROJECTS,WC1H 0AL,PUBLIC,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,CANCER RESEARCH UK,ERS-534283-101085,"140,000.00",Experimental Cancer Medicine Centres,WC2A 3PX,VCS,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-534284-101084,"25,000.00",Reviews Infrastructure (Existing),S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-534285-101083,"26,702.00",PROJECTS,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/02/2015,Research & development,DG: RDD,ACADEMY OF MEDICAL SCIENCES,ERS-534286-101081,"39,499.00",Formal Training for Trainees ( TCC AMS ),W1B 1QH,PUBLIC,,,Programme
Department of Health,Department of Health,18/02/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-534415-101223,"99,600.84",NIHR Public Health Research ( NETSCC ),M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,18/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-534416-101226,"32,062.35",HTA Researcher Lead,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,18/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-534417-101224,"53,901.23",HTA Researcher Lead,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,18/02/2015,Research & development,DG: RDD,STIRLING UNIVERSITY OF,ERS-534418-101227,"36,879.93",HTA Commissioned Research,FK9 4LA,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-534605-101304,"30,709.70",NIHR Fellowships,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534607-101302,"73,425.00",Other (CLOSED),OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-534608-101308,"41,947.14",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-534610-101305,"99,366.88",HTA Researcher Lead,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-534612-101301,"75,570.00",HTA Researcher Lead,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-534614-101309,"96,645.15",HTA Commissioned Research,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,24/02/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10107485,"84,600.00",Information Systems,SW1W 9SR,LARGE,,,Programme
Department of Health,Department of Health,24/02/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10107508,"39,988.80",Information Systems,SW1W 9SR,LARGE,,,Programme
Department of Health,Department of Health,24/02/2015,Outsourcing Contract,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44157706,"56,788.90",Unallocated,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-534702-101423,"67,176.00",Programme Grants for NHS Trusts,HA1 3UJ,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-534703-101421,"25,886.73",NIHR Public Health Research ( NETSCC ),WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-534714-101479,"55,495.00",Cancer - Prostate,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534715-101464,"16,256.51",HTA Customer Priority Research,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534715-101464,"20,834.00",Experimental Cancer Medicine Centres,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-534716-101480,"35,087.00",Cancer - Prostate,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-534716-101480,"4,262.17",HTA Researcher Lead,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-534716-101480,"36,673.71",HTA Commissioned Research,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-534719-101482,"42,503.81",HTA Commissioned Research,DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-534726-101486,"30,830.47",HTA Commissioned Research,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-534727-101483,"62,774.40",HTA Researcher Lead,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-534728-101487,"7,500.00",Cochrane Projects - not including the UKCC,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-534728-101487,"50,280.00",Invention for Innovation,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-534730-101488,"51,245.00",Cancer - Prostate,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-534730-101488,"130,581.35",HTA Commissioned Research,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534741-101461,"7,280.22",HTA Commissioned Research,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534741-101461,"32,793.09",HTA Commissioned Research,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-534741-101461,"15,489.00",HTA Commissioned Research,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,25/02/2015,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-534744-101492,"40,676.00",Targeted Capacity Building,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,26/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,101007309,"26,356.40",RDD Programme Support - Miscellaneous,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,26/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,101007309,994.60,RDD Programme Support - Miscellaneous,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,01/02/2015,Outsourcing Contract,DG: SCLGCP,OFFICE FOR PUBLIC MANAGEMENT LTD,407577,"75,510.00",Market Impact Simulation Events facilitation (ITT),WC1X 8XG,SME,,,Programme
Department of Health,Department of Health,01/02/2015,Outsourcing Contract,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,90455365,"26,503.47",Adass IMG,SK1 3XE,PUBLIC,,,Programme
Department of Health,Department of Health,03/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SIGNHEALTH,ERS-533577-100141,"200,000.00",2012/National/045 - SignHealth - Outstanding amount for 2014/15,HP9 2NB,VCS,,,Other
Department of Health,Department of Health,04/02/2015,Capital Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-532295-98621REPAID,"26,000.00","2014/15 2014-031 Winterbourne Capital Funding, Hertfordshire County Council adapation to a property",SG13 8DF,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Capital Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-532482-98841REPAID,"60,000.00",Worcestershire County Council - 2014/031 Winterbourne LD Discharge Fund,WR5 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-532634-99015REPAID,"520,000.00",Reducing delayed transfers of care attributable to social care (revenue) grant,SG13 8DF,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to local authorities,DG: SCLGCP,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-532635-99016REPAID,"325,000.00",Reducing delayed transfers of care attributable to social care (revenue) grant,TW3 4DN,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-532642-99023REPAID,"520,000.00",Reducing delayed transfers of care attributable to social care (revenue) grant,WR5 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,EALING MENCAP,ERS-533585-100161,"122,600.00",2013-14 IESD - Ealing Mencap Project: Making the System Work for Me AIMS: 2542175,UB6 8TJ,VCS,,,Other
Department of Health,Department of Health,04/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,FREDERICKS FOUNDATION,ERS-533586-100181,"55,700.00","IESD 2012-13, AIMS 1758108, Fredericks Foundation: Self management websites",GU18 5SA,VCS,,,Other
Department of Health,Department of Health,04/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,ADVOCACY IN WIRRAL,ERS-533605-100221,"45,262.00",AIMS 2532287 - Advocacy in Wirral - Addressing Mental Health Inequalities: Integration of a non-medical model into Primary Care,CH 41 1EL,VCS,,,Other
Department of Health,Department of Health,04/02/2015,Revenue Grants to local authorities,DG: SCLGCP,ISLE OF WIGHT COUNCIL,ERS-533637-100243,"120,000.00",Helping People Home Grant,ISLE OF WIGHT,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to local authorities,DG: SCLGCP,ISLES OF SCILLY COUNCIL OF THE,ERS-533638-100242,"25,000.00",Helping People Home Grant,TR21 0LW,PUBLIC,,,Programme
Department of Health,Department of Health,04/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,WOMEN'S SPORT AND FITNESS FOUNDATION,ERS-533642-100261,"47,186.00",2013-14 IESD - Women's Sport and Fitness Foundation - Project: The Girls' Physical Activity Excellence Hub  AIMS: 2568630,EC1Y 8RT,VCS,,,Other
Department of Health,Department of Health,04/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,LIFELINE PROJECT LTD,ERS-533643-100262,"99,751.00",2012/National/038 - Lifeline Project - Outstanding amount for 2014/15 HSCVF,M4 1FR,VCS,,,Other
Department of Health,Department of Health,05/02/2015,Outsourcing Contract,DG: SCLGCP,TAMESIDE METROPOLITAN BOROUGH COUNCIL,60533229,"520,447.00",[20/B & 20/C] Tameside Metropolitan Borough Council - Targeted support to local authorities in ADASS regions to implement the Care Act 2014,OL6 6DL,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,MIND,ERS-533653-100301,"1,000,000.00",2012-019 Year 3 Time to Change Programme Phase 2,E15 4BQ,VCS,,,Programme
Department of Health,Department of Health,05/02/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-533655-100321,"42,000.00",2014/057 Development of a good practice guide on dementia and other disabilities and conditions,LS1 2RP,VCS,,,Programme
