ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,265000-IT & Telecommunications,RE999-CJG - Research & Analysis,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1058296,$5.00 ,Power cable,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,14-Oct-11,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CRIMINAL CASES REVIEW COMMISSION#KY14611363,6416,,Grant-in-aid requirement for Arm's Length Body,B1 1TT,0,Grant,,,KY14611363
MoJ HQ,24-Oct-11,212001-Agency staff,NZ401-Finance Group Feeder,CAPITA RESOURCING LTD,1059826,"$4,960.00 ",,SL6 1DP,0,Admin,,,WN70094224
MoJ HQ,3-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,INFORMATICA SOFTWARE LTD,1058367,"$60,000.00 ",,SL6 3TN,0,Admin,,,6122
MoJ HQ,10-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1058861,"$70,067.60 ",,EC3M 3BD,0,Admin,,,3003164332
MoJ HQ,27-Oct-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,SAVVIS UK LTD,1060243,"$45,424.00 ",,RG41 5TS,0,Admin,,,B1-677786
MoJ HQ,13-Oct-11,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1059087,"$8,389.88 ",,DL1 9HN,0,Admin,,,92221161
MoJ HQ,3-Oct-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1058295,$0.27 ,,SN5 6PQ,0,Admin,,,1017075405
MoJ HQ,3-Oct-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1058295,"$4,587.69 ",,SN5 6PQ,0,Admin,,,1017075405
MoJ HQ,20-Oct-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1059657,($0.02),,BL9 8RT,0,Admin,,,MOJOCT11
MoJ HQ,20-Oct-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1059657,"$17,104.30 ",,BL9 8RT,0,Admin,,,MOJOCT11
MoJ HQ,13-Oct-11,212001-Agency staff,RG999-CFLAP Accumulator,OFFICE FOR LEGAL COMPLAINTS,1059223,"$6,934.73 ",,B1 2ND,0,Admin,,,20110000167
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1058766,"$38,018.60 ",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet,,,100023951
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1058766,"$8,682.51 ",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet,,,100023966
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1058766,"$38,018.60 ",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet,,,100023978
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1058766,"$8,815.22 ",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet,,,100023982
MoJ HQ,13-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DETICA LTD,1059113,"$39,157.60 ",Computer services supplied to the specification of the recipient,GU2 7YP,0,Balance Sheet,,,1041723-33
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HOME OFFICE IT,1058929,($0.02),Computer services supplied to the specification of the recipient,NP20 9BB,0,Balance Sheet,,,1102994
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HOME OFFICE IT,1058929,"$9,272.84 ",Computer services supplied to the specification of the recipient,NP20 9BB,0,Balance Sheet,,,1102994
MoJ HQ,13-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HOME OFFICE,1059155,"$21,223.45 ",Computer services supplied to the specification of the recipient,NP20 9BB,0,Balance Sheet,,,1103271
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1058363,"$15,516.00 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11103726GB02
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1058931,"$7,138.52 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11103798GB02
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1058363,"$185,827.14 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11104351GB02
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1058363,"$10,868.01 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11104634GB02
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1058363,"$16,992.76 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11104637GB02
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1060128,"$8,289.17 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11105903GB02
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1060128,"$20,211.95 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11105904GB02
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1060128,"$183,911.54 ",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,,11106400GB02
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LANCASTER OFFICE CLEANING CO LTD,1058630,"$17,934.97 ","Maintenance, non-structural repair and cleaning of buildings",DY1 4TA,0,Balance Sheet,,,168587
MoJ HQ,13-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,CARLISLE SECURITY SERVICES LTD,1059090,"$6,825.44 ",Security Services,AL7 1TW,0,Balance Sheet,,,29602
MoJ HQ,13-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,CARLISLE SECURITY SERVICES LTD,1059090,"$19,558.18 ",Security Services,AL7 1TW,0,Balance Sheet,,,29605
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$7,507.54 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,356939
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$6,061.40 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,356956
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058383,"$13,743.55 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,357606
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058383,"$12,266.91 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,357798
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058642,"$87,738.47 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,357840
MoJ HQ,6-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058642,"$8,250.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,357892
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$8,929.69 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358226
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$11,349.80 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358229
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$90,000.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358238
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$77,405.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358271
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$7,816.80 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358278
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$6,061.40 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358280
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$10,203.40 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358287
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$4,763.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358288
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$29,381.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358293
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$5,911.80 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358297
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$80,435.60 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358302
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$39,282.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358303
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$6,211.10 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358305
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$6,961.20 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358307
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$10,753.54 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358308
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$7,128.85 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358311
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$8,710.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358408
MoJ HQ,13-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1059184,"$5,130.80 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358412
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$5,370.12 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358430
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$5,855.14 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358431
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$5,100.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358432
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$10,000.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358433
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$32,245.87 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358434
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$8,988.60 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358437
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1058955,"$11,869.30 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358559
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$7,499.50 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358560
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$141,202.20 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358737
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$6,004.60 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358759
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$6,729.77 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358760
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1060166,"$5,690.80 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358822
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,KPMG,1060149,"$6,754.40 ","Accounting, Invoicing and related services",E14 5AG,0,Balance Sheet,,,5500399085
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,KPMG,1060149,"$7,646.00 ","Accounting, Invoicing and related services",E14 5AG,0,Balance Sheet,,,5500427210
MoJ HQ,24-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1059803,"$4,286.80 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584089505
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$7,960.07 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584089510
MoJ HQ,10-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1058866,"$11,089.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584089839
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1058296,"$7,033.20 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584091235
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1058296,"$5,451.60 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584091237
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1058296,"$8,961.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584091239
MoJ HQ,3-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1058296,"$200,000.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584091303
MoJ HQ,24-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1059803,"$7,416.80 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092403
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$10,000.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092911
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$50,686.92 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092912
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$16,408.42 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092913
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$9,792.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092915
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$47,751.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092916
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$7,032.80 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092917
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$7,333.33 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093011
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$5,232.04 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093020
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$9,178.40 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093024
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$9,400.72 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093107
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$5,040.42 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093108
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$25,830.75 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093109
MoJ HQ,27-Oct-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1060020,"$6,023.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584093162
