Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,BRITISH ASSOCIATION FOR ADOPTION & FOSTERING,4000019005,74476.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,BRITISH COUNCIL,4000019006,42000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,LAND AND BUILDINGS,Chief Information Officer Group EFM,BRITISH GAS BUSINESS,4000019007,95999.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,Supporting Children and Young People Group 2,BROOK ADVISORY CTR,4000019010,10000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,Supporting Children and Young People Group 2,BROOK ADVISORY CTR,4000019010,30000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,C I L T,4000019013,582166.59
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,People and Change,CAPGEMINI UK PLC,4000019014,126114.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,IS/IT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,4000019014,95868.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,IS/IT,Chief Information Officer Group,CAPGEMINI UK PLC,4000019014,2796.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CAPITAL LICENCES & INTANGIBLES,Chief Information Officer Group Admin Capital,CAPGEMINI UK PLC,4000019014,1125.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Chief Information Officer Group,CAPGEMINI UK PLC,4000019014,12833.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Qualifications Strategy and Reform Group,CAPGEMINI UK PLC,4000019014,30750
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,CAPGEMINI UK PLC,4000019014,30512.42
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,GENERAL OFFICE EXPENSES,Customer Contact and Business Development Group,CENTRAL OFFICE OF INFORMATION,4000019016,36924.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,CENTRAL OFFICE OF INFORMATION,4000019016,3993.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,CENTRAL OFFICE OF INFORMATION,4000019016,44564.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,CENTRAL OFFICE OF INFORMATION,4000019016,76501.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,CFBT EDUCATION SERVICES,4000019017,671855.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,COI CENTRAL OFFICE OF INFORMATION,4000019021,33025.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,GENERAL OFFICE EXPENSES,Supporting Children and Young People Group 2,COI CENTRAL OFFICE OF INFORMATION,4000019021,63024.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,Academies Policy and Schools Organisation Group,COI CENTRAL OFFICE OF INFORMATION,4000019021,7222
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Academies Policy and Schools Organisation Group,COI CENTRAL OFFICE OF INFORMATION,4000019021,38859.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,COI CENTRAL OFFICE OF INFORMATION,4000019021,590.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,IT EQUIPMENT CAPITAL,Chief Information Officer Group EFM,DELL CORPORATION LTD,4000019025,65818.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ECOTEC RESEARCH & CONSULTING LTD,4000019029,639
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,ECOTEC RESEARCH & CONSULTING LTD,4000019029,345853.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,IS/IT,Corporate and Internal Communications Group,EDUSERV,4000019030,65000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,ELAN COMPUTING LTD,4000019031,89377.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Marketing Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,3338.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Communications Strategy and Insight Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,35.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Young People Workforce Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,5916.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,RESEARCH & DEVELOPMENT COSTS,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,2551.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Supporting Children and Young People Group 2,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,3621.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 2,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,2195.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,341.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,263.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,4043.17
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,22168.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,23487.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Education Strategy and Improvement Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,11640.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,677.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,11338.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Finance Group Shared Services Schools and Category Management,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,85.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Finance Group Shared Services and Children and Young People,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,1850.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Improving Information Sharing and Management Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,1520.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 2,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,3332.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 2,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,857.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONFERENCES AND MEETINGS,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,4000019033,845.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,6084.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,6048.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,5746.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,5793.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,5770.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,5746.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MISCELLANEOUS EXPENDITURE,Private Office,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,7323.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,GCDA GOVERNMENT CAR & DESPATCH AGENCY,4000019039,17.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CAPITAL GRANTS,School Resources Group,HARRIS CTC,4000019043,214504.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,Supporting Children and Young People Group 2,HI8US SOUTH LTD,4000019048,50000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,School Standards Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000019067,50000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000019068,172948
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDLAND REGIONAL PRINTERS LTD,4000019071,5793
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,MIDLAND REGIONAL PRINTERS LTD,4000019071,245211
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,RESEARCH & DEVELOPMENT COSTS,School Standards Group,NATIONAL CENTRE FOR SOCIAL RESEARCH,4000019076,115528
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NCB,4000019078,43750
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,NCB,4000019078,3802.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Safeguarding Group,NCB,4000019078,91356.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,Supporting Children and Young People Group 2,NCB,4000019078,15000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,NFER TRADING LIMITED INV T,4000019079,6831
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",NFER TRADING LIMITED INV T,4000019079,54037.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PROFESSIONAL FEES,School Standards Group,NFER TRADING LIMITED INV T,4000019079,71440
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NOTTINGHAM CITY COUNCIL,4000019084,76819
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CAPITAL GRANTS,School Resources Group,NPS SOUTH EAST LTD,4000019085,226814.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,RATES & SERVICE CHARGES,Chief Information Officer Group EFM,PARWICK INVESTMENTS LTD,4000019089,1581278.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,PROMOTIONAL LOGISTICS LTD,4000019095,97555.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Internal Communications Group,PROMOTIONAL LOGISTICS LTD,4000019095,-16497.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,ROYAL GEOGRAPHICAL SOCIETY,4000019103,34375
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,ROYAL GEOGRAPHICAL SOCIETY,4000019103,55216
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,SERCO LTD,4000019111,25568
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Supporting Delivery Group,SERCO LTD,4000019111,8554
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,People and Change,SERCO LTD,4000019111,19833.9
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,OTHER PROGRAMME EXPENSES,Children Young People and Families Supporting Delivery Group,SOLACE,4000019113,35250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOMERSET COUNTY COUNCIL,4000019114,97979
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,SPECIALIST SCHOOLS AND ACADEMIES TRUST,4000019116,420000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Curriculum and Behaviour Group,SPORT RELIEF,4000019117,106417.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,THE NATIONAL YOUTH AGENCY,4000019124,334318.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,THE NATIONAL YOUTH AGENCY,4000019124,145662.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Resources Group,TRIBAL CONSULTING LTD,4000019129,265250.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",UNIVERSITY OF EAST ANGLIA,4000019130,71045
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Qualifications Strategy and Reform Group,VT CAREERS MANAGEMENT LTD,4000019133,30127
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,Corporate Services Strategy and Performance,WHITE CONSULTANTS LTD,4000019134,26543.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,MANAGEMENT CONSULTANCY,School Standards Group,WHITE CONSULTANTS LTD CATALIST,4000019135,107839.39
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,WHITE CONSULTANTS LTD CATALIST,4000019135,34053.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,WORCESTERSHIRE COUNTY COUNCIL,4000019136,79014
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,YORK CITY COUNCIL,4000019138,77000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/04/2010,CURRENT GRANTS,Curriculum and Behaviour Group,YOUTH SPORT DIRECT LTD,4000019139,54922
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,APPLEYARDS LTD,4000019280,46397.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,OTHER PROGRAMME EXPENSES,Academies Delivery Group,AVON AND SOMERSET CONSTABULARY,4000019282,30000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,BRACKEN PRESENTATIONS LTD,4000019288,82895.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,BRACKEN PRESENTATIONS LTD,4000019288,82895.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CURRENT GRANTS,Qualifications Strategy and Reform Group,BRIGHTON & HOVE CITY COUNCIL,4000019290,103219.2
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,CAPGEMINI UK PLC,4000019296,128462.61
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CAPITAL LICENCES & INTANGIBLES,Chief Information Officer Group,CAPGEMINI UK PLC,4000019296,244072.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,IS/IT,Chief Information Officer Group,CAPGEMINI UK PLC,4000019296,368608.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,IS/IT,Chief Information Officer Group,CAPGEMINI UK PLC,4000019296,-36106.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,IS/IT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,4000019296,20680.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,IS/IT,Children Young People and Families Safeguarding Group,CAPGEMINI UK PLC,4000019296,1344
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,TEMPORARY (TEMP) STAFF COSTS,Finance Group,CAPITA RESOURCING LTD,4000019297,2995.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,GENERAL OFFICE EXPENSES,People and Change,CAPITA RESOURCING LTD,4000019297,2009.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,TEMPORARY (TEMP) STAFF COSTS,Chief Information Officer Group EFM,CAPITA RESOURCING LTD,4000019297,10462.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Education Strategy and Improvement Group,CAPITA RESOURCING LTD,4000019297,1274.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,TEMPORARY (TEMP) STAFF COSTS,School Resources Group,CAPITA RESOURCING LTD,4000019297,2354.4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MISCELLANEOUS EXPENDITURE,School Resources Group,CAPITA RESOURCING LTD,4000019297,2354.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,PROFESSIONAL FEES,Academies Delivery Group,CAPITA RESOURCING LTD,4000019297,5574.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,PROFESSIONAL FEES,School Standards Group,CAPITA RESOURCING LTD,4000019297,2820.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,GENERAL OFFICE EXPENSES,Supporting Children and Young People Group 2,CAPITA RESOURCING LTD,4000019297,3945.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Qualifications Strategy and Reform Group,CAPITA RESOURCING LTD,4000019297,1085
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,CAPITA RESOURCING LTD,4000019297,6456.33
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,TEMPORARY (TEMP) STAFF COSTS,Communications Strategy and Insight Group,CAPITA RESOURCING LTD,4000019297,4810.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Commercial Directors Office Group,CAPITA RESOURCING LTD,4000019297,926.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,CAPITA RESOURCING LTD,4000019297,40236.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,CAPITA RESOURCING LTD,4000019297,22323.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Supporting Children and Young People Group 2,CAPITA RESOURCING LTD,4000019297,434
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Early Years Extended Schools and Special Needs,CAPITA RESOURCING LTD,4000019297,1028.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,6017.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,5767.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,6587.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CURRENT GRANTS,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,37817.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,9735.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,268.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,CAPITA RESOURCING LTD,4000019297,1721.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Supporting Delivery Group,CAPITA RESOURCING LTD,4000019297,12006.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Supporting Delivery Group,CAPITA RESOURCING LTD,4000019297,2441.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,CAPITA RESOURCING LTD,4000019297,1889.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,06/04/2010,COMMUNICATIONS & PUBLICITY,Chief Information Officer Group,CAPITA RESOURCING LTD,4000019297,1461.76
