Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"2,236.33",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,290.82",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,294.20",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"2,297.33",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,313.81",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,319.20",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,330.99",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,518.50",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"2,570.78",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,579.33",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,582.00",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,584.87",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"2,632.65",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,714.71",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,794.60",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"2,845.71",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"2,853.18",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"2,998.08",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"3,029.59",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"3,040.08",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"3,052.95",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"3,192.61",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"3,234.89",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"3,400.40",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"3,418.44",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"3,438.20",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"3,604.20",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"3,828.70",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"3,945.23",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"4,135.10",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"4,254.20",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"4,254.42",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"4,393.60",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"4,630.60",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"4,795.09",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"4,949.03",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"5,321.22",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"5,346.14",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"5,389.78",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"5,884.50",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"5,906.08",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"6,191.50",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"6,245.35",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"6,945.19",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"7,070.57",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"7,155.00",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"9,031.74",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"9,307.31",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691742,"9,559.73",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691758,"10,021.84",,,,
Department of Health,Department of Health,02/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14691755,"10,317.83",,,,
Department of Health,Department of Health,02/04/2012,Computer Software/License,INFORMATICS,SOFTCAT LTD,,,14700752,"13,454.40",,,,
Department of Health,Department of Health,02/04/2012,External Consultancy Fees,INFORMATICS,ROYAL COLLEGE OF PHYSICIANS,,,14715948,"29,000.00",,,,
Department of Health,Department of Health,02/04/2012,External Consultancy Fees,INFORMATICS,ROYAL COLLEGE OF PHYSICIANS,,,14715980,"60,000.00",,,,
Department of Health,Department of Health,02/04/2012,Service charge,INFORMATICS,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003177149,65284,,PACS NE Cluster Store Service Charges FY 2011/12,Programme,
Department of Health,Department of Health,02/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14613889,"83,854.73",,,,
Department of Health,Department of Health,02/04/2012,Computer Maintenance,INFORMATICS,SOFTCAT LTD,,,14700752,"136,427.90",,,,
Department of Health,Department of Health,02/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14621498,"382,488.35",,,,
Department of Health,Department of Health,02/04/2012,CFH Prepay & accrue inc (ST),INFORMATICS,BT GROUP PLC,LARGE,NW9 5BA,CHAPS02/04/12,57187496.38,,,Other,
Department of Health,Department of Health,02/04/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2562001-18-APR-12,2403.88,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),PUBLIC,WF3 1WE,HAFS-12875,643000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),PUBLIC,SE1 7NT,HAFS-12874,4500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,HAFS-12880,4500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HARTLEPOOL PCT,PUBLIC,TS7 0NJ,HAFS-12844,13750000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BASSETLAW PCT,PUBLIC,NG21 0ER,HAFS-12791,14000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-12820,16494000,,,Other,11711
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,ISLE OF WIGHT NHS PCT,PUBLIC,PO30 5TG,HAFS-12854,20000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH LINCOLNSHIRE PCT,PUBLIC,DN20 8GS,HAFS-12887,20300000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,REDCAR AND CLEVELAND PCT,PUBLIC,TS14 7AA,HAFS-12903,20300000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,RICHMOND AND TWICKENHAM PCT,PUBLIC,KT5 9AL,HAFS-12904,21000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,KINGSTON PCT,PUBLIC,KT5 9AL,HAFS-12857,21500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BURY PCT,PUBLIC,BL9 0EN,HAFS-12808,22000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOLIHULL PCT,PUBLIC,B91 3EF,HAFS-12911,22000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BLACKPOOL PCT,PUBLIC,PR4 3AL,HAFS-12799,22045000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,PUBLIC,BB1 2EE,HAFS-12798,22158000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH TYNESIDE PCT,PUBLIC,NE33 3DP,HAFS-12919,22200000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,WARRINGTON PCT,PUBLIC,WF3 1WE,HAFS-12774,22500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,TELFORD & WREKIN PCT,PUBLIC,SY3 8XL,HAFS-12766,22918000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,MIDDLESBOROUGH PCT,PUBLIC,TS2 1RH,HAFS-12872,23000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,LUTON TEACHING PCT,PUBLIC,LU1 2PJ,HAFS-12868,23200000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HASTINGS & ROTHER PCT,PUBLIC,TN40 2DZ,HAFS-12845,23500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BEXLEY CARE TRUST,PUBLIC,DA5 2BW,HAFS-12796,25000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,CALDERDALE PCT,PUBLIC,WF3 1WE,HAFS-12809,25000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,MILTON KEYNES PCT,PUBLIC,MK6 5NG,HAFS-12873,25000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,TORBAY PCT,PUBLIC,TQ9 6JE,HAFS-12767,25250000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH EAST SHA,PUBLIC,NE15 8NY,HAFS-12885,25400000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH STAFFORDSHIRE PCT,PUBLIC,ST4 4LX,HAFS-12889,25500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BARKING AND DAGENHAM PCT,PUBLIC,IG11 8EY,HAFS-12788,26000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,TS17 6SF,HAFS-12925,26200000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,KNOWSLEY PCT,PUBLIC,L33 7XW,HAFS-12859,26719000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,HAFS-12895,27000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,GREAT YARMOUTH AND WAVENY PCT,PUBLIC,NR31 0LT,HAFS-12837,27500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HAMMERSMITH AND FULHAM PCT,PUBLIC,WF3 1WE,HAFS-12840,28000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HARROW PCT,PUBLIC,HA1 3EX,HAFS-12843,28000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,KENSINGTON AND CHELSEA PCT,PUBLIC,W10 6DZ,HAFS-12856,28000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,OLDHAM PCT,PUBLIC,OL9 6EE,HAFS-12897,28000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,PORTSMOUTH CITY TEACHING PCT,PUBLIC,PO4 8LD,HAFS-12901,28000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,GATESHEAD PCT,PUBLIC,NE11 0NB,HAFS-12835,29600000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,PUBLIC,DN33 2BA,HAFS-12884,29900000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,TAMESIDE AND GLOSSOP PCT,PUBLIC,M34 2GP,HAFS-12765,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,TRAFFORD PCT,PUBLIC,M16 0PQ,HAFS-12769,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,WESTMINSTER PCT,PUBLIC,BS1 2NP,HAFS-12781,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HEYWOOD MIDDLETON & ROCHDALE PCT,PUBLIC,M24 1AY,HAFS-12850,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,HAFS-12914,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH WEST SHA,PUBLIC,WF3 1WE,HAFS-12921,30000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH TYNESIDE PCT,PUBLIC,NE27 0QJ,HAFS-12890,30400000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HILLINGDON PCT,PUBLIC,TW3 3HR,HAFS-12851,30500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HEREFORDSHIRE PCT,PUBLIC,HR2 9RP,HAFS-12848,31000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HOUNSLOW PCT,PUBLIC,UB2 4SA,HAFS-12852,31000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,PETERBOROUGH PCT,PUBLIC,PE1 1FA,HAFS-12899,31500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BOLTON PCT,PUBLIC,B11 1PP,HAFS-12800,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-12814,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,HAFS-12870,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,PLYMOUTH TEACHING PCT,PUBLIC,PL6 5XZ,HAFS-12900,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,ROTHERHAM PCT,PUBLIC,S66 1YY,HAFS-12905,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTHAMPTON CITY PCT,PUBLIC,SO30 3JB,HAFS-12922,32000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,WALTHAM FOREST PCT,PUBLIC,WF3 1WE,HAFS-12772,33000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,WOLVERHAMPTON CITY PCT,PUBLIC,WV3 0UD,HAFS-12784,34000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,STOCKPORT PCT,PUBLIC,SK7 5BY,HAFS-12924,34000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,EAST MIDLANDS SHA,PUBLIC,WF3 1WE,HAFS-12829,35000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,HULL PCT,PUBLIC,HU1 3HA,HAFS-12853,35000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,ISLINGTON PCT,PUBLIC,NW1 2LT,HAFS-12855,35000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,NEWCASTLE PCT,PUBLIC,NE27 0QJ,HAFS-12876,35000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SHROPSHIRE COUNTY PCT,PUBLIC,SY3 8XL,HAFS-12910,35230000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,CAMDEN PCT,PUBLIC,NW1 0PE,HAFS-12811,35300000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,SUTTON AND MERTON PCT,PUBLIC,WF3 1WE,HAFS-12930,35500000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BATH & NORTH EAST SOMERSET PCT,PUBLIC,BA2 5RP,HAFS-12792,36000000,,,Other,
Department of Health,Department of Health,02/04/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRIGHTON & HOVE CITY TEACHING PCT,PUBLIC,WF3 1WE,HAFS-12804,36000000,,,Other,
