Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,BARK & CO,130187128,"74,739.33",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SAUNDERS LAW LTD,130139805,"72,835.12",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JOHN WHITTLE ROBINSON,130232660,"72,674.50",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MARIANNA C T HILDYARD QC,130250250,"70,636.20",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CHRISTOPHER P BRAMWELL,130250344,"70,184.92",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,EVERETT TOMLIN LLOYD & PRATT,129789285,"69,113.57",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,QUINN MELVILLE,130257188,"67,204.20",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JMW SOLICITORS LLP,130185451,"66,995.30",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,WAINWRIGHT & CUMMINS LLP,130161767,"65,194.98",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ADAM D DAVIS QC,130171304,"64,342.20",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CREED LANE LAW GROUP,130209932,"63,676.35",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JANET C BAZLEY,130127204,"62,461.80",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CHRISTINA THOMAS,129789375,"62,031.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,H ALEXANDER VERDAN,129790224,"60,840.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,HARTNELLS,130137742,"59,729.60",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,RICHARD BUTCHER,130146298,"58,739.05",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CSL ASSOCIATES,130185471,"58,365.61",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,LAWRENCE & CO,129790193,"57,507.05",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GILES D BAIN,129790221,"57,312.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GILLIAN IRVING,129392910,"57,132.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,RUPERT A C PARDOE,130139559,"57,037.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,WOLLEN MICHELMORE,130217462,"56,851.37",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,TINA G COOK Q.C.,130217534,"55,440.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,EDWARD FAIL BRADSHAW & WATERSON,130138873,"54,581.29",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ROBERT LIZAR SOLICITORS,130139004,"52,366.27",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MARK JONES & PARTNERS,130137701,"51,727.40",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ZIMRAN SAMUEL,129393136,"51,168.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,TIMOTHY J MOLONEY QC,130163382,"49,648.67",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ZMS LEGAL LTD TA ZMS SOLICITORS,130246104,"49,078.64",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MARTIN L A HICKS QC,130209879,"47,884.18",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CUNNINGHAMS DRAYCOTT BROWNE LTD,130174119,"46,639.52",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,IAN MCMEEKIN,130209328,"45,261.48",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,COHEN CRAMER,130209058,"45,258.09",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,STEEL & SHAMASH,130236822,"44,319.52",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ABBEY SOLICITORS,130163479,"43,734.43",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GWYNNETH F KNOWLES QC,130233034,"43,668.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,BARK & CO,130162782,"43,150.06",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,OLIVER C J SAXBY,130139207,"41,980.49",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,OLIVER C J SAXBY,130139565,"41,980.49",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MICHAEL PURDON,130161811,"41,415.62",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,STEPHENSONS SOLICITORS LLP,130185534,"41,415.62",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,130209368,"41,415.62",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ROGER L THOMAS,130209893,"41,389.78",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,K LEGAL SOLICITORS,130185544,"41,188.74",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DENISE BREEN-LAWTON,130148630,"39,954.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,J KEVIN MCCARTNEY,130208851,"39,712.92",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JANE E CROWLEY QC,130231725,"39,682.51",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,THOMAS BOYD WHYTE,130138000,"39,521.14",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,130161925,"39,041.39",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MORGANS SOLICITORS,130192138,"38,700.60",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,NICHOLAS J JOHNSON,130186245,"38,422.32",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,LEWIS NEDAS & CO,130139258,"38,003.68",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SARA J OWEN,129736586,"37,784.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ALAN BALNEAVES & CO,130139372,"37,624.40",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,HOWELLS LLP,130192104,"37,008.22",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS-ADVOCATE,130208591,"36,351.23",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,BRUNSKILL SOLICITORS,130185656,"36,170.56",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,IRWIN MITCHELL LLP,130235171,"36,124.77",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,RICHARD G SIMONS,130209393,"35,499.48",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS HPJV,129736565,"34,430.36",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GABRIELLE J POSNER,130214398,"34,098.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,WILLIAM J TYLER,130215669,"34,000.31",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CONNOR ROSS-BROWN SOLICITORS,130208538,"33,857.62",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PS LAW LLP,130210131,"32,753.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,AITKEN ASSOCIATES,130236027,"32,621.82",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DAVID PHILLIPS & PARTNERS-CLAC,130192205,"32,340.96",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,KANGS SOLICITORS,130185570,"31,748.62",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,QUINN MELVILLE,130255362,"31,611.67",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PARKER BIRD GARDNER,130046164,"31,221.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,TANIA A A PANAGIOTOPOULOU,130138459,"31,093.64",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MACKESYS SOLICITORS,130138566,"30,808.85",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,BATTENS LTD,130145146,"30,722.24",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SHARMAN LAW,130215661,"30,637.09",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SHELTER-HELPLINE,130192459,"30,281.96",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,LLOYDS PR LTD-ADVOCATE,130197479,"30,044.21",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,STRAW & PEARCE,130145437,"29,841.55",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,STERNBERG REED SOLICITORS,130176935,"29,373.24",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ANN TAYO,130138900,"29,074.68",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,FRISBY & CO,130253995,"29,038.43",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CHILD LAW PARTNERSHIP LTD,130147626,"29,021.96",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,WILLIAM WRIGHT & SON,130177289,"28,993.44",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JONATHAN M.WILKINSON,130171434,"28,965.60",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DANIEL W O'MALLEY,130186571,"28,820.10",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,LEONARD SMITH Q.C.,130255430,"28,791.95",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,RICHARD O ALOMO,130258200,"28,776.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,WANNOPS LLP,130253210,"28,318.77",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,MARK MCDONALD,130208960,"28,281.79",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GRAHAM J ARNOLD,130137869,"28,232.10",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,HARTNELL CHANOT & PARTNERS,130100641,"28,198.30",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DANIEL CALDER,130162175,"27,957.10",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,LINDA K TAYLOR,130145007,"27,947.09",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PHILCOX GRAY & CO,130231665,"27,466.58",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CATHERINE J MASON,130258257,"27,360.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,TOZERS,130217580,"27,251.21",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PORTER DODSON,130191481,"27,156.68",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,HEANEY WATSON LTD,130216610,"27,052.90",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,THE COMMUNITY LAW PARTNERSHIP LTD,130144955,"26,788.32",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,BASSETS,130138887,"26,722.70",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SMITH LLEWELYN PARTNERSHIP,129474902,"26,589.85",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ANDREW D JOHNSON,130208778,"26,465.90",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,GOLDBERGS,130236567,"26,394.10",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,SANGITA MODGIL,130245036,"26,147.50",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DAVIES & CO,130216775,"26,071.45",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,DIRECT HELP & ADVICE LTD,130192322,"25,813.52",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,S A LAW CHAMBERS SOLICITORS,130163342,"25,684.58",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,RODNEY WARREN & CO,130162723,"25,644.31",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PAUL R SPREADBOROUGH,130163226,"25,637.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,TUNDE OKEWALE,130163408,"25,637.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,T V  EDWARDS LLP,130251982,"25,584.57",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,HETHERTONS LLP,130086216,"25,538.35",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,JAMES T N SCOBIE QC,130162812,"25,344.43",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,PEARSONS - 921,130234084,"25,324.85",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,NICOLA E J SHANNON,130162869,"25,166.16",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,ANDREW M.HALLWORTH,130138691,"25,049.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LEGAL AID FUND - Programme Costs,CRIMINAL DEFENCE SOLICITORS,130162480,"25,038.74",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LAA Administration Costs,CAPGEMINI UK PLC,1015591,"274,060.80",IDP system costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,21/8/2013,,LAA Administration Costs,CAPGEMINI UK PLC,1015591,"766,480.80",IDP system costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1526,"47,310.61",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1527,"114,992.40",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1528,"187,634.40",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1529,"116,095.49",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1530,"187,563.42",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,27/8/2013,,LAA Administration Costs,MINISTRY OF JUSTICE,1531,"224,215.33",Recovery from othe Government Dept - IT support costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CARTER MOORE SOLICITORS LTD,130298451,"98,602.86",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BURTON COPELAND LLP,130347610,"98,602.86",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ADVICE WISE SOLICITORS,130347639,"98,602.86",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LESLIE FRANKS SOLICITORS,130387789,"98,329.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,PURCELL PARKER,130387490,"98,300.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BHATIA BEST LTD,130386639,"97,800.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,RUSSELL & RUSSELL SOLICITORS,130387910,"96,785.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BURKE NIAZI LTD,130385555,"96,400.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CRIMINAL DEFENCE SOLICITORS,130386931,"95,800.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SJ LAW SOLICITORS,130387759,"95,719.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ABV SOLICITORS,130386859,"93,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CHAMBERS SOLICITORS,130298424,"88,315.64",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BARNES HARRILD & DYER,130386220,"85,304.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LANSBURY WORTHINGTON,130386787,"84,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS & CO,130385497,"83,000.00",Legal Aid Payments: Legal Help,,,,,
