Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SALLY-ANN HALES,129639409,"79,526.71",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,NEWTON LAW PRACTICE,129616609,"78,406.47",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,J KIRSTY BRIMELOW,129639455,"75,547.94",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,AMOSU ROBINSHAW,129638549,"71,738.94",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JFH LAW,129638581,"69,475.91",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,129567268,"68,905.28",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ROWE SPARKES SOLICITORS LTD,129591997,"64,253.87",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,HARNEY & WELLS,129603476,"63,749.56",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ACA LAW LTD,129238834,"63,644.88",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MUKHTAR HUSSAIN Q.C.,129630216,"62,570.40",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ANTHONY C BERRY QC,129639654,"61,308.42",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FARNSWORTH MORGAN BAKHAT,129541671,"61,016.68",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JANE E CROSS,128728019,"60,744.75",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CHILD LAW PARTNERSHIP LTD,128777545,"59,491.08",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,HARRIS CUFFARO & NICHOLS,129640534,"58,936.92",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,STEPHEN C MEADOWCROFT Q.C.,129639055,"58,787.22",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JOHN J COFFEY Q.C.,129638971,"56,037.24",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,129625695,"52,492.40",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,P F LEGAL LTD,129542697,"52,378.18",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,COOPER NIMMO,128727779,"52,328.10",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SASHA WASS QC,129617317,"50,155.21",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CLAIRE L M WILLS-GOLDINGHAM,129419425,"48,593.03",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CLAIRE L M WILLS-GOLDINGHAM,129555026,"48,056.49",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JFH LAW-ADVOCATE,129566847,"48,025.54",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CLIVE R NEWTON,128906142,"47,350.80",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,STEVEN HOSKING,129567236,"47,171.14",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,TERRELLS LLP,128905233,"47,035.61",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ANTHONY I JERMAN,129603542,"46,848.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,AMANDA GINSBURG,129532719,"46,843.49",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ZMS LEGAL LTD TA ZMS SOLICITORS,129605395,"46,483.56",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,LESLEY S MCKENZIE,129529975,"46,432.42",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FRANK T FEEHAN Q.C.,129223343,"46,296.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,KAREN LENNON,129224492,"45,619.20",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ANTHONY R BARRACLOUGH,129566502,"45,600.97",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,HINE SOLICITORS,129639421,"45,463.74",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ADL SOLICITORS,129590553,"44,880.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,RUTH S M HENKE Q.C.,129468287,"44,347.50",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ALAN P KENT QC,129639467,"43,877.48",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SLATER & GORDON (UK) LLP,129550036,"43,655.50",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JANE E CROSS,123753101,"43,608.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FARZANA AKRAM,128906252,"42,768.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MARTIN R MCCARTHY,129616057,"41,753.28",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ROGER LONG & CO,128547239,"41,688.13",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,OLLIERS ***,129529099,"41,027.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FRANCES M T OLDHAM,129299044,"40,933.80",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BHATIA BEST LTD,129599251,"40,280.02",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ZMS LEGAL LTD TA ZMS SOLICITORS,129599313,"39,580.68",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,NKUMBE EKANEY,129493679,"39,501.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,TUCKERS SOLICITORS,129639262,"39,340.64",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ASHRAF KHAN,129616936,"39,188.40",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,PAUL M STOREY Q.C.,129645970,"38,919.25",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,PIERS MARQUIS,129639197,"38,771.27",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SHARPE PRITCHARD,129629605,"38,716.14",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ULLAH LAW ASSOCIATES (SOLICITORS),129607011,"38,515.74",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,DAVID N WALBANK,129541596,"38,255.94",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,KIDD RAPINET,129572455,"38,038.48",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JOHN A HAYES,129533146,"37,537.37",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SHAUN M SMITH Q.C.,129615933,"36,907.36",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BRIAN J A DEAN,129615956,"36,770.58",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,NIGEL J POWER Q.C.,129527510,"36,634.08",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,PETER THOMAS-PEDDER,129622315,"36,477.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BIVONAS LLP,129541576,"36,335.01",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BLACKFORDS LLP,129617273,"36,335.01",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,STEPHEN ROBERTS,129525032,"36,319.98",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SPENCE & HORNE,129596595,"36,272.80",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS CLARK BROOKES TURNER CARY,129010637,"36,094.42",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CLARKE & HARTLAND,129645507,"35,759.79",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,NICHOLAS R A CORSELLIS,129566162,"35,461.33",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ACA LAW LTD,128162991,"35,018.44",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BYRNE & PARTNERS LLP,129559231,"34,904.10",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,IAN SHIELS,129496916,"34,848.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,TUCKERS,129591240,"34,776.85",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,DENISE BREEN-LAWTON,129532686,"34,386.76",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS FARNWORTH SHAW,123752945,"34,098.79",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BENJAMIN D J SUMMERS,129565403,"34,086.59",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,WILLIAM WRIGHT & SON,128783659,"33,496.19",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JUDY M CLAXTON,129425983,"32,359.57",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MARK N GRAFFIUS,129622482,"32,260.20",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,RICHARD BUXTON,129528554,"32,257.35",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,RICHARD J PRATT Q.C.,129628910,"31,622.12",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BLACKFORDS LLP,129529123,"31,604.80",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CUNNINGHAMS DRAYCOTT BROWNE LTD,129590936,"31,423.36",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,KAREN T WALTON,129616186,"31,187.06",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,HARROW SOLICITORS & ADVOCATES,129602141,"31,136.21",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,T/A HAWORTH & NUTTALL,129621226,"31,032.90",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ANDREW J HALL QC,129541401,"31,030.32",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CHAMBERS SOLICITORS,129303407,"30,996.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SIMON B PHILLIPS,129566254,"30,924.04",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MAXWELL GILLOTT,129526088,"30,452.27",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MAGUIRES SOLICITORS LTD [ADVOCATE],129639012,"30,429.10",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JEREMY J CARTER-MANNING,129639522,"30,401.12",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,KATE MATHER,129223239,"30,155.90",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,GILLIAN H JONES,129565878,"29,938.09",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SUZANNE H GODDARD Q.C.,129639398,"29,851.37",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,PETER L WILCOCK,129639499,"29,242.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MAIDMENTS LTD,129602137,"29,160.72",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CHARLES R GARSIDE,129615969,"29,154.61",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JONATHAN C BUTLER,128727901,"28,930.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,FRANCES M HEATON,129225938,"28,836.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MOHAMMED A QAZI,129640227,"28,815.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BISHOP & LIGHT SOLICITORS,129640638,"28,811.12",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,STERNBERG REED SOLICITORS,129474447,"28,430.76",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,M CHRISTOPHER ROSE,129567030,"28,410.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SIMEON A MASKREY QC,129188764,"28,395.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ENNON & CO,129639468,"27,906.23",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BAILEY NICHOLSON GRAYSON,129567341,"27,303.12",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,BOOTHROYDS,129591189,"27,081.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,GILLIAN H JONES,129565900,"26,953.09",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JFH LAW-ADVOCATE,129566790,"26,863.33",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,CHRISTOPHER J QUINLAN,129590985,"26,850.90",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,OLLIERS ***,129571928,"26,616.65",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,129590694,"26,279.04",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,TIMOTHY W MEAKIN,129226081,"26,212.50",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,IRWIN MITCHELL LLP ***,129598169,"26,202.06",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,HAINS & LEWIS LTD,128546395,"25,960.58",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,KENNETH M BARROW & CO,129617271,"25,920.00",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,GARDEN CITY SOLICITORS,129210181,"25,877.06",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,ACA LAW LTD,129175189,"25,577.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,TUCKERS,129605370,"25,384.70",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,GERALD R BROWNE,129533054,"25,350.00",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129596697,"25,301.92",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,SWITALSKI'S LLP,129554623,"25,210.06",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,MUSA PATELS SOLICITORS,129638556,"25,164.44",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/7/2013,,LEGAL AID FUND - Programme Costs,JOHN ITSAGWEDE & CO,129601153,"25,129.08",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,23/7/2013,,LAA Administration Costs,NATIONAL AUDIT OFFICE,1517,"167,500.00",Fee for the 12/13 annual audit of admininstration and fund accounts,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,24/7/2013,,LAA Administration Costs,ROSSENDALES LTD,1015208,"138,996.00",CCMT collection and enforecement costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,24/7/2013,,LAA Administration Costs,ROSSENDALES LTD,1015208,"60,733.10",CCMT collection and enforecement costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,24/7/2013,,LAA Administration Costs,ROSSENDALES LTD,1015208,"68,306.00",CCMT collection and enforecement costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,24/7/2013,,LAA Administration Costs,ROSSENDALES LTD,1015208,"358,068.93",CCMT collection and enforecement costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,24/7/2013,,LAA Administration Costs,ROSSENDALES LTD,1015208,"73,247.80",CCMT collection and enforecement costs,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,26/7/2013,,LAA Administration Costs,JONES LANG LASALLE LTD,100491,"62,708.05",Property Services Charges,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BLAVO & CO SOLICITORS LTD,129685225,"494,591.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129684910,"450,000.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129684912,"268,400.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP,129752454,"240,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WILSON SOLICITORS LLP,129684901,"239,000.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BLAVO & CO SOLICITORS LTD,129685215,"179,339.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,129753578,"177,002.00",Legal Aid Payments: Crime Lower,,,,,
