Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Number,PO line Description,Contract Number,Project Code
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299815RI,113580.28,509082,Wellington House - Evacuation Lift 134 modifications into Passenger Lift. Ref:JDE.356668,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299816RI,54885.35,509082,Wellington House - Evacuation Lift 133 modifications into Passenger Lift. Ref:JDE.381500,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299817RI,54885.35,509082,Wellington House - Evacuation Lift 132 modifications into Passenger Lift. Ref:JDE.356669,,
,,16/10/2013,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,VCS,SW1H 0QS,04/13-14,5841586,506748,Skipton Fund funding,,
,,16/10/2013,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,VCS,SW1H 0QS,04/13-14,1344671.25,509590,Skipton Fund funding,,
,,16/10/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126110,23867.61,502973,MRM - Nursery Milk Reimbursement Unit -  contract extension 01/02/13 to 31/01/14,13815,
,,16/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201334655,54370.93,506096,Revenue: FY 2013/14 Service Charge Revenue Requirements (committed costs only),,
,,31/10/2013,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,440147,1132200,508933,Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658086,132212.93,507044,Capital: Spine 2 CSA Waverley - Hardware for leg 1 and leg 2 - support and maintenance for Leg 2 (36 months),,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658087,38744.4,509400,Capital: Choices - CSA Waverley- Leg 2 Hardware,,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658088,157102.8,509400,Capital: Choices - CSA Waverley- Leg 2 Hardware,,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658088,8759.71,507044,Capital: Spine 2 CSA Waverley - Hardware for leg 1 and leg 2 - support and maintenance for Leg 2 (36 months),,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658089,87729.24,509400,Capital: Choices - CSA Waverley- Leg 2 Hardware,,
,,16/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658091,127396.8,509400,Capital: Choices - CSA Waverley- Leg 2 Hardware,,
,,16/10/2013,Outsourcing Contract,DG: SCLGCP,BIG WHITE WALL LTD,SME,N16 0HX,SIN000039,39300,509441,Contnuation of Big White Wall online emotional support service for veterans and their families 2013-14,,
,,18/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299928RI,7176.74,505173,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£7,176.74 mthly",,
,,18/10/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299928RI,6303.3,505173,"Cleaning Costs from 01/04/13 - 31/03/2014 @£6,303.30 mthly",,
,,18/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299928RI,12726.26,505173,"FM Costs from 01/04/13 - 31/03/2014 @£12,726.26 mthly",,
,,18/10/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299928RI,12779.78,505173,"Security Costs from 01/04/13 - 31/03/2014 @£12,779.78 mthly",,
,,18/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299930RI,45538,505235,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£45,538.01 mthly",,
,,18/10/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299930RI,21978.84,505235,"Cleaning Costs from 01/04/13 - 31/03/2014 @£21,978.84 mthly",,
,,18/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299930RI,12690.2,505235,"FM Costs from 01/04/13 - 31/03/2014 @£12,690.20 mthly",,
,,18/10/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299930RI,28624.63,505235,"Security Costs from 01/04/13 - 31/03/2014 @£28,624.62 mthly",,
,,30/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201346702,6854548.93,506096,Revenue: FY 2013/14 Service Charge Revenue Requirements (committed costs only),,
,,30/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201346701,1791047.06,506096,Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),,
,,30/10/2013,Service charge,DG: GOAD,HINDUJA GLOBAL SOLUTIONS UK LTD,LARGE,W4 5QB,204342,30823.54,506251,Revenue: Extension of existing contract - Has been agreed at BAF - this part refers to a supporting information line (HSG),,
,,30/10/2013,Relocation,DG: GOAD,CARTUS LTD,LARGE,SN5 8RS,371864,112500,509898,Cartus Removals & Homesale cost for a senior member of staff invoice 00371864,,
,,29/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ECORYS UK LTD,SME,B1 2RA,ERS-506810-81601,2860641,500501,H&SC Volunteering Fund- GRANTS,,
,,29/10/2013,Research & development,DG: RDD,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-506786-81574,53016.7,406554,Invention for Innovation,,
,,29/10/2013,Consultancy/Professional Advice,DG: ERD,VERITA CONSULTANTS LLP,SME,W1D 4SN,9442/2076,41271.68,506541,NHS Fellowships,,
,,29/10/2013,Consultancy/Professional Advice,DG: SFNHS,PINSENT MASONS LLP,LARGE,EC2A 4ES,6048575,179852.69,501495,NHS Fellowships,,
,,29/10/2013,Outsourcing Contract,DG: SFNHS,DELOITTE,LARGE,MK9 1FD,2410071099,43036.26,502033,NHS Fellowships,,
,,18/10/2013,Agency staff (temp admin),DG: GOAD,Aptus Personnel t/a Jark Industrial,LARGE,NR19 1AE,1358,40143.22,509465,Telephony - provision of switchboard operators,,
,,18/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,336784,77669.89,503679,Revenue: N3 Services - Foundation Catalogue & Incentive Charges for Feb & March 2013,,
,,18/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,336784,7013649.43,505652,N3: 2013/14,,
,,18/10/2013,Service charge,DG: GOAD,CAPITA BUSINESS SERVICES LTD,LARGE,DL1 9HN,93009661,36936,508656,Capita - Revenue - Choices FY 13/14 Spend CR310 - 324 -353 - 378 -381,,
,,18/10/2013,Service charge,DG: GOAD,CAPITA BUSINESS SERVICES LTD,LARGE,DL1 9HN,93055292,65520,508656,Capita - Revenue - Choices FY 13/14 Spend CR310 - 324 -353 - 378 -381,,
,,18/10/2013,Service charge,DG: GOAD,CAPITA BUSINESS SERVICES LTD,LARGE,DL1 9HN,93077208,63678,508657,Capita - Revenue - Choices FY 2013/14  spend. CR 331- 325 - 359 - 344 - 388 - 397,,
,,18/10/2013,Research & development,DG: RDD,BMJ PUBLISHING GROUP LTD,LARGE,WC1H 9JR,I0056274,135441,491173,Reviews Infrastructure (Existing),,
,,21/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,337342PARTPAYT,3109291.11,505674,LSP London: revenue 2013/14,,
,,21/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,337344PART PAYT,1032359.32,505674,LSP London: revenue 2013/14,,
,,21/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,337374PART PAYT,2414648.67,505673,LSP South: revenue 2013/14,,
,,21/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,337378,771949.83,505673,LSP South: revenue 2013/14,,
,,21/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201344846,777263.54,506732,Capital: CSC GPSoC F/Y 2013/14,,
,,21/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201344846,101390.82,506732,Revenue: CSC GPSoC F/Y 2013/14,,
,,22/10/2013,Service charge,DG: GOAD,ATTENDA LTD,SME,TW18 4EX,1025820,86372.4,509354,Revenue: Choices - Attenda Hosting Services and Hardware Support,,
,,22/10/2013,Outsourcing Contract,DG: PHD,CREATIVE RESEARCH LTD,SME,W13 9BP,1099,31534.32,505662,Qualtative survey of the extent of the use of NHS services by migrants,13869,
,,22/10/2013,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,440015,1132200,508933,Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,22/10/2013,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,440037,405064.05,508933,Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,22/10/2013,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,440039,413082.77,508933,Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,22/10/2013,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584141888,73750.33,505672,Choose & Book: revenue 2013/14,,
,,22/10/2013,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584141889,197647.61,505672,Choose & Book: revenue 2013/14,,
,,22/10/2013,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584141890,72447.01,505672,Choose & Book: revenue 2013/14,,
,,22/10/2013,Service charge,DG: GOAD,BAZIAN LTD,SME,E14 4QW,733,27885.3,509353,"Revenue: Choices - Bazian- Research and delivery of evidence based media response ""Behind the Headlines""",,
,,22/10/2013,Service charge,DG: GOAD,BAZIAN LTD,SME,E14 4QW,733-2,27885.3,509353,"Revenue: Choices - Bazian- Research and delivery of evidence based media response ""Behind the Headlines""",,
,,22/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,FASTERPAYT21/10/13,12504.03,,,,
,,22/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,FASTERPAYT21/10/13,23425.87,,,,
,,22/10/2013,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,SME,BD3 7AE,M54106,120739.2,508658,Richmond House - Furniture for RH 5th Floor,,
,,23/10/2013,Outsourcing Contract,DG: SFNHS,ATTENTION RETRAINING TECHNOLOGIES LTD,SME,LL606ED,129,38960.4,509224,SBRI Development  Funding - Behaviour Change,,
,,23/10/2013,Outsourcing Contract,DG: SFNHS,ATTENTION RETRAINING TECHNOLOGIES LTD,SME,LL606ED,129,-0.4,,,,
,,23/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299929RI,55674.56,505931,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @55,674.56 mthly",,
,,23/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299929RI,10785.83,505931,"FM Costs from 01/04/13 - 31/03/2014 @£10,785.83 mthly",,
,,23/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299931RI,47940.42,505239,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£47,940.42 mthly",,
,,23/10/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299931RI,28341.45,505239,"Cleaning Costs from 01/04/13 - 31/03/2014 @£28,341.45 mthly",,
,,23/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299931RI,25620.7,505239,"FM Costs from 01/04/13 - 31/03/2014 @£25,620.70 mthly",,
,,23/10/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299931RI,46325.13,505239,"Security Costs from 01/04/13 - 31/03/2014 @£46,325.13 mthly",,
,,23/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299932RI,37511.67,505242,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @37,511.67 mthly",,
,,23/10/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299932RI,16825.99,505242,"Cleaning Costs from 01/04/13 - 31/03/2014 @£16,825.99 mthly",,
,,23/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299932RI,9895.03,505242,"FM Fixed Costs from 01/04/13 - 31/03/2014 @£9,895.04 mthly",,
,,23/10/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299932RI,28115.1,505242,"Security Costs from 01/04/13 - 31/03/2014 @£28,115.09 mthly",,
,,23/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299933RI,32895.08,505190,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£32,895.09 mthly",,
,,23/10/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299933RI,3609.68,505190,"FM Costs from 01/04/13 - 31/03/2014 @£3,609.68 mthly",,
,,23/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300350RI,55948.19,509371,Install new door solution to Scenic lift No.9,,
,,23/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300351RI,55948.19,509371,Install new door solution to Scenic lift No.7,,
,,23/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300352RI,55948.19,509371,Install new door solution to Scenic lift No.6,,
,,23/10/2013,Addition Clearing - IT,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300353RI,44170.46,508538,Provision of a Card Reader upgrade for DH London Estate - Phase 1,,
,,23/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300359RI,1140000,509419,Wellington House - 1st Floor Refurbishment Works - Monitor (Strip Out / Fit Out).,,
,,23/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00300360RI,99346.97,509386,Premier House Reading - Lifecycle and evacuation lift upgrade and modification.Ref.382269,,
,,23/10/2013,Outsourcing Contract,DG: PHD,SAPIENT LTD,LARGE,E1 6DU,28917,64655,504442,13-14 EESSI-OHT System software design and related services Sapient costs,,
,,23/10/2013,IT minor costs non capital,DG: PHD,SAPIENT LTD,LARGE,E1 6DU,28918,56572.34,502880,Development of the computer system for abortion statistics - Add to PO 502880,,
,,23/10/2013,IT minor costs non capital,DG: PHD,SAPIENT LTD,LARGE,E1 6DU,28918,79.66,502880,Development of the computer system for abortion statistics.  Add to PO.  ,,
,,25/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PATIENT INFORMATION FORUM LTD,SME,W4 5RG,ERS-506493-81421,29550,495446,NHS Fellowships,,
,,23/10/2013,Service charge,DG: SFNHS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584142999,61688.4,509597,Heightened support for Fincon (up to DBA level) & infrastructure support for BMS & FIMS.  To support Parliamentary timetable for submitting year-end financial reports PPR0094.,,
,,25/10/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90145014,235315.81,505217,NHS Fellowships,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,FIRST STOP DARLINGTON,VCS,DL1 1PD,ERS-506279-81182,205826,509785,Section 64 Grant. First Stop Darlington. HD092. Revenue,,
,,24/10/2013,Addition Clearing - SW LIC,DG: GOAD,Basho Technologies Ltd,SME,EC2A 3QQ,1,301728,508719,Basho Spine 2 Capital. RIAK Enterprise Licence/annual support and RIAK training,,
,,24/10/2013,Outsourcing Contract,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201347648,111362.86,509800,CSC Managed Print Service - True-up from 1 Apr to 31 Jul 2013,,
,,25/10/2013,Consultancy/Professional Advice,DG: SFNHS,PINSENT MASONS LLP,LARGE,EC2A 4ES,6058677,541980.95,501495,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584141902,1173020.96,505672,NHS Fellowships,,
,,25/10/2013,Outsourcing Contract,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201347825,198168.33,508804,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,386608.87,497898,NHS Fellowships,,
,,24/10/2013,Research & development,DG: RDD,CYMTEC LTD,SME,CF82 7FN,DH041013,57012,497545,Invention for Innovation,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,205229.96,497898,NHS Fellowships,,
,,25/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342126,2055894.23,506096,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342195,259923.98,506096,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,43380.12,502599,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,68752.04,502599,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,88348.44,502598,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,159539.33,502598,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,258472.41,502597,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,321441.1,502597,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,74754.74,502058,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,165258.38,502057,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,193304.44,501256,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,74754.77,501255,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,165258.51,501254,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,74754.2,499947,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,5543.16,499946,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,165258.51,499946,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,165258.51,499946,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,193304.43,499897,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,386608.87,499897,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,39683.07,497900,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,74754.35,497900,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,96112.92,497899,NHS Fellowships,,
,,25/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201342196,386608.87,497898,NHS Fellowships,,
,,01/10/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90182438,964831.2,507689,Information Systems,,
,,01/10/2013,CASH FUNDING Rev Inside RAB,DG: Central Technical,HUMAN FERTILISATION AND EMBRYOLOGY AUTHORITY (HFEA),PUBLIC,EC1Y 8HF,HAFS-16101,250000,,,,
,,02/10/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2916386,41329.55,504508,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",,
,,03/10/2013,Secondees in invoiced costs,DG: SFNHS,AUDIT COMMISSION,PUBLIC,SW1P 4HQ,4045207,39600,506454,NHS Finance team secondment 13/14,,
,,03/10/2013,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026244,112791.03,504508,"Quarry House Leeds - Accomm. Costs April 2013 - January 2014 Business Rates@£127,256.40 mthly.",,
,,03/10/2013,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026244,528722.29,504508,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Facilty Price Rent & Prime Variable Charge Recovery @£540,857.90 mthly.",,
,,03/10/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026244,2774.56,504508,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",,
,,03/10/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90185350,68640,503748,NHS CfH - Research Capability Programme ( E-health ),,
,,03/10/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90185350,18360,503748,NHS CfH - Research Capability Programme ( E-health ),,
,,03/10/2013,Capital Grants to local authorities,DG: GOAD,GREENWICH LONDON BOROUGH COUNCIL,PUBLIC,SE18 6PW,ERS-504960-80042,200000,509384,Section 31 grant - Royal Borough of Greenwich - Dementia Friendly Environments Grant,,
,,03/10/2013,Capital Grants to local authorities,DG: GOAD,TAMESIDE METROPOLITAN BOROUGH COUNCIL,PUBLIC,OL6 6DL,ERS-504962-80043,68250,509382,Section 31 grant - Tameside MBC Hyde Nursing Home - Dementia Friendly Environments Grant,,
,,03/10/2013,Capital Grants to local authorities,DG: GOAD,LEWISHAM LONDON BOROUGH COUNCIL,PUBLIC,SE6 4RU,ERS-504963-80044,250000,509381,Section 31 grant- London Borough of Lewisham - Dementia Friendly Environments Grant,,
,,03/10/2013,Capital Grants to local authorities,DG: GOAD,DERBYSHIRE COUNTY COUNCIL,PUBLIC,DE4 3AG,ERS-504991-80101,623000,509388,Section 31 grant - Derbyshire County Council - Dementia Friendly Environments Grant,,
,,04/10/2013,Rates,DG: GOAD,CAMDEN LONDON BOROUGH COUNCIL,PUBLIC,WC1H 8NG,00947000100068/01/04/13-31/03/14,101637,504547,"Maple Street - Business Rates FY2013/14 @ £101,637 Apr-Jun, £101,637 Jul-Sept, £101,637 Oct-Dec and £33,879 Jan-Mar 2014",,
,,04/10/2013,Rates,DG: GOAD,LAMBETH LONDON BOROUGH COUNCIL,PUBLIC,SW2 1RW,325683913-OCT-DEC2013,320377.5,504633,"Wellington House - Annual Business Rate 2013 - 2014 @ £320,377.50 per quarter Ref:325683913",,
,,04/10/2013,Rates,DG: GOAD,WESTMINSTER CITY COUNCIL,PUBLIC,WC2N 6NU,400871826/1/10/2013,486090,504962,"Richmond House - Annual Business Rate 2013 - 2014 @ £486,090 per quarter Ref:400871826",,
,,04/10/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44133674,3444834.64,492795,NETS-CC Management,,
,,04/10/2013,Rates,DG: GOAD,READING BOROUGH COUNCIL,PUBLIC,RG1 7TD,51134617-04.10.2013,27837,504700,"Premier House - Annual Business Rate 2013 - 2014 @ £27,834 Apr-Jun, £27,837 Jul-Sept, £27,837 Oct-Dec and £9,279 Jan-Mar 2014 Ref:51134617",,
,,04/10/2013,Rates,DG: GOAD,LEEDS CITY COUNCIL,PUBLIC,LS1 1UR,901349235-15APRIL2013,58580,504695,"Blenheim House - Annual Business Rate 2013 - 2014 @ £58,580.60 per quarter Ref:90319235 - Part ground and whole 1st & 2nd Floors",,
,,04/10/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-505052-80154,40955,444687,Invention for Innovation,,
,,04/10/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-505053-80151,89096.18,484770,HTA Researcher Lead,,
,,04/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-505060-80155,57380,503065,Invention for Innovation,,
,,04/10/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-505063-80152,85704,491973,PROJECTS,,
,,04/10/2013,Rates,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,NN25560080000001-11MAR-2013,535190,504961,"Skipton House - Annual Business Rate 2013 - 2014 @ £535,190 per quarter Ref:6323717",,
,,07/10/2013,Outsourcing Contract,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,VCS,EC1M 5LG,40209860,1925000,509339,LGA Health & Wellbeing Improvement Support Programme,,
