Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,PLYMOUTH HOSPITALS NHS TRUST,HAFS-18603,"2,000,000.00",,WF3 1WE,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-18604,"14,800,000.00",,NG17 4JL,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-18605,"1,610,000.00",,PR8 6PT,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,THE QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,HAFS-18606,"3,500,000.00",,PE30 4ET,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-18607,"4,900,000.00",,LE5 4QF,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-18608,"6,238,000.00",,BN2 3EW,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,CROYDON HEALTH SERVICES NHS TRUST,HAFS-18609,"850,000.00",,CR7 7YE,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,HAFS-18610,"865,000.00",,TQ2 7AN,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,HAFS-18611,"380,000.00",,TQ2 7AN,,,PUBLIC,,
,,13/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,HAFS-18612,"955,000.00",,WC1N 3JH,,,PUBLIC,,
,,13/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-18613,"584,000.00",,SE5 9RS,,,PUBLIC,,
,,13/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-18614,"900,000.00",,SE5 9RS,,,PUBLIC,,
,,13/07/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-18615,"852,000.00",,WF1 4TU,,,PUBLIC,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"3,000.00",,NW1 3AT,,,LARGE,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"4,723.50",,NW1 3AT,,,LARGE,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"34,931.59",,NW1 3AT,,,LARGE,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"3,144.00",,NW1 3AT,,,LARGE,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"3,600.00",,NW1 3AT,,,LARGE,,
,,13/07/2015,Addition Clearing - OLB,DG: GOAD,Faithful and Gould,14059038,"7,363.01",,NW1 3AT,,,LARGE,,
,,13/07/2015,Professional fees,DG: GOAD,Faithful and Gould,14059038,"9,840.00",,NW1 3AT,,,LARGE,,
,,13/07/2015,Utilities,DG: GOAD,EDF ENERGY PLC,67772100001430971/02/07/2015,"29,328.47",,PL3 5XQ,,,LARGE,,
,,13/07/2015,Contractor/Staff Substitution,DG: Central Technical,DLA PIPER UK LLP,54782658,"113,799.53",Professional service s in respect -Fujitsu arbitration - May 2015 - invoices 54782658 & 54782866,LS1 4BY,,,LARGE,,GB823809815
,,13/07/2015,Contractor/Staff Substitution,DG: Central Technical,DLA PIPER UK LLP,54782866,"168,744.90",Professional service s in respect -Fujitsu arbitration - May 2015 - invoices 54782658 & 54782866,LS1 4BY,,,LARGE,,GB823809815
,,13/07/2015,Service charge,DG: IGT,BT GROUP PLC,386794,"6,552,679.24",Revenue: 2015/16 N3 Services Core Contract to cover spend for services due for payment up to and including March 2016,NW9 6LB,,,LARGE,,GB245719348
,,13/07/2015,Service charge,DG: IGT,PGO FOREIGN CURRENCY PAYMENTS,1042551940TWCDU6,"32,302.74",,RH10 1UH,,,PUBLIC,,
,,13/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CENTRE FOR MENTAL HEALTH,ERS-541405-107641,"142,677.00","Centre for Mental Health: 54094399: Making Work Work Year 2 Q2,3,4 and 3",SE1 1LB,,,VCS,,
,,14/07/2015,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00022539,"40,436.36",GAD Payments 2015-16,EC4A 1AB,,,LARGE,,
,,14/07/2015,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00022662,"36,782.33",GAD Payments 2015-16,EC4A 1AB,,,LARGE,,
,,14/07/2015,Revenue Grants to non-profit institutions,DG: ERD,THE COLLEGE OF SOCIAL WORK,ERS-541491-107741,"80,000.00",2015/015 The College of Social Work - Grant to TCSW for financial year 2015-16 to support social work reform and the closure costs of the college,NW2 2FB,,,SME,,
,,14/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SIGNHEALTH,ERS-541458-107681,"62,917.00",2012/2013 2012/National/045 Sign Health Deaf Health Champions,HP9 2NB,,,VCS,,GB158112523
,,14/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,South Yorkshire Housing Association Limited,ERS-541472-107701,"94,177.00",2013/14 2013/National/011 South Yorkshire Housing Association Over2You,S1 4HF,,,VCS,,GB471352556
,,15/07/2015,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-541507-107790,"43,688.00",Research Capability Funding (STANDARD),L12 2AP,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-541508-107791,"36,364.00",CRFs - CRII,L12 2AP,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-541509-107911,"109,290.00",Biomedical Units,E1 8PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-541510-107912,"166,656.00",CLAHRCs,E1 8PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-541511-107913,"103,420.00",Research Capability Funding (STANDARD),E1 8PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-541512-107896,"37,505.00",Research Capability Funding (STANDARD),B15 2PZ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-541513-107786,"68,453.00",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-541514-107894,"54,545.00",CRFs - CRII,BN2 3EW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-541515-107895,"42,408.00",Research Capability Funding (STANDARD),BN2 3EW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541516-107797,"197,255.00",CRFs - CRII,CB2 2QQ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541518-107798,"509,921.00",Research Capability Funding (STANDARD),CB2 2QQ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541519-107799,"83,333.00",Biomedical Units,CB2 2QQ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541521-107800,"2,046,144.00",Bio-Medical Centres,CB2 2QQ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-541523-107859,"176,666.00",CLAHRCs,CB1 5EE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-541524-107860,"55,564.00",Research Capability Funding (STANDARD),CB1 5EE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-541525-107909,"56,657.00",Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541527-107879,"111,584.00",Research Capability Funding (STANDARD),M13 0JR,,,PUBLIC,,GB654415538
,,15/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541528-107880,"95,500.00",Biomedical Units,M13 0JR,,,PUBLIC,,GB654415538
,,15/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-541529-107881,"100,000.00",CRFs - CRII,M13 0JR,,,PUBLIC,,GB654415538
,,15/07/2015,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-541530-107843,"166,666.00",CLAHRCs,SW10 9NH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-541531-107844,"30,830.00",Research Capability Funding (STANDARD),SW10 9NH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-541537-107833,"605,160.00",Bio-Medical Centres,WC1N 3JH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-541538-107834,"155,318.00",Research Capability Funding (STANDARD),WC1N 3JH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-541539-107815,"1,010,049.00",Bio-Medical Centres,SE1 9RT,,,PUBLIC,,GB654923417
,,15/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-541540-107816,"102,604.00",CRFs - CRII,SE1 9RT,,,PUBLIC,,GB654923417
,,15/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-541541-107817,"274,517.00",Research Capability Funding (STANDARD),SE1 9RT,,,PUBLIC,,GB654923417
,,15/07/2015,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-541542-107845,"26,917.00",Research Capability Funding (STANDARD),B9 5TA,,,PUBLIC,,GB654912816
,,15/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-541544-107897,"197,927.00",CRFs - CRII,W12 0HS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-541545-107898,"1,892,364.00",Bio-Medical Centres,W12 0HS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-541546-107899,"121,480.00",Quality and Safety Research Centres,W12 0HS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-541547-107900,"475,630.00",Research Capability Funding (STANDARD),W12 0HS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-541548-107819,"169,999.00",CLAHRCs,SE5 9RS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-541549-107820,"52,965.00",Research Capability Funding (STANDARD),SE5 9RS,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-541550-107846,"112,276.00",Biomedical Units,LS9 7TF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-541552-107848,"105,049.00",Research Capability Funding (STANDARD),LS9 7TF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-541553-107908,"47,073.00",Research Capability Funding (STANDARD),M21 9UN,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-541554-107835,"472,600.00",Bio-Medical Centres,EC1V 2PD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-541555-107836,"102,050.00",CRFs - CRII,EC1V 2PD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-541556-107837,"150,972.00",Research Capability Funding (STANDARD),EC1V 2PD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-541558-107907,"100,632.00",Research Capability Funding (STANDARD),LS15 7TW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-541561-107916,"94,119.00",Research Capability Funding (STANDARD),BS1 3NX,,,PUBLIC,,GB65444431
,,15/07/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-541562-107915,"50,668.00",Research Capability Funding (STANDARD),CB2 8FH,,,PUBLIC,,GB654454525
,,15/07/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-541564-107914,"66,190.00",Research Capability Funding (STANDARD),OX4 2LH,,,PUBLIC,,GB654462331
,,15/07/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-541568-107824,"45,589.00",Research Capability Funding (STANDARD),NR4 7UY,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-541569-107878,"73,944.00",Research Capability Funding (STANDARD),BS1 2NP,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-541570-107788,"25,441.00",Research Capability Funding (STANDARD),CM8 2TL,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-541572-107867,"25,001.00",Research Capability Funding (STANDARD),NE12 8EW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-541573-107889,"104,288.00",Biomedical Units,NG7 2UK,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-541574-107890,"121,090.00",Biomedical Units,NG7 2UK,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-541575-107891,"122,200.00",Research Capability Funding (STANDARD),NG7 2UK,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-541578-107805,"54,090.00",Research Capability Funding (STANDARD),NG3 6AA,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-541579-107806,"183,550.00",CLAHRCs,NG3 6AA,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-541580-107830,"166,666.00",CLAHRCs,OX4 2GX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-541581-107831,"117,481.00",Research Capability Funding (STANDARD),OX4 2GX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-541582-107868,"482,220.00",Research Capability Funding (STANDARD),OX3 7HE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-541583-107869,"166,667.00",Biomedical Units,OX3 7HE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-541584-107870,"1,697,005.00",Bio-Medical Centres,OX3 7HE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-541585-107871,"67,969.00",CRFs - CRII,OX3 7HE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-541586-107872,"50,160.00",Research for Patient Benefit,OX3 7HE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-541589-107861,"174,851.00",Biomedical Units,UB9 6JH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-541590-107862,"163,995.00",Biomedical Units,UB9 6JH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-541591-107863,"134,279.00",Research Capability Funding (STANDARD),UB9 6JH,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-541592-107801,"104,333.00",CRFs - CRII,EX2 5DW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-541593-107802,"180,899.00",CLAHRCs,EX2 5DW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-541594-107803,"69,423.00",Research Capability Funding (STANDARD),EX2 5DW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-541595-107804,"29,611.00",Research for Patient Benefit,EX2 5DW,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-541596-107787,"42,969.00",Research Capability Funding (STANDARD),NW3 1QG,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-541597-107841,"41,337.00",Research Capability Funding (STANDARD),L7 8XP,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-541598-107842,"109,384.00",Biomedical Units,L7 8XP,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-541599-107827,"93,114.00",Research Capability Funding (STANDARD),M6 8HD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-541600-107828,"129,798.00",Quality and Safety Research Centres,M6 8HD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-541601-107829,"174,413.00",CLAHRCs,M6 8HD,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-541603-107812,"99,703.00",Research Capability Funding (STANDARD),S5 7AU,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-541604-107813,"59,821.00",CRFs - CRII,S5 7AU,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-541605-107814,"191,108.00",CLAHRCs,S5 7AU,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-541606-107874,"319,894.00",Research Capability Funding (STANDARD),BR3 3BX,,,PUBLIC,,GB654971403
,,15/07/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-541607-107875,"850,815.00",Bio-Medical Centres,BR3 3BX,,,PUBLIC,,GB654971403
,,15/07/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-541608-107876,"95,001.00",Bio-Medical Centres,BR3 3BX,,,PUBLIC,,GB654971403
,,15/07/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-541609-107877,"86,151.00",CRFs - CRII,BR3 3BX,,,PUBLIC,,GB654971403
,,15/07/2015,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-541611-107792,"81,818.00",CRFs - CRII,M20 4BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-541614-107864,"83,333.00",Biomedical Units,NE7 7DN,,,PUBLIC,,GB654968777
,,15/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-541615-107865,"352,879.00",Biomedical Units,NE7 7DN,,,PUBLIC,,GB654968777
,,15/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-541616-107866,"72,727.00",CRFs - CRII,NE7 7DN,,,PUBLIC,,GB654968777
,,15/07/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-541617-107838,"208,996.00",Research Capability Funding (STANDARD),SM2  5PT,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-541618-107839,"1,025,729.00",Bio-Medical Centres,SM2  5PT,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-541619-107840,"53,615.00",CRFs - CRII,SM2  5PT,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-541620-107910,"50,193.00",Research Capability Funding (STANDARD),SO16 4XE,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-541622-107854,"474,979.00",Research Capability Funding (STANDARD),NW1 2BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-541623-107855,"100,000.00",CRFs - CRII,NW1 2BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-541624-107856,"83,333.00",Biomedical Units,NW1 2BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-541625-107857,"1,827,384.00",Bio-Medical Centres,NW1 2BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-541626-107858,"35,500.00",Research for Patient Benefit,NW1 2BX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-541627-107849,"115,894.00",Biomedical Units,B15 2PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-541628-107850,"209,140.00",Research Capability Funding (STANDARD),B15 2PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-541629-107851,"252,399.00",CRFs - CRII,B15 2PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-541630-107852,"166,666.00",CLAHRCs,B15 2PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-541631-107853,"33,442.00",Research for Patient Benefit,B15 2PR,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-541632-107825,"34,555.00",Research Capability Funding (STANDARD),M23 9LT,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-541633-107826,"45,455.00",CRFs - CRII,M23 9LT,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-541634-107807,"119,374.00",Research Capability Funding (STANDARD),SO52 9AB,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-541635-107808,"121,910.00",Biomedical Units,SO52 9AB,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-541636-107809,"158,333.00",Bio-Medical Centres,SO52 9AB,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-541637-107810,"168,076.00",CRFs - CRII,SO52 9AB,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-541638-107811,"172,266.00",CLAHRCs,SO52 9AB,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-541639-107781,"116,170.00",Biomedical Units,BS99 1YF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-541640-107782,"137,067.00",Research Capability Funding (STANDARD),BS99 1YF,,,PUBLIC,,
