EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC137136,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1008,137136
MODGPC137137,19-Feb-16,Steamship/Cruise Lines, CRUISE LINES,800,137137
MODGPC137138,18-Feb-16,Bicycle Shops/Sales/Service, BICYCLE SHOPS/SALES/SERVICE,700,137138
MODGPC137139,19-Feb-16,Testing Labs (Non-Medical), TESTING LABS (NON-MEDICAL),1188,137139
MODGPC137140,19-Feb-16,Veterinary Services, VETERINARY SERVICES,1485,137140
MODGPC137141,19-Feb-16,Veterinary Services, VETERINARY SERVICES,1388.73,137141
MODGPC137142,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4400,137142
MODGPC137143,19-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,578.15,137143
MODGPC137144,18-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,847.2,137144
MODGPC137145,19-Feb-16,Hospitals, HOSPITALS,3089.58,137145
MODGPC137146,19-Feb-16,Hospitals, HOSPITALS,1474.33,137146
MODGPC137147,19-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1774.8,137147
MODGPC137148,19-Feb-16,Schools - Default, SCHOOLS - DEFAULT,5000,137148
MODGPC137149,19-Feb-16,Schools - Default, SCHOOLS - DEFAULT,2088,137149
MODGPC137150,19-Feb-16,Schools - Default, SCHOOLS - DEFAULT,2088,137150
MODGPC137151,19-Feb-16,Sas Hotels, SAS HOTELS,1685.25,137151
MODGPC137152,18-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,4225,137152
MODGPC137153,19-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,508.2,137153
MODGPC137154,20-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,505.04,137154
MODGPC137155,19-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,2000,137155
MODGPC137156,20-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,538.96,137156
MODGPC137157,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,650.8,137157
MODGPC137158,19-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,2679.65,137158
MODGPC137159,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,803.19,137159
MODGPC137160,19-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",787.14,137160
MODGPC137161,19-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,1346.85,137161
MODGPC137162,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1628,137162
MODGPC137163,19-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,7153.2,137163
MODGPC137164,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,607.5,137164
MODGPC137165,19-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,2862,137165
MODGPC137166,19-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,4385.58,137166
MODGPC137167,19-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,4446,137167
MODGPC137168,18-Feb-16,Metropole Hotels, METROPOLE HOTELS,508.55,137168
MODGPC137169,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1260,137169
MODGPC137170,18-Feb-16,Electronics Sales, ELECTRONICS STORES,1089.6,137170
MODGPC137171,19-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,955.8,137171
MODGPC137172,19-Feb-16,Misc Food Stores - Default, MISC FOOD STORES - DEFAULT,7751.03,137172
MODGPC137173,19-Feb-16,Catalog Merchant, CATALOG MERCHANT,1136.78,137173
MODGPC137174,19-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,3488.25,137174
MODGPC137175,19-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1228.83,137175
MODGPC137176,18-Feb-16,Phone Serv/Equip Utility, TELECOMMUNICATION SERVICES,30836.09,137176
MODGPC137177,17-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,74702.46,137177
MODGPC137178,18-Feb-16,Phone Serv/Equip Utility, TELECOMMUNICATION SERVICES,1610.78,137178
MODGPC137179,16-Feb-16,British Awys, BRITISH AIRWAYS,3228.78,137179
MODGPC137180,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,7500,137180
MODGPC137181,18-Feb-16,Book Stores, BOOK STORES,760.95,137181
MODGPC137182,18-Feb-16,Book Stores, BOOK STORES,741.96,137182
MODGPC137183,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,10000,137183
MODGPC137184,18-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,2300,137184
MODGPC137185,18-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1314,137185
MODGPC137186,18-Feb-16,Marinas," MARINAS, SERVICE & SUPPLY",2742.85,137186
MODGPC137187,18-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,2000,137187
MODGPC137188,18-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,500,137188
MODGPC137189,18-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,2774.4,137189
MODGPC137190,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,825.91,137190
MODGPC137191,18-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1145.2,137191
MODGPC137192,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1020,137192
MODGPC137193,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,640,137193
MODGPC137194,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,2140,137194
MODGPC137195,18-Feb-16,Steamship/Cruise Lines, CRUISE LINES,572.88,137195
MODGPC137196,18-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,3623.05,137196
MODGPC137197,18-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,714,137197
MODGPC137198,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,4050,137198
MODGPC137199,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1350,137199
MODGPC137200,18-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1200,137200
MODGPC137201,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1350,137201
MODGPC137202,18-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,718.9,137202
MODGPC137203,18-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,594,137203
MODGPC137204,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,2700,137204
MODGPC137205,18-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,1248,137205
MODGPC137206,18-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,620,137206
MODGPC137207,18-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1350,137207
MODGPC137208,18-Feb-16,Electronics Sales, ELECTRONICS STORES,1440,137208
MODGPC137209,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,666,137209
MODGPC137210,18-Feb-16,Fast Food Restaurants, FAST FOOD RESTAURANTS,8812.8,137210
MODGPC137211,17-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1341.6,137211
MODGPC137212,18-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,636.12,137212
MODGPC137213,18-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,1884,137213
MODGPC137214,11-Feb-16,Hardware Stores, HARDWARE STORES,3192.82,137214
MODGPC137215,18-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,1215.75,137215
MODGPC137216,18-Feb-16,Embassy Suites, EMBASSY SUITES,1900.88,137216
MODGPC137217,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,961.3,137217
MODGPC137218,18-Feb-16,Vocational/Trade Schools, TRADE/VOCATIONAL SCHOOLS,2074.68,137218
MODGPC137219,18-Feb-16,Electronics Sales, ELECTRONICS STORES,837,137219
MODGPC137220,18-Feb-16,Tourist Attractions And Xhbt, TOURIST ATTRACTIONS AND XHBT,1526.6,137220
MODGPC137221,17-Feb-16,Stationery Stores, STATIONERY STORES,1520.32,137221
MODGPC137222,18-Feb-16,Residence Inn, RESIDENCE INN,674.01,137222
MODGPC137223,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1157.41,137223
MODGPC137224,18-Feb-16,Marriott, MARRIOTT,1626.06,137224
MODGPC137225,18-Feb-16,Marriott, MARRIOTT,553.84,137225
MODGPC137226,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4340.29,137226
MODGPC137227,18-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,737.97,137227
MODGPC137228,18-Feb-16,Boat Dealers, BOAT DEALERS,3080.25,137228
MODGPC137229,18-Feb-16,Tailor/Seamstress/Alters, TAILOR/SEAMSTRESS/ALTERS,590,137229
MODGPC137230,18-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,2157.14,137230
MODGPC137231,17-Feb-16,Eating Places/Restaurants, RESTAURANTS,858.8,137231
MODGPC137232,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,944.04,137232
MODGPC137233,18-Feb-16,Catalog Merchant, CATALOG MERCHANT,1996.2,137233
MODGPC137234,18-Feb-16,Embassy Suites, EMBASSY SUITES,9403.14,137234
MODGPC137235,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,838.48,137235
MODGPC137236,17-Feb-16,Eating Places/Restaurants, RESTAURANTS,686.11,137236
MODGPC137237,18-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,1042.07,137237
MODGPC137238,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,865.81,137238
MODGPC137239,18-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,725,137239
MODGPC137240,18-Feb-16,Advertising Services, ADVERTISING SERVICES,2357.5,137240
MODGPC137241,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,675.5,137241
MODGPC137242,18-Feb-16,Book Stores, BOOK STORES,780,137242
MODGPC137243,18-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,1644,137243
MODGPC137244,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,556.73,137244
MODGPC137245,17-Feb-16,Inter-Continental, INTER-CONTINENTAL,620.52,137245
MODGPC137246,18-Feb-16,Amusement Parks/Circus, AMUSEMENT PARKS/CIRCUS,1098.98,137246
MODGPC137247,17-Feb-16,Amusement/Rec Serv - Def, RECREATION SERVICES,1448.57,137247
MODGPC137248,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,2765.44,137248
MODGPC137249,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,2474.71,137249
MODGPC137250,18-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,531.51,137250
MODGPC137251,18-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,555.6,137251
MODGPC137252,18-Feb-16,Laundry/Cleaning/Garment Sv, LAUNDRY/CLEANING/GARMENT SV,6783.6,137252
MODGPC137253,18-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,853.94,137253
MODGPC137254,18-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1000,137254
MODGPC137255,18-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,509,137255
MODGPC137256,18-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,599,137256
MODGPC137257,18-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1000,137257
MODGPC137258,18-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",2058.12,137258
MODGPC137259,18-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1673.28,137259
MODGPC137260,18-Feb-16,Shoe Repair/Shine/Hat Clean, SHOE REPAIR/SHINE/HAT CLEAN,650,137260
MODGPC137261,18-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,647.16,137261
MODGPC137262,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2753.1,137262
MODGPC137263,18-Feb-16,Qantas, QANTAS,534.93,137263
MODGPC137264,18-Feb-16,Gift/Card/Novelty And Souvenir Stores," GIFT, CARD, NOVELTY STORES",940,137264
MODGPC137265,18-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,518.4,137265
MODGPC137266,18-Feb-16,Phone Serv/Equip Utility, TELECOMMUNICATION SERVICES,1025.34,137266
MODGPC137267,17-Feb-16,Films/Video Production/Dist, FILMS/VIDEO PRODUCTION/DIST,9041.49,137267
MODGPC137268,18-Feb-16,Electronics Sales, ELECTRONICS STORES,593.98,137268
MODGPC137269,18-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,524.7,137269
MODGPC137270,18-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,663.3,137270
MODGPC137271,17-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,576,137271
MODGPC137272,18-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,927.3,137272
MODGPC137273,18-Feb-16,Chemicals/Allied Prods - Def, CHEMICALS/ALLIED PRODS - DEF,753.34,137273
MODGPC137274,18-Feb-16,Hardware Stores, HARDWARE STORES,556.5,137274
MODGPC137275,16-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,827.52,137275
MODGPC137276,18-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,813,137276
MODGPC137277,18-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,800,137277
MODGPC137278,16-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4968,137278
MODGPC137279,18-Feb-16,Spec Contractors - Default, SPEC CONTRACTORS - DEFAULT,2052.52,137279
MODGPC137280,18-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,776.95,137280
MODGPC137281,18-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,666.87,137281
MODGPC137282,18-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,4925.5,137282
MODGPC137283,18-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,509.77,137283
MODGPC137284,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,716.54,137284
MODGPC137285,18-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,2880,137285
MODGPC137286,18-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,1914.54,137286
MODGPC137287,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,5751.5,137287
MODGPC137288,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,806.4,137288
MODGPC137289,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1252.8,137289
MODGPC137290,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,822.64,137290
MODGPC137291,18-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1771.2,137291
MODGPC137292,17-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,3676.03,137292
MODGPC137293,18-Feb-16,Plumbing/Heating Equipment, PLUMBING/HEATING EQUIPMENT,4474.54,137293
MODGPC137294,18-Feb-16,Plumbing/Heating Equipment, PLUMBING/HEATING EQUIPMENT,1454.14,137294
MODGPC137295,18-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,534,137295
MODGPC137296,18-Feb-16,Electrical Contractors, ELECTRICAL CONTRACTORS,3820.8,137296
MODGPC137297,18-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,2729.5,137297
MODGPC137298,18-Feb-16,Amusement/Rec Serv - Def, RECREATION SERVICES,1470,137298
MODGPC137299,18-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,988.05,137299
MODGPC137300,18-Feb-16,Amerisweet, AMERISUITES,1460,137300
MODGPC137301,18-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1820,137301
MODGPC137302,18-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3500,137302
MODGPC137303,18-Feb-16,Steamship/Cruise Lines, CRUISE LINES,646.94,137303
MODGPC137304,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2390,137304
MODGPC137305,18-Feb-16,Advertising Services, ADVERTISING SERVICES,600.22,137305
MODGPC137306,18-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,1586.52,137306
MODGPC137307,16-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1632.18,137307
MODGPC137308,16-Feb-16,Auto Body Repair Shops, AUTO BODY REPAIR SHOPS,2922.93,137308
MODGPC137309,16-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1810.78,137309
MODGPC137310,16-Feb-16,Automobile Dealers And Leasing, CAR & TRUCK DEALERS/NEW/USED,2059.3,137310
MODGPC137311,17-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,531.2,137311
MODGPC137312,17-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,531.2,137312
MODGPC137313,17-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2256,137313
MODGPC137314,17-Feb-16,Men/Boys Clothing/Acc Stores, MEN/BOYS CLOTHING/ACC STORES,2695,137314
MODGPC137315,17-Feb-16,Catalog Merchant, CATALOG MERCHANT,2397.6,137315
MODGPC137316,17-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,558.7,137316
MODGPC137317,17-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1149.66,137317
MODGPC137318,17-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2242.39,137318
MODGPC137319,17-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,942,137319
MODGPC137320,16-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1640.16,137320
MODGPC137321,16-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,521.75,137321
MODGPC137322,17-Feb-16,Holiday Inn, HOLIDAY INN,515.3,137322
MODGPC137323,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,514.97,137323
MODGPC137324,16-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2328,137324
MODGPC137325,17-Feb-16,Glass/Paint/Wallpaper Store, GLASS/PAINT/WALLPAPER STORES,599.81,137325
MODGPC137326,17-Feb-16,Clean/Maint/Janitoral Serv, CLEAN/MAINT/JANITORAL SERV,968.4,137326
MODGPC137327,17-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,849.92,137327
MODGPC137328,17-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,743.68,137328
MODGPC137329,17-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,574.2,137329
MODGPC137330,17-Feb-16,Sport/Recreational Camps, SPORT/RECREATIONAL CAMPS,688.13,137330
MODGPC137331,17-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1000,137331
MODGPC137332,17-Feb-16,Phone Serv/Equip Non-Util, TELECOMMUNICATION EQUIPMENT,1565.71,137332
MODGPC137333,17-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,3000.52,137333
MODGPC137334,17-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1350,137334
MODGPC137335,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,2473.2,137335
MODGPC137336,17-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,562.92,137336
MODGPC137337,17-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,891,137337
MODGPC137338,17-Feb-16,Book Stores, BOOK STORES,3889.85,137338
MODGPC137339,17-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,727,137339
MODGPC137340,16-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1028.4,137340
MODGPC137341,17-Feb-16,Holiday Inn, HOLIDAY INN,2232.96,137341
MODGPC137342,17-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,2874.5,137342
MODGPC137343,17-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,960,137343
MODGPC137344,17-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,2572.5,137344
MODGPC137345,17-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,3574,137345
MODGPC137346,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,514,137346
MODGPC137347,17-Feb-16,Public Warehousing, PUBLIC WAREHOUSING,11338.2,137347
MODGPC137348,16-Feb-16,La Quinta Motor Inn, LA QUINTA MOTOR INN,1240.36,137348
MODGPC137349,17-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,643.22,137349
MODGPC137350,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,648.53,137350
MODGPC137351,16-Feb-16,Stationery Stores, STATIONERY STORES,803.13,137351
MODGPC137352,16-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,746.27,137352
MODGPC137353,17-Feb-16,Steamship/Cruise Lines, CRUISE LINES,2000,137353
MODGPC137354,17-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1900,137354
MODGPC137355,17-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,537.76,137355
MODGPC137356,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3469.99,137356
MODGPC137357,16-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,615.85,137357
MODGPC137358,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,947.62,137358
MODGPC137359,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,510.52,137359
MODGPC137360,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,4524.84,137360
MODGPC137361,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3469.99,137361
MODGPC137362,17-Feb-16,Office/Photo Equipment, OFFICE/PHOTO EQUIPMENT,972,137362
MODGPC137363,17-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,1488,137363
MODGPC137364,17-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,847.2,137364
MODGPC137365,17-Feb-16,Hospitals, HOSPITALS,500,137365
MODGPC137366,16-Feb-16,Holiday Inn, HOLIDAY INN,999.4,137366
MODGPC137367,17-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3374.4,137367
MODGPC137368,17-Feb-16,Auto Dealers Used Only, CAR & TRUCK DEALERS/USED ONLY,612.39,137368
MODGPC137369,17-Feb-16,Eating Places/Restaurants, RESTAURANTS,594,137369
MODGPC137370,17-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,508.03,137370
MODGPC137371,17-Feb-16,Tourist Attractions And Xhbt, TOURIST ATTRACTIONS AND XHBT,1058.75,137371
MODGPC137372,17-Feb-16,Motor Vehicle Supply/New Parts, MOTOR VEHICLE SUPPLY/NEW PARTS,543.93,137372
MODGPC137373,16-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1682.28,137373
MODGPC137374,16-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1828.8,137374
MODGPC137375,16-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1682.28,137375
MODGPC137376,16-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1682.28,137376
MODGPC137377,16-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1682.28,137377
MODGPC137378,17-Feb-16,Continuity/Subscription Mercht, CONTINUITY/SUBSCRIPTION MERCHT,540,137378
MODGPC137379,17-Feb-16,Civic/Social/Fraternal Assc, CIVIC/SOCIAL/FRATERNAL ASSC,4080.5,137379
MODGPC137380,16-Feb-16,La Quinta Motor Inn, LA QUINTA MOTOR INN,1244.56,137380
MODGPC137381,16-Feb-16,La Quinta Motor Inn, LA QUINTA MOTOR INN,1252.96,137381
MODGPC137382,16-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1187.4,137382
MODGPC137383,16-Feb-16,Amusement/Rec Serv - Def, RECREATION SERVICES,1313.9,137383
MODGPC137384,16-Feb-16,La Quinta Motor Inn, LA QUINTA MOTOR INN,1265.57,137384
MODGPC137385,17-Feb-16,Construction Materials - Def, CONSTRUCTION MATERIALS - DEF,1694.49,137385
MODGPC137386,17-Feb-16,Construction Materials - Def, CONSTRUCTION MATERIALS - DEF,1694.49,137386
MODGPC137387,17-Feb-16,Construction Materials - Def, CONSTRUCTION MATERIALS - DEF,1694.49,137387
MODGPC137388,17-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,531.2,137388
MODGPC137389,17-Feb-16,Schools - Default, SCHOOLS - DEFAULT,579.93,137389
MODGPC137390,17-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,916.2,137390
MODGPC137391,17-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1495.07,137391
MODGPC137392,17-Feb-16,Clean/Maint/Janitoral Serv, CLEAN/MAINT/JANITORAL SERV,3480.78,137392
MODGPC137393,17-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1266.85,137393
MODGPC137394,17-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,522,137394
MODGPC137395,17-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,942.7,137395
MODGPC137396,17-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1637.28,137396
MODGPC137397,17-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1203.99,137397
MODGPC137398,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3628,137398
MODGPC137399,17-Feb-16,Catalog Merchant, CATALOG MERCHANT,629.94,137399
MODGPC137400,17-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,954,137400
