Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,31/01/2012,Current Grants,Children Young People and Families Directorate,THE FOYER FEDERATION,VCS,"Current grant to third sector organisation / not for profit organisation.
Part of the VCS £60m grant",4000070765,158994.75
Department for Education,DEPARTMENT FOR EDUCATION,27/01/2012,Current Grants,Children Young People and Families Directorate,TRANSITIONS PLUS UK,VCS,"Current grant to third sector organisation / not for profit organisation.
Part of the VCS £60m grant",4000070479,136695.55
Department for Education,DEPARTMENT FOR EDUCATION,27/01/2012,Current Grants,Children Young People and Families Directorate,UK YOUTH,VCS,"Current grant to third sector organisation / not for profit organisation.
Part of the VCS £60m grant",4000070482,59269.31
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,Children Young People and Families Directorate,PROLOG,Commercial,Publications and related services,4000070083,249.42
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,ICT,"Strategic Analysis, Research and Policy Impact Group",SOFTWARE FOR DATA ANALYSIS LTD,Commercial,Costs related to the provision of IT services,4000069108,189022
Department for Education,DEPARTMENT FOR EDUCATION,10/01/2012,ICT,"Strategic Analysis, Research and Policy Impact Group",SOFTWARE FOR DATA ANALYSIS LTD,Commercial,Costs related to the provision of IT services,4000069157,105255.24
Department for Education,DEPARTMENT FOR EDUCATION,11/01/2012,ICT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT costs,4000069184,17692.98
Department for Education,DEPARTMENT FOR EDUCATION,13/01/2012,ICT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT costs,4000069309,29718
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,ICT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT costs,4000069487,8663.4
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,Commercial,Publications and related services,4000070083,8.28
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,Commercial,Publications and related services,4000070083,247.63
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",INSTITUTE OF EDUCATION,Public Sector,"Costs related to research, survey data analysis and/or evaluation activity that will inform policy decision making.
Childhood Well-Being",4000069413,125000
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",NATIONAL CENTRE FOR SOCIAL RESEARCH,VCS,"Costs related to research, survey data analysis and/or evaluation activity that will inform policy decision making.
An Evaluation of the Intensive Teens and Toddlers Pilot Programme. ",4000070172,41462
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",NFER TRADING LIMITED INV T,Commercial,"Costs related to research, survey data analysis and/or evaluation activity that will inform policy decision making.
National Centre and National Project Manager for the OECD Programme for International Student Assessment (PISA) 2012",4000070274,100000
Department for Education,DEPARTMENT FOR EDUCATION,11/01/2012,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",RM DATA SOLUTIONS,Commercial,"Costs related to research, survey data analysis and/or evaluation activity that will inform policy decision making.
OECD Teaching and Learning International Survey (TALIS 2013)Childhood Well-Being Research Centre",4000069208,21999
Department for Education,DEPARTMENT FOR EDUCATION,20/01/2012,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT costs,4000069971,2926.2
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Professional Services Other,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,Public Sector,Costs related to advisory shared corporate accounting services,4000069492,56167
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Professional Services Other,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,Public Sector,Costs related to advisory shared corporate payroll services,4000069492,129916
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Professional Services Other,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,Public Sector,Costs related to advisory shared corporate purchase / procurement services,4000069492,62083
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT services,4000069487,113051.88
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT services,4000069756,29633.33
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,ICT,Chief Information Officer Group,THE DANWOOD GROUP LTD,Commercial,Costs related to the provision of hardware maintenance and support of computer networks and systems,4000070190,22710.02
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,ICT,Chief Information Officer Group,THE DANWOOD GROUP LTD,Commercial,"Costs related to the provision of computer equipment and components, maintenance and support",4000070190,574.8
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Office Solutions,Chief Information Officer Group,DELL CORPORATION LTD,Commercial,Costs related to the purchase of office machinery and low value equipment,4000069491,151.08
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,ICT,Chief Information Officer Group,ENERGIS COMMUNICATIONS LTD,Commercial,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",4000069779,-15381.25
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,ICT,Chief Information Officer Group,ENERGIS COMMUNICATIONS LTD,Commercial,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",4000069885,107361.6
Department for Education,DEPARTMENT FOR EDUCATION,06/01/2012,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,Commercial,Costs related to temporary workers,4000069013,11134.44
Department for Education,DEPARTMENT FOR EDUCATION,27/01/2012,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,Commercial,Costs related to temporary workers,4000070421,8724
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,ICT,Chief Information Officer Group,ENERGIS COMMUNICATIONS LTD,Commercial,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",4000069779,54012.9
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,ICT,Chief Information Officer Group,ENERGIS COMMUNICATIONS LTD,Commercial,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",4000069885,11049.9
Department for Education,DEPARTMENT FOR EDUCATION,11/01/2012,ICT,Chief Information Officer Group,B2NET LTD,Commercial,Costs related to the provision of IT costs,4000069179,28800
Department for Education,DEPARTMENT FOR EDUCATION,10/01/2012,ICT,Chief Information Officer Group,EDUSERV,Commercial,Costs related to the provision of IT costs,4000069145,48762
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,ICT,Chief Information Officer Group,INSIGHT DIRECT UK LTD,Commercial,Costs related to the provision of hardware maintenance and support of computer networks and systems,4000069412,7500
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Professional Services Other,Chief Information Officer Group,ATKINS LTD,Commercial,Costs related to a third party to administer grant funding on behalf of DfE,4000068938,1620.8
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Miscellaneous Expenditure,Chief Information Officer Group,ATKINS LTD,Commercial,Intangible work in progress,4000068938,27730.56
Department for Education,DEPARTMENT FOR EDUCATION,20/01/2012,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT services,4000069971,20438.04
Department for Education,DEPARTMENT FOR EDUCATION,06/01/2012,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,Commercial,"Costs related to temporary workers.
For Arms Length Body Reform",4000069013,19369.34
Department for Education,DEPARTMENT FOR EDUCATION,27/01/2012,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,Commercial,"Costs related to temporary workers.
For Arms Length Body Reform",4000070421,16437.6
Department for Education,DEPARTMENT FOR EDUCATION,20/01/2012,Office Solutions,Chief Information Officer Group,BRITISH TELECOMMUNICATIONS PLC,Commercial,Costs related to the purchase of office machinery and low value equipment,4000069970,45257.8
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,ICT,Chief Information Officer Group,CSA WAVERLEY LTD,Commercial,Costs related to the purchase of IT equipment,4000069880,297113.09
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,ICT,Chief Information Officer Group,INSIGHT DIRECT UK LTD,Commercial,Costs related to the purchase of IT equipment,4000069412,54000
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,ICT,Chief Information Officer Group,EVOLVE BUSINESS CONSULTANCY,Commercial,Costs related to the purchase of software licences or licence maintenance exceeding 12 months,4000070075,32840.4
Department for Education,DEPARTMENT FOR EDUCATION,06/01/2012,ICT,Chief Information Officer Group,BRITISH TELECOMMUNICATIONS PLC,Commercial,Costs relating to ICT equipment and systems,4000069008,97485.99
Department for Education,DEPARTMENT FOR EDUCATION,20/01/2012,ICT,Chief Information Officer Group,BRITISH TELECOMMUNICATIONS PLC,Commercial,Costs relating to ICT equipment and systems,4000069970,28683.6
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,ICT,Chief Information Officer Group,DELL CORPORATION LTD,Commercial,Costs relating to ICT equipment and systems,4000069396,278329.8
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,ICT,Chief Information Officer Group,DELL CORPORATION LTD,Commercial,Costs relating to ICT equipment and systems,4000069491,119284.2
