Departmental Family,Entity,Date,Expence Type,Expense Area,Suplier,Transaction Number, Amount ,PO Line Description,Post Code,Project Code,Expenditure Type,Supplier Type,Contract Number
,,16/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",BJSS LTD,14626," £529,569.57 ","Capital 2015/16 ERS BJSS - e-Referral Service Settlement CCN BJS1-2-002	 ",LS1 2TW,,,SME,
,,16/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",BJSS LTD,14626," £366,567.62 ",Capital 2015/16 ERS Increase,LS1 2TW,,,SME,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",Gemalto UK Ltd,2015/UKCI000004018," £41,666.00 ",Revenue 2015/16 Spine 2 Gem1-5-001B Extension of Novated contract for support services for 2 months Nov & Dec 2015,PO15 5RX,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",Woodward Associates UK Ltd,2689," £33,750.00 ",Revenue: 2015/16 SUS Spine  Woodward Novation Contract  11 Months May 15 to Mar 2016,SL4 5DT,,,SME,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,403989," £5,639.71 ",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,403989," £60,786.29 ","Revenue: 2015/16 LSP London BT - CCN - LON 1297 BT LSP Acute & Community & Mental Health Continued Performances of Services	 ",NW9 6LB,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,405756," £577,511.00 ",Revenue: FY 2015/16 LSP London - Croydon - Cymbio Elements,NW9 6LB,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,406072," £80,902.00 ",Revenue: FY 2015/16 LSP London - Croydon - Cymbio Elements,NW9 6LB,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",IMS Health Technology Services Limited,4122001105," £85,667.00 ","Revenue: 2015/16 SUS Spine IMS Health  CCN 001 SUS Live Service Agreement 12 Month Contract 1516	 ",ST8 0LQ,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201440066," £6,651,667.78 ",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201440238," £6,298,438.77 ",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,
,,17/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",LOCAL PARTNERSHIPS LLP,41101949," £89,173.67 ",Fund Management Fee,SW1P 3HZ,,,SME,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",MASTEK UK LTD,90335723," £209,831.79 ","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",ACCENTURE UK LTD,CHAPS17/2/16," £35,134.00 ","Revenue : charges for the  Period commencing FY15/16: Mail2-V0005 - v1.3 - Portal Approach - Accenture  	 ",EC3M 3BD,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",ACCENTURE UK LTD,CHAPS17/2/16," £53,604.00 ","Revenue charges for the  Period commencing FY15/16: Mail2-v0002 Backlog Fast Track Assesment and Preparation - Accenture 	 ",EC3M 3BD,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",ACCENTURE UK LTD,CHAPS17/2/16," £88,309.00 ","Revenue charges for the  Period commencing FY15/16: Mail2-v0004 - v2.1 - Interim Operating Model - Accenture  	 ",EC3M 3BD,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",ACCENTURE UK LTD,CHAPS17/2/16," £2,798,320.21 ",Revenue charges for the Period commencing FY15/16: Mail2-v0003 Contract Rebaseline to reflect delays and revised delivery approach of NHSmail2. Onboarding and Secure email service.,EC3M 3BD,,,LARGE,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10320," £76,167.18 ","Revenue: 2015/16 Intechnology SUS Spine INT1 CCN031 - Extension To Order Form & Inclusion of SUS hosting Services 	 ",HG3 1UG,,,SME,
,,17/02/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10325," £152,500.00 ","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,,,SME,
,,17/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",HAMELN PHARMACEUTICALS LTD,5269207," £120,728.82 ",,,,,SME,
,,18/02/2016,Service charge,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV001707," £1,851,719.88 ",Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,,,LARGE,
,,18/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC022," £10,000.00 ","Capital: 2015/16 GPSoC TPP -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges 	 ",LS18 5TN,,,SME,
,,18/02/2016,Service charge,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC022," £314,508.33 ",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,,,SME,
,,19/02/2016,Service charge,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,424555," £75,000.00 ",Revenue: 2015/16 GPSoC INPS charges for the Period Commencing  01.04.2015 to 31.03.2016: System support  Training Utilisation  Interface Mechanism  Pairing Assurance service  Development  Hosting service charges,SW8 3QJ,,,LARGE,
,,22/02/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),459091," £36,250.00 ",Revenue: NHS Mail Vodafone  charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between October 2015 - February 2016,RG12 1RW,,,LARGE,
,,22/02/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),459097," £30,687.07 ",Revenue: NHS Mail Vodafone  charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between October 2015 - February 2016,RG12 1RW,,,LARGE,
,,22/02/2016,Service charge,"DG: Innovation, Growth & Technology",iPlato Healthcare Ltd,5370," £37,530.00 ",Phase 3 PFS Minimum Viable Specification and Assurance Service - GPSoC-CCNa-037,W6 0NB,,,LARGE,
,,22/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV001561," £232,200.00 ","Capital: 2015/16 GPSoC EMIS charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Software and Support Charges	 ",LS19 7BY,,,LARGE,
,,22/02/2016,Service charge,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV001561," £260,056.80 ",Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,,,LARGE,
,,23/02/2016,Service charge,"DG: Innovation, Growth & Technology",BJSS LTD,14627," £970,815.29 ","Revenue: 2015/16 ERS BJSS - Agile Software Support for the NHS eRS, additional warranty and maintenance services  CCN BJS1-2-003	 ",LS1 2TW,,,SME,
,,23/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",BJSS LTD,14629," £173,596.54 ",Capital 2015/16 ERS Increase in value of PO 523613 due to revenue - Invoice 14082 incorectly assigned to Capital element of PO 523613 at payment Agile Software Development Services for the NHS eRS CCN BJS1-2-003,LS1 2TW,,,SME,
,,23/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",BJSS LTD,14629," £14,472.21 ","Capital: 2015/16 ERS BJSS - Agile Software Development Services for the NHS eRS  CCN BJS1-2-003""	 ",LS1 2TW,,,SME,
,,23/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC021C," £139,307.47 ","Capital: GPSoC- TPP  charges for the  Period commencing FY14/15: Software Licence Charges - Subsidary module - Appointments 	 ",LS18 5TN,,,SME,
,,23/02/2016,Service charge,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC021C," £8,823.07 ",Revenue: F/Y 2015/16 TPP GPSoC. Charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module ? Appointments: System support charges ,LS18 5TN,,,SME,
,,23/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ECOLAB LTD,1200763," £77,292.20 ",,,,,SME,
,,24/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,406162," £80,783.00 ","Revenue: 2015/16 LSP London  BT. - CCN - LON 1386 / BT3836 Acute Exit Testing					 ",NW9 5BA,,,LARGE,
,,24/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,424676," £8,681.92 ",Capital: 2015/16  GPSoC INPS charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges,SW8 3QJ,,,LARGE,
,,24/02/2016,Service charge,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,424676," £1,429,807.25 ",Revenue: 2015/16 GPSoC INPS charges for the Period Commencing  01.04.2015 to 31.03.2016: System support  Training Utilisation  Interface Mechanism  Pairing Assurance service  Development  Hosting service charges,SW8 3QJ,,,LARGE,
,,24/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC021A(1)," £830,409.51 ",Capital: F/Y 2014/15 GPSoC TPP - Software Licence Charges,LS18 5TN,,,SME,
,,24/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC021A(1)," £51,310.00 ","Capital: 2015/16 GPSoC TPP -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges 	 ",LS18 5TN,,,SME,
,,24/02/2016,Service charge,"DG: Innovation, Growth & Technology",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC021A(1)," £474,932.69 ",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,,,SME,
,,24/02/2016,Research & development,"DG: Innovation, Growth & Technology",LIVEWORK STUDIO LTD,LW1583," £80,000.00 ",Pregnancy to early years - discovery,E1 6NF,,,SME,
,,24/02/2016,Research & development,"DG: Innovation, Growth & Technology",LIVEWORK STUDIO LTD,LW1583, £751.40 ,Pregnancy to early years - discovery (additional recruitment fees)  - Line to be added to PO523279,E1 6NF,,,SME,
,,25/02/2016,Service charge,"DG: Innovation, Growth & Technology",WIGGLY AMPS LTD,16105," £125,296.20 ",Phase 3 PFS Minimum Viable Specification and Assurance Service - GPSoc-CCNa-037,NR28 9BT,,,SME,
,,25/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",Peckforton Pharmaceuticals Ltd,3055," £103,865.99 ",,,,,SME,
,,25/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",Peckforton Pharmaceuticals Ltd,3056," £66,391.66 ",,,,,SME,
,,26/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SANDOZ LTD,4800000001," £424,990.22 ",,,,,SME,
,,26/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SANDOZ LTD,4800000001, £19.04 ,,,,,SME,
,,03/02/2016,Outsourcing Contract,DG: Public & International Health,MULTI RESOURCE MARKETING LTD,130876," £42,956.21 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050
,,10/02/2016,Outsourcing Contract,DG: Public & International Health,MULTI RESOURCE MARKETING LTD,130726," £44,858.10 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050
,,10/02/2016,Outsourcing Contract,DG: Public & International Health,MULTI RESOURCE MARKETING LTD,130727," £43,185.14 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050
,,15/02/2016,Product & Distribution charges ref AG Axton for October 2015,DG: Public & International Health,Capespan International Ltd,," £33,817.15 ",,,,,LARGE,
,,15/02/2016,Product & Distribution charges ref AG Axton for November & December 2015,DG: Public & International Health,Capespan International Ltd,," £78,172.94 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during November 2015",DG: Public & International Health,Fresh Direct (UK) Ltd,28570737," £88,466.25 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during November 2015",DG: Public & International Health,Fresh Direct (UK) Ltd,28570738," £38,493.89 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055064," £70,466.68 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055072," £36,522.63 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055074," £27,003.21 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055076," £42,939.34 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055421," £26,117.62 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055432," £65,123.84 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055434," £32,665.77 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055088," £30,133.10 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055093," £30,353.67 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055094," £38,202.89 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055398," £67,226.60 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055401," £52,071.89 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during December 2015",DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0055403," £36,505.48 ",,,,,LARGE,
,,15/02/2016,"SFVS - product & distribution cost, during November & part December 2015",DG: Public & International Health,Pioneer,inv18170," £43,345.32 ",,,,,LARGE,
,,15/02/2016,Product & Distribution charges ref AG Axton for October 2015,DG: Public & International Health,SH Pratt (Bananas) Ltd,11042," £27,008.49 ",,,,,LARGE,
,,15/02/2016,Product & Distribution charges ref AG Axton for November and December 2015,DG: Public & International Health,SH Pratt (Bananas) Ltd,11041," £53,362.63 ",,,,,LARGE,
,,23/02/2016,Outsourcing Contract,DG: Public & International Health,MULTI RESOURCE MARKETING LTD,131104," £41,760.21 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050
,,23/02/2016,Outsourcing Contract,DG: Public & International Health,SERCO LTD,91235936," £214,378.96 ",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,
,,26/02/2016,Outsourcing Contract,DG: Public & International Health,NOMENSA LTD,3727," £19,404.00 ",EEA Healthcare End to End Process Project (Nomensa Ltd) (1),BS1 4NT,,,LARGE,
,,26/02/2016,Outsourcing Contract,DG: Public & International Health,NOMENSA LTD,3727," £7,453.54 ",EEA Healthcare End to End Process Project (Nomensa Ltd) (1),BS1 4NT,,,LARGE,
,,26/02/2016,Outsourcing Contract,DG: Public & International Health,NOMENSA LTD,3727, £714.28 ,EEA Healthcare End to End Process/Discovery Project final adjustment,BS1 4NT,,,LARGE,
,,26/02/2016,Outsourcing Contract,DG: Public & International Health,NOMENSA LTD,3727,-£0.01 ,,BS1 4NT,,,LARGE,
,,07/03/2016,Product & Distribution charges ref AG Axton for November & December 2015,DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0058189," £50,726.66 ",,,,,,
,,07/03/2016,Product & Distribution charges ref AG Axton for November & December 2015,DG: Public & International Health,"Minor, Weir & Willis Ltd",SIN0058190," £48,137.42 ",,,,,,
,,01/02/2016,Research & development,DG: Research & Development,CYMTEC LTD,DH120116," £25,655.00 ",Invention for Innovation,CF82 7FN,,,SME,
,,02/02/2016,Research & development,DG: Research & Development,NPL MANAGEMENT LTD,127395," £29,938.00 ",PROJECTS,TW11 0LW,,,LARGE,
,,03/02/2016,Research & development,DG: Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),ERS-550478-116165," £343,628.00 ",Innovate UK,SN2 1FF,,,PUBLIC,
,,04/02/2016,Outsourcing Contract,DG: Research & Development,LGC LTD,50460747," £873,367.95 ",Central Commissioning Function,TW11 0LY,,,LARGE,
,,09/02/2016,Research & development,DG: Research & Development,Enigma Diagnostics Ltd,1000027," £125,366.90 ",Invention for Innovation,SP4 0JQ,,,SME,
,,10/02/2016,Research & development,DG: Research & Development,NPL MANAGEMENT LTD,127427," £108,111.22 ",Invention for Innovation,TW11 0LW,,,LARGE,
,,16/02/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10112601," £164,640.00 ",Information Systems,SG8 6DP,,,LARGE,
,,16/02/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10112608," £53,676.00 ",Information Systems,SG8 6DP,,,LARGE,
,,16/02/2016,Research & development,DG: Research & Development,RAND EUROPE CIC,16155/10073-71," £54,667.64 ",PROJECTS,CB4 1YG,,,SME,
,,16/02/2016,Research & development,DG: Research & Development,RAND EUROPE CIC,16156/11116-56," £65,866.21 ",PROJECTS,CB4 1YG,,,SME,
,,01/02/2016,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,HUMAN FERTILISATION AND EMBRYOLOGY AUTHORITY (HFEA),HAFS-20523," £380,000.00 ",,EC1Y 8HF,,,PUBLIC,
,,05/02/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",DEPARTMENT FOR WORK AND PENSIONS (DWP),2929431," £576,870.00 ",Administration of the NHS Injury Cost Recovery Scheme.,CF14 3UW,,,PUBLIC,
,,18/02/2016,Professional fees,DG: Strategy & External Relations,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00023636," £28,558.20 ",GAD Payments 2015-16,EC4A 1AB,,,LARGE,
,,08/02/2016,Utilities,DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),2930274," £38,414.89 ",QH - Utilities (Gas/Electricity) Charges FY2015-2016 ,FY5 3TA,,,PUBLIC,
,,09/02/2016,Rent of Land & Buildings (non-PFI operating lease),DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),5028586," £588,070.31 ",QH - Utilities (Gas/Electricity) Charges FY2015-2016 ,FY5 3TA,,,PUBLIC,
,,09/02/2016,Utilities,DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),5028586," £3,871.49 ",QH - Utilities (Gas/Electricity) Charges FY2015-2016 ,FY5 3TA,,,PUBLIC,
,,10/02/2016,Outsourcing Contract,DG: Group Operations,HM REVENUE AND CUSTOMS HMRC,18000037502015," £32,100.00 ",HMRC CSR Shared Service DH part of CS Recruitment Delivery Service one-off fixed costs for system implementation & annual charges. No business case - mandatory,WC2B 4RD,,,PUBLIC,
,,02/02/2016,Other programme expenditure,DG: Strategy & External Relations,PGO FOREIGN CURRENCY PAYMENTS,308524917," £30,342.51 ",,RH10 1UH,,,PUBLIC,
,,04/02/2016,Policy Payments,"DG: Innovation, Growth & Technology",EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),Q32015HCP," £434,184.82 ",Apportionment of Q3 2015 HCP & Income Under  the 2009 PPRS - Northern Ireland,BT2 8BS,,,PUBLIC,
,,04/02/2016,Policy Payments,"DG: Innovation, Growth & Technology",WELSH ASSEMBLY GOVERNMENT,Q32015HCP," £594,618.76 ",Apportionment of Q3 2015 HCP & Income under the 2009 PPRS - Wales,CF10 3NQ,,,PUBLIC,
,,04/02/2016,Policy Payments,"DG: Innovation, Growth & Technology",EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),Q32015PPRS," £8,368,386.25 ",Apportionment of Q3 2015 PPRS Payment - Northern Ireland,BT2 8BS,,,PUBLIC,
,,04/02/2016,Policy Payments,"DG: Innovation, Growth & Technology",WELSH ASSEMBLY GOVERNMENT,Q32015PPRS," £11,460,555.98 ",Apportionment of Q3 2015 Payments - Wales,CF10 3NQ,,,PUBLIC,
,,24/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",MINISTRY OF JUSTICE (MOJ),10/RL110/300," £41,750.00 ",Law Commission project on legislative framework for deprivation of liberty,SW1H 9AJ,,,PUBLIC,
,,15/02/2016,Policy Payments,"DG: Social Care, Local Growth & Care Partnerships",ESSEX COUNTY COUNCIL,1006333600," £75,000.00 ",SIB Funding for Essex County Council - over 4 years to 2018,CM1 1JZ,,,PUBLIC,
,,11/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40215442," £90,000.00 ",TEASC Winter Support,EC1M 5LG,,,VCS,
,,08/02/2016,Policy Payments,"DG: Social Care, Local Growth & Care Partnerships",HOMES AND COMMUNITIES AGENCY (HCA),BK TRANSFER18/2/16," £16,259.50 ",CASSH Fund staffing payment 15/16 (HCA),NE11 0NA,,,PUBLIC,
,,08/02/2016,ENDPBs Admin Capital Grant in Aid,"DG: Social Care, Local Growth & Care Partnerships",HOMES AND COMMUNITIES AGENCY (HCA),BK TRANSFER18/2/16," £4,371,958.00 ",HCA - CASSH Fund Capital Payments 15/16,NE11 0NA,,,PUBLIC,
,,29/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",PGO FOREIGN CURRENCY PAYMENTS,313055864," £462,065.60 ",,,,,PUBLIC,
,,12/02/2016,Outsourcing Contract,DG: Public & International Health,DEPARTMENT FOR WORK AND PENSIONS (DWP),2929437," £1,000,000.00 ",DWP Overseas Healthcare Team Recharges 2015-16 (core funding),FY5 3TA,,,PUBLIC,
,,12/02/2016,UK subscriptions to overseas bodies,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,310096931," £50,000.00 ",,RH10 1UH,,,PUBLIC,
,,12/02/2016,Policy Payments,DG: Public & International Health,RURAL PAYMENTS AGENCY (RPA),SMTP15/16Q3 9275J01," £51,340.68 ",Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding  - 2015/16,RG13BV,,,PUBLIC,
,,26/02/2016,Other programme expenditure,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,FT/16050/00676," £18,286,914.55 ",,RH10 1UH,,,PUBLIC,
,,03/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-550477-116166," £35,502.09 ",HTA Researcher Lead,SW7 2AZ,,,PUBLIC,
,,03/02/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-550482-116168," £39,603.12 ",Clinician Scientist Awards,LS2 9JT,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,LANCASTER UNIVERSITY,ERS-550599-116281," £26,000.00 ",PROJECTS,LA1 4YT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,9000284269," £26,087.00 ",RDD Programme Support - Miscellaneous,NE1 7RU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-550735-116493," £36,299.00 ",NIHR Fellowships,NR4 7TJ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MEDICAL RESEARCH COUNCIL MRC,ERS-550747-116496," £175,880.83 ",UKCRC - Public Health Centres of Excellence,SN2 1FF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MEDICAL RESEARCH COUNCIL MRC,ERS-550747-116496," £166,500.00 ",UKCRC - Public Health Centres of Excellence,SN2 1FF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-550764-116497," £48,323.00 ",NIHR Fellowships,OX1 2XN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-550793-116527," £28,928.93 ",NIHR Fellowships,SE1 8WA,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-550794-116529," £279,602.04 ",Rus - Regional Design Service,NG7 2RD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-550798-116528," £34,403.06 ",NIHR Fellowships,SE1 8WA,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ACADEMY OF MEDICAL SCIENCES,ERS-550799-116525," £37,624.24 ",Formal Training for Trainees ( TCC AMS ),W1B 1QH,,,PUBLIC,
,,15/02/2016,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-550969-116683," £27,027.75 ",HS & DR,NR4 7TJ,,,PUBLIC,
,,16/02/2016,Capital policy payments,DG: Research & Development,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),615110006695," £37,500,000.00 ",DH contribution to clinical research infrastructure managed by MRC.,NP10 8QQ,,,PUBLIC,
,,17/02/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,21592862," £46,473.01 ",RDD Programme Support - Miscellaneous,L69 3GG,,,PUBLIC,
,,17/02/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,21592862," £1,548.99 ",RDD Programme Support - Miscellaneous,L69 3GG,,,PUBLIC,
,,18/02/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-551091-116747," £37,046.04 ",HTA Commissioned Research,M13 9PL,,,PUBLIC,
,,18/02/2016,Research & development,DG: Research & Development,KEELE UNIVERSITY OF,ERS-551095-116743," £30,979.28 ",NIHR Fellowships,ST5 5BG,,,PUBLIC,
,,18/02/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-551098-116741," £46,885.35 ",Targeted Capacity Building,B15 2TT,,,PUBLIC,
