"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",84,9.98,B&S Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",84,30.70,B&S Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",84,14.00,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/24/2013,Rail Travel UK,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",85,104.30,BRDO: Problem Solving Approaches - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/24/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",85,4.60,BRDO: Problem Solving Approaches - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",86,4.19,BRDO: Problem Solving Approaches - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",87,5.80,B&S Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",87,3.39,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",88,134.00,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance Overseas,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",88,9.00,MLG Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Finance & Commercial Group - F&C - Internal Audit,"Personal Expense, Name Witheld",89,3.30,F&C Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Finance & Commercial Group - F&C - Internal Audit,"Personal Expense, Name Witheld",89,6.20,F&C Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",90,17.76,MLG Devolved Admin - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Hotel & Accommodation Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",90,1822.43,MLG Devolved Admin - Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",90,3.00,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",90,381.32,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",90,120.00,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",91,40.00,MLG Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",91,12.60,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",91,2.85,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Rail Travel UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",92,6.80,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Mileage Allowance UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",92,87.50,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Other Travel,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",92,8.60,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Other Travel,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",92,15.89,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Taxi Services UK,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Executive (BRE)","Personal Expense, Name Witheld",93,15.00,SABR Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Subsistence UK,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Executive (BRE)","Personal Expense, Name Witheld",93,59.54,SABR Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Subsistence UK,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Executive (BRE)","Personal Expense, Name Witheld",93,25.00,SABR Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Executive (BRE)","Personal Expense, Name Witheld",93,10.50,SABR Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/22/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",94,337.05,ECO - Non Proliferation Awareness Seminars - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",95,148.50,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",95,9.00,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",96,49.50,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",96,3.00,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",97,31.70,Legal Services Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",97,6.00,Legal Services Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",97,4.83,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",99,14.00,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,"Personal Expense, Name Witheld",100,175.95,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,"Personal Expense, Name Witheld",100,9.20,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",101,15.00,MLG Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",101,4.50,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance Overseas,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",101,8.00,MLG Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Other Travel,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",101,8.34,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",102,15.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",102,5.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",102,330.95,Legal Services Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",102,5.00,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",102,3.00,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/22/2013,Rail Travel UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",103,31.40,Legal Services Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",104,11.00,ShEx Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,20.40,ShEx Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,83.05,ShEx Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Hotel & Accommodation UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,20.00,ShEx Devolved Admin - Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,63.97,ShEx Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,2.94,ShEx Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",105,11.42,ShEx Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",106,65.00,ShEx Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Mileage Allowance UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",107,37.80,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services Overseas,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",108,70.96,B&S Devolved Admin - Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence Overseas,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",108,42.78,B&S Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",109,79.80,B&S Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Subsistence UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",109,20.00,B&S Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/22/2013,Mileage Allowance UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",110,253.80,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Rail Travel UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",112,3.25,B&S Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Taxi Services UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",112,9.00,B&S Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/21/2013,Hotel & Accommodation UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",112,15.00,B&S Devolved Admin - Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
