Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount  ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,21/02/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269366RI,"5,385.19","Accommodation Central - FM Fixed Costs from Apr 2012 - Mar 2013 @£5,385.19 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269534RI,"96,480.73",DH-FM Variable Operational Works 2012-2013,Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269534RI,0.02,,Admin,
Department of Health,Department of Health,21/02/2013,Publicity & advertising,External Relations,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,103858,"39,705.12",Cancer campaign -  bowel cancer vv/o usage extension,Programme,
Department of Health,Department of Health,21/02/2013,Outsourcing Contract,External Relations,NHS EMPLOYERS LTD,SME,SW1E 5DD,11076,"39,600.00",CV21 - supporting the transfer of responsibility for key task to ensure the smooth transition of health and wellbeing issues for the period Oct-March 2013 Inv:11076,Programme,
Department of Health,Department of Health,21/02/2013,Outsourcing Contract,Commissioning,IPSOS MORI UK LTD,LARGE,HA1 1PT,13000209,"522,459.58",GP Patient Survey 2012/13,Programme,
Department of Health,Department of Health,21/02/2013,Addition Clearing - SW LIC,Informatics,IN PRACTICE SYSTEMS LTD,LARGE,SW8 3QJ,390758,"2,040,564.30",Capital: FY 2012/13 Capital Budget Requirements,Programme,
Department of Health,Department of Health,21/02/2013,Service charge,Informatics,IN PRACTICE SYSTEMS LTD,LARGE,SW8 3QJ,390758,"637,593.93",Revenue: FY 2012/13 Revenue Budget Requirements,Programme,
Department of Health,Department of Health,21/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313706,"80,207.34",Capital: Ambulance Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,21/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313708,"160,959.01",Capital: LSP NE FY 2012/13 - Ambulance  Deployment cash requirements,Programme,
Department of Health,Department of Health,21/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201316693,"5,000,000.00",Capital: LSP NME Bullet payment for achievement of Advance Bed Management per para 14.1 of the Commercial paper of the interim Agreement (31st Aug 2012),Programme,
Department of Health,Department of Health,21/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317068,"65,366.77",Capital: LSP NWWM FY 2012/13 Ambulance Deployment Capital cash requirements,Programme,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Strategy Finance & NHS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584123377,"5,120.00",Hyperion (Oracle)HFM Immediate Measures Plan - Delivery of Training to improve Month 9 efficiency,Admin,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Strategy Finance & NHS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584123377,"19,900.00",Hyperion (Oracle)HFM Immediate Measures Plan - Knowledge for delivery of HFM training to DH staff & new high level HFM design ,Admin,
Department of Health,Department of Health,21/02/2013,IT minor costs non capital,Goverance Operations & Assurance,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584123377,0.00,"Pricing based on DoH Enterprise Subscription Agreement - Non-Perpetual Visual Studio Ultimate with MSDN Subscription - Annual pricing, 3 year Agreement to 30/11/2015 VSUltwMSDN ALNG LicSAPk MVL .                          ",Admin,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Social Care,VERITA CONSULTANTS LLP,SME,W1D 4SN,9442/1950,"59,341.46",Verita Ltd - Consultancy Services Savile Reviews for months October to November 2012,Admin,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Social Care,VERITA CONSULTANTS LLP,SME,W1D 4SN,9442/1950,0.01,,Admin,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Social Care,VERITA CONSULTANTS LLP,SME,W1D 4SN,9442/1960,"42,679.62",Verita Ltd - Consultancy Services Savile Reviews for month of December 2012,Admin,
Department of Health,Department of Health,21/02/2013,Printing,Improvement & Efficency,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12110003,"25,174.90",Print services for the NHS 111 marketing campaign.,Programme,
Department of Health,Department of Health,21/02/2013,Outsourcing Contract,Public Health,2E2 UK LTD,LARGE,Berkshire,PRI056670,"243,189.54",ImmForm Managed Service,Programme,
Department of Health,Department of Health,21/02/2013,Contractor/Staff Substitution,Strategy Finance & NHS,CANDESIC LTD,SME,CB2 8PS,VCDH/13/01,"49,900.00",Advisors for Commercial Due Diligence,Programme,13715
Department of Health,Department of Health,21/02/2013,Research & development,Social Care,NORTHAMPTONSHIRE POLICE AUTHORITY,PUBLIC,NN4 7EX,9342002503,"50,000.00",Northamptonshire Police - Poilce Early Adopter Wave 2 Year Funding: Development of potential commissioning models to inform the diversion work programmes,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-485906-70288,"43,060.00", SSCM RK7332 FRI/010/018/220,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-485914-70289,"193,047.00",70195,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-485915-70290,"250,000.00",6GCTIONRAFT  -  DeNDRon Support Register - RAFT Funding,Programme,
Department of Health,Department of Health,22/02/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SANDWELL PCT,PUBLIC,B70 9LD,HAFS-15297,"2,500,000.00",,Other,
Department of Health,Department of Health,22/02/2013,ENDPBs Admin Capital Grant in Aid,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPAFUNDINGFEB2013,"3,450,000.00",Health Protection Agency (HPA) Grant in Aid (GIA) Capital costs Drawdown for 2012/13.,Other,
Department of Health,Department of Health,22/02/2013,ENDPBs Admin Revenue Grant in Aid,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPAFUNDINGFEB2013,"9,710,000.00",Health Protection Agency (HPA) Grant in Aid (GIA) Admin Revenue Drawdown costs for 2012/13.,Admin,
Department of Health,Department of Health,22/02/2013,Programme Revenue Grant in Aid to ENDPBs,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPAFUNDINGFEB2013,"7,626,500.00",Health Protection Agency (HPA) Grant in Aid (GIA) Programme Revenue Drawdown costs for 2012/13.,Other,
Department of Health,Department of Health,22/02/2013,Outsourcing Contract,Social Care,CROYDON HEALTH SERVICES NHS TRUST,PUBLIC,CR7 7YE,I0081653,"116,483.00",Initial Accommodation Health Screening Programme - (Brigstock Hotel/Rainbow Centre) - 2012/13,Programme,
Department of Health,Department of Health,22/02/2013,Research & development,Research & Development,HAEMAIR LTD,LARGE,SA2 8PP,49,"32,345.00",HTD - A respiratory aid and portable artificial lung HTD 541 - RNP/901/027/016,Programme,
Department of Health,Department of Health,22/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,315819,"103,794.98",Revenue: QMAS contract April 2012 to March 2013,Programme,
Department of Health,Department of Health,22/02/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320178,"247,566.11",Managed Telecom Service Charge from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,22/02/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320179,"690,211.18",CSC Baseline Charges from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,22/02/2013,Service charge,Informatics,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584124363,"73,750.33",Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,22/02/2013,Service charge,Informatics,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584124364,"72,447.01",Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,22/02/2013,Computer Software/License,Informatics,HEALTH LANGUAGE,,,16234964,"42,250.00",,,
Department of Health,Department of Health,22/02/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,SINV1822683,"24,623.00",Director of the RfPB Programme - ,Programme,
Department of Health,Department of Health,25/02/2013,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,6064,"59,152.80",Invoice 6064 CPA 474211 Recharge for the Hutton project December 2012,Admin,
Department of Health,Department of Health,25/02/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,397128,"371,261.00",NIHR Trainees Coordinating Centre Running Costs,Programme,
Department of Health,Department of Health,25/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,L9 7AL,HAFS-15292,"5,000,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,FY3 8NR,HAFS-15293,"1,000,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,MEDWAY NHS FOUNDATION TRUST,PUBLIC,ME7 5NY,HAFS-15294,"1,600,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,PUBLIC,RH19 3DZ,HAFS-15295,"800,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,PUBLIC,RH19 3DZ,HAFS-15296,"1,250,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,BARKING HAVERING & REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,HAFS-15314,"16,700,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,W2 6LA,HAFS-15315,"137,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QY,HAFS-15316,"224,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,SM5 1AA,HAFS-15317,"3,218,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,GATESHEAD HEALTH NHS FOUNDATION TRUST,PUBLIC,NE8 4YL,HAFS-15318,"2,374,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,HAFS-15319,"191,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,PUBLIC,SL2 4HL,HAFS-15320,"1,700,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,MEDWAY NHS FOUNDATION TRUST,PUBLIC,ME7 5NY,HAFS-15321,"275,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,MID STAFFORDSHIRE NHS FOUNDATION TRUST,PUBLIC,ST16 3SA,HAFS-15322,"1,000,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,HAFS-15325,"71,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,NW3 2QG,HAFS-15326,"90,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,STOCKPORT NHS FOUNDATION TRUST,PUBLIC,SK2 7JG,HAFS-15327,"50,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SURREY & SUSSEX HEALTHCARE NHS TRUST,PUBLIC,RH1 5RH,HAFS-15328,"1,450,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,THE IPSWICH HOSPITAL NHS TRUST,PUBLIC,IP4 5PD,HAFS-15329,"2,696,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,PUBLIC,BA21 4AT,HAFS-15330,"200,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DN15 7BH,HAFS-15331,"65,000.00",,Other,
Department of Health,Department of Health,25/02/2013,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,SINV/00018428,"92,073.00",BSA CPA 474211 Recharge for the GMP retro. project Dec12/Nov12 Recharge for the increased contributions Yr 2 & 3 Dec 12 Recharge for the TRS project Dec 12,Programme,
Department of Health,Department of Health,25/02/2013,Professional fees,Strategy Finance & NHS,BEVAN BRITTAN LLP,LARGE,BS2 0HQ,1378763,"202,520.00","PO required for Bevan Brittan LLP, for legal services in respect of PCT estate transfers to NHS PS Ltd.",Admin,
Department of Health,Department of Health,25/02/2013,Publicity & advertising,External Relations,RESEARCH WORKS LTD,SME,AL1 4TB,2246,"25,350.00",Cancer - community engagement survey,Programme,
Department of Health,Department of Health,25/02/2013,Publicity & advertising,External Relations,RESEARCH WORKS LTD,SME,AL1 4TB,2247,"23,850.00",Cancer  - GP survey,Programme,
Department of Health,Department of Health,25/02/2013,Publicity & advertising,External Relations,DARE NCS LTD,LARGE,W1T 1NB,3311163REPAYMENT,"470,976.42",Creative development of January campaign,Programme,
Department of Health,Department of Health,25/02/2013,Professional fees,NHS Finance Operations & Performance,BEARING POINT LTD,SME,WC2B 5DG,4520400035,"39,915.60","Avon & Wiltshire MH Partnership NHS Trust Stage 1, 2 and 3.",Programme,
Department of Health,Department of Health,25/02/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320374,"46,150.01",P3892 - Quarry House Restack October 2012 Moves,Admin,
Department of Health,Department of Health,25/02/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320375,"56,708.98",P3983 - Quarry House Restack November 2012 Moves,Admin,
Department of Health,Department of Health,25/02/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320440,"138,033.79",IMS2 Exit - Planning & Implementation Phase,Admin,
Department of Health,Department of Health,25/02/2013,Service charge,Informatics,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584124356,"197,647.61",Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,25/02/2013,Service charge,Informatics,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584124360,"1,139,295.97",Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,25/02/2013,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92845842,"31,250.00",Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,25/02/2013,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92845843,"27,500.00",Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,25/02/2013,Other programme expenditure,Strategy Finance & NHS,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS25/02/13,"533,696.90",,Programme,
Department of Health,Department of Health,25/02/2013,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,,,16217526,"57,375.00",,,
Department of Health,Department of Health,25/02/2013,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,,,16217527,"48,939.22",,,
Department of Health,Department of Health,25/02/2013,UK subscriptions to overseas bodies,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042530560JQUA3B,"51,852.03",,Programme,
Department of Health,Department of Health,25/02/2013,Outsourcing Contract,Public Health,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,45042,"73,909.00",Diet & Nutrition Survey of Infants & Young Children (DNSIYC) FS136003 (main contract - C020),Programme,
Department of Health,Department of Health,25/02/2013,Revenue Grants to non-profit institutions,Social Care,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-486131-70301,"78,000.00",2010/018 Cancer Research UK -   PROJECT: Testing innovation approaches to influence young people to take action to prevent melanoma,Programme,
Department of Health,Department of Health,26/02/2013,Policy Payments,NHS Medical,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,26286817,"357,253.20","Financial Support for the agreed project, in accordance with the contract dated 21/01/13",Programme,
Department of Health,Department of Health,26/02/2013,Addition Clearing - SW LIC,Informatics,MICROTEST LTD,SME,PL31 1EX,79242,"260,804.33",Capital: Microtest FY 2012/13 Capital Budget Requirements,Programme,
Department of Health,Department of Health,26/02/2013,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124633,"78,894.38",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - December 2012 estimate,Admin,
Department of Health,Department of Health,26/02/2013,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124633,126.03,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - January 2013 estimate,Admin,
Department of Health,Department of Health,26/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,317298,"170,809.47",Revenue: QMAS contract April 2012 to March 2013,Programme,
Department of Health,Department of Health,26/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318286,"25,955.14",Revenue: LSP London FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,26/02/2013,Addition Clearing - SW LIC,Informatics,BT GROUP PLC,LARGE,NW9 6LB,319279,"6,987,784.80",Capital: LSP London FY 2012/13 Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/02/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320371,"25,039.66",IMS2.1 deployment pre IMS3 - Other ALBs,Admin,
Department of Health,Department of Health,26/02/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201320372,"34,060.76",P3967 Relocation of Health Education England (HEE) to Blenheim,Admin,
Department of Health,Department of Health,26/02/2013,Outsourcing Contract,External Relations,GFK NOP LTD,LARGE,SE1 9UL,8272004241,"60,560.50",Quantitative research survey with NHS staff - December 2012 wave,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881295,"76,680.66",Dementia digital display,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881296,"112,199.78",Be Food Smart TV Activity 7th Jan 13 - 3rd Feb 13,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881298,"185,578.27",Be Food Smart Search and Display Activity 7 Jan 13 - 24 Feb 13,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881300,"68,427.50",RHH VOD,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881341,"52,988.15",Dementia press spend,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881342,"35,409.54","C4L Alcohol Search and Display, 1 Oct 12 - 18 Nov 12",Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881345,"74,364.51",Be Food Smart Search and Display Activity 7 Jan 13 - 24 Feb 13,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,881346,"118,500.87",Search advertising for January Health Harms,Programme,
Department of Health,Department of Health,26/02/2013,Publicity & advertising,External Relations,SERCO LISTENING LTD,LARGE,RG27 9UY,90811757,"21,391.54",Stoptober Serco,Programme,
Department of Health,Department of Health,26/02/2013,Printing,NHS Medical,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12120026,"28,459.29",NHS Cervical Screening-The Facts x 1 million leaflets,Programme,
Department of Health,Department of Health,26/02/2013,Contractor/Staff Substitution,Strategy Finance & NHS,CAPITA RESOURCING LTD,LARGE,DL1 9HN,WN70160166,"9,334.38",Commercial Lead �,Admin,
Department of Health,Department of Health,26/02/2013,Contractor/Staff Substitution,Strategy Finance & NHS,CAPITA RESOURCING LTD,LARGE,DL1 9HN,WN70160166,"18,818.10",Commercial Lead �,Admin,
Department of Health,Department of Health,26/02/2013,Contr Other External,Informatics,CABLE & WIRELESS UK,,,14554738,"1,373,867.54",,,
Department of Health,Department of Health,26/02/2013,Contr Other External,Informatics,CABLE & WIRELESS UK,,,16195408,"500,000.00",,,
Department of Health,Department of Health,26/02/2013,Contr Other External,Informatics,CABLE & WIRELESS UK,,,16229434,"-1,373,867.43",,,
Department of Health,Department of Health,26/02/2013,Outsourcing Contract,NHS Medical,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,NP10 8XG,1026091,"208,197.70",Annual processing of national statistics for Cancer Registration 2012 - 2013,Programme,
Department of Health,Department of Health,26/02/2013,Revenue Grants to non-profit institutions,External Relations,ACADEMY OF MEDICAL ROYAL COLLEGES (AOMRC),PUBLIC,W1G 8AX,ERS-486192-70321,"134,229.00",2012/023 - Academy of Royal Medical Colleges for Patient Feedback Tool,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-486301-70364,"5,916.00",06/45/02 - HTA Main Programme,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-486301-70364,"33,456.00",07/60/18 PROSPECT Trial,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-486302-70365,"13,546.00",02/06/2002,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-486302-70365,"11,250.00",98/03/2,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-486302-70365,"1,742.00",06/303/205,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-486302-70365,"20,310.00",HTA - ( PD REHAB ) 07/01/07,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-486302-70365,"1,586.72",OPT HTA - 06/404/84,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-486303-70366,"64,142.00",SMED RK6831,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-486303-70366,"12,447.00",06/402/94 ( HTA Pragmatic Trial ),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-486304-70367,"35,057.00",06/05/2001,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-486304-70367,"24,639.00",06/303/98,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-486304-70367,"52,725.00",RG37084,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-486305-70368,"34,308.00",121.803907,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-486308-70371,"3,328.00",DNPCA P14965 - HTA Clinical Trial 07/01/26,Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-486308-70371,"26,283.00",DSBB_P14694 (07/37/64),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-486308-70371,"4,971.72",08/56/02 ( HTA - ),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-486310-70372,"5,357.00",HTA Project 07/01/38 ),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-486310-70372,"30,830.47",RG.PSRY.475493 ( HTA Project 07/33/01 - ),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-486315-70377,"14,126.00",HJRVOC0 - 06/301/233 (ACST-2),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-486315-70377,"68,207.00",HJRPXM0   ( The Protec T Trial ),Programme,
Department of Health,Department of Health,26/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-486315-70377,"18,191.00",RMVE0,Programme,
