Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Latest Contract Number
,,24/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-21976,302000,,SM5 1AA,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-21977,1900000,,PR7 1GZ,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,LEWISHAM AND GREENWICH NHS TRUST,HAFS-21978,3124000,,SE13 6LH,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,PORTSMOUTH HOSPITAL NHS TRUST,HAFS-21979,1347000,,PO6 3LY,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-21980,3000000,,CM20 1QX,,,PUBLIC,
,,24/10/2016,Additions PDC Revenue Support NHS FT Permanent,DG: Holding CT Core,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-21981,109000,,BA1 3NG,,,PUBLIC,
,,24/10/2016,Additions PDC Revenue Support NHS FT Permanent,DG: Holding CT Core,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-21982,231000,,BA1 3NG,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,HAFS-21984,65000,,S10 3TH,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,STOCKPORT NHS FOUNDATION TRUST,HAFS-21985,3000000,,SK2 7JG,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,THE IPSWICH HOSPITAL NHS TRUST,HAFS-21986,750000,,IP4 5PD,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,THE WALTON CENTRE NHS FOUNDATION TRUST,HAFS-21987,650000,,L9 7LJ,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,HAFS-21988,790000,,TQ2 7AN,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-21989,10000000,,NW1 2BX,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-21990,2400000,,NW1 2BX,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-21991,3100000,,NW1 2BX,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,HAFS-21992,2000000,,TS24 9AH,,,PUBLIC,
,,24/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BRISTOL UNIVERSITY OF,ERS-563555-128841,48111.25,NIHR Fellowships,BS8 1TH,,,PUBLIC,
,,24/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CARDIFF UNIVERSITY,ERS-563558-128842,64317,Invention for Innovation,CF24 0DE,,,PUBLIC,
,,24/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LIVERPOOL UNIVERSITY OF,ERS-563560-128844,33344,Invention for Innovation,L69 3BX,,,PUBLIC,
,,24/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS UNIVERSITY OF,ERS-563561-128843,40837,Invention for Innovation,LS2 9JT,,,PUBLIC,
,,25/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",ARCADIS LLP PREVIOUSLY KNOWN EC HARRIS LLP,75162134,14719.2,BC6806 - Sir Robert Naylor’s Independent Review – Healthcare Planner2,N1 NAB,,,LARGE,
,,25/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",ARCADIS LLP PREVIOUSLY KNOWN EC HARRIS LLP,75162134,32994,BC6806 - Sir Robert Naylor’s Independent Review – Property Development Lead,N1 NAB,,,LARGE,
,,25/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",ARCADIS LLP PREVIOUSLY KNOWN EC HARRIS LLP,75162134,21367.2,BC6806 - Sir Robert Naylor’s Independent Review,N1 NAB,,,LARGE,
,,25/10/2016,ED 02/11/2016 SHA PCT closedown Other payables (ST),DG: Holding CT Core,NHS ENGLAND CBA033,PCT/SHA-INCOME 16/1,12803435.76,,LS2 7UE,,,PUBLIC,
,,25/10/2016,Revenue Grants to non-profit institutions,"DG: INNOVATION, GROWTH & TECHNOLOGY",Northern Health Science Alliance Ltd,ERS-563602-128861,688295.46,2016/024 Northern Health Science Alliance - Health North,M2 4PD,,,LARGE,
,,25/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,HEALTH EDUCATION ENGLAND T1510,49298112,13902151,"Other formal training, (Mentoring TCC, Experimental training camp AD, Psychiatry Master Class IoP, meeeting/workshops organised by TCC, NIHR Research Methods advisor - Leeds  ",LS1 4PL,,,PUBLIC,
,,25/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,HEALTH EDUCATION ENGLAND T1510,49298113,13902157,"Other formal training, (Mentoring TCC, Experimental training camp AD, Psychiatry Master Class IoP, meeeting/workshops organised by TCC, NIHR Research Methods advisor - Leeds  ",LS1 4PL,,,PUBLIC,
,,25/10/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,LEEDS UNIVERSITY OF,90229465,4597196,NIHR Research Networks Co-ord Centre,LS2 9JT,,,PUBLIC,
,,26/10/2016,Service charge,"DG: FINANCE, COMMERCIAL & NHS",NHS SHARED BUSINESS SERVICES SBS,100044815,27083.33,SBS- Digital Archive Services - Annual Service Charge,WF3 1WE,,,PUBLIC,
,,26/10/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000028678,60202.1,Service Level Agreement between NHS Business Services Authority and Secretary of State for Health for the management of services relating to the Healthy Food Schemes (HFS) - 2016-17,NE1 6SN,,,PUBLIC,
,,26/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTHAMPTON UNIVERSITY OF,44192068,25175,RDD Programme Support - Miscellaneous,SO17 1BJ,,,PUBLIC,
,,26/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Hereford),H16091530885,43494.56,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Hereford),H16091530937,44092.14,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Hereford),H16091530916,43428.98,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,Total Produce (Bodmin),B16090130908,32716.02,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,Total Produce (Bodmin),B16090130878,46076.86,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,G W Price,421520,38698.52,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,G W Price,421506,34851.04,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,G W Price,421513,55729.32,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,G W Price,421518,30454.49,,,,,,
,,26/10/2016,"SFVS - product & distribution cost, during September 2016",,G W Price,421512,45835.3,,,,,,
,,27/10/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584219861,1493202.43,Sept 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,27/10/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584219862,30726.92,Sept 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,27/10/2016,Other programme expenditure,DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,356280789,2650000,,RH10 1UH,,,PUBLIC,
,,27/10/2016,EEA medical costs (ST),DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,FT/16298/00380,4310414.66,,RH10 1UH,,,PUBLIC,
,,27/10/2016,Provisions cash payment,DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,FT/16298/00380,9346.4,,RH10 1UH,,,PUBLIC,
,,27/10/2016,Secondees in invoiced costs,DG: RESEARCH & DEVELOPMENT,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,54016486,42357.58,NA,WC1E 7HT,,,PUBLIC,
,,27/10/2016,Secondees in invoiced costs,DG: RESEARCH & DEVELOPMENT,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,54016487,42564.64,NA,WC1E 7HT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-563631-128921,48841,Programme Grants for NHS Trusts,BS99 1YF,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-563633-128923,30000,Programme Grants for NHS Trusts,CM8 2TL,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-563652-128944,43346,Invention for Innovation,M13 0JR,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-563657-128947,95958,Programme Grants for NHS Trusts,B15 2PZ,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-563659-128933,39999,Invention for Innovation,CV2 2DX,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-563663-128939,28548,Research for Patient Benefit,UB9 6JH,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-563670-128942,64907,Invention for Innovation,OX4 2PG,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-563685-128931,30974.24,HTA Commissioned Research,SE1 9RT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ERS-563692-129062,69455.1,Invention for Innovation,S75 2PY,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-563694-129073,127549,Programme Grants for NHS Trusts,ST5 1QG,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-563696-129061,56303,Programme Grants for NHS Trusts,BS99 1YF,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARTS HEALTH NHS TRUST,ERS-563698-129072,34003,Research for Patient Benefit,E1 8PR,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE LONDON,20148837,29703.6,RDD Programme Support - Miscellaneous,SW7 2AZ,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BRISTOL UNIVERSITY OF,ERS-563653-128950,71000,HTA - Support for Clinical Trials,BS8 1TH,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,KINGS COLLEGE LONDON,ERS-563658-128961,92009,Invention for Innovation,SE1 8WA,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MANCHESTER UNIVERSITY OF,ERS-563662-128966,25255,Invention for Innovation,M13 9PL,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE LONDON,ERS-563665-128958,73734,Invention for Innovation,SW7 2AZ,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE LONDON,ERS-563666-128959,49234,Invention for Innovation,SW7 2AZ,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BIRMINGHAM UNIVERSITY OF,ERS-563667-128949,134608.35,HTA Researcher Lead,B15 2TT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-563668-128976,96575,Invention for Innovation,SW17 0RE,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CARDIFF UNIVERSITY,ERS-563669-128954,25939,Invention for Innovation,CF24 0DE,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-563671-128956,30153.18,HS & DR,WC1E 7HT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-563672-128957,30500,PROJECTS,WC1E 7HT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-563673-128971,109832.43,HS & DR,OX1 2XN,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-563675-128973,375000,School of Primary Care Research,OX1 2XN,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-563678-128974,84060,NIHR Fellowships,OX1 2XN,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS UNIVERSITY OF,ERS-563687-128962,29777.74,EME - ( NETSCC ),LS2 9JT,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,PLYMOUTH UNIVERSITY OF,ERS-563699-129071,45333,PROJECTS,PL4 8AA,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM TRENT UNIVERSITY,ERS-563742-129069,150660,Research Capability Funding (STANDARD),NG1 4BU,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-563746-129070,151142.14,HS & DR,OX1 2XN,,,PUBLIC,
,,27/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NUFFIELD TRUST,ERS-563676-128979,146746.62,HS & DR,W1G 7LP,,,VCS,
,,27/10/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",South Yorkshire Housing Association Limited,ERS-563630-128901,103242,2016-17 2013/National/011 South Yorkshire Housing Association Over2You,S1 4HF,,,VCS,
,,27/10/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,METHODS CONSULTING,SIN026398,130452.34,NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,
,,27/10/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,METHODS CONSULTING,SIN025793,130452.34,NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,
,,28/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,C040540,24626.67,Capital: FY 2015-16 STAF & LC Costs for Lorenzo Deployment,WS2 9PS,,,PUBLIC,
,,28/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,C040540,515.37,Capital: F/Y 2014/15 LSP NME STAF and LC costs for Lorenzo Deployment,WS2 9PS,,,PUBLIC,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,C040540,91011.45,Revenue: F/Y 2014/15 LSP NME STAF and LC costs for Lorenzo Deployment,WS2 9PS,,,PUBLIC,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,C040540,70939.29,Revenue: FY 2015-16 STAF & LC Costs for Lorenzo Deployment,WS2 9PS,,,PUBLIC,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",ACCENTURE UK LTD,3003335859,231927.94,Revenue 2016/17 Accenture NHS Mail 2: Charges covering secure email service and on boarding cost form June to Mar 17,EC3M 3BD,,,LARGE,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201471033,172688.54,Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,,,LARGE,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201471034,807690.3,Revenue 2016/17 CSC LSP NME: Committed deployment and service charges for 2016/17,PR1 8UQ,,,LARGE,
,,28/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",PCTI Solutions Limited,58475,266000,Revenue 2016/17 PCTI GPSoC R: Subsidiary Module Software and Support Charges,WF10 5QU,,,SME,
,,28/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",KENT PHARMACEUTICALS LTD,EMBS-012,67089.5,,,,,SME,
,,28/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",KENT PHARMACEUTICALS LTD,EMBS-013,33215.79,,,,,SME,
,,28/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",KENT PHARMACEUTICALS LTD,EMBS-014,33498.99,,,,,SME,
,,28/10/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",SAMARITANS,ERS-563775-129101,77368,IESD 2016-17 Samaritans AIMS Ref 54302770,KT17 2AF,,,VCS,
,,28/10/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,5810161329,1845170,DH/IBM ESR Contract - Service Charges,PO6 3AU,,,LARGE,
,,31/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-21993,10000000,,E1 8PR,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,HAFS-21994,300000,,M8 5RB,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,MERSEY CARE NHS FOUNDATION TRUST,HAFS-21995,6000000,,L31 1HW,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,HAFS-21996,423000,,CM8 2TL,,,PUBLIC,
,,31/10/2016,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-21997,469000,,HA7 4LP,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-21998,2374000,,ST4 7LN,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,WEST LONDON MENTAL HEALTH NHS TRUST,HAFS-21999,7611000,,UB1 3EU,,,PUBLIC,
,,31/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-22000,500000,,IP33 3QZ,,,PUBLIC,
,,31/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-22001,700000,,IP33 3QZ,,,PUBLIC,
,,31/10/2016,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,KENT & MEDWAY NHS & SOCIAL CARE PARTNERSHIP TRUST,HAFS-22012,1475000,,WF3 1WE,,,PUBLIC,
,,31/10/2016,DH Support to Mergers,DG: Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,I0131633,1680000,Implementation of Barnet and Chase Farm Operational Efficiency,NW3 2QG,,,PUBLIC,
,,31/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",PGO FOREIGN CURRENCY PAYMENTS,356874592,294676.46,,,,,PUBLIC,
,,31/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",PGO FOREIGN CURRENCY PAYMENTS,356874592,3525.05,,,,,PUBLIC,
,,31/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-563844-129161,1718298,Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,31/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-563844-129161,166666,Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,31/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ACADEMY OF MEDICAL SCIENCES,ERS-563824-129141,32236.54,Formal Training for Trainees ( TCC AMS ),W1B 1QH,,,PUBLIC,
,,31/10/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",SAMARITANS,ERS-563816-129121,100695,IESD - SAMARITANS - AIMS REF 54154714,KT17 2AF,,,VCS,
,,31/10/2016,Addition Clearing - SW LIC,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,CHAPS 31/10/16,1151631.7,IBM ESR Enhance Project 2.5,PO6 3AU,,,LARGE,
,,31/10/2016,Addition Clearing - SW LIC,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,CHAPS 31/10/16,118925.24,IBM ESR Enhance Project 2.4,PO6 3AU,,,LARGE,
,,31/10/2016,Addition Clearing - IT,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,CHAPS 31/10/16,154022.34,ESR Transition - T1.4 Including Retention,PO6 3AU,,,LARGE,
,,31/10/2016,Addition Clearing - IT,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,CHAPS 31/10/16,1037720.38,ESR Transition - T1.3 Including Retention,PO6 3AU,,,LARGE,
