Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),NORTHAMPTONSHIRE PCT,HAFS-9732,77000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),NOTTINGHAMSHIRE COUNTY TEACHING PCT,HAFS-9735,78000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),DERBYSHIRE COUNTY PCT,HAFS-9660,80000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST SUSSEX PCT,HAFS-9785,83000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),LIVERPOOL PCT,HAFS-9705,83995000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),LINCOLNSHIRE PCT,HAFS-9704,85000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WORCESTERSHIRE PCT,HAFS-9791,85000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),NORTH YORKSHIRE & YORK PCT,HAFS-9731,87000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),LEEDS PCT,HAFS-9700,89507000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),NORFOLK PCT,HAFS-9721,92000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),DEVON PCT,HAFS-9661,93000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),EASTERN & COASTAL KENT PCT,HAFS-9671,95000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),HERTFORDSHIRE PCT,HAFS-9688,117000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),HAMPSHIRE PCT,HAFS-9679,128500000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SURREY PCT,HAFS-9768,140000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),LONDON SHA,HAFS-9706,150000000,,,
Department of Health,Department of Health,04-Jan-11,CASH FUNDING Rev ND In RAB,FINANCE & OPERATIONS (DM),NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-9719,198300000,,,
Department of Health,Department of Health,04-Jan-11,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,SOUTH WESTERN AMBULANCE SERVICE,6272385,133000,,,
Department of Health,Department of Health,04-Jan-11,Contr Other External,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,12129582,3246.74,,,
Department of Health,Department of Health,04-Jan-11,External Consultancy Fees,INFORMATICS,MOORHOUSE CONSULTING LTD,12153797,27500,,,
Department of Health,Department of Health,04-Jan-11,Payroll Ded'ns N/S Curr,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,12129582,86314.17,,,
Department of Health,Department of Health,04-Jan-11,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,12113256,21300,,,
Department of Health,Department of Health,04-Jan-11,Staff Consultancy & Suppt,INFORMATICS,CANCER RESEARCH UK LTD,12111867,450000,,,
Department of Health,Department of Health,04-Jan-11,Staff Consultancy & Suppt,INFORMATICS,QI CONSULTING,12173087,23400.84,,,
Department of Health,Department of Health,04-Jan-11,Travel & Subsistence,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,12164217,30000,,,
Department of Health,Department of Health,04-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,7598.41,,,
Department of Health,Department of Health,04-Jan-11,Contactor/ Staff Subsitution,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),728729,24939,,,
Department of Health,Department of Health,04-Jan-11,Grants to non profit institutions (CUR),NHS MEDICAL DIRECTOR,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,ERS-417230-39601,82225,,,
Department of Health,Department of Health,04-Jan-11,Other rentals under operating leases (non-PFI),REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),CAMBRIDGE UNIVERSITY OF,SY651504,57379,,,
Department of Health,Department of Health,04-Jan-11,Other programme expenditure,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),GREATER LONDON AUTHORITY,1800001513,63000,,,
Department of Health,Department of Health,04-Jan-11,Grants to non profit institutions (CUR),SOCIAL CARE,SOCIAL CARE INSTITUTE FOR EXCELLENCE (SCIE),ERS-417303-39641,946913,,,
Department of Health,Department of Health,04-Jan-11,Conferences & seminars,WORKFORCE,CENTRAL OFFICE OF INFORMATION (COI),730205,37600,,,
Department of Health,Department of Health,04-Jan-11,Revenue Grants to Other Bodies,WORKFORCE,ROYAL COLLEGE OF RADIOLOGISTS (RCR),9521,45000,,,
Department of Health,Department of Health,05-Jan-11,Grants to non-profit institutions (CAP),CHIEF NURSING OFFICER,COVENTRY UNIVERSITY,ERS-417365-39661,194154,,,
Department of Health,Department of Health,05-Jan-11,Addition Clearing - IT,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201207879,7801.81,,,
Department of Health,Department of Health,05-Jan-11,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201207879,66141.61,,,
Department of Health,Department of Health,05-Jan-11,Addition Clearing - IT,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201212125,70216.31,,,
Department of Health,Department of Health,05-Jan-11,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201212125,78821.41,,,
Department of Health,Department of Health,05-Jan-11,Computer Hardware Purch,INFORMATICS,HM LAND REGISTRY,11916769,45000,,,
Department of Health,Department of Health,05-Jan-11,Computer Hardware Purch,INFORMATICS,HM LAND REGISTRY,12173007,36393.97,,,
Department of Health,Department of Health,05-Jan-11,External Consultancy Fees,INFORMATICS,TRIBAL CONSULTING LTD,12173041,22800,,,
Department of Health,Department of Health,05-Jan-11,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,12111882,28000,,,
Department of Health,Department of Health,05-Jan-11,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,12111889,25000,,,
Department of Health,Department of Health,05-Jan-11,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,12111890,25000,,,
Department of Health,Department of Health,05-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,5291.53,,,
Department of Health,Department of Health,05-Jan-11,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,DELOITTE LLP,1110620384,11000,,,
Department of Health,Department of Health,05-Jan-11,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,DELOITTE LLP,1110620384,36000,,,
Department of Health,Department of Health,05-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30284,31471.43,,,
Department of Health,Department of Health,05-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,ACTAVIS UK LTD,10045930,35276.93,,,
Department of Health,Department of Health,05-Jan-11,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,YORK HOSPITALS NHS FOUNDATION TRUST,10033476,57031.32,,,
Department of Health,Department of Health,05-Jan-11,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,YORK HOSPITALS NHS FOUNDATION TRUST,10030098,59641.44,,,
Department of Health,Department of Health,05-Jan-11,Research & development,R&D,PULSETEQ LTD,1359,25837.54,,,
Department of Health,Department of Health,05-Jan-11,Secondees in invoiced costs,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),CHESHIRE WEST AND CHESTER UNITARY AUTHORITY,8262618,59217.48,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-417395-39681,44000,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,ISLE OF WIGHT COUNCIL,ERS-417398-39684,277265,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,ERS-417401-39687,300000,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-417404-39690,312500,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-417400-39686,500000,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SOUTHAMPTON CITY COUNCIL,ERS-417403-39689,561500,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,CHESHIRE EAST UNITARY AUTHORITY,ERS-417397-39683,571200,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SHROPSHIRE COUNTY COUNCIL,ERS-417402-39688,600000,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,WESTMINSTER CITY COUNCIL,ERS-417405-39691,607117,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,CAMDEN LONDON BOROUGH COUNCIL,ERS-417396-39682,686250,,,
Department of Health,Department of Health,05-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,HAMPSHIRE COUNTY COUNCIL,ERS-417399-39685,805000,,,
Department of Health,Department of Health,05-Jan-11,Professional fees,WORKFORCE,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00013927,43434.85,,,
Department of Health,Department of Health,06-Jan-11,Grants to non-profit institutions (CAP),CHIEF NURSING OFFICER,NEWCASTLE UNIVERSITY,ERS-417612-39722,35552,,,
Department of Health,Department of Health,06-Jan-11,Secondees in invoiced costs,CHIEF NURSING OFFICER,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,9900002611,40908.67,,,
Department of Health,Department of Health,06-Jan-11,Secondees in invoiced costs,COMMISSIONING,BEDFORDSHIRE PCT,704242,25215.46,,,
Department of Health,Department of Health,06-Jan-11,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,12223072,49126.25,,,
Department of Health,Department of Health,06-Jan-11,External Consultancy Fees,INFORMATICS,QI CONSULTING,12223068,551669.6,,,
Department of Health,Department of Health,06-Jan-11,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,12223060,61819.94,,,
Department of Health,Department of Health,06-Jan-11,Phone Rental and Calls,INFORMATICS,BT PLC,12215117,28328.6,,,
Department of Health,Department of Health,06-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,8887.96,,,
Department of Health,Department of Health,06-Jan-11,Secondees in invoiced costs,NHS FINANCE PERFORMANCE & OPERATIONS,SALFORD ROYAL NHS FOUNDATION TRUST,1000119385,26500.37,,,
Department of Health,Department of Health,06-Jan-11,Raw materials & consumables,NHS MEDICAL DIRECTOR,SIGMA PHARMACEUTICALS PLC,I818097,56394.02,,,
Department of Health,Department of Health,06-Jan-11,Raw materials & consumables,NHS MEDICAL DIRECTOR,SIGMA PHARMACEUTICALS PLC,I915835,363187.8,,,
Department of Health,Department of Health,06-Jan-11,Facilities management: contract,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),NORTH EAST SHA,502701,55000,,,
Department of Health,Department of Health,06-Jan-11,Course Fees General,SOCIAL CARE,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,50002257,36000,,,
Department of Health,Department of Health,06-Jan-11,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90054048,26954.5,,,
Department of Health,Department of Health,06-Jan-11,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90054060,42572.6,,,
Department of Health,Department of Health,06-Jan-11,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90054050,60674.65,,,
Department of Health,Department of Health,06-Jan-11,Revenue Grants to Other Bodies,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),ERS-417558-39702,612073,,,
Department of Health,Department of Health,06-Jan-11,Revenue Grant in Aid to NDPBs,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),ERS-417560-39701,1266340,,,
Department of Health,Department of Health,07-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,THE DONNA LOUISE TRUST,ERS-417681-39761,31285,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,COMMISSIONING,South of England Advocacy Projects,SIN001853,133911.08,,,
Department of Health,Department of Health,07-Jan-11,Contactor/ Staff Subsitution,COMMISSIONING,NORTHGATE HR LTD,91142473,135564.1,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,COMMISSIONING,South of England Advocacy Projects,SIN001852,157200.42,,,
Department of Health,Department of Health,07-Jan-11,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,A009942,27545.34,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,LIVERPOOL JOHN MOORES UNIVERSITY,501501,44000,,,
Department of Health,Department of Health,07-Jan-11,Computer Software/License,INFORMATICS,COMPUTACENTER UK LTD,12122382,25317.22,,,
Department of Health,Department of Health,07-Jan-11,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,12215116,44967.87,,,
Department of Health,Department of Health,07-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,6056.7,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH LTD,81,379167,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,ALLIANCE MEDICAL LTD,PET0080,817826.27,,,
Department of Health,Department of Health,07-Jan-11,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH MOLECULAR IMAGING LTD,SIM000048,841405.17,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH LTD,82,1727805.55,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,CARE UK CLINICAL SERVICES LTD,25713295,2013816.12,,,
Department of Health,Department of Health,07-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30109,102808.66,,,
Department of Health,Department of Health,07-Jan-11,Professional fees,NHS MEDICAL DIRECTOR,OFFICE FOR NATIONAL STATISTICS (ONS),1019754,210327,,,
Department of Health,Department of Health,07-Jan-11,Secondees in invoiced costs,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),SOUTH WEST SHA,6192086,47238.26,,,
Department of Health,Department of Health,07-Jan-11,Other programme expenditure,SOCIAL CARE,PLYMOUTH CITY COUNCIL,72803756995,15000,,,
Department of Health,Department of Health,07-Jan-11,Other programme expenditure,SOCIAL CARE,PLYMOUTH CITY COUNCIL,72803756995,50000,,,
Department of Health,Department of Health,07-Jan-11,Other programme expenditure,SOCIAL CARE,DORSET COUNTY COUNCIL,1800085767,200000,,,
Department of Health,Department of Health,07-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-417773-39781,241250,,,
Department of Health,Department of Health,07-Jan-11,Capital Grants to Other Bodies,SOCIAL CARE,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),ERS-417673-39741,82312000,,,
Department of Health,Department of Health,07-Jan-11,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90054059,122787.5,,,
Department of Health,Department of Health,08-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,79.18,,,
Department of Health,Department of Health,09-Jan-11,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1721001-18-JAN-11,33.29,,,
Department of Health,Department of Health,10-Jan-11,Outsourcing Contract,COMMISSIONING,POHWER,SINV299,99069,,,
Department of Health,Department of Health,10-Jan-11,Outsourcing Contract,COMMISSIONING,POHWER,SINV300,115932,,,
Department of Health,Department of Health,10-Jan-11,Outsourcing Contract,COMMISSIONING,POHWER,SINV298,139708,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731108,11592.49,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731105,54901,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731108,66242.81,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731129,66574.2,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731096,82828,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731095,84362,,,
Department of Health,Department of Health,10-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731099,125289.24,,,
Department of Health,Department of Health,10-Jan-11,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,1617.63,,,
Department of Health,Department of Health,10-Jan-11,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,1703.56,,,
Department of Health,Department of Health,10-Jan-11,Facilities management: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,1835.34,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,2520.24,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,2543.68,,,
Department of Health,Department of Health,10-Jan-11,Facilities management: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,3524.46,,,
Department of Health,Department of Health,10-Jan-11,Facilities management: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,6670.52,,,
Department of Health,Department of Health,10-Jan-11,Facilities management: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,7099.81,,,
Department of Health,Department of Health,10-Jan-11,Security: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,7661,,,
Department of Health,Department of Health,10-Jan-11,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,11653.11,,,
Department of Health,Department of Health,10-Jan-11,Facilities management: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,13560.96,,,
Department of Health,Department of Health,10-Jan-11,Security: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,16479.08,,,
Department of Health,Department of Health,10-Jan-11,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,16873.97,,,
Department of Health,Department of Health,10-Jan-11,Security: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,16961.89,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,23201.81,,,
Department of Health,Department of Health,10-Jan-11,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,24705.75,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,29484.45,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,31388.28,,,
Department of Health,Department of Health,10-Jan-11,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,32333.83,,,
Department of Health,Department of Health,10-Jan-11,Security: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00184255RI,39180.93,,,
Department of Health,Department of Health,10-Jan-11,Additions-PDC permanent,FINANCE & OPERATIONS (DM),CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-9815,246000,,,
