Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,TRUSTMARQUE SOLUTIONS LTD,1065994,"£438,867.06","""Citrix Subscription Advantage Renewal 16.12.11 - 15.12.12""- Cat no -ZOYYZ-4522Q-43FN2-222B4-JCL+5",YO32 9WN,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,1875513,"£441,068.16",Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,HMCTS,24-Jan-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1895112,"£443,453.00",CCN A-R-02920-02 Site Surveys,WV10 6UH,B716,Programme
Ministry of Justice,HMCTS,17-Jan-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1885851,"£444,831.83",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,27-Jan-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,1900507,"£446,710.35",Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,MoJ HQ,16-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1065926,"£449,435.02",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet
Ministry of Justice,MoJ HQ,06-Jan-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1065300,"£455,689.25",Rent/Service Charges - Grenadier House,B4 6AJ-VINCENT,0,Admin
Ministry of Justice,HMCTS,17-Jan-12,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,1886769,"£475,929.84",Manchester PFI - UK Court Services LTD - Unitary charges for Manchester PFI - Monthly -11/12,WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,24-Jan-12,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,1895448,"£476,817.27",Hereford & Worcester - H&W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,MoJ HQ,12-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ORACLE CORPORATION UK LTD,1065770,"£477,864.12",Software Update License & Support  6-Apr-11 to 5-Apr-12,RG6 1RA,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,1875602,"£480,633.60",Hereford & Worcester - H&W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,MoJ HQ,19-Jan-12,246000-Current Grants,RB999-JPG - CJRD,THE SALVATION ARMY,1066247,"£500,000.00","RB311 - The Salvation Army acts as prime contractor, commissioning services on behalf of Govt for victims of trafficking. The contract is valued at £2m per annum, with payments of £500k per quarter starting on 1 October 2011.",SE1 6BN,0,Grant
Ministry of Justice,HMCTS,24-Jan-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1895404,"£508,145.86",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,BZ999-London Region,MITIE SECURITY LTD,1886285,"£605,518.43",London Region Consolidated - Contracted Security Costs - Mitie - 2011/12,MK6 2WX,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1875512,"£727,538.58",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1900506,"£727,538.60",,CF14 3UW,0,Programme
Ministry of Justice,MoJ HQ,11-Jan-12,710200-Creditors < 1 year - Trade & Other Creditors,WW000-Balance Sheet,HM PRISON SERVICE,1186,"£731,777.56",Government Procurement Card Management,NP20 9BB,0,Balance Sheet
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CBRE CB RICHARD ELLIS,1875448,"£742,005.00",,EC2V 5WB,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CBRE CB RICHARD ELLIS,1875448,"£742,005.00",,EC2V 5WB,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£814,824.89",OMNI CCN 13 WAN SERVICES,M14 0WN,0,Programme
Ministry of Justice,HMCTS,17-Jan-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1885851,"£889,666.37",,CIS-LE10 3JF,F081,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£909,638.40",MOJ Wan Service Resource Costs,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,OZ501-HRD Feeder,CABINET OFFICE,1066903,"£922,571.00",Provision of Civil Service HR for Ministry of Justice,CF14 3UW,0,Admin
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,OZ501-HRD Feeder,CABINET OFFICE,1066903,"£935,022.00",Provision of Civil Service HR for Ministry of Justice,CF14 3UW,0,Admin
Ministry of Justice,MoJ HQ,09-Jan-12,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD,6465,"£950,000.00",Grant-in-aid requirement for Arm's Length Body,SW1P 2DX,0,Grant
Ministry of Justice,MoJ HQ,19-Jan-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1066160,"£1,168,586.08",FY 11-12 - Financial and Accounting Services as provided for in the contract with Liberata.,NP10 8BA,0,Admin
Ministry of Justice,MoJ HQ,20-Jan-12,245000-Grants in Aid to NDPBs,RG999-CFLAP Accumulator,OFFICE FOR LEGAL COMPLAINTS#RG71000001,1066296,"£1,400,000.00",Grant-in-aid requirement for Arm's Length Body,B1 2ND,0,Grant
Ministry of Justice,MoJ HQ,30-Jan-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,DEPARTMENT FOR EDUCATION,1066925,"£2,191,108.00",To provide education to young people in custody RC316,CF14 3UW,0,Grant
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£2,247,175.11",QBD Unitary Core - IT,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,13-Jan-12,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1183,"£2,762,987.60",,SW1H 9AJ,0,Programme
Ministry of Justice,HMCTS,13-Jan-12,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1183,"£3,418,698.29",,SW1H 9AJ,0,Programme
Ministry of Justice,MoJ HQ,12-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6469,"£7,765,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,246000-Current Grants,RB999-JPG - CJRD,VICTIM SUPPORT,1065594,"£9,500,000.00",4th quarter grant payment to the VS for the provision of services to the victims of crime in England and Wales,W1W 6JL,0,Grant
Ministry of Justice,MoJ HQ,12-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6469,"£10,235,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,18-Jan-12,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,1188,"£12,566,004.09",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,09-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6464,"£14,766,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,19-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6473,"£17,217,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6474,"£17,260,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6474,"£17,740,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,19-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6473,"£17,783,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,06-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6463,"£20,284,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,06-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6463,"£24,716,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6464,"£34,234,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6466,"£44,400,000.00",Grant-in-aid requirement for Arm's Length Body,SW1V 2QZ,0,Grant
