Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC016,"291,400.00",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UCZVSI,"325,024.60",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UD0HBF,"724,752.60",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15231/00627,"159,212.35",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15231/00627,"9,569,298.07",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15231/00630,"13,344.10",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15231/00630,"2,348,539.87",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19755,"25,211.86",NHS Pensions BSA 2015 - 16,,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19756,"382,305.48",NHS Pensions BSA 2015 - 16,,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19757,"53,585.30",NHS Pensions BSA 2015 - 16,,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Revenue Grants to Other Bodies,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-543060-109181,"15,640,000.00",2015/011a - NHS BSA - Social Work Bursary 2015/16,,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Delivery of NHS Transaction related operational efficiency,DG: Central Technical,THE ROYAL WOLVERHAMPTON NHS TRUST,178618,"150,000.00",Stafford Transition and integration costs,WV10 0QP,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,BEDFORD HOSPITAL NHS TRUST,HAFS-18695,"85,000.00",,MK42 9DJ,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-18696,"1,000,000.00",,LS9 7TF,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-18697,"3,481,000.00",,ST4 7LN,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,WEST MIDDLESEX UNIVERSITY NHS TRUST,HAFS-18698,"15,658,000.00",,TW7 6AF,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,WEST MIDDLESEX UNIVERSITY NHS TRUST,HAFS-18699,"2,106,000.00",,TW7 6AF,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WYE VALLEY NHS TRUST,HAFS-18700,"495,000.00",,HR1 2ER,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-18701,"250,000.00",,PR7 1GZ,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,POOLE HOSPITAL NHS FOUNDATION TRUST,HAFS-18702,"1,100,000.00",,BH15 2JB,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,HAFS-18703,"2,633,000.00",,SY10 7AG,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,HAFS-18704,"325,000.00",,TQ2 7AN,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,HAFS-18705,"165,000.00",,TQ2 7AN,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Delivery of NHS Transaction related operational efficiency,DG: Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0075080,"880,000.00",Implementation of Heatherwood Operational Efficiency,GU16 5UJ,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543104-109243,"38,227.00",Programme Grants for NHS Trusts,LE5 4QF,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-543105-109252,"27,994.00",Programme Grants for NHS Trusts,NW1 0PE,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Research & development,DG: RDD,NHS VALE OF YORK CCG 03Q,ERS-543106-109253,"32,652.50",Programme Grants for NHS Trusts,YO1 6GA,,,PUBLIC,,GB654454623
Department of Health,Department of Health,24/08/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543107-109241,"90,813.00",Programme Grants for NHS Trusts,S5 7AU,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10109823,"49,204.80",Information Systems,SG8 6DP,,,LARGE,,GB238535057
Department of Health,Department of Health,24/08/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10109823,"55,170.00",Information Systems,SG8 6DP,,,LARGE,,GB238535057
Department of Health,Department of Health,24/08/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10109823,"91,327.20",Information Systems,SG8 6DP,,,LARGE,,GB238535057
Department of Health,Department of Health,24/08/2015,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00022947,"35,815.43",GAD Payments 2015-16,EC4A 1AB,,,LARGE,,
Department of Health,Department of Health,24/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UCZYO7,"715,617.39",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UCZYO7,"556,442.71",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UD0JRJ,"516,180.39",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UD0JRJ,"167,882.13",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UD1CQJ,"335,581.45",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1042552300UD1CQJ,"143,480.40",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,EEA medical costs (ST),DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15231/00628,"11,368,715.11",,RH10 1UH,,,PUBLIC,,
Department of Health,Department of Health,24/08/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-543094-109247,"48,164.87",EME - ( NETSCC ),NE1 7RU,,,PUBLIC,,GB499672470
Department of Health,Department of Health,24/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,LIFELINE PROJECT LTD,ERS-543081-109201,"33,723.00",2012/13 2012/National/038 Lifeline Project Volunteer Exchange,M4 1FR,,,VCS,,
Department of Health,Department of Health,24/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,MIND,ERS-543083-109221,"411,448.00",2012/019 Mind - Time to Change - Programme Phase 2 Continuation,E15 4BQ,,,VCS,,
Department of Health,Department of Health,25/08/2015,Other programme expenditure,DG: Central Technical,NHS NENE CCG,7017400086,"45,308.81",,NN3 6BF,,,PUBLIC,,GB654462527
Department of Health,Department of Health,25/08/2015,Storage costs,DG: IGT,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19720,"31,298.25",,,,,PUBLIC,,
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,391130,"242,016.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,391822,"1,075,624.34",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,391825,"1,279,406.97",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,391857,"3,642,096.59",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,391863,"57,674.11",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Service charge,DG: IGT,BT GROUP PLC,392852,"2,446,492.82",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,25/08/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334810,"47,160.00","Capital: 2015/16  SUS Spine Mastek MAS1-3-020 Implementation of R15.1 In the Live Environment 	 ",RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,26/08/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19753,"233,392.29",NHS Pensions BSA 2015 - 16,,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Outsourcing Contract,DG: IGT,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12671396,"204,928.00",Adult Psychiatric Morbidity Survey,LS1 6AE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-543161-109303,"51,687.00",Programme Grants for NHS Trusts,CB1 5EE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543162-109301,"53,214.00",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-543164-109319,"112,163.00",Programme Grants for NHS Trusts,HA1 3UJ,,,PUBLIC,,654463720
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-543165-109304,"41,418.00",Programme Grants for NHS Trusts,OX3 7HE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-543180-109305,"70,000.00",Programme Grants for NHS Trusts,OX3 7HE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-543181-109302,"94,701.00",Programme Grants for NHS Trusts,NG3 6AA,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-543183-109318,"110,408.00",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,,GB65444431
Department of Health,Department of Health,26/08/2015,Consultancy/Professional Advice,DG: ERD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193727,"55,333.20",,NW1 3HG,,,LARGE,,GB232327983
Department of Health,Department of Health,26/08/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193710,"1,357,026.92",Service charges,WS11 0JA,,,LARGE,,GB232327983
Department of Health,Department of Health,26/08/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193732,"116,769.64",Project WR0544 - Legacy Records Management transfer of electronic datafrom NHS England (Amicus ICS) to Department of Health,WS11 0JA,,,LARGE,,GB232327983
Department of Health,Department of Health,26/08/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193732,"16,116.22",Project WR0544 - Legacy Records Management transfer of electronic datafrom NHS England (Amicus ICS) to Department of Health,WS11 0JA,,,LARGE,,GB232327983
Department of Health,Department of Health,26/08/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193734,"302,291.53",Telephony - Managed Agency Service (MAS),WS11 0JA,,,LARGE,,GB232327983
Department of Health,Department of Health,26/08/2015,Addition Clearing - SW LIC,DG: IGT,DXS UK LTD,23049,"91,033.62","Capital: 2015/16 GPSoC DXS-  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Licenses GPSoC-CCNa-010	 ",GU10 4PS,,,SME,,186650674
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,DXS UK LTD,23049,"17,881.42","Revenue: 2015/16 GPSoC DXS -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Support and Maintenance GPSoC-CCNa-010	 ",GU10 4PS,,,SME,,186650674
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,BT GROUP PLC,393016,"278,690.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN92304-1,"14,040.00","Revenue Charges GPSoC-CCNa-009 Additional Service-Practice Readiness for Go Live with Patient Services in The Principal Clinical System Service.  PO 521188 raised already for 4000 practices, this PO for remaining 117 practices @ £120/practi",LS19 7BY,,,LARGE,,GB927149214
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN92304-1,"480,000.00",Revenue  F/Y 2014/15 - CCNa-009- Additional Service Practice Readiness for go live with patient services in the principle clinical system service 4000 practices @ £120/Practice,LS19 7BY,,,LARGE,,GB927149214
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10214,"15,609.00",Revenue: F/Y 2014/15 Spine 2  Intechnology - IAM Live hosting monthly costs ,HG3 1UG,,,SME,,
Department of Health,Department of Health,26/08/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10214,"11,352.00","Revenue: 2015/16 Spine 2 InTechnology -  IAM Monthly Hosting charges at £8865.00 Apr- Jun 15	 ",HG3 1UG,,,SME,,
Department of Health,Department of Health,26/08/2015,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2927324,"38,070.08",QH - Utilities (Gas/Electricity) Charges FY2015-2016 ,FY5 3TA,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-543167-109310,"32,520.46",HS & DR,SE1 8WA,,,PUBLIC,,GB627403551
Department of Health,Department of Health,26/08/2015,Research & development,DG: RDD,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-543174-109314,"27,431.62",HS & DR,SW17 0RE,,,PUBLIC,,
Department of Health,Department of Health,26/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,AGAINST VIOLENCE AND ABUSE (AVA),ERS-543200-109321,"51,335.00",ref 2520675- Against violence and abuse (AVA) - project: Increasing the capacity of Mental Health Trusts to effectively respond to domestic and sexual violence experienced by service users,SE1 9BG,,,VCS,,
Department of Health,Department of Health,27/08/2015,Service charge,DG: SFNHS,NHS SHARED BUSINESS SERVICES SBS,100034427,"27,083.33",SBS - Digital Archive Services - Annual Service Charge,WF3 1WE,,,PUBLIC,,
Department of Health,Department of Health,27/08/2015,Library services,DG: GOAD,EBSCO Information Services,SI-1520746,"21,436.50",Add to PO 518739 - Journal Subscriptions and Management services,EN5 1NZ,,,LARGE,,GB607979689
Department of Health,Department of Health,27/08/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10186,"35,459.33","Revenue: 2015/16 SUS Spine In technology  INT1-1-009 Extension to Oracle OCS resource	 ",HG3 1UG,,,SME,,
Department of Health,Department of Health,27/08/2015,Research & development,DG: SFNHS,GENOMICS ENGLAND LTD,14,"1,183,951.00",SBRI competition - phase 2 Genomics,EC1M,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-543317-109353,"46,923.00",Invention for Innovation,CV2 2DX,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-543280-109347,"16,359.61",HTA Customer Priority Research,CB2 2QQ,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-543280-109347,"20,833.00",Experimental Cancer Medicine Centres,CB2 2QQ,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543316-109342,"14,346.00",Commissioned EME,BS99 1YF,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543316-109342,"14,088.00",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543316-109342,"33,826.33",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543316-109342,"2,760.89",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543316-109342,"7,280.22",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Service charge,DG: IGT,BT GROUP PLC,393372,"151,354.04",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,RAINBOW MEDICAL ENGINEERING LTD,151,"21,634.43",Invention for Innovation,SG6 1RR,,,SME,,GB923183828
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-543319-109379,"40,676.00",Targeted Capacity Building,YO10 5DD,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-543279-109370,"55,495.00",Cancer - Prostate,BS8 1TH,,,PUBLIC,,GB991261800
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-543279-109370,"63,831.00",NIHR Fellowships,BS8 1TH,,,PUBLIC,,GB991261800
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-543281-109371,"35,087.00",Cancer - Prostate,CB2 1TN,,,PUBLIC,,GB823847609
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-543281-109371,"4,262.17",HTA Researcher Lead,CB2 1TN,,,PUBLIC,,GB823847609
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-543283-109372,"85,710.00",Invention for Innovation,EC1V 0HB,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-543283-109372,"12,295.00",Targeted Capacity Building,EC1V 0HB,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-543288-109373,"25,562.42",HTA Commissioned Research,DD1 4HN,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-543294-109375,"30,830.47",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-543295-109376,"40,978.00",NIHR Fellowships,LE1 7RH,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-543295-109376,"58,865.00",NIHR Fellowships,LE1 7RH,,,PUBLIC,,
Department of Health,Department of Health,28/08/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-543303-109377,"51,245.00",Cancer - Prostate,OX1 2XN,,,PUBLIC,,GB195275334
Department of Health,Department of Health,28/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND,ERS-543359-109481,"55,965.00",IESD 2013/14 -Muscular Dystrophy Campaign - Bridging the Gap -  AIMS 249803,SE1 0HL,,,VCS,,
Department of Health,Department of Health,28/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,GUIDE DOGS FOR THE BLIND ASSOCIATION,ERS-543358-109461,"48,869.00",Blind Children UK - Guide Dogs' Children and Young People's Habilitation Services - AIMS 2542646,RG7 3YG,,,VCS,,GB899372551
Department of Health,Department of Health,28/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,ACTION FOR BLIND PEOPLE,ERS-543356-109441,"126,451.00",IESD 54106729 2014/15 - Action Talking Therapy Network,SW12 8BA,,,VCS,,
Department of Health,Department of Health,28/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,ERS-543355-109421,"66,042.00",HSCVF - RNIB - 2013/NATIONAL/005 - Community Eye Health Champion,WC1H 9NE,,,VCS,,GB524455845
