Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF RICHMOND-UPON-THAMES#RC31620138,1103611,"35,719.70",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,TW1 3BW
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,ROTHERHAM BOROUGH COUNCIL#RC31620139,1103612,"75,670.27",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,S65 1UE
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SALFORD CITY COUNCIL#RC31620140,1103613,"178,569.60",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,M27 4EQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,PETERBOROUGH CITY COUNCIL#RC31620133,1103606,"109,863.58",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,PE1 1HQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,PORTSMOUTH CITY COUNCIL#RC31620134,1103607,"56,042.25",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,PO1 2EA
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,READING BOROUGH COUNCIL#RC31620135,1103608,"46,477.38",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,RG1 7WB
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,NORTHAMPTONSHIRE COUNTY COUNCIL#RC31620129,1103602,"146,591.96",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,NN4 7DB
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,NOTTINGHAM CITY COUNCIL#RC31620130,1103603,"279,299.24",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,NG1 2DE
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,OLDHAM MET BOROUGH COUNCIL#RC31620131,1103604,"74,723.67",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,OL1 1NH
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,OXFORDSHIRE COUNTY COUNCIL#RC31620132,1103605,"144,375.67",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,OX1 1TH
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,KIRKLEES MET COUNCIL#RC31620109,1103582,"175,867.78",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,HD1 6QF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,KNOWSLEY MET BOROUGH COUNCIL#RC31620110,1103583,"96,276.48",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,L36 3LG
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF LAMBETH#RC31620111,1103584,"738,145.81",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SW2 1RL
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LANCASHIRE COUNTY COUNCIL#RC31620112,1103585,"215,978.54",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,PR1 0LD
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LEICESTER CITY COUNCIL#RC31620113,1103586,"183,166.59",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,LE1 6ZH
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LEICESTERSHIRE COUNTY COUNCIL#RC31620114,1103587,"57,412.11",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,LE3 8RB
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF LEWISHAM#RC31620115,1103588,"480,584.88",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SE6 4RU
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LINCOLNSHIRE COUNTY COUNCIL#RC31620116,1103589,"130,183.08",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,LN5 7JP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LIVERPOOL CITY COUNCIL#RC31620117,1103590,"278,883.15",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,L69 2DQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LUTON BOROUGH COUNCIL#RC31620118,1103591,"70,835.94",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,LU1 2BQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF MERTON#RC31620120,1103593,"86,220.17",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SM4 5DX
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF BARNET#RC31620062,1103536,"148,885.64",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,NW4 4BG
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SOMERSET COUNTY COUNCIL#RC31620148,1103620,"31,873.36",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BA16 0LG
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SOLIHULL MET BOROUGH COUNCIL#RC31620147,1103619,"40,018.53",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,B91 3RR
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SLOUGH BOROUGH COUNCIL#RC31620146,1103618,"112,068.44",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SL1 3UF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,TELFORD & WREKIN COUNCIL#RC31620145,1103617,"55,714.84",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,TF3 4LP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SHROPSHIRE COUNTY COUNCIL#RC31620144,1103616,"32,721.41",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SY2 6ND
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SHEFFIELD CITY COUNCIL#RC31620143,1103615,"228,339.09",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,S1 1UY
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SEFTON MET BOROUGH COUNCIL#RC31620142,1103614,"68,080.69",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,L20 3NQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF REDBRIDGE#RC31620136,1103609,"174,216.75",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,IG1 1NN
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,RHONDDA CYNON TAFF CBC#RC31620137,1103610,"76,526.08",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,CF39 9DL
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF HARINGEY#RC31620101,1103574,"344,623.14",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,N22 7TR
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF HARROW#RC31620102,1103575,"93,925.60",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,HA1 2ZA
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,HARTLEPOOL BOROUGH COUNCIL#RC31620103,1103576,"40,989.08",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,TS24 7BT
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,HERTFORDSHIRE CC#RC31620104,1103577,"182,977.47",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SG13 8TN
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LB OF ISLINGTON#RC31620106,1103579,"229,989.89",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,EC1V 7LQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,ROYAL BOROUGH OF KENSINGTON & CHELSEA#RC31620107,1103580,"169,980.78",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,W8 7NX
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,ROYAL BOROUGH OF KINGSTON-UPON-THAMES#RC31620108,1103581,"62,228.70",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,KT1 1EU
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF CROYDON#RC31620085,1103559,"321,929.31",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,CR9 1BQ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,CONWY COUNTY BOROUGH COUNCIL#RC31620084,1103558,"37,049.08",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,LL32 8DU
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,CHESHIRE WEST & CHESTER#RC31620083,1103557,"53,344.22",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,CH1 2NP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,CHESHIRE EAST#RC31620082,1103556,"47,305.25",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,CH1 1SG
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF CAMDEN#RC31620080,1103554,"164,455.02",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,NW5 4PA
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BURY MET BOROUGH COUNCIL#RC31620078,1103552,"61,367.71",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BL9 0SW
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BUCKINGHAMSHIRE COUNTY COUNCIL#RC31620077,1103551,"81,084.83",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,HP20 1UA
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF BROMLEY#RC31620076,1103550,"73,734.44",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BR1 3UH
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF ENFIELD#RC31620094,1103568,"250,102.08",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,EN1 3XF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,EAST SUSSEX COUNTY COUNCIL#RC31620093,1103567,"96,893.14",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BN7 1SF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF EALING#RC31620092,1103566,"257,906.22",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,W5 2YX
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,DURHAM COUNTY COUNCIL#RC31620091,1103565,"75,296.67",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,DH8 1FP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,DUDLEY MET BOROUGH COUNCIL#RC31620090,1103564,"43,199.84",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,DY1 1HF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,DONCASTER MET BOROUGH COUNCIL#RC31620089,1103563,"108,965.22",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,DN1 1ER
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,DEVON COUNTY COUNCIL#RC31620088,1103562,"42,047.11",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,EX2 4QJ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,DERBY CITY COUNCIL#RC31620087,1103561,"202,988.27",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,DE1 2YL
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,CUMBRIA COUNTY COUNCIL#RC31620086,1103560,"70,441.44",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,CA1 1EH
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BOURNEMOUTH BOROUGH COUNCIL#RC31620069,1103543,"69,136.00",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BH2 6EB
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BOLTON MET BOROUGH COUNCIL#RC31620068,1103542,"98,332.41",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,BL1 1RX
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BLACKPOOL COUNCIL#RC31620067,1103541,"100,297.72",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,FY1 1NF
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BIRMINGHAM CC#RC31620066,1103540,"807,246.89",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,B2 2AJ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BEXLEY COUNCIL#RC31620065,1103539,"42,960.12",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,DA8 1TL
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BEDFORD BOROUGH COUNCIL#RC31620064,1103538,"110,157.23",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,MK42 9AP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,BARNSLEY MET BOROUGH COUNCIL#RC31620063,1103537,"28,540.70",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,S70 2TJ
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF HACKNEY#RC31620098,1103571,"417,122.89",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,E8 4RU
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,MEDWAY COUNCIL#RC31620119,1103592,"73,984.90",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,ME4 4TR
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,CALDERDALE MET BOROUGH COUNCIL#RC31620079,1103553,"51,384.40",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,HX1 1TP
Ministry of Justice,MoJ HQ,12-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,HAMPSHIRE COUNTY COUNCIL#RC31620100,1103573,"192,164.53",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SO23 8UB
Ministry of Justice,MoJ HQ,17-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,LONDON BOROUGH OF GREENWICH#RC31620096,1104161,"204,819.23",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,SE18 6HQ
Ministry of Justice,MoJ HQ,17-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,MIDDLESBROUGH COUNCIL#RC31620150,1104163,"121,927.42",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,TS1 1LY
Ministry of Justice,MoJ HQ,17-Jun-13,246000-Current Grants,RC999-Criminal Justice Group - OMS,SANDWELL MET BOROUGH COUNCIL#RC31620141,1104162,"146,845.49",2013-14-Payment for remands to youth detention accomodation and children who are looked after as a result of such remands.,B69 3BS
Ministry of Justice,MoJ HQ,24-Jun-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3288,"343,909.16",PARC YOI Contract,NP20 9BB
Ministry of Justice,MoJ HQ,24-Jun-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3289,"355,101.59",PARC YOI Contract,NP20 9BB
Ministry of Justice,MoJ HQ,28-Jun-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3301,"410,221.95",ESCORTING CONTRACT FOR YOIs - FY13-14.,NP20 9BB
Ministry of Justice,MoJ HQ,06-Jun-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1103159,"680,305.54","Operation Delivery services in respect of Prisons, YOIs or STCs",RG29 9XB
