Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WANDSWORTH TEACHING PCT,HAFS-8290,38500000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WARRINGTON PCT,HAFS-8291,20000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WARWICKSHIRE PCT,HAFS-8292,56000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST ESSEX PCT,HAFS-8293,35000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST KENT PCT,HAFS-8294,72000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST MIDLANDS SHA,HAFS-8295,51000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST SUSSEX PCT,HAFS-8296,97000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WESTERN CHESHIRE PCT,HAFS-8297,33000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WESTMINSTER PCT,HAFS-8298,35800000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WILTSHIRE PCT,HAFS-8299,44000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WIRRAL PCT,HAFS-8300,43000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WOLVERHAMPTON CITY PCT,HAFS-8301,34200000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WORCESTERSHIRE PCT,HAFS-8302,61000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),YORKSHIRE & THE HUMBER SHA,HAFS-8303,40000000,,,
Department of Health,Department of Health,04/05/2010,CASH FUNDING Rev ND In RAB,FINANCE & OPERATIONS (DM),NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-8229,171750000,,,
Department of Health,Department of Health,04/05/2010,Computer Hardware Purchasing,INFORMATICS,RACKSPACE LTD,10678982,31123.93,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,BIRMINGHAM CHILDRENS HOSPITAL NHS FOUNDATION TRUST,10740544,100000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,BRADFORD HOSPITALS NHS TRUST,10722593,160000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,COMPUTACENTER UK LTD,10793755,107895.28,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,RACKSPACE LTD,10678982,1843.1,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,SOUTH BIRMINGHAM PCT,10711576,45000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10660826,103000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711109,249000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711111,249000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711164,-450000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711165,-249000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711166,-249000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711461,250000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711490,-100000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711491,-250000,,,
Department of Health,Department of Health,04/05/2010,Computer Software/License,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10768695,450000,,,
Department of Health,Department of Health,04/05/2010,Conferences and Seminars,INFORMATICS,NHS NORTH WEST,10722399,35000,,,
Department of Health,Department of Health,04/05/2010,Contr Other External,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,10768697,124867.25,,,
Department of Health,Department of Health,04/05/2010,Contr Other External,INFORMATICS,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST,10711162,125000,,,
Department of Health,Department of Health,04/05/2010,Expense clearing GPC (Short Term),More than one DH Directorate,BARCLAYCARD BUSINESS,1244001-18-MAY-10,10804.27,,,
Department of Health,Department of Health,04/05/2010,External Consultancy Fees,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,10768697,43216.5,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-383121-28363,82372,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,BEDFORD BOROUGH COUNCIL,ERS-383123-28364,1035533,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,BOURNEMOUTH COUNCIL,ERS-383125-28368,753115,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,BRISTOL CITY COUNCIL,ERS-383127-28371,211814,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-383079-28373,1047300,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-383082-28374,164744,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-383128-28466,1129672,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,CHESHIRE EAST UNITARY AUTHORITY,ERS-383129-28464,117674,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,CHESHIRE WEST AND CHESTER UNITARY AUTHORITY,ERS-383130-28465,152976,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,CORNWALL COUNTY COUNCIL,ERS-383083-28376,2600600,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DARLINGTON BOROUGH COUNCIL,ERS-383131-28379,129442,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DERBY CITY COUNCIL,ERS-383132-28380,353023,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DERBYSHIRE COUNTY COUNCIL,ERS-383084-28381,388325,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DEVON COUNTY COUNCIL,ERS-383086-28382,82372,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DORSET COUNTY COUNCIL,ERS-383089-28384,1082603,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,DURHAM COUNTY COUNCIL,ERS-383090-28386,305953,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,EAST RIDING OF YORKSHIRE COUNCIL,ERS-383133-28431,141209,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,ESSEX COUNTY COUNCIL,ERS-383091-28388,2353484,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,GLOUCESTERSHIRE COUNTY COUNCIL,ERS-383092-28390,1129672,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HALTON BOROUGH COUNCIL,ERS-383134-28391,94139,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HAMPSHIRE COUNTY COUNCIL,ERS-383093-28392,3236041,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HARROW LONDON BOROUGH COUNCIL,ERS-383057-28393,47070,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HARTLEPOOL BOROUGH COUNCIL,ERS-383135-28394,82372,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HERTFORDSHIRE COUNTY COUNCIL,ERS-383094-28395,470697,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HILLINGDON LONDON BOROUGH COUNCIL,ERS-383060-28396,117674,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-383062-28397,188279,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,ISLE OF WIGHT COUNCIL,ERS-383136-28458,105907,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-383063-28399,94139,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,KENT COUNTY COUNCIL,ERS-383097-28400,2553530,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,KINGSTON UPON HULL CITY COUNCIL,ERS-383137-28398,47070,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,LAMBETH LONDON BOROUGH COUNCIL,ERS-383065-28401,70605,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,LEICESTER CITY COUNCIL,ERS-383139-28404,847254,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,LEICESTERSHIRE COUNTY COUNCIL,ERS-383099-28405,294186,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-383101-28406,2318182,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,LUTON BOROUGH COUNCIL,ERS-383140-28407,200046,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,MEDWAY COUNCIL,ERS-383141-28408,70605,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,MERTON BOROUGH COUNCIL,ERS-383066-28409,294186,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,MILTON KEYNES COUNCIL,ERS-383143-28411,164744,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NEWHAM LONDON BOROUGH COUNCIL,ERS-383068-28413,35302,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORFOLK COUNTY COUNCIL,ERS-383102-28414,1565067,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORTH LINCOLNSHIRE COUNCIL,ERS-383144-28417,82372,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORTH SOMERSET COUNCIL,ERS-383145-28418,35302,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORTH YORKSHIRE COUNTY COUNCIL,ERS-383106-28420,152976,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-383103-28415,917859,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NORTHUMBERLAND COUNTY COUNCIL,ERS-383104-28416,117674,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NOTTINGHAM CITY COUNCIL,ERS-383146-28421,247116,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,NOTTINGHAMSHIRE COUNTY COUNCIL,ERS-383107-28422,870789,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,OXFORDSHIRE COUNTY COUNCIL,ERS-383108-28423,47070,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,PETERBOROUGH CITY COUNCIL,ERS-383147-28424,906091,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,POOLE BOROUGH OF,ERS-383148-28425,611906,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,PORTSMOUTH CITY COUNCIL,ERS-383149-28426,235348,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,READING BOROUGH COUNCIL,ERS-383150-28427,94139,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-383070-28430,152976,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,SHROPSHIRE COUNTY COUNCIL,ERS-383109-28435,70605,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,SOUTHAMPTON CITY COUNCIL,ERS-383152-28437,917859,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,STAFFORDSHIRE COUNTY COUNCIL,ERS-383110-28441,541301,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,SUFFOLK COUNTY COUNCIL,ERS-383112-28443,1588602,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,SURREY COUNTY COUNCIL,ERS-383114-28445,2871251,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,SUTTON LONDON BOROUGH COUNCIL,ERS-383071-28446,776650,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-383074-28451,129442,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-383075-28452,305953,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WARWICKSHIRE COUNTY COUNCIL,ERS-383115-28454,388325,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WEST SUSSEX COUNTY COUNCIL,ERS-383116-28456,1600369,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WESTMINSTER CITY COUNCIL,ERS-383078-28455,141209,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WILTSHIRE COUNTY COUNCIL,ERS-383117-28459,235348,,,
Department of Health,Department of Health,04/05/2010,Grants to local authorities (Current),SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,ERS-383118-28462,247116,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,Caremart,ERS-382897-28145,30000,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,London lesbian and gay switchboard,ERS-382896-28144,30000,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NATIONAL CHILDRENS BUREAU,ERS-382894-28142,49838,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NATIONAL CHILDRENS BUREAU,ERS-383043-28181,212000,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,Strengths In Communities,ERS-382893-28141,67006,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE ANNA FREUD CENTRE,ERS-383061-28201,50552,,,
Department of Health,Department of Health,04/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,YOUTHNET UK,ERS-382898-28146,71753,,,
Department of Health,Department of Health,04/05/2010,IT minor costs non capital,INFORMATICS,PGO FOREIGN CURRENCY PAYMENTS,1042501170B12O2D,27828.41,,,
Department of Health,Department of Health,04/05/2010,Other programme expenditure,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91703049,37330,,,
Department of Health,Department of Health,04/05/2010,Outsourcing Contract,CHIEF NURSING OFFICER,EMAP LTD,HJA1103X0004,30550,,,
Department of Health,Department of Health,04/05/2010,Outsourcing Contract,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91703066,-0.01,,,
Department of Health,Department of Health,04/05/2010,Outsourcing Contract,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91703066,214297.68,,,
Department of Health,Department of Health,04/05/2010,Outsourcing Contract,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91703066,0.32,,,
Department of Health,Department of Health,04/05/2010,Printing Design Costs,INFORMATICS,CENTRAL OFFICE OF INFORMATION (COI),10632489,50380,,,
Department of Health,Department of Health,04/05/2010,Publicity & advertising,SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,91703072,70631.52,,,
Department of Health,Department of Health,04/05/2010,Research & development,RESEARCH & DEVELOPMENT,EAST OF ENGLAND SHA,ERS-382909-28164,156116.5,,,
Department of Health,Department of Health,04/05/2010,Research & development,RESEARCH & DEVELOPMENT,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),ERS-382912-28167,130416.6,,,
Department of Health,Department of Health,04/05/2010,Research & development,RESEARCH & DEVELOPMENT,YORKSHIRE & THE HUMBER SHA,ERS-382917-28163,119313,,,
Department of Health,Department of Health,04/05/2010,Secndd staff frm othr org,INFORMATICS,BURTON HOSPITALS NHS FOUNDATION TRUST,10740561,30578.5,,,
Department of Health,Department of Health,04/05/2010,Secndd staff frm othr org,INFORMATICS,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,10521983,44954,,,
Department of Health,Department of Health,04/05/2010,Service charge,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV005816,39117,,,
Department of Health,Department of Health,04/05/2010,Service charge,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV005818,27536.24,,,
Department of Health,Department of Health,04/05/2010,Service charge,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV005818,0.01,,,
Department of Health,Department of Health,04/05/2010,"SFVS - product & distribution costs, during April 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,576724,28876.68,,,
Department of Health,Department of Health,04/05/2010,"SFVS - product & distribution costs, during April 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,576728,25589.92,,,
Department of Health,Department of Health,04/05/2010,"SFVS - product & distribution costs, during April 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,576729,32601.42,,,
Department of Health,Department of Health,04/05/2010,"SFVS - product & distribution costs, during April 2010",HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0410,519826.275,,,
Department of Health,Department of Health,04/05/2010,SYS VAT Non recoverable,INFORMATICS,COMPUTACENTER UK LTD,10793755,-0.01,,,
Department of Health,Department of Health,05/05/2010,Addition Clearing - Information Technology,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201182195,39713.83,,,
