Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CARDIFF COUNTY COUNCIL,1988698,"Ł35,969.93",,RATES,0,Programme
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1994600,"Ł36,453.96","CIS labour - boiler heat exchangers project at Bournemouth Magistrates' Court, BCP 11/12 (54)",CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,13-Apr-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1996468,"Ł36,558.18",CIS Labour - Basement waterproofing works - PAR 2260 (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - ILFPC - Wells Street,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS HUMPHRYS & CO#DX 17363,1989399,"Ł36,819.48",,DX 17363,0,Programme
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,2006950,"Ł36,869.00",,RATES,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,1988841,"Ł36,905.87",,RATES,0,Programme
Ministry of Justice,HMCTS,11-Apr-12,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,1994430,"Ł36,992.12",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,SEDDON PROPERTY SERVICES LTD,1984225,"Ł37,147.09",Replacement of the building management system at Preston CCC and Preston Crown Court  **Capital**,CIS-ST4 9JA,I027,Programme
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł37,251.20",M&E Repair and Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,STONE BCI LTD,1984293,"Ł37,628.78","CIS labour - external cladding repairs at Plymouth Combined Court, BCP 10/11 (03).",CIS-BS6 7NZ,0,Programme
Ministry of Justice,HMCTS,10-Apr-12,222001-Maintenance,CZ999-South East Region,EC HARRIS LLP,1990715,"Ł37,752.92",South East Estates - EC Harris - TM44 Air Conditioning Inspections & Display Energy Certicate Renewal fee 2011/12,M60 3NT,0,Programme
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,2006901,"Ł37,762.00",,RATES,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,1988791,"Ł37,799.76",,RATES,0,Programme
Ministry of Justice,HMCTS,11-Apr-12,222001-Maintenance,BZ999-London Region,CARILLION PLANNED MAINTENANCE,1994370,"Ł38,057.53",CIS Labour - RCJ Rolls Building.  CAD Form Adminstration ubdertaken by Carillion for the period Sep 11 - Jan 12,CIS-WV1 9US,F079,Programme
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2005411,"Ł38,126.08",Huddersfield County -  office improvements and refurbishment,CIS-S81 7QF,B716,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,2006808,"Ł38,701.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,1998289,"Ł38,739.70",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł38,916.70",,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NORTHAMPTON BOROUGH COUNCIL,624928,"Ł38,930.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NORTHAMPTON BOROUGH COUNCIL,620233,"Ł38,968.93",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2009429,"Ł39,292.00",CIS Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Snaresbrook Crown Court,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł39,589.66",NW Region - Ad hoc soft services Feb - Mar 2012:  Security,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2006826,"Ł39,674.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1988714,"Ł39,713.67",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2009429,"Ł39,763.88",Waste Disposal,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,2006995,"Ł39,846.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,PORTSMOUTH CITY COUNCIL,2006957,"Ł39,846.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,MITIE FACILITIES SERVICES LIMITED,1998918,"Ł39,860.94",,ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,1988885,"Ł39,885.85",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,PORTSMOUTH CITY COUNCIL,1988847,"Ł39,885.85",,RATES,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,222002-Other Property Costs,FZ999-Midlands Region,NEOPOST LTD,1996485,"Ł39,966.67",NEOPOST MAINTENANCE CHARGES FOR MIDLAND REGION.,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,PLANSCAPE GROUP LIMITED,1984117,"Ł39,991.92",Salford Business Centre - Refurbishment and fit out of ground and first floor,CIS-M4 1DW,B714,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,ISG CONSTRUCTION LTD,1994520,"Ł40,000.00","Wakefield County Court - Fit out works at  Emerald House, Mulberry Way, Wakefield, WF1 2QN			",M3 3EA,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł40,092.75","CIS Labour - Fire Risk Assessment Works, including contingency costs - PAR 2226 (under term contract) - NORLAND MANAGED SERVICES LTD - City of London Magistrate Court",CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,222001-Maintenance,DZ999-South West Region,WB GRIFFITHS & SON LTD,1988632,"Ł40,114.22",CIS LABOUR - MW - MOJ 11/12 (24) Truro MC - Hearing Room,CIS-SA61 2PF,B716,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BOURNEMOUTH BOROUGH COUNCIL,2006794,"Ł40,533.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BOURNEMOUTH BOROUGH COUNCIL,1988683,"Ł40,573.53",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"Ł40,975.00",CIS Labour - Access Control and intruder alarm works -Install new access control system -MITIE JUSTICE LTD - Oxford Combined Court,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"Ł41,311.68",CIS Labour - Access Control and intruder alarm works - Install new access control system - MITIE JUSTICE LTD - Newbury Magistrates court,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,265000-IT & Telecommunications,BZ999-London Region,RTS COMMUNICATIONS,1999813,"Ł41,375.00",,SW8 1RY,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,2006980,"Ł41,449.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,1988870,"Ł41,490.45",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,2006908,"Ł41,564.05",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1988798,"Ł41,605.61",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,MITIE FACILITIES SERVICES LIMITED,2009428,"Ł41,650.23",,CIS-ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,EC HARRIS LLP,1998574,"Ł42,514.93","Provide PM and Design Team Services for the capital maintenance programme NW Region.  Services category LABOUR-EPS- Lot 4, Contract no. 1290-1-Works/FM-SW-RFI",M60 3NT,0,Programme,,
Ministry of Justice,HMCTS,18-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2003224,"Ł42,680.00","CCN-L-S-3073-01 SUPS DMPR Extension from 1st August 2011 to 31st Jan 2013 inclusive. 						",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,11-Apr-12,222001-Maintenance,CZ999-South East Region,PROCARE BUILDING SERVICES,1995127,"Ł42,754.83","CIS Labour-Stevenage Magistrates'-Procare Building Services-Custody Gents upgrade ventilation grills & lighting, new electrical sockets in cells, new refurbished staff kitchen, carpet in Court 1 & decorate main corridor",CIS-WD24 7GP,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,EXETER CITY COUNCIL,2006864,"Ł42,823.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,EXETER CITY COUNCIL,1988754,"Ł42,865.82",,RATES,0,Programme,,
Ministry of Justice,HMCTS,30-Apr-12,222001-Maintenance,HZ999-North East Region,TASS EUROPE LTD,2018058,"Ł43,126.91","HA102 - Consolidated - Statutory Testing			",B70 6RP,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,2006921,"Ł44,215.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,1988811,"Ł44,259.22",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,2006783,"Ł44,655.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,1988674,"Ł44,699.66",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS KHAKHAR & CO SOLICITORS#DX 200862,624597,"Ł44,813.98",,DX 200862,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,311200-Criminal Legal Aid,SL999-Centralised Frontline,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1989140,"Ł44,915.28",,DX 14564,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,222001-Maintenance,AG999-HQ - Estates,R & M WILLIAMS LTD,1988548,"Ł45,042.07",CIS labour - MW - MOJ 11/12 (32) Winchester Judges' Lodgings - External Redecorations,CIS-CF11 8JQ,0,Programme,,SME
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014919,"Ł45,375.60",,BN12 4XH,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,261000-Fuel and Utilities,CZ999-South East Region,BRITISH GAS BUSINESS,2014580,"Ł45,797.14",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1998921,"Ł45,954.77","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2006920,"Ł46,366.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014919,"Ł46,393.10",,BN12 4XH,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1988810,"Ł46,412.37",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,1982599,"Ł46,702.80",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2006801,"Ł46,716.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1988690,"Ł46,762.72",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,1995172,"Ł46,788.20",M/Mids/138/11-CIS Labour-Coventry Combined-Sitec Interiors Ltd-DJ Hearing Room,CIS-B1 3AP,0,Programme,,SME
Ministry of Justice,HMCTS,11-Apr-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1994404,"Ł46,807.66",,CF14 3UW,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,SYKES & SON LTD,1984314,"Ł46,918.70",CIS Labour-Wimbledon Magistrates'-Sykes & Son-Creation of non-custodial courtroom & alterations to 2 rooms at upper ground floor,CIS-WC2R 3JY,B716,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,2006918,"Ł47,083.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,1988808,"Ł47,130.08",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,PROCARE BUILDING SERVICES,1984138,"Ł47,596.09",,CIS-WD24 7GP,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,2006961,"Ł47,632.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,1988851,"Ł47,679.63",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,PROCARE BUILDING SERVICES,1990453,"Ł47,936.09",,CIS-WD24 7GP,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LIMITED,1988620,"Ł48,087.74",Chester Magistrates Court - Replace 4 x no. boilers,CIS-RM13 8RH,I027,Programme,,SME
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł48,115.00",Bolton Combined Court - Labour to replace goods lift,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,EC HARRIS LLP,1982574,"Ł48,296.76",Birmingham Crown - EC Harris - Management fees for replacement lighting,M60 3NT,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2005411,"Ł48,595.44",Bradford Mags - office improvements and refurbishment,CIS-S81 7QF,B716,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LIMITED,1992651,"Ł48,897.28",Crewe Magistrates Court - Replacement of perimeter heating.  Contract no. MW/HMCS/2011-12/CM03 refers,CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,04-Apr-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1987419,"Ł48,963.23",,CF14 3UW,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1994404,"Ł48,963.23",,CF14 3UW,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,2006910,"Ł48,995.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,1988800,"Ł49,044.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł49,109.00","Manchester Crown Court, Minshull Street - Replace public lift 4 (next to court 10)",CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,261000-Fuel and Utilities,HZ999-North East Region,BRITISH GAS BUSINESS,1994350,"Ł49,167.80",North East Consol Account - Electricity - British Gas 11-12 contract continuation replacing PO 20000128709,OX4 2JY,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł49,240.00",CIS Labour - Luton Crown - Norlands - Install of new BMS system on site including new cabling and ducting,CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LIMITED,1988620,"Ł49,444.30","Manchester Crown Court, Crown Square - Demolition, stripping out and construction works associated with the cells visiting area",CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,13-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1996425,"Ł49,915.00",CCN L-S-3038-01-SPI In End to End Assurance Solution,CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,24-Apr-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2009430,"Ł50,285.50",CIS Labour - Basement waterproofing works - PAR 2260 (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - ILFPC - Wells Street,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1996468,"Ł50,285.50",CIS Labour - Basement waterproofing works - PAR 2260 (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - ILFPC - Wells Street,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2006801,"Ł50,380.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1988690,"Ł50,430.38",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,221000-Property Rent and Rates,BZ999-London Region,HOME OFFICE,1231,"Ł50,566.40",,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,VOICE PRODUCTS LTD,1999945,"Ł50,794.21",The supply and installation of microphones and mixers to accompany DARTS equipment  in several courts,SP10 3UR,B319,Programme
Ministry of Justice,HMCTS,26-Apr-12,265000-IT & Telecommunications,BZ999-London Region,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1250,"Ł50,880.00",A request to ensure that RPTS staff can continue to use LINK core services from 01/07/11 to 31/03/12.,HP2 4XN,0,Programme
Ministry of Justice,HMCTS,03-Apr-12,222001-Maintenance,BZ999-London Region,VOICE PRODUCTS LTD,1984378,"Ł51,000.00",Gee Street Court Hosue - VOICE PRODUCTS LTD - Quotation No: VPGQ7930 - Replace existing recording equipment within courtrooms at Gee Street (13) & Bow County (2),SP10 3UR,0,Programme
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,2006894,"Ł51,296.00",,RATES,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,1988784,"Ł51,347.30",,RATES,0,Programme
Ministry of Justice,HMCTS,10-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł51,445.00",CIS Labour - PRFD First Avenue House - Norland Managed Service Ltd - Replacement of carpet & redecoration of circulation areas - PAR 2218 (under term contract),CIS-SE1 1RU,0,Programme
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,R L DAVIES & SON LTD,2006607,"Ł51,562.53",CIS Labour - Llandudno Magistrates Court - Works as per email dated 20th Feb subsequently agreed,CIS-LL29 8SS,0,Programme
Ministry of Justice,HMCTS,18-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2003224,"Ł51,574.00",L-S-3054-02 Ethos Transition and Support - redundancy provision,CF31 9AP,0,Admin
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1982977,"Ł51,628.00","CIS Labour-Birmingham Sheldon Court-Mitie-Access Control, works under MTC",CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,03-Apr-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,1982599,"Ł51,692.64",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme
Ministry of Justice,HMCTS,27-Apr-12,261000-Fuel and Utilities,DZ999-South West Region,CORONA ENERGY,2014682,"Ł51,975.96",SW Finance Office (DA170) - Corona Energy - GAS 222143 - Acct no.:20301400 - Monthly Consolidated Bill for various sites in the SW Region.,NW4 3RJ-RET 2,0,Programme
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,2006914,"Ł52,102.00",,RATES,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,1988804,"Ł52,154.10",,RATES,0,Programme
Ministry of Justice,HMCTS,10-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł52,691.57","CIS Labour-Bow County-Norland Managed Service Ltd-Fire Risk Assessment Works, inc asbestos survey & contingency sum - PAR 2270 (under term contract)",CIS-SE1 1RU,0,Programme
Ministry of Justice,HMCTS,18-Apr-12,222001-Maintenance,BZ999-London Region,EUROPEAN ASBESTOS SERVICES,2003140,"Ł53,122.00",Various London Courts=European Asbestos Services Ltd-Remediation works in connection with the asbestos risk management works,TW16 7EF,0,Programme
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,GLENBEIGH CONSTRUCTION LTD T/A GLENBEIGH OFF SITE LTD,1982661,"Ł53,601.80",South Sefton Magistrates Court (Bootle) - DDA access for magistrate,CIS-SO18 2RZ,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PRESTON CITY COUNCIL,2006959,"Ł54,044.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PRESTON CITY COUNCIL,1988849,"Ł54,098.04",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1994517,"Ł54,357.60",,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2006925,"Ł54,502.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1988815,"Ł54,556.50",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1994517,"Ł54,649.40",,CIS-B23 7RZ,0,Programme,,SME
