Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,1860090,"£69,643.29",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1841189,"£69,792.13",L-S-2782-02 IFAS Time and Materials,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062914,"£70,306.48",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,BZ999-London Region,SANDERSON WEATHERALL,1850273,"£70,375.00",,LS1 4WG-RENT,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,222002-Other Property Costs,BZ999-London Region,SANDERSON WEATHERALL,1850273,"£70,375.00",,LS1 4WG-RENT,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1838053,"£70,614.26",L-S-2757-03 CREST Extended Life Demo and Project Design,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,DURKAN ESTATES LTD,1840889,"£71,250.00",,EN8 7DR,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1837615,"£71,591.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1064269,"£72,872.20",,EC3M 3BD,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,COMPUTACENTER (UK) LTD,1062499,"£72,954.48",PSE licences for 1 year for MoJ,AL10 9TW,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MODERN COURTS (EAST ANGLIA) LTD,1841259,"£73,270.23",Provision under a PFI agreement of accommodation for office or other governmental use,BR8 7AG,0,Balance Sheet
Ministry of Justice,HMCTS,29-Dec-11,222001-Maintenance,DZ999-South West Region,ATKINS,1870597,"£73,394.58",HMCS SW Region MA term commission monthly duties December 2011.,WR5 1TX,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£74,620.79","QBD CRS One Off -Cabling, Manpower & Other",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064460,"£75,149.00",L-R-2431-07-v1 - DARTS NRO Deployment Support - Monthly T&M charges Sept - Dec 2011,CF31 9AP,E117,Programme
Ministry of Justice,HMCTS,09-Dec-11,222002-Other Property Costs,EZ999-Wales Region,OCS SUPPORT SERVICES LTD,1847400,"£75,435.92",HMCS Wales - Multiple Sites Monthly Cleaning  April 11 - March 12 OCS Cleaning Support Services,LA3 3BJ,0,Programme
Ministry of Justice,HMCTS,14-Dec-11,222001-Maintenance,BZ999-London Region,CARILLION PLANNED MAINTENANCE,1852377,"£75,449.55",CARILLION PLANNED MAINTENANCE:CIS Labour - Carillion Planned Maintenance Charges for Rolls Building from Aug 2011 - Jan 2012,CIS-WV1 9US,F079,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064112,"£75,515.90",PQ109-PB630 ( NOMS015)  Portfolio Services,RG12 1HN,E113,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£75,543.23",PQ108 - OMNI-T Capital Expenditure FY1112,M14 0WN,E012,Programme
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1838032,"£75,600.00",,CIS-DA2 6SN,F078,Programme
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,WORKMAN,1867744,"£76,381.25",,BS1 6AL-M5 RENT,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,1860107,"£76,480.44",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£76,757.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£76,757.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£77,136.60",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£77,136.60",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,05-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1062799,"£77,405.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£77,405.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£77,422.00","CCNS194EIP2NetSec  AV Host (ref Martyn Maltby) - Mst 1 Design, Build and Unit Test",M14 0WN,E134,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,FZ999-Midlands Region,ABERDEEN,1866497,"£77,426.25",,G2 5EA,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,222001-Maintenance,BZ999-London Region,EC HARRIS LLP,1837808,"£77,483.30",London Estates - EC Harris Monthly Contract Fees 11-12,M60 3NT,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222001-Maintenance,BZ999-London Region,EC HARRIS LLP,1870699,"£77,483.30",London Estates - EC Harris Monthly Contract Fees 11-12,M60 3NT,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1063077,"£77,543.32",MoJ Lease Car charges FY 11-12,BL9 8RT,0,Admin
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£77,580.00",MOJ Testing Support,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,RATCLIFFES,1850221,"£77,613.75",,W1K 2QH,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,263000-Other Contracted Out Services,OZ501-HRD Feeder,HMRC,1064418,"£77,670.00",NGHR - Civil Service Jobs Portal Service Charges Sep-Mar 11-12,BN12 4XH-PROP,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BERKLEY ESTATES LONDON LTD,1849358,"£77,825.49",,W1U 1QS,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063330,"£77,832.23",,RG12 1HN,E064,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064460,"£78,267.00",L-R-2431-07-v1 - DARTS NRO Deployment Support - Monthly T&M charges Sept - Dec 2011,CF31 9AP,E117,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BNP PARIBAS REAL ESTATE,1064651,"£78,925.00",Rent/Service Charges - 2 Carlton Gardens,B3 2BJ,0,Admin
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,1860177,"£79,159.76",,RATES,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,LAND SECURITIES PROPERTIES LTD,1849814,"£79,314.81",,WC2N 5AF##,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1855946,"£79,407.30",L-S-2757-03 CREST Extended Life Demo and Project Design,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,223000-Other Expenditure,LZ600-Transforming Justice,JUSTIS PUBLISHING LTD,1062786,"£79,716.00",Justis Publishing annual subscription,NW1 9NR,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1849319,"£80,000.00",Atos Origin - Rolls Building Infrastructure - Project Governance. CCN No. A-R-02121-01-v03. B/E IA104 NAC 532601 / F079.,WV10 6UH,F079,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1062590,"£80,435.60",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£80,435.60",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,HMCTS,23-Dec-11,222001-Maintenance,DZ999-South West Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1867101,"£80,656.01","Mechanical & electrical maintenance 2011, HMCS SW Region Areas 2 & 4",PO1 9DB,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,LZ430-I&B Operations,LOGICA UK LTD,1063833,"£82,550.45",CCN -L-R-2423-01:CFO FAS Migration,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1063077,"£83,153.47",MoJ Lease Car charges FY 11-12,BL9 8RT,0,Admin
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1860113,"£84,173.74",,RATES,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,532000-Tangible GBV - Additions,CZ999-South East Region,METSHAPE LTD,1849923,"£84,918.58",CIS Labour - Norwich Magistrates - Metshape - Strip out existing heating pipework and replacement with new pipework installation and associated fittings and building works.,CIS-BD16 1PY,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,EZ999-Wales Region,MONTAGU EVANS,1867102,"£85,625.00",,EH3 8EG,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CLSH MANAGEMENT LIMITED,1849466,"£85,922.37",,SW8 1SF,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1847352,"£86,426.96",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,20-Dec-11,226000-Court Costs,"AM999-HQ - Civil, Family & Tribunals",LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1859270,"£86,733.75",,M8 0PS,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£87,175.00",Catalogue Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£87,175.00",Catalogue Services,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,1860166,"£87,341.57",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£88,944.00",Config. Mgnt Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£88,944.00",Config. Mgnt Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1064036,"£89,501.25","Rent/Service Charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin
Ministry of Justice,MoJ HQ,05-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LANCASTER OFFICE CLEANING CO LTD,1062793,"£89,674.86","Annual cleaning services across the MoJ estate, to be billed monthly and according to property  - 102 Petty France- ND190",DY1 4TA,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,1850207,"£89,898.75",,E14 9SQ,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1062799,"£90,000.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,HMCTS,19-Dec-11,226000-Court Costs,SL999-Centralised Frontline,SAUNDERS LAW LTD#DX 37995,1856973,"£90,000.00",,DX 37995,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£90,000.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1862709,"£90,466.00",CCN L-R-2712-01 Email Solution for CCBC,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1062459,"£90,469.80",,WV10 6UH,0,Admin
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,CBRE CB RICHARD ELLIS,1866655,"£93,000.00",,EC2V 5WB-WLLNTN,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,BZ999-London Region,GBR PHOENIX BEARD,1870723,"£93,520.00",,B3 3PJ-SERVICE,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,1845278,"£93,641.50",Shefield PFI - Palecastle - Unitary Charges for sheffield PFI - Monthly -11/12,WA14 2EX,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1063932,"£94,755.19",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£94,800.00",OMNI NDC Bridges Support,M14 0WN,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,UK COURT SERVICES LTD,1845365,"£95,185.97",Provision under a PFI agreement of accommodation for office or other governmental use,WR12 7LJ,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BROOKS PROPERTIES,1064020,"£95,600.00",,IRELAND,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,1850207,"£96,423.75",,E14 9SQ,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,1850207,"£96,423.75",,E14 9SQ,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£96,716.32",,NW1 3HG,0,Programme
Ministry of Justice,MoJ HQ,29-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064805,"£97,142.00",PQ109 - PB629 (NOMS018) (CP6.2) EUC Laptop,RG12 1HN,E065,Programme
Ministry of Justice,MoJ HQ,14-Dec-11,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,1178,"£97,517.42",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,12-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1063269,"£97,521.20",Providing a years Manned Guarding Service (Security Officers) to 102 Petty France,AL7 1TW,0,Admin
Ministry of Justice,HMCTS,14-Dec-11,710800-Creditor <1 yr - Third Party Monies,BZ999-London Region,OFFICIAL RECEIVER BANKRUPTCY#IE41310669,532645,"£97,825.00",,STRAND,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£99,659.71",OMNI VOIP Service,M14 0WN,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,222001-Maintenance,AP999-HQ - Strategy & Change,DERWENT VALLEY LTD#TV310000001,1867466,"£99,857.50",,W1S 2ER,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1063241,"£100,000.00",CCN-A-R-02971-01 (Maintaining DARTS operations at ESI sites)One off cahrge- PQ105,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,22-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064278,"£100,000.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£100,000.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£100,000.00",Computer services supplied to the specification of the recipient,WV10 6UH,E075,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CBRE CB RICHARD ELLIS,1840787,"£100,480.25",,L2 9SH,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,1855284,"£101,158.93",MOJ Ad Hoc No 100 - ATOS IT Services Ltd - RCJ Rolls Building - IT Related Electric Works. Req Jayne Jordan / Appr Neil Gilbert 01/12/2011. 20-IA104-223537,WV10 6UH,F079,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,YORKE PROPERTY MANAGEMENT LTD,1064253,"£101,200.00",,W1K 6WE,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£101,223.49",Symantec Renewal quotation v2 Option 1 Support extension 20110822 NOMS Co-term ending 31-07-2012,M14 0WN,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,223001-Printing Postage and Office expenditure,HZ999-North East Region,HM PRISON SERVICE,1855747,"£101,548.49",,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1855946,"£102,544.00",CCN 3306&-01 0  Application contractors will supply technical and specialist resources to asist in the design and development of a solution of IA issues that need to be resolved across a series of applications on the HMCTS estate.,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ARROWCROFT SERVICES LTD,1870595,"£102,605.00",,W1K 6AD,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1063408,"£102,719.16",PO200 - OMNI Contract -Small Projects,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£102,771.30",QBD CTOPs Service,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063754,"£103,296.85",Managed Service - Security Management Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,223001-Printing Postage and Office expenditure,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1063827,"£103,721.74",PS115- PRINT ROOM,NP10 8BA,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1860113,"£104,085.81",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,222002-Other Property Costs,DZ999-South West Region,REGENT OFFICE CARE LTD,1864031,"£104,254.10",South West Region-DA170-222152-Regent Office Care-11/12,CV6 4QH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£105,424.08","A-R-01650-01.V01 - LSC Variable Charges for Desktops, laptops, RAS :  2011/12",WV10 6UH,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SCOTTISH WIDOWS PLC,1841541,"£105,625.00",,E14 5WR-AMARENT,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£107,424.36",OMNI LLS,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£108,392.19",PB629 (CP6.2) EUC Laptop,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,JOHN & SANDRA JOSEPH,1849781,"£108,525.00",,NW3 1PD,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,262000-SCA Costs,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1063828,"£108,882.12",FSMO 209 - AC Fees Initiation Specification and design for Appeal Fees processing,NP10 9XA,E125,Programme
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1841678,"£109,120.80",,CIS-KT22 7SW,F090,Programme
Ministry of Justice,HMCTS,20-Dec-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1859079,"£109,373.33",,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,SAVILLS COMMERCIAL LTD,1867552,"£109,403.75",,M2 4AW,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,1064612,"£109,673.84",Funding Contribution for UK Supreme Court - Accounting Adjustment,NP20 9FN,0,Grant
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1062531,"£109,879.95",Managed Service - Operations Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,223000-Other Expenditure,QZ600-CPG Other,HMRC,1063327,"£110,000.00",Funding Contribution - Civil Service English Regions Apr-Sep 11-12,BN12 4XH-PROP,0,Admin
Ministry of Justice,MoJ HQ,22-Dec-11,223000-Other Expenditure,QZ600-CPG Other,HMRC,1064418,"£110,000.00",Funding Contribution - Civil Service English Regions Oct-Mar 11-12,BN12 4XH-PROP,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1841256,"£110,397.84",Midlands Region - Mitie Technical - M&E Contract 11/12,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,FZ999-Midlands Region,CUSHMAN & WAKEFIELD,1866710,"£111,343.75",,B2 2JT-MERCIA,0,Programme
Ministry of Justice,MoJ HQ,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1064258,"£112,352.81",Rates Invoice,RATES,0,Balance Sheet
Ministry of Justice,HMCTS,09-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1847296,"£112,561.00",CCN 171 DARTS Phase 2 - Early Stage Implementation,CF31 9AP,B319,Programme
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,EDDISONS,1849570,"£113,050.25",,WC2H 0AU-RENT,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,1866983,"£113,500.00",,W1B 1PN,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,222002-Other Property Costs,HZ999-North East Region,ELITE CLEANING & ENV SERVICES LTD,1844969,"£114,804.18",North East Consol Account - Monthly Contractual Cleaning Contract Continuation replacing PO 20000128503  - Elite - 11/12,M21 7GJ,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1855284,"£115,541.00",Westminster Magistrates Court - ATOS Origin - Supply and Installation of DISC VIW/VC  Videolink Provision at 181 Marylebone Road on or by 20/9/11 (ref CCN Number A-R-01660-03-v01),WV10 6UH,F078,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,CZ999-South East Region,GE REAL ESTATE,1866819,"£115,819.75",,W6 8BJ,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,221000-Property Rent and Rates,GZ999-North West Region,MARDAN NORWICH LTD,543203,"£120,000.00",,NW9 7BT,0,Programme
