Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Supporting Children and Young People Group 2,CHILDREN OUR ULTIMATE INVESTMENT UK,4000064406,71009.38,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Families Group,CONTACT A FAMILY,4000063949,54234.45,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. Part of themes 1 and 3: Families and Relationships and Special Educational Needs and Disability",VCS
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,CONTACT A FAMILY,4000064074,96836.21,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. Part of themes 1 and 3: Families and Relationships and Special Educational Needs and Disability",VCS
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,CONTINYOU  VCS,4000063858,33349,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 2: Early Years and Childcare ",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Children Young People and Families Supporting Delivery Group,CORNWALL COUNCIL,4000063950,25000,Current Grants paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,COUNCIL FOR DISABLED,1000443,105094.9,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. Part of themes",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Children Young People and Families Safeguarding Group,CSV,4000063953,29777.11,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. Strategic Partner for Special Educational Needs and Disability",VCS
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAME HANNAH ROGERS SCHOOL,4000063239,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAME HANNAH ROGERS SCHOOL,4000063239,51759.01,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAVID LEWIS SCHOOL,4000064076,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAVID LEWIS SCHOOL,4000064076,49614.31,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAWN HOUSE SCHOOL,4000063591,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAWN HOUSE SCHOOL,4000063591,14487,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAWN HOUSE SCHOOL,4000063698,42961,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DONCASTER SCHOOL FOR DEAF,4000064082,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DONCASTER SCHOOL FOR DEAF,4000064082,61787.55,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DORTON HOUSE SCHOOL,4000063593,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DORTON HOUSE SCHOOL,4000063593,18822,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DORTON HOUSE SCHOOL,4000063701,37441,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Families Group,DUDLEY MBC,4000063702,54000,Current Grants to third sector organisations through Local Authorities,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,DYSLEXIA ACTION,1000439,117612.36,"Current Grants to third sector organisation / not for profit organisation.
Specifically for Intensive Based Evidence Pilots for Children in Care",VCS
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXETER ROYAL ACADEMY FOR DEAF EDUCATION,4000063131,30866,"Current Grants to third sector organisation / not for profit organisation.
Specifically for Intensive Based Evidence Pilots for Children in Care",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXETER ROYAL ACADEMY FOR DEAF EDUCATION,4000063242,74393.9,"Current Grants to third sector organisation / not for profit organisation.
Specifically for Intensive Based Evidence Pilots for Children in Care",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Families Group,FAMILY LIVES,4000063031,111279,"Current Grants to third sector organisation / not for profit organisation.
Specifically for Intensive Based Evidence Pilots for Children in Care",VCS
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Children Young People and Families Safeguarding Group,FATHERHOOD INSTITUTE,4000064180,47995,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years.",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Families Group,GINGERBREAD,4000063960,52048.23,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 1: Families and Relationships ",VCS
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,GRAFHAM GRANGE SPECIAL EDUCATION TRUST,4000063245,51178.85,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,05/10/2011,Current Grants,Supporting Children and Young People Group 2,GROUNDWORK UK,4000062789,131604.1,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Supporting Children and Young People Group 2,GROUNDWORK UK,4000064182,130733.94,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HAMILTON LODGE SCHOOL FOR DEAF CHILDREN,4000064090,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HAMILTON LODGE SCHOOL FOR DEAF CHILDREN,4000064090,74964.09,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HEATHERMOUNT THE LEARNING CENTRE,4000063247,41396.07,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HIGHCLOSE SCHOOL,4000063602,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HIGHCLOSE SCHOOL,4000063602,25560,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,HIGHCLOSE SCHOOL,4000063708,49321,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
