Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030022750,"7,538,543.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030023057,"6,621,560.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030023337,"7,970,665.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030023636,"9,221,527.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030024048,"10,255,774.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030024467,"8,600,732.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030024750,"6,696,564.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,0030025040,"7,511,839.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,British Library,0030022135,"61,527.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,British Museum,0030022114,"81,998.20",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030021827,"4,852,899.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030022133,"5,052,899.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030022451,"5,352,899.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030022756,"4,514,435.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030023055,"5,874,956.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030023349,"5,822,048.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030023653,"2,793,114.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030023983,"4,267,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030024336,"4,228,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030024708,"4,500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,0030025041,"4,450,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,VAT Recoverable Business Activ,Misc Balance Sheet,Brophy Grounds Maintenance Ltd,0030023143,"3,733.84",Scheduled Sales  April
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,VAT Recoverable Business Activ,Misc Balance Sheet,Brophy Grounds Maintenance Ltd,0030023144,929.80,Scheduled Sales   May
Department for Culture Media and Sport,Department for Culture Media and Sport,18/01/2012,Ceremonial Event Costs,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030024971,"26,289.96",Scheduled Works - Rememberance Sunday 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,13/04/2011,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030022015,"26,189.48",Ceremonial Expenses
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030023143,"30,246.68",Scheduled Sales  April
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030023144,"24,235.18",Scheduled Sales   May
Department for Culture Media and Sport,Department for Culture Media and Sport,02/09/2011,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030023497,"25,305.61",Scheduled Work - June
Department for Culture Media and Sport,Department for Culture Media and Sport,20/10/2011,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030023989,"21,661.71",Scheduled Work - August
Department for Culture Media and Sport,Department for Culture Media and Sport,18/01/2012,Flag Flying,State Ceremonials Prog Costs,Brophy Grounds Maintenance Ltd,0030024970,"26,381.63",Scheduled Sales - Nov 
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2012,Research,CASE Joint Research Projects,Burns Owens Partnership Ltd,0030025519,"24,165.00",Sustainability
Department for Culture Media and Sport,Department for Culture Media and Sport,05/10/2011,Parliamentary Counsel Costs,Legal Advisers to DCMS (TSOL),Cabinet Office,0030023778,"54,458.00",OPC Funding Charges 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,CIU Mapping Doc 2000,Misc Balance Sheet,Cabinet Office (CS Superannuation),0030024124,"561,003.00",CABE Closure 
Department for Culture Media and Sport,Department for Culture Media and Sport,08/04/2011,Office Accomm Service Charges,Estates & Property Services,Carillion Services Limited,0030021943,"172,467.88",Service Charge
Department for Culture Media and Sport,Department for Culture Media and Sport,27/01/2012,Office Accomm Service Charges,Estates & Property Services,Carillion Services Limited,0030025068,"172,467.88",Service Charge
Department for Culture Media and Sport,Department for Culture Media and Sport,14/10/2011,Office Accommodation Rent,Estates & Property Services,Carillion Services Limited,0030023873,"109,964.60",Service Charge
Department for Culture Media and Sport,Department for Culture Media and Sport,13/05/2011,Building Maintenance,Estates & Property Services,Carillion Services Ltd,0030022281,"34,598.49",Fixed Costs - May 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,13/06/2011,Building Maintenance,Estates & Property Services,Carillion Services Ltd,0030022657,"56,938.55",Approved Additional Work - May 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,20/12/2011,Building Maintenance,Estates & Property Services,Carillion Services Ltd,0030024712,"36,283.06",Variable Costs 2010/11
Department for Culture Media and Sport,Department for Culture Media and Sport,18/05/2011,Security,Estates & Property Services,Carillion Services Ltd,0030022318,"67,640.54",Fixed Costs - March 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,18/05/2011,Security,Estates & Property Services,Carillion Services Ltd,0030022333,"57,684.58",Fixed Costs - April 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,13/06/2011,Security,Estates & Property Services,Carillion Services Ltd,0030022631,"57,684.58",Fixed Costs - May 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2011,Security,Estates & Property Services,Carillion Services Ltd,0030022915,"57,684.58",Fixed Costs - June 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,08/08/2011,Security,Estates & Property Services,Carillion Services Ltd,0030023244,"57,684.58",Fixed Costs - July  2011
Department for Culture Media and Sport,Department for Culture Media and Sport,07/09/2011,Security,Estates & Property Services,Carillion Services Ltd,0030023531,"57,684.58",Fixed Costs - August  2011
Department for Culture Media and Sport,Department for Culture Media and Sport,20/09/2011,Security,Estates & Property Services,Carillion Services Ltd,0030023583,"80,112.80",Variable Costs - August 11
Department for Culture Media and Sport,Department for Culture Media and Sport,14/10/2011,Security,Estates & Property Services,Carillion Services Ltd,0030023834,"58,743.39",Fixed Costs - September   2011
Department for Culture Media and Sport,Department for Culture Media and Sport,16/12/2011,Security,Estates & Property Services,Carillion Services Ltd,0030024194,"57,847.79",Variable Costs - October 11
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2011,Security,Estates & Property Services,Carillion Services Ltd,0030024529,"24,340.90",Variable Costs 2011/12
Department for Culture Media and Sport,Department for Culture Media and Sport,20/12/2011,Security,Estates & Property Services,Carillion Services Ltd,0030024663,"57,847.79",Fixed Costs - November  2011
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Security,Estates & Property Services,Carillion Services Ltd,0030024788,"59,004.60",Fixed Costs - December  2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2012,Security,Estates & Property Services,Carillion Services Ltd,0030025434,"58,232.05",Fixed Costs - January   2012
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2012,Security,Estates & Property Services,Carillion Services Ltd,0030025502,"59,695.68",Fixed Costs - February  2012
