Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,26/01/2017,Service charge,Community Care,DD: Informatics,PAERS Ltd,1617-003," 24,000 ",GP Soc - revenue 16/17 - patient facing services covering April - Dec 2016 (new PO as previous had incorrect tax code),LN9 6QB,,,SME,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,RAND EUROPE CIC,17080/16140/2," 36,101 ",PROJECTS,CB4 1YG,,,SME,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MEDICAL RESEARCH COUNCIL MRC,ERS-568118-134114," 42,000 ",Lifelong Health and Wellbeing,SN2 1FF,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,HULL UNIVERSITY OF,ERS-568119-134107," 33,381 ",Invention for Innovation,HU6 7RX,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-568120-134092," 174,887 ",NIHR Academic Rehab Surgery - Birmingham,B15 2PR,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MEDICAL RESEARCH COUNCIL MRC,ERS-568137-134115," 157,155 ",UKCRC - Public Health Centres of Excellence,SN2 1FF,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ABERDEEN UNIVERSITY OF,ERS-568138-134103," 48,061 ",HTA Researcher Lead,AB24 3FX,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-568140-134102," 435,256 ",Research Capability Funding (STANDARD),W12 0HS,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-568141-134119," 41,574 ",Cochrane Review Groupss(CRG),SW17 0RE,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-568142-134120," 47,525 ",Cochrane Review Groupss(CRG),SW17 0RE,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-568143-134109," 34,065 ",Invention for Innovation,SW7 2AZ,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-568144-134117," 375,000 ",School of Primary Care Research,OX1 2XN,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-568148-134112," 30,000 ",NIHR Senior Investigator's Funding,WC1E 6BT,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-568151-134086," 46,872 ",HTA Commissioned Research,EX2 5DW,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,WARWICK UNIVERSITY OF,ERS-568153-134122," 207,817 ",HS & DR,CV4 7AL,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568158-134085," 108,142 ",Bio-Medical Centres,CB2 2QQ,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-568159-134105," 32,136 ",HTA Researcher Lead,BS8 1TH,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LANCASTER UNIVERSITY,ERS-568160-134110," 40,234 ",HTA Researcher Lead,LA1 4YT,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,ERS-568168-134141," 51,381 ",AD-HOC - ETC,BN13 3EP,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,PUBLIC HEALTH ENGLAND PHE033,ERS-568174-134169," 220,954 ",CJD ,SP4 0JG,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,WELLCOME TRUST TRADING LTD,ERS-568176-134167," 156,669 ",HIV Community Treatment Database (Wellcome Trust)  ,NW1 2BE,,,VCS,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-568177-134164," 312,500 ",Unallocated,SW7 2AZ,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EXETER UNIVERSITY OF,ERS-568179-134163," 89,675 ",Clinician Scientist Awards,EX4 4QJ,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SWANSEA UNIVERSITY,ERS-568181-134166," 110,848 ",HTA Commissioned Research,SA2 8PP,,,PUBLIC,
,,26/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,WELLCOME TRUST TRADING LTD,ERS-568186-134168," 1,834,264 ",Health Innovation Challlenge Fund,NW1 2BE,,,VCS,
,,26/01/2017,Capital Grants to non-profit institutions,Acute Care and Workforce,DD: WLF Cap & Inf,SKILLS FOR CARE LTD,ERS-568105-134061," 77,000 ",2016/010B Skills for Care Capital Funding,LS1 2RP,,,VCS,
,,26/01/2017,Revenue Grants to non-profit institutions,Acute Care and Workforce,DD: WLF Dev Strategy,SKILLS FOR CARE LTD,ERS-568099-134041," 3,246,000 ",2016/010a Skills for Care - 2016/17 Revenue Grant,LS1 2RP,,,VCS,
,,26/01/2017,Revenue Grants to Other Bodies,Acute Care and Workforce,DD: WLF Dev Strategy,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-568094-134021," 10,700,000 ",2016/017 NHS BSA - Education Support Grants 2016/17,NE1 6SN,,,PUBLIC,
,,27/01/2017,Addition Clearing - P&M,Finance and Group Operations,DD: Holding Accomodation Capital,KIER FACILITIES SERVICES LTD,16050894," 34,248 ","Wellington House – Installation of Airedale Chillers, Langlet Roofing System.",RG21 4HG,,,LARGE,
,,27/01/2017,Consultancy/Professional Advice,Chief Scientific Advisor,DD: DH Life Sciences,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,001538," 193,720 ",Programme budget for Innovate UK running Test Beds round 1,SN2 1UE,,,PUBLIC,
,,27/01/2017,Consultancy/Professional Advice,Chief Scientific Advisor,DD: DH Life Sciences,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,001538," 14,450 ",Test beds admin Q2 16/17,SN2 1UE,,,PUBLIC,
,,27/01/2017,Outsourcing Contract,"Science, Research & Evidence",DD: Holding R&D,NHS BLOOD AND TRANSPLANT (NHSBT),954678," 305,494 ",Unallocated,LS15 7TW,,,PUBLIC,
,,30/01/2017,Secondees in invoiced costs,Finance and Group Operations,DD: Commercial,HM REVENUE AND CUSTOMS HMRC,18000045532016," 41,936 ",Commercial fast stream 16-17 costs,WC2B 4RD,,,PUBLIC,
,,30/01/2017,Secondees in invoiced costs,Finance and Group Operations,DD: Commercial,HM REVENUE AND CUSTOMS HMRC,18000045542016," 45,877 ",Commercial fast stream 16-17 costs,WC2B 4RD,,,PUBLIC,
,,30/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-22333," 2,232,000 ",,SE1 9RT,,,PUBLIC,
,,30/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,HAFS-22334," 650,000 ",,TQ2 7AN,,,PUBLIC,
,,30/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-22336," 3,589,000 ",,SE1 9RT,,,PUBLIC,
,,30/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,WEST LONDON MENTAL HEALTH NHS TRUST,HAFS-22335," 10,075,000 ",,UB1 3EU,,,PUBLIC,
,,30/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",MARTINDALE PHARMACEUTICALS LTD,90223452," 262,688 ",,,,,LARGE,
,,30/01/2017,Outsourcing Contract,Global and Public Health,DD: Immunisation,MOTT MACDONALD LTD,IN00359209," 345,038 ",Management Agent for the Fleming Fund Inception Costs.,CR0 9XB,,,LARGE,
,,30/01/2017,Provisions cash payment,Global and Public Health,DD: Infectious Diseases & Blood,SKIPTON FUND LTD,SF10/2016-17," 377,769 ",Skipton Fund - funding for 2016-17 UK additional payments,SW1H 0QS,,,VCS,
,,30/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,SERCO LTD,91341265," 26,657 ",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,
,,30/01/2017,Outsourcing Contract,Global and Public Health,DD: Public Health Dev Unit,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000483045," 37,313 ",Sheffield TH NHSFT DCRIR 2016-17 costs,S5 7AU,,,PUBLIC,
,,30/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,1114869," 59,345 ",RDD Programme Support - Miscellaneous,WC1E 6BT,,,PUBLIC,
,,30/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,DUNDEE UNIVERSITY OF,ERS-568257-134188," 25,562 ",HTA Commissioned Research,DD1 4HN,,,PUBLIC,
,,30/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568259-134183," 35,591 ",HTA Researcher Lead,BS99 1YF,,,PUBLIC,
,,30/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EXETER UNIVERSITY OF,ERS-568262-134202," 25,000 ",TARs,EX4 4QJ,,,PUBLIC,
,,30/01/2017,Outsourcing Contract,Community Care,DD: Forensic Mental Health,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0105820," 89,954 ",Funding for Tunisia/Paris screening treat programme,BR3 3BX,,,PUBLIC,
,,30/01/2017,Professional fees,Acute Care and Workforce,DD: Pay and Pensions,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000031287," 301,845 ",NHS BSA payments 2016-17,NE1 6SN,,,PUBLIC,
,,30/01/2017,Professional fees,Acute Care and Workforce,DD: Pay and Pensions,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000031799," 467,579 ",NHS BSA payments 2016-17,NE1 6SN,,,PUBLIC,
,,31/01/2017,Training (Learning and Development),Finance and Group Operations,DD: Holding,CAPITA BUSINESS SERVICES LTD,X113018," 33,214 ","E-learn module on Ethics, Propriety and Regularity Standards",SW1H 0XA,,,LARGE,
,,31/01/2017,Outsourcing Contract,Acute Care and Workforce,DD: NHS Clinical Services,OFFICE FOR NATIONAL STATISTICS ONS,2033006," 199,435 ",Cancer survival stats 2016-17.,NP10 8XG,,,PUBLIC,
,,31/01/2017,Outsourcing Contract,"Science, Research & Evidence",DD: Holding R&D,NHS BLOOD AND TRANSPLANT (NHSBT),954700," 305,494 ",Unallocated,LS15 7TW,,,PUBLIC,
,,31/01/2017,Outsourcing Contract,"Science, Research & Evidence",DD: Research Finance & Programmes,LGC LTD,50551934," 919,512 ",Central Commissioning Function,TW11 0LY,,,LARGE,
,,31/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,1410061298," 26,556 ",NCCRCD Management,LS9 7TF,,,PUBLIC,
,,31/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568289-134221," 25,629 ",HTA Commissioned Research,BS99 1YF,,,PUBLIC,
,,31/01/2017,UK subscriptions to overseas bodies,Community Care,DD: Forensic Mental Health,PGO FOREIGN CURRENCY PAYMENTS,373635680," 46,500 ",,RH10 1UH,,,PUBLIC,
