Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-526511-93758,96987,NIHR Fellowships,BS1 2NP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-526514-93762,104288,Clinician Scientist Awards,NG7 2UK,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-526514-93762,121090,NIHR Fellowships,NG7 2UK,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-526514-93763,8907,NIHR Fellowships,NG7 2UK,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-526514-93763,152597,Clinician Scientist Awards,NG7 2UK,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-526516-93731,60767,NIHR Fellowships,NG3 6AA,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-526516-93731,52712,NIHR Fellowships,NG3 6AA,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-526516-93731,145658,NIHR Fellowships,NG3 6AA,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-526518-93742,61721,NIHR Fellowships,OX4 2GX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-526518-93742,83334,NIHR Fellowships,OX4 2GX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-526518-93742,100141,NIHR Fellowships,OX4 2GX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,1126577,Targeted Capacity Building,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,55559,NIHR Fellowships,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,67969,NIHR Fellowships,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,1766248,NIHR Fellowships,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,175000,NIHR Fellowships,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-526520-93755,535915,NIHR Fellowships,OX3 7HE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-526525-93753,54089,Professorship Awards,UB9 6JH,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-526525-93753,132769,Professorship Awards,UB9 6JH,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-526525-93753,33064,Professorship Awards,UB9 6JH,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-526525-93753,171941,Professorship Awards,UB9 6JH,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-526525-93753,187080,Invention for Innovation,UB9 6JH,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-526526-93728,27038,Information Systems,TR1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-526527-93730,104333,Research for Patient Benefit,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-526527-93730,166666,HS & DR,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-526527-93730,53521,Cochrane Projects - not including the UKCC,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-526527-93730,976433,Health Innovation Challlenge Fund,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-526527-93730,68968,Biomedical Units,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-526528-93724,62576,Biomedical Units,NW3 1QG,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-526529-93746,48443,Bio-Medical Centres,L7 8XP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-526529-93746,109384,Bio-Medical Centres,L7 8XP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-526529-93746,9331,Research for Patient Benefit,L7 8XP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-526529-93746,60581,Programme Grants for NHS Trusts,L7 8XP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-526529-93746,1392137,Programme Grants for NHS Trusts,L7 8XP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-526531-93721,1248569,Programme Grants for NHS Trusts,GU2 7XX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-526531-93721,56070,Programme Grants for NHS Trusts,GU2 7XX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-526531-93721,13579,RDD Programme Support - Miscellaneous,GU2 7XX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-526532-93741,50450,Research for Patient Benefit,M6 8HD,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-526532-93741,129191,HTA Researcher Lead,M6 8HD,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-526532-93741,166666,HTA Commissioned Research,M6 8HD,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,111762,HTA Commissioned Research,S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,55172,Cochrane Projects - not including the UKCC,S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,50000,Reviews Infrastructure (Existing),S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,176420,EME - ( NETSCC ),S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,88261,HTA Commissioned Research,S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-526534-93733,2394252,HTA Researcher Lead,S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-526536-93757,86151,Programme Grants for NHS Trusts,BR3 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-526536-93757,120251,Programme Grants for NHS Trusts,BR3 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-526536-93757,859149,Research for Patient Benefit,BR3 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-526536-93757,392830,Programme Grants for NHS Trusts,BR3 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-526541-93727,81818,EME - ( NETSCC ),M20 4BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-526541-93727,26274,Research for Patient Benefit,M20 4BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,167994,Research for Patient Benefit,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,1540593,Programme Grants for NHS Trusts,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,71567,Research for Patient Benefit,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,72727,Research for Patient Benefit,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,87700,HTA Commissioned Research,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-526542-93754,337477,Programme Grants for NHS Trusts,NE7 7DN,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-526543-93745,244881,Programme Grants for NHS Trusts,SM2  5PT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-526543-93745,1034062,Research for Patient Benefit,SM2  5PT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-526543-93745,53615,Research for Patient Benefit,SM2  5PT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-526543-93745,23230,Programme Grants for NHS Trusts,SM2  5PT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-526544-93738,88202,Programme Grants for NHS Trusts,WV10 0QP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-526544-93738,2411750,HTA Commissioned Research,WV10 0QP,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-526545-93810,46746,HTA Commissioned Research,SO16 4XE,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-526546-93751,87292,NIHR Public Health Research ( NETSCC ),NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-526546-93751,100000,HTA Researcher Lead,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-526546-93751,1777682,Cochrane Projects - not including the UKCC,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-526546-93751,553694,HTA Researcher Lead,NW1 2BX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,166666,Horizon Scanning,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,50002,Research for Patient Benefit,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,42991,Research for Patient Benefit,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,546728,Programme Grants for NHS Trusts,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,190373,Programme Grants for NHS Trusts,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-526549-93750,109362,HTA Commissioned Research,B15 2PR,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-526552-93740,46170,HS & DR,M23 9LT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-526552-93740,45455,Research for Patient Benefit,M23 9LT,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,1237502,Programme Grants for NHS Trusts,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,58982,Programme Grants for NHS Trusts,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,90000,Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,168076,Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,166667,Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,121910,Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-526554-93732,116923,Research for Patient Benefit,SO52 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,126170,Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,113022,Research for Patient Benefit,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,104498,Programme Grants for NHS Trusts,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,96382,Invention for Innovation,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,52157,HS & DR,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-526555-93722,1100417,PROJECTS,BS99 1YF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-526556-93737,45294,NIHR Health Protection Research Units,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-526558-93761,1794953,HTA Researcher Lead,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-526558-93761,68295,PROJECTS,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-526558-93761,126799,HTA Researcher Lead,LE5 4QF,,Programme,PUBLIC,
