Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,02/05/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000089,"35,674,750.00",BBC GIA MAY 12_PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,02/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30026248,"2,752.81",MAR 12 ADDITIONAL
Department for Culture Media and Sport,Department for Culture Media and Sport,02/05/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30026248,"58,860.29",MAR 12 ADDITIONAL
Department for Culture Media and Sport,Department for Culture Media and Sport,02/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,E C Harris LLP,30026274,850,DIAMOND JUBILEE BEACONS LTD
Department for Culture Media and Sport,Department for Culture Media and Sport,02/05/2012,Ceremonials - Other Costs,State Ceremonials Prog Costs,E C Harris LLP,30026274,"106,250.00",DIAMOND JUBILEE BEACONS LTD
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000131,"8,923,279.00",BL GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000122,"3,785,898.00",BM GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000114,"10,000,000.00",EH GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,kino Design,30026295,"4,325.40",ARTWORK / PRINT
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,kino Design,30026296,"8,787.80",OLYMPIC LEGACY PUBLICATION
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Printing,GOE Admin Costs,kino Design,30026295,"21,627.00",ARTWORK / PRINT
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Printing,GOE Admin Costs,kino Design,30026296,"43,939.00",OLYMPIC LEGACY PUBLICATION
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,M4C,30026115,"11,989.04",E11VE.03.001.ADS
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Publicity,GREAT Tourism Promotion Admin,M4C,30026115,"60,004.06",E11VE.03.001.ADS
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000108,"2,119,383.00",NG GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000104,"1,404,000.00",NMM GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Subsidy to PC,OFCOM,OFCOM,50000124,"88,818.00",OFCOM GIA MAY 12 - PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000120,"2,834,333.00",TATE GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,The Newspaper Licensing Agency Ltd,30026270,"9,427.78",LICENCE RENEWAL TO 31.3.13
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2012,National Cutting Service,Press Office,The Newspaper Licensing Agency Ltd,30026270,"47,138.89",LICENCE RENEWAL TO 31.3.13
Department for Culture Media and Sport,Department for Culture Media and Sport,04/05/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000090,"35,674,750.00",BBC GIA MAY 12_PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,08/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30026288,"4,321.92",ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/05/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30026288,"21,609.60",ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/05/2012,Basic Pay (Secondees),GOE Admin Costs,Ministry of Defence ,30026348,"40,514.20",SERVICE PERSONNEL Q4 2011/12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,50000132,"6,557,000.00",MLA CORE GIA MAY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/05/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),50000100,"70,000,000.00",ODA GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,09/05/2012,Government Procurement Card,Procurement,Barclays Bank plc,30026241,"31,705.47",GPC_MARCH_2012
Department for Culture Media and Sport,Department for Culture Media and Sport,09/05/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30026349,"109,225.43",GRANT CLAIM
Department for Culture Media and Sport,Department for Culture Media and Sport,10/05/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000091,"140,000,000.00",BBC GIA MAY 12_PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,IT Consumables,GOE Admin Costs,Govt Communications Bureau,30026401,"37,000.00",ICDESK SYSTEM SETUP
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30026406,"16,982.69",MAR & APR 2012 FIELDWORK
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30026405,"20,945.60",INTERVIEWER BRIEFING 11/12
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,Research,EAU Taking Part Survey,TNS UK LTD,30026406,"84,913.44",MAR & APR 2012 FIELDWORK
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,Research,EAU Taking Part Survey,TNS UK LTD,30026405,"104,728.00",INTERVIEWER BRIEFING 11/12
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2012,International Subscriptions,Architecture + heritage progs,UNESCO ,30026235,"133,263.00",WORLD HERITAGE FUND
Department for Culture Media and Sport,Department for Culture Media and Sport,15/05/2012,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30026407,"1,073,957.40",LEVESON INQ FEB-20 MAR 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,16/05/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30026432,"2,102,104.00",DRAWDOWN 30.4.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/05/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000092,"35,674,750.00",BBC GIA MAY 12_PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,18/05/2012,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,30026455,"162,309.03",6 X RECRUITMENT JAN - MAR 12
Department for Culture Media and Sport,Department for Culture Media and Sport,21/05/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30026479,"374,808.89",DRAWDOWN LAST MILE FUNCTIONS
Department for Culture Media and Sport,Department for Culture Media and Sport,21/05/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30026478,"1,896,390.17",DRAWDOWN OF OLYMPIC & SEC PARK OPERATIONS
Department for Culture Media and Sport,Department for Culture Media and Sport,22/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Dept for Communities & Local Govt,30026303,"10,974.68",ALIGNMENT PROJECT
Department for Culture Media and Sport,Department for Culture Media and Sport,22/05/2012,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,30026303,"54,873.40",ALIGNMENT PROJECT
Department for Culture Media and Sport,Department for Culture Media and Sport,22/05/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30026437,"50,475.00",INTEGRA UPGRADE
Department for Culture Media and Sport,Department for Culture Media and Sport,22/05/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000153,"238,083.00",NFTS GIA MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,22/05/2012,Current Grants Private Sector,State Ceremonials Prog Costs,Thames Diamond Jubilee Foundation,30026484,"1,500,000.00",Grant for pageant stewarding costs
Department for Culture Media and Sport,Department for Culture Media and Sport,23/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30026444,"116,404.73",QUARTERLY CHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,23/05/2012,IT Capital Additions,Information Services,Atos IT Services UK Limited,30026444,"687,236.95",QUARTERLY CHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,23/05/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000093,"35,674,750.00",BBC GIA MAY 12_PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,24/05/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Burns Owens Partnership Ltd,30026452,"4,833.00",2ND INSTALMENT FOR 1ST STAGE
Department for Culture Media and Sport,Department for Culture Media and Sport,24/05/2012,Research,CASE Joint Research Projects,Burns Owens Partnership Ltd,30026452,"24,165.00",2ND INSTALMENT FOR 1ST STAGE
Department for Culture Media and Sport,Department for Culture Media and Sport,25/05/2012,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30026538,"227,190.50",Q1 DRAWDOWN 2012/13
Department for Culture Media and Sport,Department for Culture Media and Sport,25/05/2012,Capital Grant Private Sector,LPW Programme Costs,The Archbishops Council,30026539,"27,500.00",GRANT MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,28/05/2012,Current Grants Private Sector,GOE managed programme costs,II Foundation,30026542,"1,000,000.00",1ST DRAWDOWN REQ 12-13
Department for Culture Media and Sport,Department for Culture Media and Sport,30/05/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025862,"25,334.00",CS RATES 6TH FLOOR INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,30/05/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025853,"164,432.00",CS RATES BASEMENT TO 4TH INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,31/05/2012,Office Accommodation Rent,Estates & Property Services,AMAS Ltd C/O Jones Lang Lasalle,30026574,"1,206,750.00",CS RENT 24.6.12-28.9.12
Department for Culture Media and Sport,Department for Culture Media and Sport,31/05/2012,Office Accommodation Rent,Estates & Property Services,Cushman & Wakefield,30026573,"190,620.00",GH RENT 24/6/12 - 28/9/12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000157,"22,693,749.00",ACE GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000133,"35,674,750.00",BBC GIA JUNE 2012 PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000156,"2,875,342.00",BFI GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30026541,"8,817.64",APRIL FIXED FEES
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30026541,"44,088.17",APRIL FIXED FEES
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000138,"143,584.00",GM GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000149,"111,833.00",RNC GIA June 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000139,"320,500.00",HM GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000164,"1,984,151.00",IWM GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000163,"1,679,267.00",NML GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000141,"606,417.00",NPG GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000166,"3,813,000.00",NHM GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Subsidy to PC,OFCOM,OFCOM,50000170,"34,480.00",Q1 JUNE EX POST COMPETITION (ORPHAN)
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Capital Grants to PCs,OFCOM,OFCOM,50000171,"5,928,439.00",Q1 JUNE SPECTRUM CLEARANCE
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Capital Grants to PCs,OFCOM,OFCOM,50000175,"4,943,604.00",OFCOM GIA JUNE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000140,"76,192.00",PLR GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000176,"7,840,869.00",S4C GIA JUNE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000172,"3,600,000.00",NMSI GAI JUNE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000152,"89,812.00",SJS GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000160,"3,000,000.00",SE GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000145,"98,000.00",SGSA GIA JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000154,"673,000.00",RA GIA JUNE 2012
