Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CAMDEN PCT,PUBLIC,NW1 0PE,HAFS-14981,36000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-14982,46000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-14983,58750000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-14984,44000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-14985,70000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DONCASTER PCT,PUBLIC,DN4 5DJ,HAFS-14994,41000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DORSET PCT,PUBLIC,DT2 9TB,HAFS-14995,49000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DUDLEY PCT,PUBLIC,DY2 8PP,HAFS-14996,38000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EALING PCT,PUBLIC,UB2 4SA,HAFS-14997,47000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST LANCASHIRE PCT,PUBLIC,BB9 5SZ,HAFS-14998,47500000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST OF ENGLAND SHA,PUBLIC,CB1 5XB,HAFS-15000,52000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST RIDING OF YORKSHIRE PCT,PUBLIC,HU10 6DT,HAFS-15001,37400000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,PUBLIC,BN21 3UN,HAFS-15002,40000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-15003,100000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-15006,68000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREAT YARMOUTH AND WAVENY PCT,PUBLIC,NR31 0LT,HAFS-15007,30000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARTLEPOOL PCT,PUBLIC,TS7 0NJ,HAFS-15014,12900000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH RESEARCH AUTHORITY,PUBLIC,SE1 6LH,HAFS-15018,1400000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEYWOOD MIDDLETON & ROCHDALE PCT,PUBLIC,M24 1AY,HAFS-15022,33500000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HILLINGDON PCT,PUBLIC,TW3 3HR,HAFS-15023,33000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HOUNSLOW PCT,PUBLIC,UB2 4SA,HAFS-15024,30500000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HULL PCT,PUBLIC,HU1 3HA,HAFS-15025,37300000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,3102001-07-JAN-13,4163.37 ,,Other,
Department of Health,Department of Health,02/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310734,16633.62 ,Revenue: PACS NWWM central store service charges to cover the period between November 2012 and March 2013,Programme,
Department of Health,Department of Health,02/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310734,11634.17 ,Revenue: PACS NWWM cluster store increment charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,02/01/2013,Building repairs & maintenance,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313343,29999.98 ,P4000 Move SCLGCP  staff left over in WH Move SCLGCP  staff to RH ,Admin,
Department of Health,Department of Health,02/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313352,97813.62 ,IMS2 Exit - Extended Exit Mobilisation,Admin,
Department of Health,Department of Health,02/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313354,55707.00 ,Migration of CMU IT infrastructure in Theale to SKH London - stage one. This will deliver network linkage and detailed technical design of the SKH VLAN and other elements of the solution,Admin,
Department of Health,Department of Health,02/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90120773,40700.00 ,OC/2012/9 - Business Support,Programme,
Department of Health,Department of Health,02/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90120828,244425.96 ,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-14987,61000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-14988,42000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ENFIELD PCT,PUBLIC,EN1 1NJ,HAFS-15004,43000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GATESHEAD PCT,PUBLIC,NE11 0NB,HAFS-15005,30200000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMMERSMITH AND FULHAM PCT,PUBLIC,WF3 1WE,HAFS-15010,29000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMPSHIRE PCT,PUBLIC,WF3 1WE,HAFS-15011,139000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARINGEY TEACHING PCT,PUBLIC,N15 3TH,HAFS-15012,42000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,PUBLIC,B7 4WH,HAFS-15019,43000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEREFORDSHIRE PCT,PUBLIC,HR2 9RP,HAFS-15020,27500000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-15021,128000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,IT minor costs non capital,External Relations,IMC (UK) LEARNING LTD,SME,TN13 1BL,IUK2012-182,35407.20 ,"e-lfh, Clix 12 upgrade, balance amount",Programme,
Department of Health,Department of Health,02/01/2013,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,,,15965000,48880.80 ,,,
Department of Health,Department of Health,02/01/2013,Storage costs,Strategy Finance & NHS,BRISTOL LABORATORIES LTD,SME,,9010279,217359.08 ,,,
Department of Health,Department of Health,02/01/2013,Storage costs,Strategy Finance & NHS,BRISTOL LABORATORIES LTD,SME,,9010279,0.01 ,,,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BROMLEY PCT,PUBLIC,WF3 1WE,HAFS-14976,38000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BUCKINGHAMSHIRE PCT,PUBLIC,HP19 8ET,HAFS-14977,54000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BURY PCT,PUBLIC,BL9 0EN,HAFS-14978,23500000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-14986,71305000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-14989,66000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBY CITY PCT,PUBLIC,WF3 1WE,HAFS-14991,32000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-14992,83000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-14993,91000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST MIDLANDS SHA,PUBLIC,WF3 1WE,HAFS-14999,50000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREENWICH TEACHING PCT,PUBLIC,SE10 8EX,HAFS-15008,41000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,HAFS-15009,52000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARROW PCT,PUBLIC,HA1 3EX,HAFS-15013,28000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-14990,12989000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HASTINGS & ROTHER PCT,PUBLIC,TN40 2DZ,HAFS-15015,25000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAVERING PCT COMMISSIONING,PUBLIC,RM12 6RS,HAFS-15016,28000000.00 ,,Other,
Department of Health,Department of Health,02/01/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,HAFS-15017,4000000.00 ,,Other,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Public Health,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2899573,33084.38 ,DWP- DH Compliance Team in Spain - DWP recharges,Programme,
Department of Health,Department of Health,03/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869349,79751.08 ,Dementia press spend,Programme,
Department of Health,Department of Health,03/01/2013,Policy Payments,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HPC/027,111351.75 ,Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HCPC (Revenue),Admin,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100041312,78586.70 ,Club Managed Service from  April 2012 to March 2013,Admin,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100041312,-0.01 ,,Admin,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100041313,78586.70 ,Club Managed Service from  April 2012 to March 2013,Admin,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100041313,-0.01 ,,Admin,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100041317,43848.36 ,DH website migration and exit,Admin,
Department of Health,Department of Health,03/01/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,3102001-07-JAN-13,5207.29 ,,Other,
Department of Health,Department of Health,03/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313683,684658.53 ,CSC Baseline Charges from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,03/01/2013,Agency Prof & Tech,INFORMATICS,GS1 UK,,,15971924,42500.00 ,,,
Department of Health,Department of Health,03/01/2013,Computer Maintenance,INFORMATICS,SOFTCAT LTD,,,16004912,103512.21 ,,,
Department of Health,Department of Health,03/01/2013,Computer Software/License,INFORMATICS,SOFTCAT LTD,,,16004912,95577.41 ,,,
Department of Health,Department of Health,03/01/2013,Rent of Land & Buildings (non-PFI operating lease),Strategy Finance & NHS,JONES LANG LASALLE,SME,E14 5EG,598423,47689.29 ,"REG210 - Harrington House, Stoke Mandeville Hospital, Aylesbury, Buckinghamshire - Jones Lang LaSalle  - rent",Programme,
Department of Health,Department of Health,03/01/2013,Rent of Land & Buildings (non-PFI operating lease),Strategy Finance & NHS,JONES LANG LASALLE,SME,E14 5EG,598423,7573.87 ,"REG210 - Harrington House, Stoke Mandeville Hospital, Aylesbury, Buckinghamshire - Jones Lang LaSalle  - rent",Programme,
Department of Health,Department of Health,03/01/2013,Rent of Land & Buildings (non-PFI operating lease),Strategy Finance & NHS,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,A338505,166500.00 ,SO8200 - Greycoat Street - Savills Commercial Ltd. - Rent,Programme,
Department of Health,Department of Health,03/01/2013,Computer Maintenance,INFORMATICS,IDENTITY & PASSPORT SERVICE,,,15875150,138750.00 ,,,
Department of Health,Department of Health,03/01/2013,Contr Other External,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,,,15848359,957.10 ,,,
Department of Health,Department of Health,03/01/2013,Payroll Ded'ns N/S Curr,INFORMATICS,NHS BUSINESS SERVICES AUTHORITY,,,15848359,94913.60 ,,,
Department of Health,Department of Health,03/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869349,42537.08 ,Dementia magazine spend,Programme,
Department of Health,Department of Health,04/01/2013,Other programme expenditure,Public Health,SKIPTON FUND LTD,VCS,SW1H 0QS,05/12/2013,1803205.00 ,"Payment to Skipton Fund Ltd for the New Ex-gratia Payments available to individuals infected with Hepatitis C by NHS supplied Blood transfusion or Blood products, and their Dependants - over the Spending Review Period (2015). Please Approve",Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,NHS Medical,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,15179,353500.00 ,For the provision of the  North West Cancer Intelligence Service for 2012-13 hosted by the The Christie Hospital NHS FT,Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948521,150114.60 ,mproving stem cell services in the UK 2012-15,Programme,
Department of Health,Department of Health,04/01/2013,Research & development,Research & Development,NPL MANAGEMENT LTD,LARGE,TW11 0LW,114058,131173.00 ,Invention for Innovation,Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,Public Health,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12594353,49206.00 ,National Child Measurement Programme for 2012/2013,Programme,
Department of Health,Department of Health,04/01/2013,Research & development,Public Health,ARISTA LABORATORIES EUROPE,SME,KT2 6HL,2949,22973.18 ,Tobacco surveillance - contract variation between Department of Health  and Arista Laboratories. Second and final year of contract - 31 December 2012,Programme,
Department of Health,Department of Health,04/01/2013,Publicity & advertising,External Relations,23 RED LTD,SME,N1 9BG,401114,102695.61 ,DH Marketing Partnerships - 23red fees October and November 2012,Programme,
Department of Health,Department of Health,04/01/2013,Publicity & advertising,External Relations,23 RED LTD,SME,N1 9BG,401115,104319.45 ,DH Marketing Partnerships - 23red fees October and November 2012,Programme,
Department of Health,Department of Health,04/01/2013,Research & development,Research & Development,NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),PUBLIC,SN2 1EU,53972,25000.00 ,NA,Programme,
Department of Health,Department of Health,04/01/2013,Professional fees,NHS Finance Operations & Performance,KPMG LLP,LARGE,E14 5AG,5500610692,34524.00 ,Kent Community Health NHS Trust.  NHSFT Financial Assessments,Programme,
Department of Health,Department of Health,04/01/2013,Contractor/Staff Substitution,Strategy Finance & NHS,CAPITA RESOURCING LTD,LARGE,DL1 9HN,WN70150304,26434.96 ,Commercial Lead ,Admin,
Department of Health,Department of Health,04/01/2013,Policy Payments,Public Health,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594356,36600.00 ,Health Survey for England (HSE) 2013 - Average Weekly Alcohol Consumption,Programme,
Department of Health,Department of Health,04/01/2013,Travel & subsistence secondees,Social Care,WEST SUSSEX PCT,PUBLIC,WF3 1WE,18270161,1898.88 ,Expenses for 2012/13 for Director for Health and Wellbeing Board implementation,Admin,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,NHS Medical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,7216346,287287.50 ,For the provision of the  South West Cancer Registry Services for 2012-13 provided by the South West PHO.,Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,NHS Medical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,7216347,500250.00 ,For the provision of the  South West Cancer Registry Services for 2012-13 provided by the South West PHO.,Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,NHS Medical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,7216348,327750.00 ,For the provision of the  South West Cancer Registry Services for 2012-13 provided by the South West PHO.,Programme,
Department of Health,Department of Health,04/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869325,21124.93 ,TV advertising for January Health Harms campaign,Programme,
Department of Health,Department of Health,04/01/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,M0073328,69187.20 ,Secondment of SCS1 equivalent,Admin,
Department of Health,Department of Health,04/01/2013,Professional fees,External Relations,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV-00018149,72851.94 ,CPA 472305 Inv 18149 GAD Payments for period ending 30th November,Admin,
Department of Health,Department of Health,04/01/2013,Other programme expenditure,Social Care,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,Z0023006,47944.25 ,University of Edinburgh - National CJD Surveillance Unit Apr-12 to Mar-13,Programme,
Department of Health,Department of Health,04/01/2013,Policy Payments,Commissioning,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594355,117001.41 ,DECS Child Dental Health Survey to improve children's oral health 2012-2015,Programme,
Department of Health,Department of Health,04/01/2013,Outsourcing Contract,NHS Medical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,7216348,789000.00 ,For the provision of the  South West Cancer Screening Programmes Quality Assurance Reference Centre for  2012--13 provided by the South West PHO,Programme,
Department of Health,Department of Health,04/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869324,538954.02 ,Out of home advertising for January Health Harms,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,Improvement & Efficency,CARERS FEDERATION LTD,VCS,NG7 7LJ,1806,330416.67 ,The extension of the current ICAS contract for the provision of independent advocacy by The Carers Federation,Programme,
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869390,177617.44 ,TV advertising for January Health Harms campaign,Programme,
Department of Health,Department of Health,07/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,PUBLIC,TF6 6TF,HAFS-15029,850000.00 ,,Other,
Department of Health,Department of Health,07/01/2013,Professional fees,External Relations,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS1 3NU,S0000176,416666.66 ,Skills for Health-DH 12/13 contract,Programme,
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11933,20500.20 ,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme,
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11933,20500.20 ,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme,
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11933,20500.19 ,"Agency Fees Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme,
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11933,6833.40 ,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme,
