Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),52835,159.02,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),52836,6.94,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),52838,358.69,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52934,38.35,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52935,27.99,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52935,238.20,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52935,38.35,MPST Devolved Admin-Taxi Services Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52936,5.45,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52936,408.00,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52937,19.98,MPST Devolved Admin-Taxi Services Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),52938,581.22,MPST Devolved Admin-Taxi Services Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Rail Travel Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",52964,3.34,K&I Devolved Admin-Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",52964,7.60,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",52964,8.27,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",52964,10.00,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Rentals Under Non-PFI Operating Leases - Buildings,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",53010,1282.39,EU Expertise: General Costs-Rentals Under Non-PFI Operating Leases - Buildings,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),53028,7.85,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),53029,7.82,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),53030,26.45,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),53031,282.06,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Recruitment Consultancy Costs,Shareholder Executive - ED SME Finance Policy,IRG ADVISORS LLP T/A ODGERS BERNDTSON,53057,10000.00,E&M Devolved Admin-Recruitment Consultancy Costs,EC4M 6XD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,IT Services,People & Strategy - Communications Directorate,THE DEXTROUS WEB LTD T/A DXW,53076,753.50,Digital Media-IT Services,N1 7NG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2014,Water,Finance & Commercial Group - Estates,UNITED UTILITIES WATER plc,53177,167.42,LSC Properties-Water,WA55 1WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2014,Water,Finance & Commercial Group - Estates,UNITED UTILITIES WATER plc,53177,231.37,LSC Properties-Water,WA55 1WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Public Relations - Other Expenditure,Enterprise & Skills Group - Vocational Education Directorate,ENGINE PARTNERS UK LLP (TRANSFORM INNOVATION LTD),53182,49076.40,VE Strategy-Public Relations - Other Expenditure,W1W 7RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,53199,690.24,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Hire of Agency Staff,Enterprise & Skills Group - Better Regulation Delivery Office,BROOK STREET (UK) LTD,53203,516.82,E&S Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Hire of Agency Staff,Business & Local Growth - Business & Local Growth DG,BROOK STREET (UK) LTD,53207,677.80,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,BROOK STREET (UK) LTD,53209,124.95,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,BROOK STREET (UK) LTD,53209,331.96,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2014,Hire of Agency Staff,Enterprise & Skills Group - Better Regulation Delivery Office,BROOK STREET (UK) LTD,53211,255.30,BRDO: Business Engagement-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,53213,761.26,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Business & Local Growth - BIS Local,BROOK STREET (UK) LTD,53217,468.42,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2014,Consultancy Expenditure,People & Strategy - Human Resources,BROOK STREET (UK) LTD,53218,220.04,P&S Devolved Admin-Consultancy Expenditure,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Sponsorship Support,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53223,111.60,R&C: Sponsorship Support-Sponsorship Support,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Recruitment Advice and Services,Finance & Commercial Group - Finance Group,ALLEN LANE LTD,53228,10216.80,F&C Devolved Admin-Recruitment Advice and Services,BN11 2BW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Other Professional Services,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",FUJITSU SERVICES LTD,53232,20197.67,Innovation Space: Facilitator-Other Professional Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,53235,26710000.00,STFC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1SZ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2014,Professional Training,People & Strategy - Human Resources,CAPITA BUSINESS SERVICES LTD,53238,200.00,P&S Devolved Admin-Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Staff Transfer/Detached Duty Costs,Business & Local Growth - Digital Economy Unit,GOVERNMENT COMMUNICATIONS HEADQUARTERS(GCHQ),53241,-11695.00,ShEx Devolved Admin-Staff Transfer/Detached Duty Costs,GL51 0EX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Staff Transfer/Detached Duty Costs,Business & Local Growth - Digital Economy Unit,GOVERNMENT COMMUNICATIONS HEADQUARTERS(GCHQ),53241,816.00,ShEx Devolved Admin-Staff Transfer/Detached Duty Costs,GL51 0EX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Staff Transfer/Detached Duty Costs,Business & Local Growth - Digital Economy Unit,GOVERNMENT COMMUNICATIONS HEADQUARTERS(GCHQ),53241,26710.00,ShEx Devolved Admin-Staff Transfer/Detached Duty Costs,GL51 0EX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,External Legal Advice and Service,People & Strategy - Human Resources,FLINT BISHOP LLP T/A FLINT BISHOP SOLICITORS,53255,60.00,P&S Devolved Admin-External Legal Advice and Service,DE1 3HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,53256,600.99,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,53256,1161.25,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,53258,51.93,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,53258,64.95,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
