Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000041429,91
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000041429,972
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000041429,883
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000041429,"1,886"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 2,CARLSON WAGONLIT TRAVEL,4000041429,37
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000041429,"6,016"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,"1,314"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,MANAGEMENT CONSULTANCY,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,92
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,288
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,251
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,120
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,"1,339"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,186
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,491
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,PROFESSIONAL FEES,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,503
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,90
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,311
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,96
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,165
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,743
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,59
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000041429,93
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000041429,865
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000041429,124
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000041429,143
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,170
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,198
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,-4
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,154
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,82
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group EFM,CARLSON WAGONLIT TRAVEL,4000041429,"2,055"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group EFM,CARLSON WAGONLIT TRAVEL,4000041429,124
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000041429,167
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,"1,015"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,56
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,133
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,26
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,"1,175"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,51
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,-30
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,358
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,315
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,625
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,871
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,505
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000041429,860
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,444
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,965
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,"1,556"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,98
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,406
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,209
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,"1,020"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000041429,337
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Corporate Services Strategy and Performance,CARLSON WAGONLIT TRAVEL,4000041429,967
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Corporate Services Strategy and Performance,CARLSON WAGONLIT TRAVEL,4000041429,71
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000041429,273
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000041429,423
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000041429,204
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group,CARLSON WAGONLIT TRAVEL,4000041429,"3,111"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,162
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,"1,646"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,-113
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,162
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,146
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,157
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,992
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000041429,21
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000041429,-1
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,ALB Reform Group,CARLSON WAGONLIT TRAVEL,4000041429,736
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,427
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,409
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Free School Group,CARLSON WAGONLIT TRAVEL,4000041429,22
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Free School Group,CARLSON WAGONLIT TRAVEL,4000041429,105
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,-61
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,615
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,142
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,383
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,792
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Schools Director General Office,CARLSON WAGONLIT TRAVEL,4000041429,29
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,-170
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,822
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,152
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,170
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,-188
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,991
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,347
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,31
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000041429,331
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000041429,25
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000041429,106
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000041429,51
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,700
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,212
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,72
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,28
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,218
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,493
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,121
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,962
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,23
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,130
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,371
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,23
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,69
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,779
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,157
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000041429,172
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,"2,820"
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000041429,274
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,257
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000041429,292
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000041429,97
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Young People Directorate Support,CARLSON WAGONLIT TRAVEL,4000041429,384
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Young People Analysis Division,CARLSON WAGONLIT TRAVEL,4000041429,809
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Young People Analysis Division,CARLSON WAGONLIT TRAVEL,4000041429,210
Department for Education,DEPARTMENT FOR EDUCATION,06/12/2010,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000041429,-8
