Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Expenditure Description,Supplier Type,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1417.25
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel to attend training events,Commercial,4000067071,235.75
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,368.23
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,2533.3
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,97.92
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,139.91
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1546.54
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,676.47
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,251.04
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,997.26
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,-16.05
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,86.52
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,172.14
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,2073.53
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,209.68
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,44.93
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1119.72
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1652.16
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1089.65
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,103.76
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,DfE Programme Costs,Families Group,FAMILY LIVES,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000067076,131040.39
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1045.05
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,3027.39
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Personnel Related,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to subsistence and lodging allowances for official duty,Commercial,4000067071,60.93
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,608.08
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,3275.96
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,949.26
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Commercial,4000067071,16.48
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Professional Services Consultancy,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,"Costs related to fees and expenses of professionals from the private sector such as auditors, accountants, lawyers engaged to provide advice or opinion on how to affect something",Commercial,4000067071,71.87
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Current Grants,Families Group,VOICE,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000067108,27839.88
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Current Grants,Families Group,SPURGEONS,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000067098,62283.34
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Children Young People and Families Directorate,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,212.81
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,346.46
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,769.64
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,76.77
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,ICT,Chief Information Officer Group,DELL CORPORATION LTD,Costs related to the purchase of IT equipment,Commercial,4000067074,40737.83
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,347.84
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,601.49
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,878.02
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,305.08
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel to attend training events,Commercial,4000067071,103.56
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1464.33
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1138.02
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,448.46
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,237.58
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,2102.33
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,3010.76
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,993.15
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,1061.85
Department for Education,DEPARTMENT FOR EDUCATION,07/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067071,442.37
