Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,Royal Botanic Gardens Kew,15/10/2013,Cofely Ltd,MS0224610,"£71,122.80",Energy and environmental efficiency services - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Cofely Ltd,MS0224609,"£42,714.00",Energy and environmental efficiency services - September 2013,,,,,,
Defra,Royal Botanic Gardens Kew,22/10/2013,CORONA ENERGY RETAIL 4 LIMITED,MS0225544,"£32,951.88",Gas charges adjustment - September 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,CORONA ENERGY RETAIL 4 LIMITED,MS0224349,"£26,927.21",Kew Gardens gas charges - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,08/10/2013,Design Clean Limited,MS0224806,"£42,310.64",Cleaning contract  - August  2013,,,,,,
Defra,Royal Botanic Gardens Kew,08/10/2013,Design Clean Limited,MS0224814,"£42,310.64",Cleaning contract  - September 2013 ,,,,,,
Defra,Royal Botanic Gardens Kew,23/10/2013,EDF Energy Customers plc,MS0224123,"£59,426.41",Kew Gardens electricity costs  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Norland Managed Services Ltd,MS0224838,"£187,500.76",Planned maintenance charges  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,22/10/2013,Norland Managed Services Ltd,MS0225160,"£31,618.66",Planned maintenance charges  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Skanska Rashleigh Weatherfoil,MS0225296,"£48,188.24",Replacement of cooling system and associated works in the Herbarium Building Wing D,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0223445,"£44,005.52",Water charges - June 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0222017,"£32,885.52",Water charges - July 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0224288,"£25,007.11",Water charges - August 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Turner & Townsend Project Management Ltd,MS0224693,"£245,882.54",Temperate House renovation project,,,,,,
