Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,128.11,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,137.28,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,290.14,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,355.28,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,372.26,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,514.54,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,380.67,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,333.59,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,442.73,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,1478.87,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,774.48,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,-5.47,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,18.63,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,897.09,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,182.42,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,216.87,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,571.46,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,3064.97,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000060969,352.83,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,CHECK,CARLSON WAGONLIT TRAVEL,4000060969,1218.04,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,CHECK,CARLSON WAGONLIT TRAVEL,4000060969,375.32,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Which Group in CYPFD? ,CARLSON WAGONLIT TRAVEL,4000060969,136.19,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Which Group in CYPFD? ,CARLSON WAGONLIT TRAVEL,4000060969,1225.14,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000060969,4262.48,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000060969,190.64,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,4000060969,2047.78,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,4000060969,155.91,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,4000060969,381.39,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,54.05,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,789.7,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,72.84,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,ALB Reform Group,CARLSON WAGONLIT TRAVEL,4000060969,631.15,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000060969,1398.55,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000060969,1015.52,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Free School Group,CARLSON WAGONLIT TRAVEL,4000060969,49.82,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000060969,500.76,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000060969,1361.57,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000060969,-147.5,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Education Standards Directorate Support Office,CARLSON WAGONLIT TRAVEL,4000060969,181.94,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,211.74,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Resources Group,CARLSON WAGONLIT TRAVEL,4000060969,1272.83,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,2818.89,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,1083.56,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,97.31,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000060969,34.89,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000060969,202.48,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,625.2,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Resources Group,CARLSON WAGONLIT TRAVEL,4000060969,530.6,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000060969,1150.15,Costs related to staff travel expenses for official duty,Commercial
