Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"5,236.25 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,28-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140858,"25,638.08 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,28-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140858,"5,127.62 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1139707,"25,359.00 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1139707,"5,071.80 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"25,094.15 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"5,018.83 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"22,668.00 ",Secure Data Transfer,
Ministry of Justice,MoJ HQ,28-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140858,"22,330.23 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,28-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140858,"4,466.05 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"4,259.53 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"21,297.65 ",Network Optimisation Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"4,259.53 ",Network Optimisation Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"-4,259.53 ",Network Optimisation Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1141085,"21,161.85 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1141085,"4,232.37 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"20,932.98 ",Network Optimisation Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1139960,"4,186.60 ",Network Optimisation Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1140075,"1,554,400.00 ",Transforming Rehabilitaion,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES UK LTD,1139571,"143,694.14 ",Prison NOM Information Systems - Live Service Bundle 9,
Ministry of Justice,MoJ HQ,04-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES UK LTD,1139310,"81,634.81 ",Prison NOM Information Systems - Live Service Bundle 9,
Ministry of Justice,MoJ HQ,04-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES UK LTD,1139310,"36,291.95 ",Browser Upgrade,
Ministry of Justice,MoJ HQ,18-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES UK LTD,1140175,"24,203.33 ",Transforming Rehabilitaion,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,4853,"293,723.74 ",YJB Asset Plus,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,234.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,116.08 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,111.45 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,83.96 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,128.90 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,128.90 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,"1,820.70 ",Costs of repairs to equipment ,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.23 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,43.22 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,265.63 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,11-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1139858,"22,937.45 ",Generic Appeals Processing System -  monthly support costs,
Ministry of Justice,MoJ HQ,11-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1139858,"4,587.49 ",Generic Appeals Processing System -  monthly support costs,
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD (RETAIL),1140093,"41,958.07 ",Prison/Courts Call Launching Services,
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD (RETAIL),1140093,"8,391.61 ",Prison/Courts Call Launching Services,
Ministry of Justice,MoJ HQ,21-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD (RETAIL),1140560,"23,220.24 ",Prison/Courts Call Launching Services,
Ministry of Justice,MoJ HQ,21-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD (RETAIL),1140560,"4,644.05 ",Prison/Courts Call Launching Services,
Ministry of Justice,MoJ HQ,22-Aug-14 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1140580,"598,384.00 ",Rates,
Ministry of Justice,MoJ HQ,22-Aug-14 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1140580,"331,289.88 ",Rates,
Ministry of Justice,MoJ HQ,18-Aug-14 ,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,4873,"46,214.76 ",Surrender to the Consolidated Fund,
Ministry of Justice,MoJ HQ,18-Aug-14 ,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,4873,"46,091.18 ",Surrender to the Consolidated Fund,
Ministry of Justice,MoJ HQ,22-Aug-14 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1140580,"85,842.00 ",Rates,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1140725,"249,482.80 ","Provision of the Claims Management Regulation Compliance Office under contract to the MoJ for .  Costs are recovered in full from fees charged to regulated businesses, so is cost revenue neutral to MoJ. Period ending July 2014",FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1140725,"49,896.56 ","Provision of the Claims Management Regulation Compliance Office under contract to the MoJ for .  Costs are recovered in full from fees charged to regulated businesses, so is cost revenue neutral to MoJ. Period ending July 2014",FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,67.31 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,67.31 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1140766,"1,402,050.00 ",Allen Lane fees for July 2014; call off requirement charges,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,223000-Other Expenditure,NZ401-Finance Group Feeder,ALLEN LANE CONSULTANCY LTD,1140766,"280,410.00 ",Allen Lane fees for July 2014; call off requirement charges,FAC
Ministry of Justice,MoJ HQ,13-Aug-14 ,263000-Other Contracted Out Services,QZ600-CPG Other,LONDON BOROUGH OF SOUTHWARK#10007039794,1139875,"844,183.00 ",Justice Reinvestment Reward Monies,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1140952,6.38 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,212001-Agency staff,NZ401-Finance Group Feeder,PRICEWATERHOUSECOOPERS LLP,1140704,"41,830.00 ",Fees for to provide specialist internal audit resources to assist in the delivery of the planned audit programme invoice dated 30 June 2014,FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,212001-Agency staff,NZ401-Finance Group Feeder,PRICEWATERHOUSECOOPERS LLP,1140704,"8,366.00 ",Fees for to provide specialist internal audit resources to assist in the delivery of the planned audit programme invoice dated 30 June 2014,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,66.67 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,77.34 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,77.34 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,77.34 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,77.34 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.17 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.17 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.23 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.17 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.17 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,85.87 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,21-Aug-14 ,263000-Other Contracted Out Services,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,4881,"443,980.39 ",Operational service charges for the Court Funds Office under contract to the MoJ for the 2014/15 Financial Year,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,328.00 ,"Large Form Laptop - HP EliteBook 8570p (15.6"" screen)",FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,92.00 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,21-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140367,"497,330.04 ",Fees and Expenses for week ending 13.08.2014,FAC
Ministry of Justice,MoJ HQ,21-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140367,"99,466.01 ",Fees and Expenses for week ending 13.08.2014,FAC
Ministry of Justice,MoJ HQ,11-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1139773,"470,566.05 ",Fees and Expenses for week ending 30.07.2014,FAC
