Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number,,
Department of Health,Department of Health,25/11/2011,Capital Grants to Other Bodies,Research and development,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),PUBLIC,SW1H ONN,10033954,22547372,,DH contribution to cost of UK Centre for Medical Research and Innovation (UKCMRI),Programme,,,
Department of Health,Department of Health,28/11/2011,Research & development,Research and development,PHILIPS ELECTRONICS UK LTD,LARGE,GU2  8XH,6345006776,63975,,i4i Project - II-3B-0809-10005 - The Development of a home tele-monitoring system for Cancer Patients on chemotherapy,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-446281-53811,5916,,06/45/02 - HTA Main Programme,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-446281-53811,33456,,07/60/18 PROSPECT Trial,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-446284-53814,22262,,OPT HTA - 06/404/84,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-446284-53814,20310,,HTA - ( PD REHAB ) 07/01/07,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-446284-53814,9691,,06/303/205,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-446284-53814,13546,,02/06/2002,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-446285-53815,37010,,06/404/02 - HTA Pragmatic Trial,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-446285-53815,35972.3,,06/402/94 ( HTA Pragmatic Trial ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-446285-53815,64142,,SMED RK6831,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-446287-53816,24612,,06/303/98,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-446287-53816,35057,,06/05/2001,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-446287-53816,52725,,RG37084,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-446288-53817,34920,,RCUC127  -  ( Our ref 08/53/34 - HTA Pragmatic Trial ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-446289-53818,34308,,121.803907,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,ICNARC VOLUNTARY ORGANISATION,VCS,WC1H 9HR,ERS-446291-53821,30663,,07/52/03  HTA Project,Programme,12998,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-446292-53822,34795,,08/56/02 ( HTA - Lead Author Dr Mary Morrell ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-446292-53822,30559,,DNPCA P14965 - HTA Clinical Trial 07/01/26,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-446293-53823,11734,,HTA Project 07/01/38 ( Lead Author Dr Peter Hillmen ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-446293-53823,36623,,RG.PSRY.475493 ( HTA Project 07/33/01 - Lead Author Professor David Cottrell ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-446296-53826,43667,,07/37/16 - HTA Project (Topic Areas & Genetics),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-446299-53827,12338,,06/403/51 - HTA Pragmatic Trial,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-446299-53827,17561,,06/07/01 - RC0898,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-446300-53828,68207,,HJRPXM0   ( The Protec T Trial ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-446300-53828,94073,,B2RPLS0 HTA 06/38/01 - Lead Author  Professor Peter Brocklehurst ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-446300-53828,14126,,06/301/233 (ACST-2),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-446300-53828,13829,,RMVE0,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-446300-53828,48859,,HARMUF0,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-446302-53829,24327,,07/60/43 ( HTA Pragmatic Trial - Lead Author Professor Stefan Priebe ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-446302-53829,20976,,HTA 05/501/04 ( Lead Author Professor Kate Costeloe ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-446304-53830,23188,,RC112897 -129430 (HTA 06/01/02),Programme,11039,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-446304-53830,26074,,07/25/02 ( HTA Contract - Lead Author Dr Elizabeth Goyder ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-446305-53807,38878,,PB-PG-0609-19025 - RfPB Project - Professor Janet Treasure,Programme,13224,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SUSSEX UNIVERSITY OF,PUBLIC,BN1 9RH,ERS-446308-53832,34632,,07/43/01  - HTA Project - Lead Author Professor Jacqueline Anne Cassell,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-446309-53834,31745,,HTA 06/78/03  ( HTA Main Progarmme),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-446309-53834,37260,,07/01/2021,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-446309-53834,12547,,JMR510 - 06/39/02,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,TEESSIDE UNIVERSITY OF,PUBLIC,TS1 3BA,ERS-446310-53833,25332,,06/404/53 - PROFHER Trial - HTA - Pragmatic Trials,Programme,13058,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-446311-53824,32665,,06/36/04 - ( HTA Main Programme - Lead Author Professor Stephen Lliffe ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-446312-53804,42093,,06/44/05 - HTA Main Programme,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-446313-53801,15099,,HTA 07/51/01,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-446313-53801,18320,,05/515/01,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-446314-53835,20436,,R.MRCT.0009,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-446314-53835,26028,,R.MRCT.0003,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-446314-53835,38407,,R.MRCT.0014,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-446315-53836,27032,,06/43/05 - HTA Main Programme - Professor Simon Gilbody ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-446315-53836,26959,,07/60/26 ( Lead Author Dr Jo Dumville ),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-446315-53836,13358,,06/304/142,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-446379-53842,26283,,DSBB_P14694 (07/37/64),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-446380-53841,28124,,PB-PG-0808-17303,Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-445231-53526,27221,,0530011 (Prof C Sackley),Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-445232-53527,140796,,1020001,Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-445233-53529,233136,,R0291201 (0270038 - Centre for Health Economics),Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-446376-53845,129979.09,,70119,Programme,,,
Department of Health,Department of Health,29/11/2011,Research & development,Research and development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-446378-53844,33196,,0530012 (Prof L Turner-Stokes),Programme,,,
Department of Health,Department of Health,18/11/2011,Policy Payments,SOCIAL CARE,NORTHUMBRIA POLICE AUTHORITY,PUBLIC, NE20 OBL,NP209180148,80000,,Development of potential commissioning models to inform the diversion work programme - Northumbria Police,Admin,,,
Department of Health,Department of Health,10/11/2011,Printing,SOCIAL CARE,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737567,36848,,"COI - To provide professional support and advice in the design, production and printing of the Commissions final reports. - Project No 406418 - COI Project Manager Paul Skinner",Admin,,,
Department of Health,Department of Health,07/11/2011,Other programme expenditure,SOCIAL CARE,DERBYSHIRE POLICE AUTHORITY,PUBLIC,DE5 3RS,30941,50000,,Development of potential commissioning models to inform the diversion work programme,Programme,,,
Department of Health,Department of Health,24/11/2011,Other programme expenditure,SOCIAL CARE,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,Z0021444,47944.25,,The University of Edinburgh - National CJD Surveillance Unit April 2011- March 2012,Programme,,,
Department of Health,Department of Health,02/11/2011,Outsourcing Contract,SOCIAL CARE,DURHAM UNIVERSITY OF,PUBLIC,TS17 6BH,234422,137500,,DH funding for Public Health Observatory in relation to the health and Care of People with Learning Disabilities,Programme,,,
Department of Health,Department of Health,28/11/2011,Other programme expenditure,SOCIAL CARE,SQW CONSULTING LTD,SME,CB4 9ZR,16441,153934,,Evaluation of the Common Assessment Framework (CAF) demonstrator sites,Programme,,,
Department of Health,Department of Health,07/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,MIND,VCS,E15 4BQ,ERS-444711-53341,1697313,,2011-12 MIND - Project: Time to Change (Year 1) - supervised by Policy staff Janet Davies,Programme,,,
Department of Health,Department of Health,09/11/2011,Outsourcing Contract,SOCIAL CARE,CENTREVENTS LTD,SME,BN43 5UG,CE00746,26860.8,,Management and Facilitation of the National and Regional Forums 01-10-11 to 31-12-2011,Programme,,,
Department of Health,Department of Health,03/11/2011,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S12-00275,129194.82,,Provision of Carers Direct helpline service - replacement for PO416982.,Programme,,,
Department of Health,Department of Health,11/11/2011,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S12-00161,140257.8,,Provision of Carers Direct helpline service - replacement for PO416982.,Programme,,,
Department of Health,Department of Health,11/11/2011,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S12-00189,129195.9,,Provision of Carers Direct helpline service - replacement for PO416982.,Programme,,,
Department of Health,Department of Health,11/11/2011,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S12-00238,128894.26,,Provision of Carers Direct helpline service - replacement for PO416982.,Programme,,,
Department of Health,Department of Health,11/11/2011,Library services,SOCIAL CARE,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737582,25134,,"COI - PPBB manual - design, typesetting, proofreading",Programme,,,
Department of Health,Department of Health,16/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,NATIONAL ASSOCIATION OF COUNCILS FOR VOLUNTARY SERVICE,VCS,S1 4QL,ERS-445431-53601,199322,,2009/004: NAVCA - (Strategic Partner Programme),Programme,,,
Department of Health,Department of Health,22/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE MENTAL HEALTH FOUNDATION,VCS,SE1 9PD,ERS-445842-53721,25008.5,,2011/053 - Mental Health Foundation - An Ordinary Life,Programme,,,
Department of Health,Department of Health,22/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,MEDFASH,LARGE,WC1H 9JP,ERS-445844-53722,33985,,2011/048 - Medical Foundation for AIDs and Sexual Health (MedFASH) - Tackling HIV testing in primary care project,Programme,,,
Department of Health,Department of Health,02/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,UK COUNCIL ON DEAFNESS,VCS,CO6 4BS,ERS-444365-53261,51500,,"Opportunities for Volunteering Quarters 3 & 4, 2011/12 - final payment",Programme,,,
Department of Health,Department of Health,02/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,SCOPE,VCS,N7 9PW,ERS-444368-53262,58854,,"Opportunities for Volunteering Quarters 3 & 4, 2011/12 - final payment",Programme,,,
Department of Health,Department of Health,02/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,AGE UK,VCS,SW16 4ER,ERS-444444-53281,187964.5,,"Opportunities for Volunteering Quarters 3 & 4, 2011/12 - final payment",Programme,,,
Department of Health,Department of Health,02/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE CHILDRENS SOCIETY,VCS,WC1X 0JL,ERS-444445-53282,107500,,"Opportunities for Volunteering Quarters 3 & 4, 2011/12 - final payment",Programme,,,
Department of Health,Department of Health,15/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,VCS,PE2 6WS,ERS-445366-53561,56543,,Opportunities for Volunteering r.e. Q3 & Q4 2011/12 - final payment,Programme,,,
Department of Health,Department of Health,17/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,ATTEND,VCS,W1G 0AN,ERS-445592-53661,272302,,Opportunities for Volunteering r.e. Quarters 3 & 4 - final payment,Programme,,,
Department of Health,Department of Health,17/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,VOLUNTEERING ENGLAND,VCS,N1 9RJ,ERS-445601-53662,345500,,Opportunities for Volunteering r.e. Quarters 3 & 4 - final payment,Programme,,,
Department of Health,Department of Health,22/11/2011,Grants to non profit institutions (CUR),SOCIAL CARE,MIND,VCS,E15 4BQ,ERS-445809-53701,238473,,"Opportunities for Volunteering r.e. Quarters 3 & 4, 2011/12 - final payment",Programme,,,
Department of Health,Department of Health,29/11/2011,Secondees in invoiced costs,WORKFORCE,SHEFFIELD PCT,PUBLIC,S10 3TG,2100051422,49169,,Sheffield PCT: Secondment of Jan Sobieraj from July to Dec 2011 as Acting DG for Workforce.,Admin,13370,,
Department of Health,Department of Health,07/11/2011,Lump sum payments staff,WORKFORCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,737493,25044.72,,Redundancy payment for Lynda Scott. Historical agreement between DH and NHS Confederation to pay libabilities from 3 members of the Mod Ag who transferred to NHS Employer,Admin,,,
Department of Health,Department of Health,02/11/2011,Arm Length Bodies-Revenue Subsidy,WORKFORCE,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH0010,32000,,CHRE Revenue Non-Core Drawdown 2011/12,Admin,,,
Department of Health,Department of Health,15/11/2011,Policy Payments,WORKFORCE,OFFICE OF THE HEALTH PROFESSIONS ADJUDICATOR OHPA,LARGE,SE1 9BW,Nov-11,33464,,Funding for OHPA operational costs 11/12,Admin,,,
Department of Health,Department of Health,01/11/2011,Outsourcing Contract,WORKFORCE,IDENK LTD,SME,CB22 6SJ,90532,26774.22,,Support to Worforce E&T stakeholder event 19th September includes a pre-event survey,Admin,,,
Department of Health,Department of Health,11/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02400,634466.08,,GSCC Revenue Cash Drawdown 2011/12,Admin,,,
Department of Health,Department of Health,28/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02406,215836,,GSCC Revenue Cash Drawdown 2011/12,Admin,,,
Department of Health,Department of Health,28/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02406,315000,,GSCC Revenue Cash Drawdown 2011/12 - Additional non-recurrent transition funding,Admin,,,
Department of Health,Department of Health,02/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH009,68000,,CHRE Revenue Cash Drawdown 2011/12,Admin,,,
Department of Health,Department of Health,23/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH011,50000,,CHRE Revenue Cash Drawdown 2011/12,Admin,,,
Department of Health,Department of Health,11/11/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,APPOINTMENTS COMMISSION,PUBLIC,LS1 4PL,2011111,200000,,Appointments Commission - grant in aid  budget,Admin,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90084998,122214,,OC/2011/01 - Non Transferring staff,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90085003,55916.4,,OC/2011/04 Transferring Staff,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90085008,32780.4,,OC/2011/08- Business Support,Programme,,,
Department of Health,Department of Health,09/11/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90086441,100896,,WO/2011/01  Older People Care Pathway Phase 4,Programme,,,
Department of Health,Department of Health,29/11/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90065283,81000,,Social Care Demand & SUpply Modelling,Programme,,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,NHS CONFEDERATION,PUBLIC,SW1E 5DD,7197,250000,,DH variation to contract: WQiPP: Agency Staff Costs,Programme,,,
Department of Health,Department of Health,11/11/2011,Provisions cash payment,WORKFORCE,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-445202-53501,3944311.67,,Injury allowance recharging,Programme,,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007323,83164.05,,CPA for ESR Contract CCN 126 ESR NHS Payslip Printing and Courier solution,Programme,,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007338,59034.82,,CPA for ESR and nLMS Contract - CCN 414 - ESR Warwick Accommodation Apr10 to Mar12,Programme,,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007346,118724.99,,CPA for ESR Contract : RPP Monthly Service Charges FY09-12,Programme,,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007346,2568239.1,,CPA for ESR Contract : ESR Monthly Service Charges FY11-12,Programme,,,
Department of Health,Department of Health,29/11/2011,Service charge,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007491,596942.83,,CCN 703 - ESR Merge/Demerge requirements for TCS,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007345,46496,,CPA for ESR and nLMS Contract  Staff Attendence Records - (Pass through costs) recharge to NHS Organisations,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007485,35170.42,,CPA for ESR Contract FY10-12 In Year CCN support costs,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007490,72843.24,,CPA for ESR Contract CCN 126 ESR NHS Payslip Printing and Courier solution,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007492,2573533.31,,CPA for ESR Contract : ESR Monthly Service Charges FY11-12,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007492,118724.99,,CPA for ESR Contract : RPP Monthly Service Charges FY09-12,Programme,,,
Department of Health,Department of Health,30/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007492,97668.33,,CPA for ESR and nLMS Contract,Programme,,,
Department of Health,Department of Health,28/11/2011,Revenue Grants to Other Bodies,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02407,673714,,GSCC Revenue Cash Drawdown 2011/12 - Specific Grants,Programme,,,
Department of Health,Department of Health,09/11/2011,Revenue Grants to Other Bodies,WORKFORCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,ERS-444958-53421,15000000,,NHS BSA - Admin of SC Bursaries - Nov 2011 Funding,Programme,,,
Department of Health,Department of Health,09/11/2011,Outsourcing Contract,WORKFORCE,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,1026775,200000,,11-12 running costs for UK Foundation Programme Office,Programme,,,
Department of Health,Department of Health,10/11/2011,Outsourcing Contract,WORKFORCE,METHODS CONSULTING,SME,WC2H 8AD,100015409,46770,,Extension to FPAS Contract - Methods Consultancy,Programme,,,
Department of Health,Department of Health,10/11/2011,Outsourcing Contract,WORKFORCE,METHODS CONSULTING,SME,WC2H 8AD,100015860,46770,,Extension to FPAS Contract - Methods Consultancy,Programme,,,
Department of Health,Department of Health,10/11/2011,Outsourcing Contract,WORKFORCE,METHODS CONSULTING,SME,WC2H 8AD,100015861,46770,,Extension to FPAS Contract - Methods Consultancy,Programme,,,
Department of Health,Department of Health,10/11/2011,Outsourcing Contract,WORKFORCE,METHODS CONSULTING,SME,WC2H 8AD,100016099,46770,,Extension to FPAS Contract - Methods Consultancy,Programme,,,
Department of Health,Department of Health,14/11/2011,Outsourcing Contract,WORKFORCE,METHODS CONSULTING,SME,WC2H 8AD,100015936,70293.6,,Extension to FPAS Contract - Methods Consultancy,Programme,,,
Department of Health,Department of Health,16/11/2011,Outsourcing Contract,WORKFORCE,GENERAL MEDICAL COUNCIL,PUBLIC,W1W 5JE,90000185,320592.23,,GMC Costs associated with PMETB merger - Add to PO 455724,Programme,,,
Department of Health,Department of Health,16/11/2011,Outsourcing Contract,WORKFORCE,GENERAL MEDICAL COUNCIL,PUBLIC,W1W 5JE,90000185,53432.04,,,Programme,,,
Department of Health,Department of Health,16/11/2011,Professional fees,WORKFORCE,GENERAL MEDICAL COUNCIL,PUBLIC,W1W 5JE,90000185,-53432.04,,GMC costs associated with GMC -PMETB merger,Programme,,,
Department of Health,Department of Health,25/11/2011,Outsourcing Contract,WORKFORCE,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,1025801,291556,,UKFPO - Provision of services to meet the MoU to deliver Specialty Recruitment activity,Programme,,,
Department of Health,Department of Health,25/11/2011,Outsourcing Contract,WORKFORCE,SAPIENT LTD,LARGE,E14 9GE,22937,6138,,On Shore Specialist Developers - Senior Consultant,Programme,,,
Department of Health,Department of Health,25/11/2011,Outsourcing Contract,WORKFORCE,SAPIENT LTD,LARGE,E14 9GE,22937,20013,,On Shore Specialist Developers - Managing Consultant,Programme,,,
Department of Health,Department of Health,25/11/2011,Outsourcing Contract,WORKFORCE,SAPIENT LTD,LARGE,E14 9GE,22937,5439,,On Shore Programme Managers - Principal Consultant,Programme,,,
